,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,1,1
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,1,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,1,2
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,6,3,9
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,3,3
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,3,1,4
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,9,6,15
"COLCHA ""K""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,1,2
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,3,1,4
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,1,2
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,11,4,15
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,3,1,4
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,4,5,9
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,2,2
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,2,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,3,1,4
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,9,4,13
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,0,2
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,1,3
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,4,6,10
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,7,3,10
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
POOPO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
POROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,3,3,6
PUNA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,1,3
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,3,2,5
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,1,3
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,1,3
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,2,3
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,0,2
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,46,36,82
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,1,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,3,1,4
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,1,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,1,3
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,9,1,10
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,3,1,4
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,1,3
VITICHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,4,6
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,0,2
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,2,6,8
YUNCHARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-05-01,0,1,1
AYATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
AZURDUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,1,2
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,1,3
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,6,1,7
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,0,2
CHUMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,0,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,2,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,9,7,16
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
COMBAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,0,2
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,11,4,15
EL PUENTE(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,2,4
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,5,7
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,10,3,13
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,1,2
LURIBAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,2,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,1,3
MOROCHATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
OCURI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,3,4
PAILON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,3,0,3
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,1,2
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
PUCARANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,3,0,3
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,5,5
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,3,1,4
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,2,4
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,3,4
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,54,42,96
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,0,1,1
SENA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,2,3
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,9,3,12
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,1,2
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,5,7
TARVITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,1,3
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,6,1,7
URUBICHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,3,0,3
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,2,3
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,1,2,3
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,1,3
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,4,0,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,5,5,10
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-06-01,2,3,5
ARAMPAMPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
AUCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,1,2
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,1,3
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,0,2
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,1,3
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,4,2,6
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,3,0,3
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,3,0,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,5,1,6
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,2,3
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,3,4,7
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,11,5,16
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,5,0,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,2,2
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,6,0,6
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,4,4
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,3,2,5
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,6,5,11
LICOMA PAMPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,0,2
LURIBAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,2,2
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,5,7
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,3,2,5
PADILLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
PAILON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,0,2
PAMPA GRANDE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,4,0,4
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,2,4
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,3,5,8
REYES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,3,2,5
ROBORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,1,2
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,3,3
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,4,0,4
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,61,44,105
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
SORACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,1,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,1,2
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,1,2
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,0,2
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
TOLEDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,3,0,3
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,1,3
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,4,0,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,1,3
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,2,2,4
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-07-01,0,2,2
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
APOLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,1,2
AUCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,0,2
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
CARACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,4,6
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,1,2
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,3,0,3
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,4,4
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,4,8,12
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,0,2
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,0,2
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,9,7,16
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,4,3,7
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,3,2,5
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,2,3
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,3,2,5
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,1,3
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,9,2,11
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,5,4,9
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,4,3,7
PADCAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
POCONA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
POOPO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
POROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,3,0,3
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,1,3
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,6,1,7
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,3,2,5
PUNA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,2,4
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,4,6
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,2,4
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
SAN JAVIER(BNI),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
SAN MATIAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,43,36,79
SANTA ROSA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,4,3,7
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,4,8,12
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,6,0,6
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,0,2
VACAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,2,2
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,2,0,2
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,2,2
YACO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2013-08-01,0,1,1
