,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,1,2
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,2,2,4
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,23,14,37
SANTA ROSA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,2,0,2
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,2,3,5
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,0,2,2
YOTALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-08-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
ANTEQUERA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,2,0,2
CARAPARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,11,5,16
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,1,2
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,14,7,21
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,2,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,26,11,37
LAJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,2,0,2
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,2,2,4
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,5,0,5
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,1,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,3,1,4
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,16,11,27
SAPAHAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,6,1,7
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,2,3
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,4,1,5
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,3,0,3
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,2,0,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-09-01,1,1,2
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
ALCALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,1,2
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,8,9,17
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,8,6,14
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,0,1,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,2,1,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,24,19,43
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,5,1,6
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
PATACAMAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,1,2
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,4,0,4
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,6,3,9
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,1,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,2,3
SAIPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,25,13,38
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,8,4,12
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,3,1,4
TIRAQUE (CBBA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,3,0,3
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,2,0,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-10-01,3,2,5
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,1,2
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,2,1,3
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,9,2,11
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,13,10,23
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,2,0,2
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,3,0,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,26,13,39
LAS CARRERAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,6,2,8
PORCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,3,1,4
PUERTO QUIJARRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,2,1,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,2,1,3
SAN ANDRES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,16,10,26
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,2,3,5
TACACOMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,5,2,7
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,1,2
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,2,1,3
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,2,0,2
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-11-01,1,0,1
ANZALDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,3,3,6
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,2,3
CONCEPCION,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,13,5,18
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,2,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,19,12,31
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,3,2,5
PADCAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
PORCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,4,2,6
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,1,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,2,1,3
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,15,8,23
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,2,2,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,2,2,4
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,4,1,5
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,3,1,4
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,0,1,1
YOTALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2013-12-01,1,1,2
