,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
VILLA RIVERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-03-01,6,0,6
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-03-01,1,0,1
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-03-01,1,2,3
VITICHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-03-01,0,1,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-03-01,1,3,4
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-03-01,7,5,12
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-03-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-03-01,2,0,2
YOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-03-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,1,2
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,1,2
AYATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,1,2
BATALLAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,2,2
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,1,2
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,3,2,5
CHALLAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
CHAQUI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,3,3
CHARAÑA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,3,1,4
CKOCHAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,2,2
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,5,0,5
COCAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,13,15,28
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,2,0,2
"COLCHA ""K""",tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
COLQUENCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,2,3
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,2,3
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,4,0,4
CULPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,19,13,32
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,4,2,6
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,5,4,9
ESCOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,5,1,6
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,1,2
INQUISIVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,4,0,4
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,5,3,8
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,32,17,49
LAJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,2,1,3
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,2,2
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
MOCOMOCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,10,5,15
OKINAWA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,5,1,6
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,4,1,5
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
PELECHUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
POCONA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,3,1,4
PUERTO ACOSTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
PUERTO RICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,7,3,10
PUNA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,3,3,6
QUIME,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,7,1,8
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,2,3
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,5,4,9
SAIPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,2,0,2
SAN ANDRES,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,2,0,2
SAN BENITO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,2,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,2,0,2
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,1,2
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,63,47,110
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,2,0,2
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,2,4,6
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,3,1,4
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,3,2,5
TACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
TACACOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
TARATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,2,2,4
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,2,0,2
TOMAVE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,9,3,12
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,0,1
URUBICHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,1,2
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,5,1,6
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,5,0,5
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,5,5,10
YACO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,1,4,5
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-04-01,5,1,6
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,3,0,3
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,0,1,1
AUCAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,0,2
AYO AYO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,0,1,1
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,6,0,6
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
CHAQUI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,5,1,6
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,12,9,21
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,4,1,5
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,0,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,4,5
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
DESAGUADERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,18,10,28
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,4,0,4
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,0,2
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,3,0,3
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,4,0,4
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,5,2,7
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,21,14,35
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,4,0,4
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,9,6,15
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,3,2,5
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
PORCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,0,3,3
PORTACHUELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,4,2,6
PRESTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,3,4
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,4,6
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,3,2,5
RAVELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,4,2,6
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,4,2,6
SAMAIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
SAN ANDRES,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,3,1,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,3,4
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,57,41,98
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,3,1,4
SANTIAGO DE HUARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,0,2
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,2,4
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,3,0,3
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,4,3,7
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,4,2,6
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,0,1,1
TIAWANACU,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,3,0,3
TIRAQUE (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,0,1,1
TORO TORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,0,2
UMALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
URUBICHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,6,2,8
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,1,3
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,2,4,6
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,8,3,11
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,1,1,2
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-05-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,0,2
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,0,2
ARQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,5,2,7
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,1,2
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
CAIROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,0,2
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,3,4
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
CARIPUYO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
CHAQUI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,1,2
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,4,1,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,3,1,4
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,1,3
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,2,4
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,16,6,22
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,2,2
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,2,2
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,1,2
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,1,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,2,4
CULPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,11,11,22
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,4,4
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,1,2
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,2,2
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,0,2
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
ICHOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,0,2
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,4,1,5
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,27,25,52
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,3,0,3
MACHARETI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,0,2
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,0,2
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,0,2
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
MOJOCOYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,8,8,16
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,3,3
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,3,1,4
POJO (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
POROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,3,1,4
PUERTO GONZALO MORENO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,7,2,9
PUNA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,4,2,6
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,4,5
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,0,2
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,3,2,5
SACACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
SAN ANDRES,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,3,3,6
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,2,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,62,53,115
SENA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,0,1,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,4,1,5
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,1,3,4
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2013-06-01,5,2,7
