municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
VINTO,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,2,2
VITICHI,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,38,38
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,74,74
YAMPARAEZ,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,2,2
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,71,71
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2007-04-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,5,5
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,4,4
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,15,15
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2007-05-01,2,2
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,20,20
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,3,3
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,30,30
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,68,68
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,23,23
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,5,5
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,213,213
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,2585,2585
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,41,41
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,11,11
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,14,14
COROICO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,7,7
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,14,14
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,751,751
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,10,10
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,29,29
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,3015,3015
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,46,46
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,5,5
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,10,10
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,15,15
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,143,143
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,394,394
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,15,15
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,37,37
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,218,218
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,14,14
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,4,4
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,8,8
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,32,32
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,29,29
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,54,54
REYES,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,7,7
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,276,276
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,10,10
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,5,5
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,47,47
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,4,4
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,19,19
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,24,24
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,29,29
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,54,54
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-05-01,9,9
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,12,12
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,33,33
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,18,18
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,8,8
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,9,9
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,9,9
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,4,4
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,21,21
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,3162,3162
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,4,4
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,16,16
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,656,656
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,2,2
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,389,389
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-05-01,11,11
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,114,114
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,40,40
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,16,16
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,13,13
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,40,40
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,15,15
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,56,56
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,27,27
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,13,13
VINTO,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,25,25
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,99,99
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,49,49
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2007-05-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,3,3
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,8,8
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,20,20
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2007-06-01,3,3
BAURES,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,4,4
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,25,25
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,1,1
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,25,25
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,82,82
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,23,23
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,5,5
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,12,12
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2007-06-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,79,79
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,2423,2423
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,44,44
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,7,7
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,19,19
COROICO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,12,12
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,8,8
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,756,756
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,26,26
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,46,46
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,2852,2852
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,55,55
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,4,4
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,8,8
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,22,22
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,106,106
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,389,389
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,13,13
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,38,38
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,207,207
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,8,8
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,4,4
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,23,23
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,10,10
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,9,9
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,59,59
REYES,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,9,9
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,235,235
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,8,8
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,7,7
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,109,109
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,5,5
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,12,12
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,38,38
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,65,65
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-06-01,13,13
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,22,22
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,33,33
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,20,20
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,4,4
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,3,3
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,1,1
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,7,7
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,66,66
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,3227,3227
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,1,1
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,27,27
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,6,6
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,776,776
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,1,1
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,345,345
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,9,9
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-06-01,8,8
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,479,479
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,42,42
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,23,23
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,33,33
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,11,11
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,54,54
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,20,20
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,24,24
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,41,41
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,95,95
YAMPARAEZ,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,3,3
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,80,80
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2007-06-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,5,5
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,9,9
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,33,33
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2007-07-01,5,5
BAURES,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,3,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,22,22
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,2,2
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,37,37
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,71,71
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,18,18
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,2,2
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,13,13
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2007-07-01,4,4
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,363,363
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,2358,2358
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,18,18
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,13,13
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,15,15
COROICO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,15,15
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,16,16
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,777,777
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,6,6
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,67,67
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,3063,3063
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,55,55
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,4,4
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,13,13
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,17,17
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,221,221
OCURI,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,1,1
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,480,480
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,41,41
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,3,3
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,47,47
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,263,263
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,27,27
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,15,15
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,21,21
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,21,21
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,48,48
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,161,161
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,53,53
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,13,13
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,84,84
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,6,6
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,2,2
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,14,14
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,10,10
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,38,38
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,86,86
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-07-01,10,10
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,12,12
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,31,31
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,36,36
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,5,5
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,10,10
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,13,13
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,17,17
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,3960,3960
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,25,25
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,7,7
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,994,994
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,3,3
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,391,391
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,6,6
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-07-01,15,15
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,1,1
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,368,368
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,40,40
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,35,35
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,12,12
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,33,33
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,14,14
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,57,57
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,33,33
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,28,28
VINTO,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,4,4
WARNES,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,22,22
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,100,100
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2007-07-01,2,2
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,20,20
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,10,10
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2007-08-01,1,1
BAURES,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,11,11
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,25,25
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,7,7
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,13,13
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,85,85
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,22,22
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,11,11
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,91,91
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,2378,2378
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,41,41
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,11,11
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,21,21
COROICO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,3,3
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,18,18
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,707,707
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,6,6
ENTRE RIOS,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,23,23
ENTRE RIOS,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,3,3
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,55,55
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,3073,3073
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,48,48
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,4,4
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,9,9
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,14,14
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,151,151
OCURI,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,1,1
ORURO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,588,588
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,25,25
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,42,42
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,241,241
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,26,26
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,6,6
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,24,24
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,21,21
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,33,33
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,58,58
REYES,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,10,10
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,315,315
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,8,8
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,11,11
SACABA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,46,46
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,2,2
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,71,71
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,5,5
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,30,30
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,17,17
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,55,55
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2007-08-01,4,4
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,12,12
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,41,41
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,90,90
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,8,8
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,7,7
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,5,5
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,16,16
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,3602,3602
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,5,5
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,26,26
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,6,6
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,723,723
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,3,3
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,388,388
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2007-08-01,2,2
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,2,2
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,326,326
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,44,44
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,28,28
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,10,10
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,37,37
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,10,10
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2007-08-01,67,67
