municipality,group,variable,month,"Anestesias generales, locales o regionales",TOTAL
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,3,3
SAN BENITO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,10,10
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,21,21
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,11,11
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,27,27
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,114,114
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,5,5
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,3,3
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,38,38
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,14,14
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,3,3
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,15,15
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,7,7
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,5,5
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,21,21
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,3605,3605
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,2,2
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,21,21
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,7,7
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,1038,1038
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,6,6
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,6,6
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,553,553
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,1,1
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,14,14
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,4,4
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,173,173
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,43,43
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,14,14
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,38,38
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,36,36
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,53,53
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,6,6
VILLA SERRANO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,4,4
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,22,22
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,7,7
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,85,85
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,1,1
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,35,35
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,114,114
YAMPARAEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,5,5
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,109,109
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,32,32
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-03-01,5,5
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,11,11
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,16,16
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,23,23
ANTEQUERA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,3,3
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,6,6
ARANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,6,6
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,16,16
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,4,4
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,51,51
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,19,19
CAIROMA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2,2
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,5,5
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,30,30
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,69,69
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,40,40
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,9,9
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,37,37
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,47,47
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,325,325
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2381,2381
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,48,48
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,5,5
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,6,6
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,11,11
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,11,11
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,23,23
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,18,18
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,15,15
DESAGUADERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,8,8
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1147,1147
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,30,30
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,6,6
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,54,54
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,9,9
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2,2
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,12,12
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,36,36
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2979,2979
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,23,23
LURIBAY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2,2
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,15,15
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,9,9
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,72,72
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,159,159
MOROCHATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,5,5
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,519,519
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,33,33
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,32,32
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,47,47
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,19,19
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,310,310
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,16,16
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2,2
PUERTO RICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,75,75
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,54,54
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,136,136
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,87,87
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,152,152
QUIME,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,4,4
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,122,122
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,6,6
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,12,12
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,53,53
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2,2
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,13,13
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,8,8
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,28,28
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2,2
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,83,83
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,5,5
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,6,6
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,24,24
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,5,5
SAN LORENZO(PND),cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,17,17
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,6,6
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,4,4
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,11,11
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,19,19
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,3005,3005
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,9,9
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,27,27
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1034,1034
TACOPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2,2
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,7,7
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,513,513
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,13,13
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,258,258
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,45,45
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,45,45
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,8,8
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,12,12
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,34,34
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,42,42
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,62,62
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,5,5
VILLA SERRANO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,22,22
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,11,11
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,78,78
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2,2
VITICHI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,1,1
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,38,38
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,77,77
YAMPARAEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,2,2
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,71,71
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,27,27
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-04-01,11,11
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,9,9
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,13,13
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,5,5
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,15,15
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,9,9
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,1,1
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,45,45
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,17,17
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,7,7
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,30,30
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,68,68
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,35,35
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,5,5
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,25,25
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,30,30
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,361,361
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,2786,2786
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,41,41
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,3,3
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,5,5
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,11,11
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,14,14
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,28,28
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,13,13
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,14,14
DESAGUADERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,1193,1193
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,10,10
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,25,25
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,34,34
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,2,2
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,5,5
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,3,3
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,18,18
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,15,15
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,3273,3273
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,46,46
LURIBAY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,5,5
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,10,10
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,9,9
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,62,62
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,143,143
MOROCHATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,422,422
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,15,15
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,2,2
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,27,27
POJO (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,7,7
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,37,37
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,15,15
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,351,351
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,14,14
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,2,2
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
PUERTO RICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,71,71
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,46,46
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,119,119
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,95,95
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,184,184
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,7,7
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,276,276
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,10,10
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,5,5
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,47,47
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,3,3
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,19,19
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,24,24
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,29,29
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,115,115
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,9,9
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,12,12
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,33,33
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,50,50
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,8,8
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,9,9
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,9,9
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,33,33
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,3743,3743
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,34,34
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,2,2
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,808,808
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,3,3
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,8,8
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,504,504
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,6,6
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,20,20
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,114,114
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,43,43
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,17,17
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,13,13
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,12,12
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,40,40
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,16,16
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,56,56
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,11,11
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,38,38
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,4,4
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,64,64
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,1,1
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,25,25
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,105,105
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,49,49
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2007-05-01,6,6
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,5,5
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,8,8
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,3,3
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,10,10
ARANI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,12,12
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,29,29
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,9,9
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,4,4
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,49,49
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,1,1
BOLPEBRA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,2,2
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,14,14
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,25,25
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,82,82
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,40,40
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,5,5
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,12,12
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,36,36
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,25,25
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,302,302
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,2783,2783
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,44,44
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,2,2
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,6,6
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,7,7
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,19,19
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,8,8
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,18,18
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2007-06-01,8,8
