municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
SAIPINA,referencias,pacientes referidos a otros establecimientos,2007-03-01,21,21
SALINAS DE GARCI MENDOZA,referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
SAMAIPATA,referencias,pacientes referidos a otros establecimientos,2007-03-01,7,7
SAN ANDRES,referencias,pacientes referidos a otros establecimientos,2007-03-01,4,4
SAN ANDRES DE MACHACA,referencias,pacientes referidos a otros establecimientos,2007-03-01,3,3
SAN ANTONIO DE ESMORUCO,referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
SAN ANTONIO DE LOMERIO,referencias,pacientes referidos a otros establecimientos,2007-03-01,7,7
SAN BENITO,referencias,pacientes referidos a otros establecimientos,2007-03-01,10,10
SAN BORJA,referencias,pacientes referidos a otros establecimientos,2007-03-01,12,12
SAN BUENA VENTURA,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
SAN CARLOS,referencias,pacientes referidos a otros establecimientos,2007-03-01,8,8
SAN IGNACIO,referencias,pacientes referidos a otros establecimientos,2007-03-01,6,6
SAN IGNACIO DE VELASCO,referencias,pacientes referidos a otros establecimientos,2007-03-01,27,27
SAN JAVIER(STC),referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
SAN JOAQUIN,referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
SAN JOSE DE CHIQUITOS,referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
SAN JUAN DE YAPACANI,referencias,pacientes referidos a otros establecimientos,2007-03-01,18,18
SAN JULIAN,referencias,pacientes referidos a otros establecimientos,2007-03-01,15,15
SAN LORENZO(PND),referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
SAN LORENZO(TJA),referencias,pacientes referidos a otros establecimientos,2007-03-01,20,20
SAN LUCAS,referencias,pacientes referidos a otros establecimientos,2007-03-01,10,10
SAN MATIAS,referencias,pacientes referidos a otros establecimientos,2007-03-01,9,9
SAN MIGUEL DE VELASCO,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
SAN PABLO DE LIPEZ,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
SAN PEDRO,referencias,pacientes referidos a otros establecimientos,2007-03-01,25,25
SAN PEDRO DE BUENA VISTA,referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
SAN RAFAEL,referencias,pacientes referidos a otros establecimientos,2007-03-01,4,4
SAN RAMON,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
SAN RAMON,referencias,pacientes referidos a otros establecimientos,2007-03-01,6,6
SANTA ANA,referencias,pacientes referidos a otros establecimientos,2007-03-01,4,4
SANTA CRUZ DE LA SIERRA,referencias,pacientes referidos a otros establecimientos,2007-03-01,2350,2350
SANTA ROSA,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
SANTA ROSA DEL SARA,referencias,pacientes referidos a otros establecimientos,2007-03-01,22,22
SANTIAGO DE HUARI,referencias,pacientes referidos a otros establecimientos,2007-03-01,3,3
SANTIVAÑES,referencias,pacientes referidos a otros establecimientos,2007-03-01,3,3
SANTUARIO DE QUILLACAS,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
SAPAHAQUI,referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
SENA,referencias,pacientes referidos a otros establecimientos,2007-03-01,4,4
SICA SICA (VILLA AROMA),referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
SICAYA,referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
SIPE SIPE,referencias,pacientes referidos a otros establecimientos,2007-03-01,16,16
SOPACHUY,referencias,pacientes referidos a otros establecimientos,2007-03-01,6,6
SORACACHI,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
SORATA,referencias,pacientes referidos a otros establecimientos,2007-03-01,9,9
SUCRE,referencias,pacientes referidos a otros establecimientos,2007-03-01,787,787
TACOBAMBA,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
TACOPAYA,referencias,pacientes referidos a otros establecimientos,2007-03-01,3,3
TAPACARI,referencias,pacientes referidos a otros establecimientos,2007-03-01,9,9
TARABUCO,referencias,pacientes referidos a otros establecimientos,2007-03-01,29,29
TARIJA,referencias,pacientes referidos a otros establecimientos,2007-03-01,260,260
TARVITA,referencias,pacientes referidos a otros establecimientos,2007-03-01,7,7
TEOPONTE,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
TINGUIPAYA,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
TIPUANI,referencias,pacientes referidos a otros establecimientos,2007-03-01,3,3
TIQUIPAYA,referencias,pacientes referidos a otros establecimientos,2007-03-01,26,26
TIRAQUE (CBBA),referencias,pacientes referidos a otros establecimientos,2007-03-01,29,29
TOCO,referencias,pacientes referidos a otros establecimientos,2007-03-01,5,5
TOLEDO,referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
TOMAVE,referencias,pacientes referidos a otros establecimientos,2007-03-01,14,14
TOMINA,referencias,pacientes referidos a otros establecimientos,2007-03-01,3,3
TORO TORO,referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
TOTORA(CBBA),referencias,pacientes referidos a otros establecimientos,2007-03-01,3,3
TOTORA(ORR),referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
TRIGAL,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
TRINIDAD,referencias,pacientes referidos a otros establecimientos,2007-03-01,238,238
TUPIZA,referencias,pacientes referidos a otros establecimientos,2007-03-01,118,118
TURCO,referencias,pacientes referidos a otros establecimientos,2007-03-01,4,4
UNCIA,referencias,pacientes referidos a otros establecimientos,2007-03-01,28,28
URIONDO (A. CONCEPCION),referencias,pacientes referidos a otros establecimientos,2007-03-01,9,9
URUBICHA,referencias,pacientes referidos a otros establecimientos,2007-03-01,19,19
UYUNI,referencias,pacientes referidos a otros establecimientos,2007-03-01,3,3
VACAS,referencias,pacientes referidos a otros establecimientos,2007-03-01,18,18
VALLEGRANDE,referencias,pacientes referidos a otros establecimientos,2007-03-01,41,41
VIACHA,referencias,pacientes referidos a otros establecimientos,2007-03-01,139,139
VILA VILA,referencias,pacientes referidos a otros establecimientos,2007-03-01,1,1
VILLA MONTES,referencias,pacientes referidos a otros establecimientos,2007-03-01,14,14
VILLA RIVERO,referencias,pacientes referidos a otros establecimientos,2007-03-01,9,9
VILLA SERRANO,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
VILLA TUNARI,referencias,pacientes referidos a otros establecimientos,2007-03-01,53,53
VILLA VACA GUZMAN (MUYUPAMPA),referencias,pacientes referidos a otros establecimientos,2007-03-01,4,4
VILLAZON,referencias,pacientes referidos a otros establecimientos,2007-03-01,149,149
VINTO,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
VITICHI,referencias,pacientes referidos a otros establecimientos,2007-03-01,9,9
WARNES,referencias,pacientes referidos a otros establecimientos,2007-03-01,31,31
YACUIBA,referencias,pacientes referidos a otros establecimientos,2007-03-01,113,113
YAMPARAEZ,referencias,pacientes referidos a otros establecimientos,2007-03-01,8,8
YANACACHI,referencias,pacientes referidos a otros establecimientos,2007-03-01,2,2
YAPACANI,referencias,pacientes referidos a otros establecimientos,2007-03-01,26,26
YOTALA,referencias,pacientes referidos a otros establecimientos,2007-03-01,11,11
YUNCHARA,referencias,pacientes referidos a otros establecimientos,2007-03-01,14,14
ZUDAÑEZ,referencias,pacientes referidos a otros establecimientos,2007-03-01,4,4
ACACIO,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
ACHACACHI,referencias,pacientes referidos a otros establecimientos,2007-04-01,26,26
AIQUILE,referencias,pacientes referidos a otros establecimientos,2007-04-01,24,24
ALCALA,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
ANCORAIMES,referencias,pacientes referidos a otros establecimientos,2007-04-01,8,8
ANDAMARCA,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
ANTEQUERA,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
ANZALDO,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
APOLO,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
ARAMPAMPA,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
ARANI,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
ARQUE,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
ASCENCION DE GUARAYOS,referencias,pacientes referidos a otros establecimientos,2007-04-01,22,22
ATOCHA,referencias,pacientes referidos a otros establecimientos,2007-04-01,49,49
AYATA,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
AYO AYO,referencias,pacientes referidos a otros establecimientos,2007-04-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),referencias,pacientes referidos a otros establecimientos,2007-04-01,18,18
AZURDUY,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
BATALLAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
BAURES,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
BELLA FLOR,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
BERMEJO,referencias,pacientes referidos a otros establecimientos,2007-04-01,55,55
BETANZOS,referencias,pacientes referidos a otros establecimientos,2007-04-01,25,25
BOLIVAR,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
BOYUIBE,referencias,pacientes referidos a otros establecimientos,2007-04-01,7,7
BUENA VISTA,referencias,pacientes referidos a otros establecimientos,2007-04-01,19,19
CABEZAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,16,16
CAIROMA,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
"CAIZA ""D""",referencias,pacientes referidos a otros establecimientos,2007-04-01,8,8
CALAMARCA,referencias,pacientes referidos a otros establecimientos,2007-04-01,17,17
CAMARGO,referencias,pacientes referidos a otros establecimientos,2007-04-01,11,11
CAMATAQUI (C. VILLA ABECIA),referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
CAMIRI,referencias,pacientes referidos a otros establecimientos,2007-04-01,38,38
CAPINOTA,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
CAQUIAVIRI,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
CARACOLLO,referencias,pacientes referidos a otros establecimientos,2007-04-01,17,17
CARANAVI,referencias,pacientes referidos a otros establecimientos,2007-04-01,27,27
CARAPARI,referencias,pacientes referidos a otros establecimientos,2007-04-01,8,8
CARMEN RIVERO TORREZ,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
CHACARILLA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
CHALLAPATA,referencias,pacientes referidos a otros establecimientos,2007-04-01,20,20
CHAQUI,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
CHARAGUA,referencias,pacientes referidos a otros establecimientos,2007-04-01,15,15
CHIMORE,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
CHOQUE COTA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
CHUMA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
CLIZA,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
COBIJA,referencias,pacientes referidos a otros establecimientos,2007-04-01,62,62
COCHABAMBA,referencias,pacientes referidos a otros establecimientos,2007-04-01,272,272
COLCAPIRHUA,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
"COLCHA ""K""",referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
COLOMI,referencias,pacientes referidos a otros establecimientos,2007-04-01,35,35
COLPA BELGICA,referencias,pacientes referidos a otros establecimientos,2007-04-01,28,28
COLQUECHACA,referencias,pacientes referidos a otros establecimientos,2007-04-01,10,10
COLQUIRI,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
COMANCHE,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
COMBAYA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
CONCEPCION,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
COPACABANA,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
CORIPATA,referencias,pacientes referidos a otros establecimientos,2007-04-01,15,15
CORO CORO,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
COROICO,referencias,pacientes referidos a otros establecimientos,2007-04-01,24,24
CORQUE,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
COTAGAITA,referencias,pacientes referidos a otros establecimientos,2007-04-01,34,34
COTOCA,referencias,pacientes referidos a otros establecimientos,2007-04-01,59,59
CUATRO CAÑADAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,22,22
CUCHUMUELA (V. G. VILLARROEL),referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
CUEVO,referencias,pacientes referidos a otros establecimientos,2007-04-01,8,8
CULPINA,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
CURAHUARA DE CARANGAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
DESAGUADERO,referencias,pacientes referidos a otros establecimientos,2007-04-01,7,7
EL ALTO,referencias,pacientes referidos a otros establecimientos,2007-04-01,1132,1132
EL CHORO,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
EL PUENTE(STC),referencias,pacientes referidos a otros establecimientos,2007-04-01,11,11
EL PUENTE(TJA),referencias,pacientes referidos a otros establecimientos,2007-04-01,19,19
EL TORNO,referencias,pacientes referidos a otros establecimientos,2007-04-01,60,60
EL VILLAR,referencias,pacientes referidos a otros establecimientos,2007-04-01,7,7
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2007-04-01,29,29
ENTRE RIOS,referencias,pacientes referidos a otros establecimientos,2007-04-01,44,44
EUCALIPTUS,referencias,pacientes referidos a otros establecimientos,2007-04-01,10,10
FERNANDEZ ALONSO,referencias,pacientes referidos a otros establecimientos,2007-04-01,25,25
FILADELFIA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
GENERAL SAAVEDRA,referencias,pacientes referidos a otros establecimientos,2007-04-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
GUANAY,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
GUAYARAMERIN,referencias,pacientes referidos a otros establecimientos,2007-04-01,66,66
GUTIERREZ,referencias,pacientes referidos a otros establecimientos,2007-04-01,14,14
HUACARETA,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
HUACAYA (VILLA DE HUACAYA),referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
HUANUNI,referencias,pacientes referidos a otros establecimientos,2007-04-01,8,8
HUARACAJE,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
HUAYLLAMARCA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
ICLA,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
INCAHUASI,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
INQUISIVI,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
IRUPANA (VILLA DE LANZA),referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
IXIAMAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
LA ASUNTA,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
LA GUARDIA,referencias,pacientes referidos a otros establecimientos,2007-04-01,74,74
LA PAZ,referencias,pacientes referidos a otros establecimientos,2007-04-01,6386,6386
LAGUNILLAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
LAJA,referencias,pacientes referidos a otros establecimientos,2007-04-01,14,14
LAS CARRERAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
LLALLAGUA,referencias,pacientes referidos a otros establecimientos,2007-04-01,20,20
LORETO,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
LURIBAY,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
MACHACAMARCA,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
MACHARETI,referencias,pacientes referidos a otros establecimientos,2007-04-01,16,16
MAGDALENA,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
MAIRANA,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
MAPIRI,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
MECAPACA,referencias,pacientes referidos a otros establecimientos,2007-04-01,16,16
MINEROS,referencias,pacientes referidos a otros establecimientos,2007-04-01,18,18
MIZQUE,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
MOCOMOCO,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
MOJOCOYA,referencias,pacientes referidos a otros establecimientos,2007-04-01,10,10
MONTEAGUDO,referencias,pacientes referidos a otros establecimientos,2007-04-01,23,23
MONTERO,referencias,pacientes referidos a otros establecimientos,2007-04-01,132,132
MORO MORO,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
MOROCHATA,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
OCURI,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
OKINAWA,referencias,pacientes referidos a otros establecimientos,2007-04-01,17,17
OMEREQUE,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
ORURO,referencias,pacientes referidos a otros establecimientos,2007-04-01,617,617
PADCAYA,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
PADILLA,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
PAILON,referencias,pacientes referidos a otros establecimientos,2007-04-01,14,14
PALCA,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
PALOS BLANCOS,referencias,pacientes referidos a otros establecimientos,2007-04-01,30,30
PAMPA GRANDE,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
PASORAPA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
PATACAMAYA,referencias,pacientes referidos a otros establecimientos,2007-04-01,11,11
PAZÑA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
PELECHUCO,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
POCOATA,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
POCONA,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
POOPO,referencias,pacientes referidos a otros establecimientos,2007-04-01,8,8
PORCO,referencias,pacientes referidos a otros establecimientos,2007-04-01,11,11
POROMA,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
PORONGO,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
PORTACHUELO,referencias,pacientes referidos a otros establecimientos,2007-04-01,10,10
POSTRER VALLE,referencias,pacientes referidos a otros establecimientos,2007-04-01,7,7
POTOSI,referencias,pacientes referidos a otros establecimientos,2007-04-01,223,223
PRESTO,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
PUCARA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
PUCARANI,referencias,pacientes referidos a otros establecimientos,2007-04-01,13,13
PUERTO ACOSTA,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
PUERTO CARABUCO,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
PUERTO GONZALO MORENO,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
PUERTO PEREZ,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
PUERTO QUIJARRO,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
PUERTO RICO,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
PUERTO SILES,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
PUERTO SUAREZ,referencias,pacientes referidos a otros establecimientos,2007-04-01,13,13
PUERTO VILLARROEL,referencias,pacientes referidos a otros establecimientos,2007-04-01,29,29
PUNA,referencias,pacientes referidos a otros establecimientos,2007-04-01,12,12
PUNATA,referencias,pacientes referidos a otros establecimientos,2007-04-01,88,88
QUIABAYA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
QUILLACOLLO,referencias,pacientes referidos a otros establecimientos,2007-04-01,25,25
QUIME,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
QUIRUSILLAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
RAVELO,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
REYES,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
RIBERALTA,referencias,pacientes referidos a otros establecimientos,2007-04-01,34,34
ROBORE,referencias,pacientes referidos a otros establecimientos,2007-04-01,13,13
RURRENABAQUE,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
SACABA,referencias,pacientes referidos a otros establecimientos,2007-04-01,85,85
SACABAMBA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
SACACA,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
SAIPINA,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
SAMAIPATA,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
SAN ANDRES,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
SAN ANDRES DE MACHACA,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
SAN ANTONIO DE LOMERIO,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
SAN BENITO,referencias,pacientes referidos a otros establecimientos,2007-04-01,7,7
SAN BORJA,referencias,pacientes referidos a otros establecimientos,2007-04-01,22,22
SAN CARLOS,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
SAN IGNACIO,referencias,pacientes referidos a otros establecimientos,2007-04-01,13,13
SAN IGNACIO DE VELASCO,referencias,pacientes referidos a otros establecimientos,2007-04-01,25,25
SAN JOSE DE CHIQUITOS,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
SAN JUAN DE YAPACANI,referencias,pacientes referidos a otros establecimientos,2007-04-01,13,13
SAN JULIAN,referencias,pacientes referidos a otros establecimientos,2007-04-01,41,41
SAN LORENZO(TJA),referencias,pacientes referidos a otros establecimientos,2007-04-01,22,22
SAN LUCAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,17,17
SAN MATIAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
SAN MIGUEL DE VELASCO,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
SAN PABLO DE LIPEZ,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
SAN PEDRO,referencias,pacientes referidos a otros establecimientos,2007-04-01,10,10
SAN PEDRO DE TIQUINA,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
SAN RAFAEL,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
SAN RAMON,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
SAN RAMON,referencias,pacientes referidos a otros establecimientos,2007-04-01,12,12
SANTA ANA,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
SANTA CRUZ DE LA SIERRA,referencias,pacientes referidos a otros establecimientos,2007-04-01,2117,2117
SANTA ROSA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
SANTA ROSA DEL SARA,referencias,pacientes referidos a otros establecimientos,2007-04-01,30,30
SANTIAGO DE HUARI,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
SANTIVAÑES,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
SANTUARIO DE QUILLACAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
SICAYA,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
SIPE SIPE,referencias,pacientes referidos a otros establecimientos,2007-04-01,11,11
SOPACHUY,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
SORACACHI,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
SORATA,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
SUCRE,referencias,pacientes referidos a otros establecimientos,2007-04-01,760,760
TACOBAMBA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
TACOPAYA,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
TAPACARI,referencias,pacientes referidos a otros establecimientos,2007-04-01,15,15
TARABUCO,referencias,pacientes referidos a otros establecimientos,2007-04-01,23,23
TARATA,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
TARIJA,referencias,pacientes referidos a otros establecimientos,2007-04-01,131,131
TARVITA,referencias,pacientes referidos a otros establecimientos,2007-04-01,16,16
TEOPONTE,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
TIAWANACU,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
TINGUIPAYA,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
TIPUANI,referencias,pacientes referidos a otros establecimientos,2007-04-01,7,7
TIQUIPAYA,referencias,pacientes referidos a otros establecimientos,2007-04-01,53,53
TIRAQUE (CBBA),referencias,pacientes referidos a otros establecimientos,2007-04-01,15,15
TITO YUPANQUI (PARQUIPUJIO),referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
TOCO,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
TOLATA,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
TOLEDO,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
TOMAVE,referencias,pacientes referidos a otros establecimientos,2007-04-01,14,14
TOMINA,referencias,pacientes referidos a otros establecimientos,2007-04-01,7,7
TORO TORO,referencias,pacientes referidos a otros establecimientos,2007-04-01,5,5
TOTORA(CBBA),referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
TRIGAL,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
TRINIDAD,referencias,pacientes referidos a otros establecimientos,2007-04-01,418,418
TUPIZA,referencias,pacientes referidos a otros establecimientos,2007-04-01,147,147
TURCO,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
UMALA,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
UNCIA,referencias,pacientes referidos a otros establecimientos,2007-04-01,6,6
URIONDO (A. CONCEPCION),referencias,pacientes referidos a otros establecimientos,2007-04-01,23,23
URUBICHA,referencias,pacientes referidos a otros establecimientos,2007-04-01,10,10
UYUNI,referencias,pacientes referidos a otros establecimientos,2007-04-01,3,3
VACAS,referencias,pacientes referidos a otros establecimientos,2007-04-01,16,16
VALLEGRANDE,referencias,pacientes referidos a otros establecimientos,2007-04-01,29,29
VIACHA,referencias,pacientes referidos a otros establecimientos,2007-04-01,120,120
VILLA MONTES,referencias,pacientes referidos a otros establecimientos,2007-04-01,9,9
VILLA RIVERO,referencias,pacientes referidos a otros establecimientos,2007-04-01,14,14
VILLA SERRANO,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
VILLA TUNARI,referencias,pacientes referidos a otros establecimientos,2007-04-01,60,60
VILLA VACA GUZMAN (MUYUPAMPA),referencias,pacientes referidos a otros establecimientos,2007-04-01,13,13
VILLAZON,referencias,pacientes referidos a otros establecimientos,2007-04-01,126,126
VINTO,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
VITICHI,referencias,pacientes referidos a otros establecimientos,2007-04-01,1,1
WARNES,referencias,pacientes referidos a otros establecimientos,2007-04-01,48,48
YACO,referencias,pacientes referidos a otros establecimientos,2007-04-01,4,4
YACUIBA,referencias,pacientes referidos a otros establecimientos,2007-04-01,76,76
YAMPARAEZ,referencias,pacientes referidos a otros establecimientos,2007-04-01,14,14
YANACACHI,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
YAPACANI,referencias,pacientes referidos a otros establecimientos,2007-04-01,43,43
YOCALLA,referencias,pacientes referidos a otros establecimientos,2007-04-01,11,11
YOTALA,referencias,pacientes referidos a otros establecimientos,2007-04-01,15,15
YUNCHARA,referencias,pacientes referidos a otros establecimientos,2007-04-01,2,2
