,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES,TOTALES,TOTALES
REYES,atencion odontologica,endodoncia,2015-03-01,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,6
RIBERALTA,atencion odontologica,endodoncia,2015-03-01,3,1,4,1,4,3,5,0,2,2,0,0,0,0,18,7,25
ROBORE,atencion odontologica,endodoncia,2015-03-01,0,0,3,0,1,0,1,3,0,0,0,0,0,0,5,3,8
RURRENABAQUE,atencion odontologica,endodoncia,2015-03-01,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3
SABAYA,atencion odontologica,endodoncia,2015-03-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SACABA,atencion odontologica,endodoncia,2015-03-01,32,42,2,7,0,3,23,41,4,20,0,0,0,0,61,113,174
SACABAMBA,atencion odontologica,endodoncia,2015-03-01,0,0,1,0,0,2,0,1,1,0,0,0,0,0,2,3,5
SACACA,atencion odontologica,endodoncia,2015-03-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
SAIPINA,atencion odontologica,endodoncia,2015-03-01,2,3,0,0,0,1,0,1,5,0,0,0,0,0,7,5,12
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2015-03-01,1,0,1,1,0,2,3,6,1,2,0,0,0,0,6,11,17
SAMAIPATA,atencion odontologica,endodoncia,2015-03-01,0,0,0,1,1,1,1,1,1,0,0,0,0,0,3,3,6
SAN ANDRES,atencion odontologica,endodoncia,2015-03-01,0,0,3,2,0,2,5,6,0,0,0,0,0,0,8,10,18
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2015-03-01,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,3
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BENITO,atencion odontologica,endodoncia,2015-03-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN BORJA,atencion odontologica,endodoncia,2015-03-01,4,1,0,1,0,1,1,2,0,0,0,0,0,0,5,5,10
SAN BUENA VENTURA,atencion odontologica,endodoncia,2015-03-01,0,3,1,0,0,1,1,4,0,1,0,0,0,0,2,9,11
SAN CARLOS,atencion odontologica,endodoncia,2015-03-01,2,4,2,1,1,4,2,9,0,0,0,0,0,0,7,18,25
SAN IGNACIO,atencion odontologica,endodoncia,2015-03-01,3,6,8,3,0,10,2,10,0,0,0,0,0,0,13,29,42
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2015-03-01,4,1,3,1,1,3,5,17,0,3,0,0,0,0,13,25,38
SAN JAVIER(BNI),atencion odontologica,endodoncia,2015-03-01,0,0,0,1,1,0,1,3,0,0,0,0,0,0,2,4,6
SAN JAVIER(STC),atencion odontologica,endodoncia,2015-03-01,5,0,1,0,0,2,0,6,3,1,0,0,0,0,9,9,18
SAN JOAQUIN,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncia,2015-03-01,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,3,4
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2015-03-01,6,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
SAN JULIAN,atencion odontologica,endodoncia,2015-03-01,6,8,0,0,0,1,0,9,3,1,0,0,0,0,9,19,28
SAN LORENZO(TJA),atencion odontologica,endodoncia,2015-03-01,1,1,10,11,10,9,9,24,0,0,0,0,0,0,30,45,75
SAN LUCAS,atencion odontologica,endodoncia,2015-03-01,2,1,1,2,1,6,5,18,0,0,0,0,0,0,9,27,36
SAN MATIAS,atencion odontologica,endodoncia,2015-03-01,1,1,0,2,0,0,1,2,0,0,0,0,0,0,2,5,7
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,1,2,3,4,0,1,0,0,0,0,4,7,11
SAN PEDRO,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,0,1,8,3,0,0,0,0,0,0,8,4,12
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2015-03-01,0,1,1,0,1,1,4,4,0,0,0,0,0,0,6,6,12
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2015-03-01,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,4
SAN PEDRO DE QUEMES,atencion odontologica,endodoncia,2015-03-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAFAEL,atencion odontologica,endodoncia,2015-03-01,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,4,5
SAN RAMON BENI,atencion odontologica,endodoncia,2015-03-01,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4
SANTA ANA,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2015-03-01,158,125,53,69,40,61,259,345,45,38,0,0,0,0,555,638,1193
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,1,3,3,22,0,0,0,0,0,0,4,25,29
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2015-03-01,5,5,6,9,1,1,5,20,0,0,0,0,0,0,17,35,52
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2015-03-01,0,3,1,4,1,0,4,7,6,5,0,0,0,0,12,19,31
SANTIVAÑES,atencion odontologica,endodoncia,2015-03-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,3
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2015-03-01,0,2,4,0,0,1,0,2,1,0,0,0,0,0,5,5,10
SAPAHAQUI,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,0,1,1,7,1,1,0,0,0,0,2,9,11
SENA,atencion odontologica,endodoncia,2015-03-01,1,1,1,0,0,0,0,5,0,0,0,0,0,0,2,6,8
SHINAOTA,atencion odontologica,endodoncia,2015-03-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2015-03-01,2,1,1,1,0,0,1,2,0,0,0,0,0,0,4,4,8
SIPE SIPE,atencion odontologica,endodoncia,2015-03-01,16,22,7,8,5,3,2,9,2,3,0,0,0,0,32,45,77
SOPACHUY,atencion odontologica,endodoncia,2015-03-01,0,8,2,0,2,2,5,12,0,0,0,0,0,0,9,22,31
SORACACHI,atencion odontologica,endodoncia,2015-03-01,1,0,0,0,0,1,1,6,0,0,0,0,0,0,2,7,9
SORATA,atencion odontologica,endodoncia,2015-03-01,1,4,0,0,0,3,0,0,1,0,0,0,0,0,2,7,9
SUCRE,atencion odontologica,endodoncia,2015-03-01,220,183,116,154,43,90,142,266,14,7,0,0,0,0,535,700,1235
TACACOMA,atencion odontologica,endodoncia,2015-03-01,0,0,0,1,0,1,3,2,1,1,0,0,0,0,4,5,9
TACOBAMBA,atencion odontologica,endodoncia,2015-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TACOPAYA,atencion odontologica,endodoncia,2015-03-01,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,7,7
TAPACARI,atencion odontologica,endodoncia,2015-03-01,2,0,1,1,0,6,1,11,2,2,0,0,0,0,6,20,26
TARABUCO,atencion odontologica,endodoncia,2015-03-01,0,0,1,0,0,1,2,6,0,1,0,0,0,0,3,8,11
TARATA,atencion odontologica,endodoncia,2015-03-01,1,7,6,0,0,2,6,6,0,0,0,0,0,0,13,15,28
TARIJA,atencion odontologica,endodoncia,2015-03-01,47,43,121,81,80,81,259,480,45,143,0,0,0,0,552,828,1380
TARVITA,atencion odontologica,endodoncia,2015-03-01,0,1,2,3,2,1,0,1,0,0,0,0,0,0,4,6,10
TEOPONTE,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,1,2,0,2,2,0,0,0,0,0,3,4,7
TIAWANACU,atencion odontologica,endodoncia,2015-03-01,0,0,1,3,0,2,5,2,0,0,0,0,0,0,6,7,13
TINGUIPAYA,atencion odontologica,endodoncia,2015-03-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,4,4
TIPUANI,atencion odontologica,endodoncia,2015-03-01,1,0,0,0,0,3,8,8,0,1,0,0,0,0,9,12,21
TIQUIPAYA,atencion odontologica,endodoncia,2015-03-01,35,18,3,1,0,1,1,11,1,0,0,0,0,0,40,31,71
TIRAQUE (CBBA),atencion odontologica,endodoncia,2015-03-01,2,2,2,1,0,0,1,8,0,0,0,0,0,0,5,11,16
TOCO,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,6,6
TODOS SANTOS,atencion odontologica,endodoncia,2015-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TOLATA,atencion odontologica,endodoncia,2015-03-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
TOLEDO,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
TOMAVE,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
TOMINA,atencion odontologica,endodoncia,2015-03-01,1,1,0,2,1,0,0,4,0,0,0,0,0,0,2,7,9
TORO TORO,atencion odontologica,endodoncia,2015-03-01,0,2,0,1,3,0,0,0,0,2,0,0,0,0,3,5,8
TOTORA(CBBA),atencion odontologica,endodoncia,2015-03-01,3,5,0,1,0,3,0,4,0,0,0,0,0,0,3,13,16
TOTORA(ORR),atencion odontologica,endodoncia,2015-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,atencion odontologica,endodoncia,2015-03-01,31,22,18,21,17,26,39,46,7,0,0,0,0,0,112,115,227
TUPIZA,atencion odontologica,endodoncia,2015-03-01,3,2,3,9,3,11,25,18,2,5,0,0,0,0,36,45,81
TURCO,atencion odontologica,endodoncia,2015-03-01,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3
UNCIA,atencion odontologica,endodoncia,2015-03-01,14,6,0,5,6,5,12,43,1,0,0,0,0,0,33,59,92
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2015-03-01,0,0,2,7,1,6,4,20,1,1,0,0,0,0,8,34,42
URUBICHA,atencion odontologica,endodoncia,2015-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
UYUNI,atencion odontologica,endodoncia,2015-03-01,2,2,1,7,0,9,4,4,1,0,0,0,0,0,8,22,30
VACAS,atencion odontologica,endodoncia,2015-03-01,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,4
VALLEGRANDE,atencion odontologica,endodoncia,2015-03-01,2,5,5,4,1,2,7,11,12,14,0,0,0,0,27,36,63
VIACHA,atencion odontologica,endodoncia,2015-03-01,20,23,5,4,3,6,11,20,0,2,0,0,0,0,39,55,94
VILLA CHARCAS,atencion odontologica,endodoncia,2015-03-01,1,2,0,0,0,1,0,1,1,1,0,0,0,0,2,5,7
VILLA MONTES,atencion odontologica,endodoncia,2015-03-01,10,6,6,3,2,6,13,28,0,0,0,0,0,0,31,43,74
VILLA RIVERO,atencion odontologica,endodoncia,2015-03-01,2,0,0,1,2,0,2,0,0,0,0,0,0,0,6,1,7
VILLA SERRANO,atencion odontologica,endodoncia,2015-03-01,8,2,0,0,0,1,2,5,0,0,0,0,0,0,10,8,18
VILLA TUNARI,atencion odontologica,endodoncia,2015-03-01,19,10,6,5,5,15,18,27,4,1,0,0,0,0,52,58,110
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2015-03-01,0,0,0,2,0,0,2,5,0,2,0,0,0,0,2,9,11
VILLAZON,atencion odontologica,endodoncia,2015-03-01,14,6,30,12,11,4,18,50,11,0,0,0,0,0,84,72,156
VINTO,atencion odontologica,endodoncia,2015-03-01,12,14,2,1,0,0,5,17,0,1,0,0,0,0,19,33,52
VITICHI,atencion odontologica,endodoncia,2015-03-01,0,0,2,3,0,3,1,15,0,1,0,0,0,0,3,22,25
WARNES,atencion odontologica,endodoncia,2015-03-01,2,2,6,3,1,1,0,7,0,0,0,0,0,0,9,13,22
YACUIBA,atencion odontologica,endodoncia,2015-03-01,9,0,6,2,7,5,28,30,0,8,0,0,0,0,50,45,95
YAMPARAEZ,atencion odontologica,endodoncia,2015-03-01,1,0,0,0,1,1,1,5,1,0,0,0,0,0,4,6,10
YANACACHI,atencion odontologica,endodoncia,2015-03-01,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,4
YAPACANI,atencion odontologica,endodoncia,2015-03-01,3,7,2,3,2,8,7,28,9,0,0,0,0,0,23,46,69
YOCALLA,atencion odontologica,endodoncia,2015-03-01,0,0,0,1,2,4,3,5,0,0,0,0,0,0,5,10,15
YOTALA,atencion odontologica,endodoncia,2015-03-01,4,3,1,0,4,1,0,4,0,0,0,0,0,0,9,8,17
YUNCHARA,atencion odontologica,endodoncia,2015-03-01,2,0,2,0,0,2,2,3,0,0,0,0,0,0,6,5,11
ZUDAÑEZ,atencion odontologica,endodoncia,2015-03-01,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,6,6
ACACIO,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ACHACACHI,atencion odontologica,endodoncia,2015-04-01,12,9,0,0,2,0,4,11,3,0,0,0,0,0,21,20,41
ACHOCALLA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
AIQUILE,atencion odontologica,endodoncia,2015-04-01,12,4,25,17,2,1,1,16,1,0,0,0,0,0,41,38,79
ALALAY,atencion odontologica,endodoncia,2015-04-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
ALCALA,atencion odontologica,endodoncia,2015-04-01,0,0,0,2,0,1,1,2,0,2,0,0,0,0,1,7,8
ALTO BENI,atencion odontologica,endodoncia,2015-04-01,1,3,1,1,1,0,3,0,0,0,0,0,0,0,6,4,10
ANCORAIMES,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANDAMARCA,atencion odontologica,endodoncia,2015-04-01,0,0,4,1,1,1,1,1,1,0,0,0,0,0,7,3,10
ANTEQUERA,atencion odontologica,endodoncia,2015-04-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
ANZALDO,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,1,1,5,0,0,0,0,0,0,2,6,8
APOLO,atencion odontologica,endodoncia,2015-04-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,3
ARAMPAMPA,atencion odontologica,endodoncia,2015-04-01,0,0,2,1,0,0,3,2,1,2,0,0,0,0,6,5,11
ARANI,atencion odontologica,endodoncia,2015-04-01,0,6,0,0,0,0,1,1,0,1,0,0,0,0,1,8,9
ARBIETO,atencion odontologica,endodoncia,2015-04-01,3,4,0,0,0,1,0,4,3,1,0,0,0,0,6,10,16
ARQUE,atencion odontologica,endodoncia,2015-04-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2015-04-01,2,2,1,0,0,2,0,5,0,0,0,0,0,0,3,9,12
ATOCHA,atencion odontologica,endodoncia,2015-04-01,5,3,10,18,2,11,25,23,0,0,0,0,0,0,42,55,97
AYO AYO,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2015-04-01,0,2,7,5,1,1,5,9,7,5,0,0,0,0,20,22,42
AZURDUY,atencion odontologica,endodoncia,2015-04-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
BATALLAS,atencion odontologica,endodoncia,2015-04-01,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
BAURES,atencion odontologica,endodoncia,2015-04-01,0,0,1,0,2,0,2,0,0,0,0,0,0,0,5,0,5
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2015-04-01,2,2,0,0,0,0,0,2,0,3,0,0,0,0,2,7,9
BELEN DE URMIRI,atencion odontologica,endodoncia,2015-04-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
BERMEJO,atencion odontologica,endodoncia,2015-04-01,3,13,6,2,5,35,14,30,0,0,0,0,0,0,28,80,108
BETANZOS,atencion odontologica,endodoncia,2015-04-01,1,1,6,2,1,1,6,14,2,0,0,0,0,0,16,18,34
BOLIVAR,atencion odontologica,endodoncia,2015-04-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
BOYUIBE,atencion odontologica,endodoncia,2015-04-01,0,0,2,2,0,0,0,14,0,0,0,0,0,0,2,16,18
BUENA VISTA,atencion odontologica,endodoncia,2015-04-01,0,2,1,1,4,0,1,4,0,1,0,0,0,0,6,8,14
CABEZAS,atencion odontologica,endodoncia,2015-04-01,6,5,0,0,0,6,2,3,0,0,0,0,0,0,8,14,22
CAIROMA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,3,5
"CAIZA ""D""",atencion odontologica,endodoncia,2015-04-01,8,1,2,0,0,0,0,1,0,1,0,0,0,0,10,3,13
CAJUATA,atencion odontologica,endodoncia,2015-04-01,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4
CALAMARCA,atencion odontologica,endodoncia,2015-04-01,1,1,0,1,1,1,3,4,0,1,0,0,0,0,5,8,13
CAMARGO,atencion odontologica,endodoncia,2015-04-01,8,12,2,0,0,0,0,4,0,0,0,0,0,0,10,16,26
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2015-04-01,0,0,0,1,0,0,2,4,0,1,0,0,0,0,2,6,8
CAMIRI,atencion odontologica,endodoncia,2015-04-01,3,3,9,7,6,12,20,35,1,0,0,0,0,0,39,57,96
CAPINOTA,atencion odontologica,endodoncia,2015-04-01,2,1,5,3,2,0,11,6,3,0,0,0,0,0,23,10,33
CARACOLLO,atencion odontologica,endodoncia,2015-04-01,4,5,6,0,1,0,1,7,1,0,0,0,0,0,13,12,25
CARANAVI,atencion odontologica,endodoncia,2015-04-01,34,24,2,3,2,4,2,8,2,7,0,0,0,0,42,46,88
CARAPARI,atencion odontologica,endodoncia,2015-04-01,0,0,1,0,0,2,5,14,0,0,0,0,0,0,6,16,22
CARMEN RIVERO TORREZ,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHALLAPATA,atencion odontologica,endodoncia,2015-04-01,9,11,3,3,0,0,4,6,0,0,0,0,0,0,16,20,36
CHAQUI,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
CHARAGUA,atencion odontologica,endodoncia,2015-04-01,0,0,0,9,2,0,3,11,0,0,0,0,0,0,5,20,25
CHAYANTA,atencion odontologica,endodoncia,2015-04-01,3,3,1,1,0,0,3,3,0,2,0,0,0,0,7,9,16
CHIMORE,atencion odontologica,endodoncia,2015-04-01,4,5,1,0,0,2,1,8,0,0,0,0,0,0,6,15,21
CHIPAYA,atencion odontologica,endodoncia,2015-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CHUA COCANI,atencion odontologica,endodoncia,2015-04-01,0,0,0,1,0,2,2,2,2,2,0,0,0,0,4,7,11
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2015-04-01,2,3,0,4,0,1,3,12,0,0,0,0,0,0,5,20,25
CHUMA,atencion odontologica,endodoncia,2015-04-01,1,0,1,0,1,5,10,13,0,1,0,0,0,0,13,19,32
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2015-04-01,2,2,0,0,0,2,0,2,2,0,0,0,0,0,4,6,10
CKOCHAS,atencion odontologica,endodoncia,2015-04-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
CLIZA,atencion odontologica,endodoncia,2015-04-01,8,1,3,3,0,6,5,7,5,2,0,0,0,0,21,19,40
COBIJA,atencion odontologica,endodoncia,2015-04-01,1,10,4,4,1,3,4,7,0,3,0,0,0,0,10,27,37
COCAPATA,atencion odontologica,endodoncia,2015-04-01,5,6,0,1,0,1,0,4,0,0,0,0,0,0,5,12,17
COCHABAMBA,atencion odontologica,endodoncia,2015-04-01,179,154,92,114,94,134,215,399,111,44,0,0,0,0,691,845,1536
COIPASA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
COLCAPIRHUA,atencion odontologica,endodoncia,2015-04-01,11,15,1,1,0,2,3,15,0,0,0,0,0,0,15,33,48
"COLCHA ""K""",atencion odontologica,endodoncia,2015-04-01,1,2,2,1,0,2,1,8,1,0,0,0,0,0,5,13,18
COLLANA,atencion odontologica,endodoncia,2015-04-01,1,0,2,0,1,3,4,3,0,0,0,0,0,0,8,6,14
COLOMI,atencion odontologica,endodoncia,2015-04-01,6,2,0,0,0,3,0,0,0,0,0,0,0,0,6,5,11
COLPA BELGICA,atencion odontologica,endodoncia,2015-04-01,2,2,0,0,0,0,1,2,0,0,0,0,0,0,3,4,7
COLQUECHACA,atencion odontologica,endodoncia,2015-04-01,4,4,1,0,2,4,6,14,5,4,0,0,0,0,18,26,44
COLQUENCHA,atencion odontologica,endodoncia,2015-04-01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,3
COLQUIRI,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COMARAPA,atencion odontologica,endodoncia,2015-04-01,6,17,0,3,3,16,8,10,8,1,0,0,0,0,25,47,72
CONCEPCION,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COPACABANA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,1,0,1,2,1,0,0,0,0,2,3,5
CORIPATA,atencion odontologica,endodoncia,2015-04-01,3,1,1,1,0,1,2,1,0,0,0,0,0,0,6,4,10
CORO CORO,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4
COROICO,atencion odontologica,endodoncia,2015-04-01,1,1,4,0,3,0,0,0,0,0,0,0,0,0,8,1,9
CORQUE,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTAGAITA,atencion odontologica,endodoncia,2015-04-01,6,1,3,5,4,12,16,14,0,1,0,0,0,0,29,33,62
COTOCA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CUATRO CAÑADAS,atencion odontologica,endodoncia,2015-04-01,3,5,0,1,0,2,2,4,0,0,0,0,0,0,5,12,17
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,1,3,0,4,0,0,0,0,1,7,8
CUEVO,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,2,0,1,2,0,0,0,0,0,0,3,2,5
CULPINA,atencion odontologica,endodoncia,2015-04-01,1,3,2,1,1,1,4,17,0,2,0,0,0,0,8,24,32
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2015-04-01,0,3,0,0,1,0,1,0,0,0,0,0,0,0,2,3,5
CURVA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL ALTO,atencion odontologica,endodoncia,2015-04-01,165,118,168,204,72,117,85,213,10,6,0,0,0,0,500,658,1158
EL CHORO,atencion odontologica,endodoncia,2015-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL PUENTE(STC),atencion odontologica,endodoncia,2015-04-01,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,4
EL PUENTE(TJA),atencion odontologica,endodoncia,2015-04-01,0,0,3,2,0,1,5,11,0,0,0,0,0,0,8,14,22
EL TORNO,atencion odontologica,endodoncia,2015-04-01,2,11,3,4,4,3,8,14,0,4,0,0,0,0,17,36,53
EL VILLAR,atencion odontologica,endodoncia,2015-04-01,4,1,0,0,1,1,1,4,0,0,0,0,0,0,6,6,12
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2015-04-01,0,0,3,3,1,3,8,19,0,0,0,0,0,0,12,25,37
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2015-04-01,10,4,4,1,0,1,0,13,1,0,0,0,0,0,15,19,34
ESCOMA,atencion odontologica,endodoncia,2015-04-01,0,1,1,0,0,0,2,2,0,0,0,0,0,0,3,3,6
EUCALIPTUS,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2015-04-01,1,0,1,2,0,0,1,1,1,1,0,0,0,0,4,4,8
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUANAY,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,17,17
GUAQUI,atencion odontologica,endodoncia,2015-04-01,1,0,0,2,2,4,3,8,0,4,0,0,0,0,6,18,24
GUAYARAMERIN,atencion odontologica,endodoncia,2015-04-01,4,8,3,7,5,8,9,9,0,0,0,0,0,0,21,32,53
GUTIERREZ,atencion odontologica,endodoncia,2015-04-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,3
HUACARETA,atencion odontologica,endodoncia,2015-04-01,2,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2015-04-01,0,1,0,1,3,1,2,1,0,0,0,0,0,0,5,4,9
HUANUNI,atencion odontologica,endodoncia,2015-04-01,1,25,28,56,19,43,48,51,1,3,0,0,0,0,97,178,275
HUARACAJE,atencion odontologica,endodoncia,2015-04-01,0,0,2,2,0,0,1,1,0,0,0,0,0,0,3,3,6
HUATAJATA,atencion odontologica,endodoncia,2015-04-01,0,0,2,0,1,2,0,1,5,8,0,0,0,0,8,11,19
HUAYLLAMARCA,atencion odontologica,endodoncia,2015-04-01,0,1,1,5,0,0,5,11,1,2,0,0,0,0,7,19,26
HUMANATA,atencion odontologica,endodoncia,2015-04-01,5,6,0,0,0,0,0,0,10,5,0,0,0,0,15,11,26
ICLA,atencion odontologica,endodoncia,2015-04-01,0,0,1,0,0,1,2,6,0,0,0,0,0,0,3,7,10
INCAHUASI,atencion odontologica,endodoncia,2015-04-01,5,1,3,0,0,4,2,4,0,0,0,0,0,0,10,9,19
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2015-04-01,0,1,0,0,1,1,1,1,0,0,0,0,0,0,2,3,5
