,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES,TOTALES,TOTALES
COMARAPA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COMBAYA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,4,6,4,0,0,0,0,6,8,14
CONCEPCION,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
COPACABANA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
CORIPATA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,4,0,4,1,0,0,0,0,0,1,8,9
CORO CORO,atencion odontologica,periodoncia,2015-04-01,0,0,5,8,0,3,0,0,0,0,0,0,0,0,5,11,16
CORQUE,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
COTAGAITA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,2,8,13,0,0,0,0,0,0,8,15,23
COTOCA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,0,5,8,0,0,0,0,0,0,6,8,14
CUATRO CAÑADAS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,2,2,1,1,0,0,0,0,0,3,3,6
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CUEVO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CULPINA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
EL ALTO,atencion odontologica,periodoncia,2015-04-01,0,0,74,92,96,137,157,380,29,29,0,0,0,0,356,638,994
EL PUENTE(STC),atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
EL PUENTE(TJA),atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL TORNO,atencion odontologica,periodoncia,2015-04-01,0,0,1,0,4,9,4,30,0,3,0,0,0,0,9,42,51
EL VILLAR,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,5,5
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2015-04-01,0,0,1,0,2,0,4,10,0,0,0,0,0,0,7,10,17
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,4,2,9,1,0,0,0,0,0,3,13,16
EUCALIPTUS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
FILADELFIA,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAQUI,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,atencion odontologica,periodoncia,2015-04-01,0,0,4,5,3,14,9,14,0,0,0,0,0,0,16,33,49
GUTIERREZ,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,3,5
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2015-04-01,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5,5
HUANUNI,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
HUATAJATA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,0,4,3,0,0,0,0,5,3,8
HUAYLLAMARCA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUMANATA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,7,6,0,0,0,0,7,7,14
ICHOCA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,7,1,0,0,0,0,7,2,9
ICLA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
INQUISIVI,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,3,1,17,0,2,0,0,0,0,1,22,23
LA ASUNTA,atencion odontologica,periodoncia,2015-04-01,0,0,2,0,0,2,4,14,0,0,0,0,0,0,6,16,22
LA GUARDIA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,10,1,13,1,6,0,0,0,0,2,29,31
LA PAZ,atencion odontologica,periodoncia,2015-04-01,0,0,34,38,57,109,250,530,75,73,0,0,0,0,416,750,1166
LAJA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,5
LAS CARRERAS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LICOMA PAMPA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
LLALLAGUA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,4,7,12,1,1,0,0,0,0,8,17,25
LLICA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6
LURIBAY,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MACHACAMARCA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,2,0,1,2,0,0,0,0,3,2,5
MACHARETI,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
MAGDALENA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
MAIRANA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,3,5
MAPIRI,atencion odontologica,periodoncia,2015-04-01,0,0,1,0,3,2,1,6,1,0,0,0,0,0,6,8,14
MECAPACA,atencion odontologica,periodoncia,2015-04-01,0,0,7,9,2,1,2,11,1,4,0,0,0,0,12,25,37
MIZQUE,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
MOCOMOCO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
MOJOCOYA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,10,10
MONTEAGUDO,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,0,1,3,9,0,1,0,0,0,0,3,12,15
MONTERO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,3,4,5,24,0,2,0,0,0,0,8,30,38
MOROCHATA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,2,1,16,7,5,0,0,0,0,8,23,31
OCURI,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
OKINAWA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,2,2,6,0,0,0,0,3,8,11
OMEREQUE,atencion odontologica,periodoncia,2015-04-01,0,0,3,0,0,0,1,4,0,0,0,0,0,0,4,4,8
ORURO,atencion odontologica,periodoncia,2015-04-01,0,0,3,5,5,10,78,106,29,11,0,0,0,0,115,132,247
PADCAYA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PADILLA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAILON,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,4,2,9,0,1,0,0,0,0,2,14,16
PALCA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
PALOS BLANCOS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,5,4,15,1,1,0,0,0,0,5,21,26
PAMPA AULLAGAS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PAMPA GRANDE,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PASORAPA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
PATACAMAYA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,5,0,3,0,0,0,0,0,9,9
POCOATA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
POCONA,atencion odontologica,periodoncia,2015-04-01,0,0,5,1,0,4,0,5,0,2,0,0,0,0,5,12,17
POJO (CBBA),atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,3,3,14,2,1,0,0,0,0,5,18,23
POOPO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,2,8,5,5,6,0,0,0,0,14,13,27
PORCO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
POROMA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PORTACHUELO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PORVENIR,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,4
POTOSI,atencion odontologica,periodoncia,2015-04-01,0,0,3,16,24,41,16,46,7,8,0,0,0,0,50,111,161
PRESTO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUCARANI,atencion odontologica,periodoncia,2015-04-01,0,0,2,1,2,4,3,10,2,1,0,0,0,0,9,16,25
PUERTO ACOSTA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,3,4,1,0,0,0,0,0,4,4,8
PUERTO CARABUCO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,2,2,1,0,0,0,0,0,3,3,6
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,0,3,2,1,1,1,0,0,0,0,3,6,9
PUERTO QUIJARRO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
PUERTO RICO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
PUERTO SUAREZ,atencion odontologica,periodoncia,2015-04-01,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,3,4
PUERTO VILLARROEL,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,2,1,10,0,0,0,0,0,0,2,12,14
PUNA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PUNATA,atencion odontologica,periodoncia,2015-04-01,0,0,0,2,1,1,4,17,2,5,0,0,0,0,7,25,32
QUIABAYA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
QUILLACOLLO,atencion odontologica,periodoncia,2015-04-01,0,0,10,28,7,25,20,103,41,29,0,0,0,0,78,185,263
QUIME,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,0,0,5,6,1,0,0,0,0,0,6,7,13
QUIRUSILLAS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
RAVELO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,6,6
REYES,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,3,5,0,1,0,0,0,0,3,6,9
RIBERALTA,atencion odontologica,periodoncia,2015-04-01,0,0,3,4,0,19,3,48,4,3,0,0,0,0,10,74,84
ROBORE,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,3,1,12,0,0,0,0,0,0,2,15,17
RURRENABAQUE,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SACABA,atencion odontologica,periodoncia,2015-04-01,0,0,6,8,10,4,35,41,15,9,0,0,0,0,66,62,128
SACABAMBA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4,1,5
SACACA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAIPINA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,1,0,2,1,0,0,0,0,3,2,5
SAMAIPATA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN AGUSTIN,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SAN ANDRES,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
SAN BENITO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,1,3,1,0,0,0,0,0,2,4,6
SAN BORJA,atencion odontologica,periodoncia,2015-04-01,0,0,1,0,2,1,6,25,0,1,0,0,0,0,9,27,36
SAN BUENA VENTURA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,3,4
SAN CARLOS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,3,1,0,2,1,0,0,0,0,0,4,3,7
SAN IGNACIO,atencion odontologica,periodoncia,2015-04-01,0,0,6,15,2,9,3,20,0,0,0,0,0,0,11,44,55
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,0,0,4,5,0,0,0,0,0,0,4,6,10
SAN JAVIER(STC),atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JULIAN,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,23,23
SAN LORENZO(TJA),atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,3,4
SAN LUCAS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,7,8
SAN MATIAS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,2,4
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN PEDRO,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,0,2,1,3,0,0,0,0,0,0,1,6,7
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,4,5
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,1,2,1,0,0,0,0,2,3,5
SAN RAMON SCZ,atencion odontologica,periodoncia,2015-04-01,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,4,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2015-04-01,0,0,212,181,141,190,579,1093,258,115,0,0,0,0,1190,1579,2769
SANTA ROSA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,3
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
SANTIAGO DE CALLAPA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,1,1,6,3,0,0,0,0,0,0,7,5,12
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,2,3,0,0,0,0,0,4,2,6
SANTIAGO DE MACHACA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAPAHAQUI,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
SHINAOTA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,8,8
SIPE SIPE,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,6,1,26,1,4,0,0,0,0,3,36,39
SOPACHUY,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1,6,7
SORACACHI,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
SORATA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SUCRE,atencion odontologica,periodoncia,2015-04-01,0,0,22,25,35,80,181,274,35,27,0,0,0,0,273,406,679
TACACHI,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
TAHUA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TAPACARI,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,2,1,4,14,4,0,0,0,0,0,10,15,25
TARABUCO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,5,6
TARATA,atencion odontologica,periodoncia,2015-04-01,0,0,1,2,0,1,6,11,1,0,0,0,0,0,8,14,22
TARIJA,atencion odontologica,periodoncia,2015-04-01,0,0,12,20,32,41,152,200,14,14,0,0,0,0,210,275,485
TARVITA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,2,17,1,0,0,0,0,0,3,17,20
TEOPONTE,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,4,2,5,1,3,0,0,0,0,3,12,15
TIAWANACU,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,4,5
TINGUIPAYA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
TIQUIPAYA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,7,5,44,0,4,0,0,0,0,6,55,61
TIRAQUE (CBBA),atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,3,5,0,0,0,0,0,0,3,6,9
TOCO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,10,10
TOLATA,atencion odontologica,periodoncia,2015-04-01,0,0,1,0,0,2,2,1,1,3,0,0,0,0,4,6,10
TOLEDO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TOMAVE,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,2,9,10,0,0,0,0,10,12,22
TOMINA,atencion odontologica,periodoncia,2015-04-01,0,0,30,63,10,26,0,10,0,0,0,0,0,0,40,99,139
TORO TORO,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,0,0,4,10,2,0,0,0,0,0,6,11,17
TOTORA(CBBA),atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,6,4,4,0,0,0,0,0,0,4,10,14
TRINIDAD,atencion odontologica,periodoncia,2015-04-01,0,0,6,10,14,23,37,72,3,6,0,0,0,0,60,111,171
TUPIZA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,5,2,1,1,0,0,0,0,6,3,9
TURCO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2015-04-01,0,0,0,1,1,0,1,5,0,0,0,0,0,0,2,6,8
URUBICHA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
UYUNI,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,0,5,0,2,0,1,0,0,0,0,0,9,9
VACAS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VALLEGRANDE,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,5,11,2,0,0,0,0,0,7,12,19
VIACHA,atencion odontologica,periodoncia,2015-04-01,0,0,4,6,3,5,1,21,0,2,0,0,0,0,8,34,42
VILA VILA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLA CHARCAS,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA MONTES,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,5,15,32,25,8,0,0,0,0,0,45,40,85
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncia,2015-04-01,0,0,1,0,0,4,1,5,1,2,0,0,0,0,3,11,14
VILLA RIVERO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
VILLA SERRANO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,3,4
VILLA TUNARI,atencion odontologica,periodoncia,2015-04-01,0,0,3,5,3,9,8,25,4,0,0,0,0,0,18,39,57
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,1,3,3,0,0,0,0,0,0,3,4,7
VILLAZON,atencion odontologica,periodoncia,2015-04-01,0,0,0,2,0,1,5,4,2,0,0,0,0,0,7,7,14
VINTO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,1,3,0,15,2,3,0,0,0,0,3,21,24
VITICHI,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
WARNES,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,2,1,6,0,2,0,0,0,0,1,10,11
YACO,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YACUIBA,atencion odontologica,periodoncia,2015-04-01,0,0,3,2,0,2,17,27,2,0,0,0,0,0,22,31,53
YAMPARAEZ,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
YANACACHI,atencion odontologica,periodoncia,2015-04-01,0,0,0,1,0,1,2,1,0,0,0,0,0,0,2,3,5
YAPACANI,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,2,5,1,15,0,0,0,0,0,0,3,20,23
YOCALLA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
YOTALA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
YUNCHARA,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,5,6
ZUDAÑEZ,atencion odontologica,periodoncia,2015-04-01,0,0,0,0,0,2,2,3,0,1,0,0,0,0,2,6,8
ACHACACHI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,3,5,6,4,0,0,0,0,9,9,18
AIQUILE,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,11,32,4,3,0,0,0,0,15,35,50
ALALAY,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ALCALA,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,0,3,0,6,0,0,0,0,0,0,0,10,10
ALTO BENI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANCORAIMES,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,2,0,8,5,3,0,0,0,0,5,13,18
ANZALDO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,4,0,2,1,3,0,0,0,0,1,9,10
APOLO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ARAMPAMPA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
ARANI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,3,0,5,0,0,0,0,1,8,9
ARBIETO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,2,17,0,1,0,0,0,0,2,18,20
ARQUE,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,3
ATOCHA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,2,5,13,11,1,2,0,0,0,0,16,18,34
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2015-05-01,0,0,1,1,0,2,4,11,0,3,0,0,0,0,5,17,22
AZURDUY,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
BAURES,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,9
BELEN DE ANDAMARCA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
BELLA FLOR,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,0,0,2,2,1,2,0,0,0,0,3,5,8
BERMEJO,atencion odontologica,periodoncia,2015-05-01,0,0,0,2,5,10,7,27,0,2,0,0,0,0,12,41,53
BETANZOS,atencion odontologica,periodoncia,2015-05-01,0,0,2,0,0,0,8,5,0,0,0,0,0,0,10,5,15
BOLIVAR,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
BUENA VISTA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CABEZAS,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,8,1,0,0,0,0,0,2,8,10
CAIROMA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
