,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES,TOTALES,TOTALES
LAS CARRERAS,atencion odontologica,exodoncia,2015-03-01,0,0,0,1,0,1,3,5,1,2,0,0,0,0,4,9,13
LICOMA PAMPA,atencion odontologica,exodoncia,2015-03-01,2,0,0,3,1,2,4,13,1,2,0,0,0,0,8,20,28
LLALLAGUA,atencion odontologica,exodoncia,2015-03-01,4,2,1,5,0,0,2,6,0,8,0,0,0,0,7,21,28
LLICA,atencion odontologica,exodoncia,2015-03-01,0,0,1,9,1,1,2,19,0,3,0,0,0,0,4,32,36
LORETO,atencion odontologica,exodoncia,2015-03-01,0,0,10,17,6,12,11,20,1,1,0,0,0,0,28,50,78
LURIBAY,atencion odontologica,exodoncia,2015-03-01,0,0,1,3,1,5,3,5,1,2,0,0,0,0,6,15,21
MACHACAMARCA,atencion odontologica,exodoncia,2015-03-01,0,0,5,3,0,0,2,4,0,4,0,0,0,0,7,11,18
MACHARETI,atencion odontologica,exodoncia,2015-03-01,0,0,0,1,2,1,9,8,0,0,0,0,0,0,11,10,21
MAGDALENA,atencion odontologica,exodoncia,2015-03-01,1,1,2,8,12,5,10,12,7,0,0,0,0,0,32,26,58
MAIRANA,atencion odontologica,exodoncia,2015-03-01,0,0,1,6,0,3,2,3,0,0,0,0,0,0,3,12,15
MALLA,atencion odontologica,exodoncia,2015-03-01,0,0,1,1,0,0,1,3,1,1,0,0,0,0,3,5,8
MAPIRI,atencion odontologica,exodoncia,2015-03-01,2,0,0,3,1,0,9,13,0,0,0,0,0,0,12,16,28
MECAPACA,atencion odontologica,exodoncia,2015-03-01,1,0,1,2,0,1,1,11,3,2,0,0,0,0,6,16,22
MINEROS,atencion odontologica,exodoncia,2015-03-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
MIZQUE,atencion odontologica,exodoncia,2015-03-01,0,0,13,8,2,4,3,22,6,6,0,0,0,0,24,40,64
MOCOMOCO,atencion odontologica,exodoncia,2015-03-01,0,0,9,5,6,15,18,25,14,3,0,0,0,0,47,48,95
MOJINETE,atencion odontologica,exodoncia,2015-03-01,0,0,4,2,0,0,1,2,0,1,0,0,0,0,5,5,10
MOJOCOYA,atencion odontologica,exodoncia,2015-03-01,0,0,4,0,3,3,5,15,7,7,0,0,0,0,19,25,44
MONTEAGUDO,atencion odontologica,exodoncia,2015-03-01,0,0,7,4,1,6,8,22,11,2,0,0,0,0,27,34,61
MONTERO,atencion odontologica,exodoncia,2015-03-01,2,8,59,97,9,12,11,71,22,14,0,0,0,0,103,202,305
MORO MORO,atencion odontologica,exodoncia,2015-03-01,0,0,4,0,0,0,1,2,0,1,0,0,0,0,5,3,8
MOROCHATA,atencion odontologica,exodoncia,2015-03-01,0,1,2,2,1,8,2,4,16,28,0,0,0,0,21,43,64
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,exodoncia,2015-03-01,4,0,2,0,1,0,1,2,0,0,0,0,0,0,8,2,10
OCURI,atencion odontologica,exodoncia,2015-03-01,3,0,5,6,2,10,8,35,8,9,0,0,0,0,26,60,86
OMEREQUE,atencion odontologica,exodoncia,2015-03-01,0,0,1,7,1,1,2,2,0,1,0,0,0,0,4,11,15
ORURO,atencion odontologica,exodoncia,2015-03-01,19,10,138,144,32,56,129,283,93,60,0,0,0,0,411,553,964
PADCAYA,atencion odontologica,exodoncia,2015-03-01,0,0,8,9,5,6,11,22,1,2,0,0,0,0,25,39,64
PADILLA,atencion odontologica,exodoncia,2015-03-01,0,0,7,10,2,1,11,21,7,1,0,0,0,0,27,33,60
PAILON,atencion odontologica,exodoncia,2015-03-01,1,3,3,4,7,6,4,20,0,1,0,0,0,0,15,34,49
PALCA,atencion odontologica,exodoncia,2015-03-01,0,0,26,33,4,9,13,16,8,5,0,0,0,0,51,63,114
PALOS BLANCOS,atencion odontologica,exodoncia,2015-03-01,0,1,4,8,1,13,8,16,3,3,0,0,0,0,16,41,57
PAMPA AULLAGAS,atencion odontologica,exodoncia,2015-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAMPA GRANDE,atencion odontologica,exodoncia,2015-03-01,0,0,0,0,0,0,3,3,1,2,0,0,0,0,4,5,9
PAPEL PAMPA,atencion odontologica,exodoncia,2015-03-01,0,0,1,1,0,0,2,4,5,6,0,0,0,0,8,11,19
PASORAPA,atencion odontologica,exodoncia,2015-03-01,0,0,1,0,0,0,3,3,2,0,0,0,0,0,6,3,9
PATACAMAYA,atencion odontologica,exodoncia,2015-03-01,0,0,4,0,0,3,1,2,0,0,0,0,0,0,5,5,10
PAZÑA,atencion odontologica,exodoncia,2015-03-01,0,1,2,1,0,1,2,7,1,2,0,0,0,0,5,12,17
PELECHUCO,atencion odontologica,exodoncia,2015-03-01,0,0,0,0,1,2,7,12,1,0,0,0,0,0,9,14,23
POCOATA,atencion odontologica,exodoncia,2015-03-01,0,0,1,1,0,3,2,10,5,6,0,0,0,0,8,20,28
POCONA,atencion odontologica,exodoncia,2015-03-01,0,1,18,18,5,4,11,18,6,9,0,0,0,0,40,50,90
POJO (CBBA),atencion odontologica,exodoncia,2015-03-01,0,1,15,21,1,0,4,10,2,3,0,0,0,0,22,35,57
POOPO,atencion odontologica,exodoncia,2015-03-01,0,0,1,2,2,0,7,5,9,10,0,0,0,0,19,17,36
PORCO,atencion odontologica,exodoncia,2015-03-01,0,0,3,3,0,1,0,6,1,0,0,0,0,0,4,10,14
POROMA,atencion odontologica,exodoncia,2015-03-01,0,0,19,16,2,4,6,32,3,6,0,0,0,0,30,58,88
PORONGO,atencion odontologica,exodoncia,2015-03-01,0,0,1,1,0,0,1,2,0,1,0,0,0,0,2,4,6
PORTACHUELO,atencion odontologica,exodoncia,2015-03-01,0,1,9,4,1,9,1,11,2,0,0,0,0,0,13,25,38
PORVENIR,atencion odontologica,exodoncia,2015-03-01,1,0,4,12,3,3,4,8,6,1,0,0,0,0,18,24,42
POSTRER VALLE,atencion odontologica,exodoncia,2015-03-01,0,0,2,2,0,1,2,5,7,1,0,0,0,0,11,9,20
POTOSI,atencion odontologica,exodoncia,2015-03-01,8,6,29,46,66,82,173,242,71,63,0,0,0,0,347,439,786
PRESTO,atencion odontologica,exodoncia,2015-03-01,0,0,3,0,1,0,2,7,2,6,0,0,0,0,8,13,21
PUCARANI,atencion odontologica,exodoncia,2015-03-01,5,1,20,20,14,30,27,43,22,8,0,0,0,0,88,102,190
PUERTO ACOSTA,atencion odontologica,exodoncia,2015-03-01,0,2,1,6,3,10,5,14,15,16,0,0,0,0,24,48,72
PUERTO CARABUCO,atencion odontologica,exodoncia,2015-03-01,0,2,6,5,2,11,13,13,14,9,0,0,0,0,35,40,75
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2015-03-01,1,0,9,12,1,4,1,8,1,1,0,0,0,0,13,25,38
PUERTO PEREZ,atencion odontologica,exodoncia,2015-03-01,1,1,0,0,0,3,1,5,6,3,0,0,0,0,8,12,20
PUERTO QUIJARRO,atencion odontologica,exodoncia,2015-03-01,0,1,3,0,0,0,32,17,2,0,0,0,0,0,37,18,55
PUERTO RICO,atencion odontologica,exodoncia,2015-03-01,0,0,12,3,6,1,22,19,1,5,0,0,0,0,41,28,69
PUERTO SUAREZ,atencion odontologica,exodoncia,2015-03-01,0,0,0,3,1,2,2,6,3,1,0,0,0,0,6,12,18
PUERTO VILLARROEL,atencion odontologica,exodoncia,2015-03-01,0,1,5,11,6,8,10,14,6,2,0,0,0,0,27,36,63
PUNA,atencion odontologica,exodoncia,2015-03-01,0,0,5,4,2,4,18,37,14,21,0,0,0,0,39,66,105
PUNATA,atencion odontologica,exodoncia,2015-03-01,0,2,17,7,0,8,4,12,7,11,0,0,0,0,28,40,68
QUIABAYA,atencion odontologica,exodoncia,2015-03-01,0,0,2,3,1,7,6,1,0,1,0,0,0,0,9,12,21
QUILLACOLLO,atencion odontologica,exodoncia,2015-03-01,13,12,60,66,53,51,52,87,61,80,0,0,0,0,239,296,535
QUIME,atencion odontologica,exodoncia,2015-03-01,0,6,4,6,0,7,15,22,9,6,0,0,0,0,28,47,75
QUIRUSILLAS,atencion odontologica,exodoncia,2015-03-01,0,0,2,0,1,0,3,9,0,0,0,0,0,0,6,9,15
RAVELO,atencion odontologica,exodoncia,2015-03-01,0,0,2,1,5,2,9,23,1,9,0,0,0,0,17,35,52
REYES,atencion odontologica,exodoncia,2015-03-01,4,1,8,4,6,4,4,17,0,1,0,0,0,0,22,27,49
RIBERALTA,atencion odontologica,exodoncia,2015-03-01,3,1,36,39,29,61,61,124,8,6,0,0,0,0,137,231,368
ROBORE,atencion odontologica,exodoncia,2015-03-01,0,0,2,2,0,0,2,1,0,1,0,0,0,0,4,4,8
RURRENABAQUE,atencion odontologica,exodoncia,2015-03-01,3,3,2,5,6,6,16,13,2,1,0,0,0,0,29,28,57
SABAYA,atencion odontologica,exodoncia,2015-03-01,0,0,6,3,1,0,0,3,3,12,0,0,0,0,10,18,28
SACABA,atencion odontologica,exodoncia,2015-03-01,2,4,16,16,2,8,11,22,11,19,0,0,0,0,42,69,111
SACABAMBA,atencion odontologica,exodoncia,2015-03-01,0,0,0,1,1,1,3,2,0,1,0,0,0,0,4,5,9
SACACA,atencion odontologica,exodoncia,2015-03-01,1,1,3,4,6,3,13,23,2,3,0,0,0,0,25,34,59
SAIPINA,atencion odontologica,exodoncia,2015-03-01,0,0,6,0,0,1,5,9,3,8,0,0,0,0,14,18,32
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2015-03-01,0,0,5,7,2,7,3,8,4,1,0,0,0,0,14,23,37
SAMAIPATA,atencion odontologica,exodoncia,2015-03-01,0,0,0,2,0,0,0,4,7,1,0,0,0,0,7,7,14
SAN AGUSTIN,atencion odontologica,exodoncia,2015-03-01,0,0,1,0,1,1,3,3,6,1,0,0,0,0,11,5,16
SAN ANDRES,atencion odontologica,exodoncia,2015-03-01,0,1,2,8,2,2,0,7,6,0,0,0,0,0,10,18,28
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2015-03-01,0,1,14,14,1,2,4,12,11,8,0,0,0,0,30,37,67
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2015-03-01,0,0,1,0,0,0,1,6,0,1,0,0,0,0,2,7,9
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2015-03-01,0,0,3,0,2,2,0,4,5,1,0,0,0,0,10,7,17
SAN BENITO,atencion odontologica,exodoncia,2015-03-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
SAN BORJA,atencion odontologica,exodoncia,2015-03-01,2,3,13,16,8,19,19,71,7,7,0,0,0,0,49,116,165
SAN BUENA VENTURA,atencion odontologica,exodoncia,2015-03-01,0,0,4,4,2,2,3,9,1,2,0,0,0,0,10,17,27
SAN CARLOS,atencion odontologica,exodoncia,2015-03-01,0,0,4,1,0,3,1,8,8,0,0,0,0,0,13,12,25
SAN IGNACIO,atencion odontologica,exodoncia,2015-03-01,0,0,8,7,0,3,8,22,2,1,0,0,0,0,18,33,51
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2015-03-01,1,0,2,0,0,0,0,3,0,0,0,0,0,0,3,3,6
SAN JAVIER(BNI),atencion odontologica,exodoncia,2015-03-01,0,0,1,3,0,0,1,14,1,0,0,0,0,0,3,17,20
SAN JAVIER(STC),atencion odontologica,exodoncia,2015-03-01,1,0,1,1,0,1,0,3,13,0,0,0,0,0,15,5,20
SAN JOAQUIN,atencion odontologica,exodoncia,2015-03-01,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,2,4
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2015-03-01,1,0,14,6,3,6,9,11,1,1,0,0,0,0,28,24,52
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2015-03-01,0,0,1,1,2,1,1,7,0,0,0,0,0,0,4,9,13
SAN JULIAN,atencion odontologica,exodoncia,2015-03-01,0,0,0,1,0,8,0,10,16,4,0,0,0,0,16,23,39
SAN LORENZO(PND),atencion odontologica,exodoncia,2015-03-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
SAN LORENZO(TJA),atencion odontologica,exodoncia,2015-03-01,0,0,13,21,4,3,8,28,11,9,0,0,0,0,36,61,97
SAN LUCAS,atencion odontologica,exodoncia,2015-03-01,1,0,7,11,3,7,14,43,9,8,0,0,0,0,34,69,103
SAN MATIAS,atencion odontologica,exodoncia,2015-03-01,1,0,1,4,5,3,3,7,7,0,0,0,0,0,17,14,31
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2015-03-01,0,0,1,4,0,0,3,17,12,1,0,0,0,0,16,22,38
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2015-03-01,0,0,4,0,0,1,2,1,1,0,0,0,0,0,7,2,9
SAN PEDRO,atencion odontologica,exodoncia,2015-03-01,1,0,14,19,8,6,8,20,2,5,0,0,0,0,33,50,83
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2015-03-01,0,0,0,1,5,5,10,26,5,11,0,0,0,0,20,43,63
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2015-03-01,0,0,0,4,0,1,4,3,6,5,0,0,0,0,10,13,23
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2015-03-01,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,1,4
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2015-03-01,0,0,0,5,2,14,5,15,0,2,0,0,0,0,7,36,43
SAN RAFAEL,atencion odontologica,exodoncia,2015-03-01,0,0,3,5,2,3,0,11,0,0,0,0,0,0,5,19,24
SAN RAMON BENI,atencion odontologica,exodoncia,2015-03-01,1,0,5,1,1,4,0,8,0,0,0,0,0,0,7,13,20
SAN RAMON SCZ,atencion odontologica,exodoncia,2015-03-01,0,0,2,1,2,3,2,2,0,2,0,0,0,0,6,8,14
SANTA ANA,atencion odontologica,exodoncia,2015-03-01,1,0,6,6,4,2,17,14,3,0,0,0,0,0,31,22,53
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2015-03-01,31,19,129,143,63,82,166,291,157,115,0,0,0,0,546,650,1196
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2015-03-01,0,0,2,8,1,5,6,26,2,2,0,0,0,0,11,41,52
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2015-03-01,0,0,1,0,0,0,0,4,3,3,0,0,0,0,4,7,11
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2015-03-01,0,0,11,13,0,1,5,5,4,3,0,0,0,0,20,22,42
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2015-03-01,2,0,3,2,4,2,4,11,5,16,0,0,0,0,18,31,49
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2015-03-01,0,0,0,6,7,1,8,6,3,3,0,0,0,0,18,16,34
SANTIVAÑES,atencion odontologica,exodoncia,2015-03-01,0,1,1,2,1,0,0,0,0,1,0,0,0,0,2,4,6
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2015-03-01,0,0,13,2,3,2,5,5,1,2,0,0,0,0,22,11,33
SAPAHAQUI,atencion odontologica,exodoncia,2015-03-01,0,0,2,0,1,2,11,6,8,3,0,0,0,0,22,11,33
SENA,atencion odontologica,exodoncia,2015-03-01,0,0,2,2,0,2,9,13,1,0,0,0,0,0,12,17,29
SHINAOTA,atencion odontologica,exodoncia,2015-03-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2015-03-01,0,0,10,7,8,6,13,31,8,10,0,0,0,0,39,54,93
SICAYA,atencion odontologica,exodoncia,2015-03-01,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,2,4
SIPE SIPE,atencion odontologica,exodoncia,2015-03-01,1,2,5,7,5,0,5,19,2,6,0,0,0,0,18,34,52
SOPACHUY,atencion odontologica,exodoncia,2015-03-01,0,0,7,6,2,0,3,32,3,1,0,0,0,0,15,39,54
SORACACHI,atencion odontologica,exodoncia,2015-03-01,0,0,2,2,3,4,6,8,4,12,0,0,0,0,15,26,41
SORATA,atencion odontologica,exodoncia,2015-03-01,2,0,3,8,1,5,4,6,6,3,0,0,0,0,16,22,38
SUCRE,atencion odontologica,exodoncia,2015-03-01,10,18,125,162,36,60,139,219,70,101,0,0,0,0,380,560,940
TACACOMA,atencion odontologica,exodoncia,2015-03-01,0,0,7,6,2,8,11,23,2,1,0,0,0,0,22,38,60
TACOBAMBA,atencion odontologica,exodoncia,2015-03-01,0,0,2,2,0,1,2,2,0,3,0,0,0,0,4,8,12
TACOPAYA,atencion odontologica,exodoncia,2015-03-01,0,0,1,0,2,3,4,11,0,7,0,0,0,0,7,21,28
TAHUA,atencion odontologica,exodoncia,2015-03-01,0,0,0,2,2,0,1,0,1,2,0,0,0,0,4,4,8
TAPACARI,atencion odontologica,exodoncia,2015-03-01,0,0,15,18,3,3,6,25,14,20,0,0,0,0,38,66,104
TARABUCO,atencion odontologica,exodoncia,2015-03-01,0,0,6,5,2,5,4,22,1,10,0,0,0,0,13,42,55
TARACO,atencion odontologica,exodoncia,2015-03-01,1,0,4,1,1,3,5,9,1,8,0,0,0,0,12,21,33
TARATA,atencion odontologica,exodoncia,2015-03-01,0,3,8,8,0,2,5,6,5,14,0,0,0,0,18,33,51
TARIJA,atencion odontologica,exodoncia,2015-03-01,9,8,128,124,30,54,140,304,54,34,0,0,0,0,361,524,885
TARVITA,atencion odontologica,exodoncia,2015-03-01,0,0,3,6,4,5,9,36,4,5,0,0,0,0,20,52,72
TEOPONTE,atencion odontologica,exodoncia,2015-03-01,0,0,0,0,0,0,0,12,2,8,0,0,0,0,2,20,22
TIAWANACU,atencion odontologica,exodoncia,2015-03-01,1,1,5,7,6,11,7,6,10,7,0,0,0,0,29,32,61
TINGUIPAYA,atencion odontologica,exodoncia,2015-03-01,0,0,1,2,3,3,4,21,5,9,0,0,0,0,13,35,48
TIPUANI,atencion odontologica,exodoncia,2015-03-01,0,0,7,7,0,6,10,2,4,18,0,0,0,0,21,33,54
TIQUIPAYA,atencion odontologica,exodoncia,2015-03-01,1,0,11,15,0,4,8,37,1,6,0,0,0,0,21,62,83
TIRAQUE (CBBA),atencion odontologica,exodoncia,2015-03-01,0,0,4,2,0,1,3,7,1,0,0,0,0,0,8,10,18
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2015-03-01,0,0,6,1,0,2,3,4,2,4,0,0,0,0,11,11,22
TOCO,atencion odontologica,exodoncia,2015-03-01,0,0,0,1,1,1,0,1,0,4,0,0,0,0,1,7,8
TOLATA,atencion odontologica,exodoncia,2015-03-01,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,7,10
TOLEDO,atencion odontologica,exodoncia,2015-03-01,0,0,4,2,2,1,5,9,1,7,0,0,0,0,12,19,31
TOMAVE,atencion odontologica,exodoncia,2015-03-01,0,0,9,3,5,11,11,19,14,24,0,0,0,0,39,57,96
TOMINA,atencion odontologica,exodoncia,2015-03-01,0,0,5,5,2,4,4,12,2,0,0,0,0,0,13,21,34
TORO TORO,atencion odontologica,exodoncia,2015-03-01,0,0,6,1,2,2,7,11,1,10,0,0,0,0,16,24,40
TOTORA(CBBA),atencion odontologica,exodoncia,2015-03-01,0,4,4,3,0,1,2,9,2,2,0,0,0,0,8,19,27
TOTORA(ORR),atencion odontologica,exodoncia,2015-03-01,0,0,0,1,0,3,1,3,0,1,0,0,0,0,1,8,9
TRIGAL,atencion odontologica,exodoncia,2015-03-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
TRINIDAD,atencion odontologica,exodoncia,2015-03-01,10,5,40,44,18,27,51,98,12,3,0,0,0,0,131,177,308
TUPIZA,atencion odontologica,exodoncia,2015-03-01,2,0,9,7,2,4,12,18,1,10,0,0,0,0,26,39,65
TURCO,atencion odontologica,exodoncia,2015-03-01,0,0,2,1,1,3,6,5,8,6,0,0,0,0,17,15,32
UMALA,atencion odontologica,exodoncia,2015-03-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
UNCIA,atencion odontologica,exodoncia,2015-03-01,2,2,13,13,1,2,20,17,14,17,0,0,0,0,50,51,101
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2015-03-01,0,0,9,18,3,4,24,60,1,5,0,0,0,0,37,87,124
URUBICHA,atencion odontologica,exodoncia,2015-03-01,0,0,0,3,0,0,0,5,1,3,0,0,0,0,1,11,12
UYUNI,atencion odontologica,exodoncia,2015-03-01,0,0,6,14,4,9,16,32,13,3,0,0,0,0,39,58,97
VACAS,atencion odontologica,exodoncia,2015-03-01,0,0,0,2,2,2,1,6,19,8,0,0,0,0,22,18,40
VALLEGRANDE,atencion odontologica,exodoncia,2015-03-01,0,1,3,14,0,0,8,11,2,9,0,0,0,0,13,35,48
VIACHA,atencion odontologica,exodoncia,2015-03-01,4,2,19,18,5,19,11,22,13,7,0,0,0,0,52,68,120
VILA VILA,atencion odontologica,exodoncia,2015-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,atencion odontologica,exodoncia,2015-03-01,0,0,2,5,0,4,1,1,2,8,0,0,0,0,5,18,23
VILLA MONTES,atencion odontologica,exodoncia,2015-03-01,1,1,41,32,7,12,37,74,7,13,0,0,0,0,93,132,225
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2015-03-01,0,0,0,2,3,3,1,2,0,0,0,0,0,0,4,7,11
VILLA RIVERO,atencion odontologica,exodoncia,2015-03-01,0,0,2,7,1,3,4,16,8,10,0,0,0,0,15,36,51
VILLA SERRANO,atencion odontologica,exodoncia,2015-03-01,0,0,0,1,2,6,6,6,2,13,0,0,0,0,10,26,36
VILLA TUNARI,atencion odontologica,exodoncia,2015-03-01,4,3,10,19,7,5,16,43,11,6,0,0,0,0,48,76,124
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2015-03-01,0,0,4,5,1,2,3,29,0,9,0,0,0,0,8,45,53
VILLAZON,atencion odontologica,exodoncia,2015-03-01,0,0,12,12,6,7,11,44,3,12,0,0,0,0,32,75,107
VINTO,atencion odontologica,exodoncia,2015-03-01,0,2,5,6,0,0,2,24,11,3,0,0,0,0,18,35,53
VITICHI,atencion odontologica,exodoncia,2015-03-01,2,0,19,14,1,8,6,22,5,20,0,0,0,0,33,64,97
WALDO BALLIVIAN,atencion odontologica,exodoncia,2015-03-01,3,0,1,5,0,2,1,4,0,0,0,0,0,0,5,11,16
WARNES,atencion odontologica,exodoncia,2015-03-01,3,2,8,8,1,2,1,15,23,5,0,0,0,0,36,32,68
YACO,atencion odontologica,exodoncia,2015-03-01,0,0,4,4,0,8,6,21,5,4,0,0,0,0,15,37,52
YACUIBA,atencion odontologica,exodoncia,2015-03-01,0,0,20,27,7,18,31,75,14,13,0,0,0,0,72,133,205
YAMPARAEZ,atencion odontologica,exodoncia,2015-03-01,0,0,0,0,1,1,2,4,1,8,0,0,0,0,4,13,17
YANACACHI,atencion odontologica,exodoncia,2015-03-01,0,0,0,2,0,0,1,3,0,0,0,0,0,0,1,5,6
YAPACANI,atencion odontologica,exodoncia,2015-03-01,7,8,4,4,2,11,6,45,17,12,0,0,0,0,36,80,116
YOCALLA,atencion odontologica,exodoncia,2015-03-01,0,0,0,0,3,7,0,0,2,0,0,0,0,0,5,7,12
YOTALA,atencion odontologica,exodoncia,2015-03-01,0,1,1,2,2,2,2,17,2,0,0,0,0,0,7,22,29
YUNCHARA,atencion odontologica,exodoncia,2015-03-01,0,0,7,17,0,6,2,7,1,0,0,0,0,0,10,30,40
ZUDAÑEZ,atencion odontologica,exodoncia,2015-03-01,0,0,2,2,5,7,5,23,1,3,0,0,0,0,13,35,48
ACHACACHI,atencion odontologica,exodoncia,2015-04-01,1,0,13,7,2,5,8,35,32,28,0,0,0,0,56,75,131
ACHOCALLA,atencion odontologica,exodoncia,2015-04-01,0,0,8,7,3,11,4,16,1,1,0,0,0,0,16,35,51
AIQUILE,atencion odontologica,exodoncia,2015-04-01,0,0,11,10,0,2,1,4,2,7,0,0,0,0,14,23,37
ALALAY,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALCALA,atencion odontologica,exodoncia,2015-04-01,0,0,3,3,2,5,3,11,6,3,0,0,0,0,14,22,36
ALTO BENI,atencion odontologica,exodoncia,2015-04-01,1,4,4,3,1,4,4,9,2,3,0,0,0,0,12,23,35
ANCORAIMES,atencion odontologica,exodoncia,2015-04-01,0,1,1,5,1,3,11,9,12,8,0,0,0,0,25,26,51
ANDAMARCA,atencion odontologica,exodoncia,2015-04-01,0,1,7,3,1,0,2,4,3,2,0,0,0,0,13,10,23
ANTEQUERA,atencion odontologica,exodoncia,2015-04-01,5,13,0,2,1,0,1,10,1,0,0,0,0,0,8,25,33
ANZALDO,atencion odontologica,exodoncia,2015-04-01,5,1,3,12,3,4,2,11,2,7,0,0,0,0,15,35,50
APOLO,atencion odontologica,exodoncia,2015-04-01,0,0,10,3,0,0,5,17,0,0,0,0,0,0,15,20,35
ARAMPAMPA,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,4,5
ARANI,atencion odontologica,exodoncia,2015-04-01,0,0,1,2,0,3,0,19,13,4,0,0,0,0,14,28,42
ARBIETO,atencion odontologica,exodoncia,2015-04-01,2,0,3,0,0,0,0,5,2,1,0,0,0,0,7,6,13
ARQUE,atencion odontologica,exodoncia,2015-04-01,0,0,0,2,3,2,2,21,1,1,0,0,0,0,6,26,32
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2015-04-01,4,2,5,4,1,13,5,14,1,3,0,0,0,0,16,36,52
ATOCHA,atencion odontologica,exodoncia,2015-04-01,0,2,12,11,4,8,24,22,6,3,0,0,0,0,46,46,92
AUCAPATA,atencion odontologica,exodoncia,2015-04-01,0,0,5,5,3,5,3,30,1,17,0,0,0,0,12,57,69
AYATA,atencion odontologica,exodoncia,2015-04-01,0,0,2,2,5,5,10,37,2,3,0,0,0,0,19,47,66
AYO AYO,atencion odontologica,exodoncia,2015-04-01,0,1,3,1,0,4,5,10,0,0,0,0,0,0,8,16,24
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2015-04-01,0,1,4,6,4,6,12,28,7,9,0,0,0,0,27,50,77
AZURDUY,atencion odontologica,exodoncia,2015-04-01,0,0,1,1,1,2,19,8,1,0,0,0,0,0,22,11,33
BATALLAS,atencion odontologica,exodoncia,2015-04-01,0,0,4,4,4,12,8,26,12,15,0,0,0,0,28,57,85
BAURES,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,0,5,1,2,0,0,0,0,0,7,1,8
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2015-04-01,0,0,2,0,1,0,0,1,0,1,0,0,0,0,3,2,5
BELEN DE URMIRI,atencion odontologica,exodoncia,2015-04-01,0,0,0,1,0,0,1,11,1,0,0,0,0,0,2,12,14
BELLA FLOR,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
