municipality,group,variable,month,Endodoncias,TOTAL
GUAYARAMERIN,consultas odontologicas,endodoncias,2006-03-01,11,11
GUTIERREZ,consultas odontologicas,endodoncias,2006-03-01,34,34
HUACARETA,consultas odontologicas,endodoncias,2006-03-01,6,6
HUACHACALLA,consultas odontologicas,endodoncias,2006-03-01,1,1
HUANUNI,consultas odontologicas,endodoncias,2006-03-01,14,14
HUARACAJE,consultas odontologicas,endodoncias,2006-03-01,2,2
HUAYLLAMARCA,consultas odontologicas,endodoncias,2006-03-01,1,1
ICLA,consultas odontologicas,endodoncias,2006-03-01,4,4
INCAHUASI,consultas odontologicas,endodoncias,2006-03-01,8,8
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2006-03-01,35,35
IXIAMAS,consultas odontologicas,endodoncias,2006-03-01,12,12
JESUS DE MACHACA,consultas odontologicas,endodoncias,2006-03-01,1,1
LA ASUNTA,consultas odontologicas,endodoncias,2006-03-01,2,2
LA GUARDIA,consultas odontologicas,endodoncias,2006-03-01,7,7
LA PAZ,consultas odontologicas,endodoncias,2006-03-01,1987,1987
LAGUNILLAS,consultas odontologicas,endodoncias,2006-03-01,3,3
LICOMA PAMPA,consultas odontologicas,endodoncias,2006-03-01,1,1
LLALLAGUA,consultas odontologicas,endodoncias,2006-03-01,78,78
MACHACAMARCA,consultas odontologicas,endodoncias,2006-03-01,15,15
MACHARETI,consultas odontologicas,endodoncias,2006-03-01,6,6
MAGDALENA,consultas odontologicas,endodoncias,2006-03-01,2,2
MAIRANA,consultas odontologicas,endodoncias,2006-03-01,2,2
MECAPACA,consultas odontologicas,endodoncias,2006-03-01,4,4
MINEROS,consultas odontologicas,endodoncias,2006-03-01,2,2
MIZQUE,consultas odontologicas,endodoncias,2006-03-01,9,9
MOJOCOYA,consultas odontologicas,endodoncias,2006-03-01,4,4
MONTEAGUDO,consultas odontologicas,endodoncias,2006-03-01,15,15
MONTERO,consultas odontologicas,endodoncias,2006-03-01,34,34
MORO MORO,consultas odontologicas,endodoncias,2006-03-01,2,2
MOROCHATA,consultas odontologicas,endodoncias,2006-03-01,1,1
OCURI,consultas odontologicas,endodoncias,2006-03-01,6,6
OKINAWA,consultas odontologicas,endodoncias,2006-03-01,1,1
OMEREQUE,consultas odontologicas,endodoncias,2006-03-01,11,11
ORURO,consultas odontologicas,endodoncias,2006-03-01,789,789
PADCAYA,consultas odontologicas,endodoncias,2006-03-01,1,1
PADILLA,consultas odontologicas,endodoncias,2006-03-01,5,5
PALOS BLANCOS,consultas odontologicas,endodoncias,2006-03-01,6,6
PATACAMAYA,consultas odontologicas,endodoncias,2006-03-01,5,5
PAZÑA,consultas odontologicas,endodoncias,2006-03-01,8,8
POOPO,consultas odontologicas,endodoncias,2006-03-01,14,14
PORCO,consultas odontologicas,endodoncias,2006-03-01,7,7
POROMA,consultas odontologicas,endodoncias,2006-03-01,3,3
PORONGO,consultas odontologicas,endodoncias,2006-03-01,6,6
PORTACHUELO,consultas odontologicas,endodoncias,2006-03-01,6,6
POTOSI,consultas odontologicas,endodoncias,2006-03-01,105,105
PRESTO,consultas odontologicas,endodoncias,2006-03-01,3,3
PUCARA,consultas odontologicas,endodoncias,2006-03-01,1,1
PUCARANI,consultas odontologicas,endodoncias,2006-03-01,6,6
PUERTO ACOSTA,consultas odontologicas,endodoncias,2006-03-01,79,79
PUERTO CARABUCO,consultas odontologicas,endodoncias,2006-03-01,2,2
PUERTO RICO,consultas odontologicas,endodoncias,2006-03-01,1,1
PUERTO SUAREZ,consultas odontologicas,endodoncias,2006-03-01,9,9
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2006-03-01,47,47
PUNA,consultas odontologicas,endodoncias,2006-03-01,12,12
PUNATA,consultas odontologicas,endodoncias,2006-03-01,56,56
QUILLACOLLO,consultas odontologicas,endodoncias,2006-03-01,85,85
QUIME,consultas odontologicas,endodoncias,2006-03-01,2,2
QUIRUSILLAS,consultas odontologicas,endodoncias,2006-03-01,1,1
REYES,consultas odontologicas,endodoncias,2006-03-01,4,4
RIBERALTA,consultas odontologicas,endodoncias,2006-03-01,5,5
SABAYA,consultas odontologicas,endodoncias,2006-03-01,1,1
SACABA,consultas odontologicas,endodoncias,2006-03-01,240,240
SACACA,consultas odontologicas,endodoncias,2006-03-01,3,3
SAIPINA,consultas odontologicas,endodoncias,2006-03-01,37,37
SAN BENITO,consultas odontologicas,endodoncias,2006-03-01,6,6
SAN BORJA,consultas odontologicas,endodoncias,2006-03-01,7,7
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2006-03-01,4,4
SAN CARLOS,consultas odontologicas,endodoncias,2006-03-01,10,10
SAN IGNACIO,consultas odontologicas,endodoncias,2006-03-01,7,7
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2006-03-01,32,32
SAN JAVIER(BNI),consultas odontologicas,endodoncias,2006-03-01,2,2
SAN JUAN DE YAPACANI,consultas odontologicas,endodoncias,2006-03-01,1,1
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2006-03-01,56,56
SAN LUCAS,consultas odontologicas,endodoncias,2006-03-01,13,13
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2006-03-01,24,24
SAN RAFAEL,consultas odontologicas,endodoncias,2006-03-01,14,14
SAN RAMON,consultas odontologicas,endodoncias,2006-03-01,21,21
SAN RAMON,consultas odontologicas,endodoncias,2006-03-01,20,20
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2006-03-01,1054,1054
SANTA ROSA,consultas odontologicas,endodoncias,2006-03-01,4,4
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2006-03-01,2,2
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2006-03-01,2,2
SANTIVAÑES,consultas odontologicas,endodoncias,2006-03-01,2,2
SAPAHAQUI,consultas odontologicas,endodoncias,2006-03-01,6,6
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2006-03-01,6,6
SIPE SIPE,consultas odontologicas,endodoncias,2006-03-01,34,34
SOPACHUY,consultas odontologicas,endodoncias,2006-03-01,16,16
SORACACHI,consultas odontologicas,endodoncias,2006-03-01,1,1
SUCRE,consultas odontologicas,endodoncias,2006-03-01,727,727
TACACOMA,consultas odontologicas,endodoncias,2006-03-01,3,3
TAPACARI,consultas odontologicas,endodoncias,2006-03-01,12,12
TARABUCO,consultas odontologicas,endodoncias,2006-03-01,1,1
TARATA,consultas odontologicas,endodoncias,2006-03-01,8,8
TARIJA,consultas odontologicas,endodoncias,2006-03-01,482,482
TARVITA,consultas odontologicas,endodoncias,2006-03-01,1,1
TIQUIPAYA,consultas odontologicas,endodoncias,2006-03-01,34,34
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2006-03-01,72,72
TOLEDO,consultas odontologicas,endodoncias,2006-03-01,1,1
TOMINA,consultas odontologicas,endodoncias,2006-03-01,7,7
TOTORA(CBBA),consultas odontologicas,endodoncias,2006-03-01,5,5
TRINIDAD,consultas odontologicas,endodoncias,2006-03-01,186,186
TUPIZA,consultas odontologicas,endodoncias,2006-03-01,2,2
UNCIA,consultas odontologicas,endodoncias,2006-03-01,98,98
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2006-03-01,26,26
UYUNI,consultas odontologicas,endodoncias,2006-03-01,5,5
VACAS,consultas odontologicas,endodoncias,2006-03-01,10,10
VALLEGRANDE,consultas odontologicas,endodoncias,2006-03-01,17,17
VIACHA,consultas odontologicas,endodoncias,2006-03-01,14,14
VILA VILA,consultas odontologicas,endodoncias,2006-03-01,5,5
VILLA MONTES,consultas odontologicas,endodoncias,2006-03-01,22,22
VILLA RIVERO,consultas odontologicas,endodoncias,2006-03-01,5,5
VILLA SERRANO,consultas odontologicas,endodoncias,2006-03-01,2,2
VILLA TUNARI,consultas odontologicas,endodoncias,2006-03-01,40,40
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2006-03-01,17,17
VILLAZON,consultas odontologicas,endodoncias,2006-03-01,36,36
VINTO,consultas odontologicas,endodoncias,2006-03-01,50,50
WARNES,consultas odontologicas,endodoncias,2006-03-01,9,9
YACUIBA,consultas odontologicas,endodoncias,2006-03-01,48,48
YAMPARAEZ,consultas odontologicas,endodoncias,2006-03-01,6,6
YAPACANI,consultas odontologicas,endodoncias,2006-03-01,6,6
YUNCHARA,consultas odontologicas,endodoncias,2006-03-01,3,3
ACHACACHI,consultas odontologicas,endodoncias,2006-04-01,10,10
ACHOCALLA,consultas odontologicas,endodoncias,2006-04-01,17,17
AIQUILE,consultas odontologicas,endodoncias,2006-04-01,25,25
ANCORAIMES,consultas odontologicas,endodoncias,2006-04-01,2,2
ANDAMARCA,consultas odontologicas,endodoncias,2006-04-01,15,15
ARQUE,consultas odontologicas,endodoncias,2006-04-01,1,1
ATOCHA,consultas odontologicas,endodoncias,2006-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2006-04-01,6,6
AZURDUY,consultas odontologicas,endodoncias,2006-04-01,11,11
BAURES,consultas odontologicas,endodoncias,2006-04-01,2,2
BERMEJO,consultas odontologicas,endodoncias,2006-04-01,7,7
BETANZOS,consultas odontologicas,endodoncias,2006-04-01,8,8
BOLIVAR,consultas odontologicas,endodoncias,2006-04-01,2,2
BUENA VISTA,consultas odontologicas,endodoncias,2006-04-01,1,1
CABEZAS,consultas odontologicas,endodoncias,2006-04-01,3,3
CAMARGO,consultas odontologicas,endodoncias,2006-04-01,7,7
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2006-04-01,5,5
CAMIRI,consultas odontologicas,endodoncias,2006-04-01,36,36
CAPINOTA,consultas odontologicas,endodoncias,2006-04-01,4,4
CAQUIAVIRI,consultas odontologicas,endodoncias,2006-04-01,13,13
CARACOLLO,consultas odontologicas,endodoncias,2006-04-01,2,2
CARANAVI,consultas odontologicas,endodoncias,2006-04-01,4,4
CARAPARI,consultas odontologicas,endodoncias,2006-04-01,1,1
CARMEN RIVERO TORREZ,consultas odontologicas,endodoncias,2006-04-01,5,5
CHALLAPATA,consultas odontologicas,endodoncias,2006-04-01,11,11
CHAQUI,consultas odontologicas,endodoncias,2006-04-01,4,4
CHAYANTA,consultas odontologicas,endodoncias,2006-04-01,6,6
CHIMORE,consultas odontologicas,endodoncias,2006-04-01,5,5
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2006-04-01,3,3
COBIJA,consultas odontologicas,endodoncias,2006-04-01,34,34
COCHABAMBA,consultas odontologicas,endodoncias,2006-04-01,1128,1128
COLCAPIRHUA,consultas odontologicas,endodoncias,2006-04-01,9,9
COLOMI,consultas odontologicas,endodoncias,2006-04-01,2,2
COLPA BELGICA,consultas odontologicas,endodoncias,2006-04-01,7,7
COLQUENCHA,consultas odontologicas,endodoncias,2006-04-01,1,1
COLQUIRI,consultas odontologicas,endodoncias,2006-04-01,10,10
COMARAPA,consultas odontologicas,endodoncias,2006-04-01,24,24
COPACABANA,consultas odontologicas,endodoncias,2006-04-01,24,24
CORIPATA,consultas odontologicas,endodoncias,2006-04-01,9,9
COROICO,consultas odontologicas,endodoncias,2006-04-01,35,35
COTAGAITA,consultas odontologicas,endodoncias,2006-04-01,38,38
CULPINA,consultas odontologicas,endodoncias,2006-04-01,2,2
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2006-04-01,2,2
EL ALTO,consultas odontologicas,endodoncias,2006-04-01,938,938
EL TORNO,consultas odontologicas,endodoncias,2006-04-01,12,12
EL VILLAR,consultas odontologicas,endodoncias,2006-04-01,3,3
ENTRE RIOS,consultas odontologicas,endodoncias,2006-04-01,27,27
ENTRE RIOS,consultas odontologicas,endodoncias,2006-04-01,6,6
EUCALIPTUS,consultas odontologicas,endodoncias,2006-04-01,6,6
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2006-04-01,13,13
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2006-04-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2006-04-01,6,6
GUANAY,consultas odontologicas,endodoncias,2006-04-01,10,10
GUAQUI,consultas odontologicas,endodoncias,2006-04-01,10,10
GUAYARAMERIN,consultas odontologicas,endodoncias,2006-04-01,44,44
GUTIERREZ,consultas odontologicas,endodoncias,2006-04-01,20,20
HUACARETA,consultas odontologicas,endodoncias,2006-04-01,12,12
HUACHACALLA,consultas odontologicas,endodoncias,2006-04-01,3,3
HUANUNI,consultas odontologicas,endodoncias,2006-04-01,7,7
HUARACAJE,consultas odontologicas,endodoncias,2006-04-01,5,5
ICLA,consultas odontologicas,endodoncias,2006-04-01,22,22
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2006-04-01,7,7
IXIAMAS,consultas odontologicas,endodoncias,2006-04-01,4,4
JESUS DE MACHACA,consultas odontologicas,endodoncias,2006-04-01,1,1
LA ASUNTA,consultas odontologicas,endodoncias,2006-04-01,4,4
LA GUARDIA,consultas odontologicas,endodoncias,2006-04-01,8,8
LA PAZ,consultas odontologicas,endodoncias,2006-04-01,1439,1439
LAGUNILLAS,consultas odontologicas,endodoncias,2006-04-01,31,31
LLALLAGUA,consultas odontologicas,endodoncias,2006-04-01,97,97
LURIBAY,consultas odontologicas,endodoncias,2006-04-01,1,1
MACHACAMARCA,consultas odontologicas,endodoncias,2006-04-01,14,14
MACHARETI,consultas odontologicas,endodoncias,2006-04-01,1,1
MAPIRI,consultas odontologicas,endodoncias,2006-04-01,1,1
MECAPACA,consultas odontologicas,endodoncias,2006-04-01,3,3
MINEROS,consultas odontologicas,endodoncias,2006-04-01,4,4
MIZQUE,consultas odontologicas,endodoncias,2006-04-01,8,8
MOJOCOYA,consultas odontologicas,endodoncias,2006-04-01,10,10
MONTEAGUDO,consultas odontologicas,endodoncias,2006-04-01,12,12
MONTERO,consultas odontologicas,endodoncias,2006-04-01,115,115
OKINAWA,consultas odontologicas,endodoncias,2006-04-01,1,1
OMEREQUE,consultas odontologicas,endodoncias,2006-04-01,7,7
ORURO,consultas odontologicas,endodoncias,2006-04-01,633,633
PADCAYA,consultas odontologicas,endodoncias,2006-04-01,2,2
PADILLA,consultas odontologicas,endodoncias,2006-04-01,6,6
PALOS BLANCOS,consultas odontologicas,endodoncias,2006-04-01,58,58
PATACAMAYA,consultas odontologicas,endodoncias,2006-04-01,13,13
PAZÑA,consultas odontologicas,endodoncias,2006-04-01,10,10
POOPO,consultas odontologicas,endodoncias,2006-04-01,13,13
POROMA,consultas odontologicas,endodoncias,2006-04-01,2,2
PORTACHUELO,consultas odontologicas,endodoncias,2006-04-01,10,10
PORVENIR,consultas odontologicas,endodoncias,2006-04-01,6,6
POTOSI,consultas odontologicas,endodoncias,2006-04-01,131,131
PRESTO,consultas odontologicas,endodoncias,2006-04-01,2,2
PUCARANI,consultas odontologicas,endodoncias,2006-04-01,5,5
PUERTO ACOSTA,consultas odontologicas,endodoncias,2006-04-01,25,25
PUERTO CARABUCO,consultas odontologicas,endodoncias,2006-04-01,5,5
PUERTO RICO,consultas odontologicas,endodoncias,2006-04-01,2,2
PUERTO SILES,consultas odontologicas,endodoncias,2006-04-01,2,2
PUERTO SUAREZ,consultas odontologicas,endodoncias,2006-04-01,4,4
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2006-04-01,91,91
PUNA,consultas odontologicas,endodoncias,2006-04-01,9,9
PUNATA,consultas odontologicas,endodoncias,2006-04-01,33,33
QUILLACOLLO,consultas odontologicas,endodoncias,2006-04-01,32,32
QUIME,consultas odontologicas,endodoncias,2006-04-01,9,9
QUIRUSILLAS,consultas odontologicas,endodoncias,2006-04-01,1,1
REYES,consultas odontologicas,endodoncias,2006-04-01,7,7
RIBERALTA,consultas odontologicas,endodoncias,2006-04-01,1,1
ROBORE,consultas odontologicas,endodoncias,2006-04-01,15,15
RURRENABAQUE,consultas odontologicas,endodoncias,2006-04-01,35,35
SACABA,consultas odontologicas,endodoncias,2006-04-01,266,266
SACACA,consultas odontologicas,endodoncias,2006-04-01,3,3
SAN AGUSTIN,consultas odontologicas,endodoncias,2006-04-01,1,1
SAN BENITO,consultas odontologicas,endodoncias,2006-04-01,10,10
SAN BORJA,consultas odontologicas,endodoncias,2006-04-01,4,4
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2006-04-01,4,4
SAN CARLOS,consultas odontologicas,endodoncias,2006-04-01,20,20
SAN IGNACIO,consultas odontologicas,endodoncias,2006-04-01,11,11
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2006-04-01,18,18
SAN JUAN DE YAPACANI,consultas odontologicas,endodoncias,2006-04-01,1,1
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2006-04-01,11,11
SAN LUCAS,consultas odontologicas,endodoncias,2006-04-01,17,17
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2006-04-01,12,12
SAN PEDRO,consultas odontologicas,endodoncias,2006-04-01,1,1
SAN PEDRO DE TIQUINA,consultas odontologicas,endodoncias,2006-04-01,1,1
SAN RAFAEL,consultas odontologicas,endodoncias,2006-04-01,12,12
SAN RAMON,consultas odontologicas,endodoncias,2006-04-01,12,12
SAN RAMON,consultas odontologicas,endodoncias,2006-04-01,9,9
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2006-04-01,5394,5394
SANTA ROSA,consultas odontologicas,endodoncias,2006-04-01,4,4
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2006-04-01,11,11
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2006-04-01,4,4
SANTIVAÑES,consultas odontologicas,endodoncias,2006-04-01,1,1
SANTUARIO DE QUILLACAS,consultas odontologicas,endodoncias,2006-04-01,1,1
SENA,consultas odontologicas,endodoncias,2006-04-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2006-04-01,3,3
SIPE SIPE,consultas odontologicas,endodoncias,2006-04-01,37,37
SOPACHUY,consultas odontologicas,endodoncias,2006-04-01,5,5
SORATA,consultas odontologicas,endodoncias,2006-04-01,4,4
SUCRE,consultas odontologicas,endodoncias,2006-04-01,777,777
TACACOMA,consultas odontologicas,endodoncias,2006-04-01,6,6
TAPACARI,consultas odontologicas,endodoncias,2006-04-01,1,1
TARABUCO,consultas odontologicas,endodoncias,2006-04-01,1,1
TARATA,consultas odontologicas,endodoncias,2006-04-01,1,1
TARIJA,consultas odontologicas,endodoncias,2006-04-01,243,243
TARVITA,consultas odontologicas,endodoncias,2006-04-01,3,3
TEOPONTE,consultas odontologicas,endodoncias,2006-04-01,1,1
TIQUIPAYA,consultas odontologicas,endodoncias,2006-04-01,27,27
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2006-04-01,84,84
TOMINA,consultas odontologicas,endodoncias,2006-04-01,1,1
TOTORA(CBBA),consultas odontologicas,endodoncias,2006-04-01,5,5
TRINIDAD,consultas odontologicas,endodoncias,2006-04-01,195,195
TUPIZA,consultas odontologicas,endodoncias,2006-04-01,2,2
TURCO,consultas odontologicas,endodoncias,2006-04-01,1,1
UNCIA,consultas odontologicas,endodoncias,2006-04-01,48,48
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2006-04-01,14,14
UYUNI,consultas odontologicas,endodoncias,2006-04-01,9,9
VIACHA,consultas odontologicas,endodoncias,2006-04-01,14,14
VILA VILA,consultas odontologicas,endodoncias,2006-04-01,1,1
VILLA MONTES,consultas odontologicas,endodoncias,2006-04-01,49,49
VILLA RIVERO,consultas odontologicas,endodoncias,2006-04-01,4,4
VILLA SERRANO,consultas odontologicas,endodoncias,2006-04-01,13,13
VILLA TUNARI,consultas odontologicas,endodoncias,2006-04-01,64,64
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2006-04-01,9,9
VILLAZON,consultas odontologicas,endodoncias,2006-04-01,32,32
VINTO,consultas odontologicas,endodoncias,2006-04-01,23,23
WARNES,consultas odontologicas,endodoncias,2006-04-01,3,3
YACUIBA,consultas odontologicas,endodoncias,2006-04-01,22,22
YAPACANI,consultas odontologicas,endodoncias,2006-04-01,2,2
YUNCHARA,consultas odontologicas,endodoncias,2006-04-01,3,3
ACHACACHI,consultas odontologicas,endodoncias,2006-05-01,7,7
ACHOCALLA,consultas odontologicas,endodoncias,2006-05-01,12,12
AIQUILE,consultas odontologicas,endodoncias,2006-05-01,18,18
ANCORAIMES,consultas odontologicas,endodoncias,2006-05-01,1,1
APOLO,consultas odontologicas,endodoncias,2006-05-01,1,1
ASCENCION DE GUARAYOS,consultas odontologicas,endodoncias,2006-05-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2006-05-01,5,5
AZURDUY,consultas odontologicas,endodoncias,2006-05-01,8,8
BATALLAS,consultas odontologicas,endodoncias,2006-05-01,1,1
BAURES,consultas odontologicas,endodoncias,2006-05-01,7,7
BERMEJO,consultas odontologicas,endodoncias,2006-05-01,19,19
BETANZOS,consultas odontologicas,endodoncias,2006-05-01,3,3
BOLIVAR,consultas odontologicas,endodoncias,2006-05-01,48,48
BUENA VISTA,consultas odontologicas,endodoncias,2006-05-01,5,5
CABEZAS,consultas odontologicas,endodoncias,2006-05-01,12,12
CAMARGO,consultas odontologicas,endodoncias,2006-05-01,9,9
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2006-05-01,9,9
CAMIRI,consultas odontologicas,endodoncias,2006-05-01,27,27
CAPINOTA,consultas odontologicas,endodoncias,2006-05-01,11,11
CAQUIAVIRI,consultas odontologicas,endodoncias,2006-05-01,5,5
CARACOLLO,consultas odontologicas,endodoncias,2006-05-01,6,6
CHALLAPATA,consultas odontologicas,endodoncias,2006-05-01,34,34
CHAYANTA,consultas odontologicas,endodoncias,2006-05-01,34,34
CHIMORE,consultas odontologicas,endodoncias,2006-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2006-05-01,3,3
CHUMA,consultas odontologicas,endodoncias,2006-05-01,3,3
CLIZA,consultas odontologicas,endodoncias,2006-05-01,15,15
COBIJA,consultas odontologicas,endodoncias,2006-05-01,42,42
COCHABAMBA,consultas odontologicas,endodoncias,2006-05-01,798,798
COLCAPIRHUA,consultas odontologicas,endodoncias,2006-05-01,11,11
COLOMI,consultas odontologicas,endodoncias,2006-05-01,2,2
COLPA BELGICA,consultas odontologicas,endodoncias,2006-05-01,13,13
COLQUIRI,consultas odontologicas,endodoncias,2006-05-01,8,8
COMARAPA,consultas odontologicas,endodoncias,2006-05-01,24,24
COMBAYA,consultas odontologicas,endodoncias,2006-05-01,6,6
COPACABANA,consultas odontologicas,endodoncias,2006-05-01,34,34
CORIPATA,consultas odontologicas,endodoncias,2006-05-01,9,9
COROICO,consultas odontologicas,endodoncias,2006-05-01,18,18
COTAGAITA,consultas odontologicas,endodoncias,2006-05-01,36,36
COTOCA,consultas odontologicas,endodoncias,2006-05-01,21,21
CULPINA,consultas odontologicas,endodoncias,2006-05-01,1,1
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2006-05-01,6,6
DESAGUADERO,consultas odontologicas,endodoncias,2006-05-01,7,7
EL ALTO,consultas odontologicas,endodoncias,2006-05-01,1113,1113
EL PUENTE(STC),consultas odontologicas,endodoncias,2006-05-01,293,293
EL PUENTE(TJA),consultas odontologicas,endodoncias,2006-05-01,1,1
EL TORNO,consultas odontologicas,endodoncias,2006-05-01,19,19
EL VILLAR,consultas odontologicas,endodoncias,2006-05-01,5,5
ENTRE RIOS,consultas odontologicas,endodoncias,2006-05-01,13,13
ENTRE RIOS,consultas odontologicas,endodoncias,2006-05-01,13,13
EUCALIPTUS,consultas odontologicas,endodoncias,2006-05-01,4,4
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2006-05-01,25,25
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2006-05-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2006-05-01,13,13
GUANAY,consultas odontologicas,endodoncias,2006-05-01,12,12
GUAQUI,consultas odontologicas,endodoncias,2006-05-01,3,3
GUAYARAMERIN,consultas odontologicas,endodoncias,2006-05-01,46,46
GUTIERREZ,consultas odontologicas,endodoncias,2006-05-01,10,10
HUACARETA,consultas odontologicas,endodoncias,2006-05-01,7,7
HUACHACALLA,consultas odontologicas,endodoncias,2006-05-01,2,2
HUANUNI,consultas odontologicas,endodoncias,2006-05-01,4,4
HUARACAJE,consultas odontologicas,endodoncias,2006-05-01,6,6
ICHOCA,consultas odontologicas,endodoncias,2006-05-01,2,2
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2006-05-01,4,4
IXIAMAS,consultas odontologicas,endodoncias,2006-05-01,22,22
JESUS DE MACHACA,consultas odontologicas,endodoncias,2006-05-01,7,7
LA ASUNTA,consultas odontologicas,endodoncias,2006-05-01,8,8
LA GUARDIA,consultas odontologicas,endodoncias,2006-05-01,8,8
LA PAZ,consultas odontologicas,endodoncias,2006-05-01,1628,1628
LAJA,consultas odontologicas,endodoncias,2006-05-01,1,1
LLALLAGUA,consultas odontologicas,endodoncias,2006-05-01,129,129
MACHACAMARCA,consultas odontologicas,endodoncias,2006-05-01,13,13
MACHARETI,consultas odontologicas,endodoncias,2006-05-01,4,4
MAGDALENA,consultas odontologicas,endodoncias,2006-05-01,17,17
MECAPACA,consultas odontologicas,endodoncias,2006-05-01,6,6
MINEROS,consultas odontologicas,endodoncias,2006-05-01,4,4
MIZQUE,consultas odontologicas,endodoncias,2006-05-01,6,6
MOJOCOYA,consultas odontologicas,endodoncias,2006-05-01,4,4
MONTEAGUDO,consultas odontologicas,endodoncias,2006-05-01,10,10
MONTERO,consultas odontologicas,endodoncias,2006-05-01,59,59
OKINAWA,consultas odontologicas,endodoncias,2006-05-01,3,3
ORURO,consultas odontologicas,endodoncias,2006-05-01,746,746
PADCAYA,consultas odontologicas,endodoncias,2006-05-01,5,5
PADILLA,consultas odontologicas,endodoncias,2006-05-01,6,6
PALCA,consultas odontologicas,endodoncias,2006-05-01,1,1
PALOS BLANCOS,consultas odontologicas,endodoncias,2006-05-01,6,6
PAMPA GRANDE,consultas odontologicas,endodoncias,2006-05-01,7,7
PATACAMAYA,consultas odontologicas,endodoncias,2006-05-01,17,17
PAZÑA,consultas odontologicas,endodoncias,2006-05-01,9,9
POCOATA,consultas odontologicas,endodoncias,2006-05-01,2,2
POCONA,consultas odontologicas,endodoncias,2006-05-01,1,1
POOPO,consultas odontologicas,endodoncias,2006-05-01,11,11
PORCO,consultas odontologicas,endodoncias,2006-05-01,2,2
PORONGO,consultas odontologicas,endodoncias,2006-05-01,3,3
PORTACHUELO,consultas odontologicas,endodoncias,2006-05-01,15,15
POSTRER VALLE,consultas odontologicas,endodoncias,2006-05-01,1,1
POTOSI,consultas odontologicas,endodoncias,2006-05-01,111,111
PRESTO,consultas odontologicas,endodoncias,2006-05-01,1,1
PUCARA,consultas odontologicas,endodoncias,2006-05-01,4,4
PUCARANI,consultas odontologicas,endodoncias,2006-05-01,10,10
PUERTO ACOSTA,consultas odontologicas,endodoncias,2006-05-01,15,15
PUERTO CARABUCO,consultas odontologicas,endodoncias,2006-05-01,3,3
PUERTO RICO,consultas odontologicas,endodoncias,2006-05-01,7,7
PUERTO SUAREZ,consultas odontologicas,endodoncias,2006-05-01,3,3
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2006-05-01,89,89
PUNATA,consultas odontologicas,endodoncias,2006-05-01,51,51
QUILLACOLLO,consultas odontologicas,endodoncias,2006-05-01,38,38
QUIME,consultas odontologicas,endodoncias,2006-05-01,2,2
QUIRUSILLAS,consultas odontologicas,endodoncias,2006-05-01,5,5
RIBERALTA,consultas odontologicas,endodoncias,2006-05-01,2,2
