municipality,group,variable,month,Primeras consultas,TOTAL
MACHARETI,consultas odontologicas,primeras consultas,2006-03-01,171,171
MECAPACA,consultas odontologicas,primeras consultas,2006-03-01,168,168
MIZQUE,consultas odontologicas,primeras consultas,2006-03-01,42,42
MOCOMOCO,consultas odontologicas,primeras consultas,2006-03-01,289,289
MOJOCOYA,consultas odontologicas,primeras consultas,2006-03-01,73,73
MONTEAGUDO,consultas odontologicas,primeras consultas,2006-03-01,25,25
MONTERO,consultas odontologicas,primeras consultas,2006-03-01,13,13
MOROCHATA,consultas odontologicas,primeras consultas,2006-03-01,98,98
OKINAWA,consultas odontologicas,primeras consultas,2006-03-01,16,16
OMEREQUE,consultas odontologicas,primeras consultas,2006-03-01,109,109
ORURO,consultas odontologicas,primeras consultas,2006-03-01,2348,2348
PADCAYA,consultas odontologicas,primeras consultas,2006-03-01,28,28
PALOS BLANCOS,consultas odontologicas,primeras consultas,2006-03-01,256,256
PAMPA GRANDE,consultas odontologicas,primeras consultas,2006-03-01,153,153
PAPEL PAMPA,consultas odontologicas,primeras consultas,2006-03-01,10,10
PATACAMAYA,consultas odontologicas,primeras consultas,2006-03-01,57,57
POOPO,consultas odontologicas,primeras consultas,2006-03-01,31,31
POROMA,consultas odontologicas,primeras consultas,2006-03-01,1149,1149
PORONGO,consultas odontologicas,primeras consultas,2006-03-01,7,7
PORTACHUELO,consultas odontologicas,primeras consultas,2006-03-01,227,227
POTOSI,consultas odontologicas,primeras consultas,2006-03-01,256,256
PRESTO,consultas odontologicas,primeras consultas,2006-03-01,91,91
PUCARANI,consultas odontologicas,primeras consultas,2006-03-01,211,211
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2006-03-01,14,14
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2006-03-01,458,458
PUERTO PEREZ,consultas odontologicas,primeras consultas,2006-03-01,13,13
PUERTO QUIJARRO,consultas odontologicas,primeras consultas,2006-03-01,545,545
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2006-03-01,393,393
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2006-03-01,186,186
PUNA,consultas odontologicas,primeras consultas,2006-03-01,448,448
PUNATA,consultas odontologicas,primeras consultas,2006-03-01,122,122
QUILLACOLLO,consultas odontologicas,primeras consultas,2006-03-01,378,378
QUIME,consultas odontologicas,primeras consultas,2006-03-01,522,522
QUIRUSILLAS,consultas odontologicas,primeras consultas,2006-03-01,108,108
SABAYA,consultas odontologicas,primeras consultas,2006-03-01,46,46
SACABA,consultas odontologicas,primeras consultas,2006-03-01,331,331
SACACA,consultas odontologicas,primeras consultas,2006-03-01,230,230
SAN ANDRES,consultas odontologicas,primeras consultas,2006-03-01,10,10
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2006-03-01,99,99
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2006-03-01,125,125
SAN IGNACIO,consultas odontologicas,primeras consultas,2006-03-01,86,86
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2006-03-01,220,220
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2006-03-01,740,740
SAN LUCAS,consultas odontologicas,primeras consultas,2006-03-01,108,108
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2006-03-01,141,141
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2006-03-01,646,646
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2006-03-01,3,3
SAN RAFAEL,consultas odontologicas,primeras consultas,2006-03-01,111,111
SANTA ANA,consultas odontologicas,primeras consultas,2006-03-01,36,36
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2006-03-01,7771,7771
SANTA ROSA DEL SARA,consultas odontologicas,primeras consultas,2006-03-01,140,140
SANTIAGO DE HUARI,consultas odontologicas,primeras consultas,2006-03-01,1,1
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2006-03-01,17,17
SANTIVAÑES,consultas odontologicas,primeras consultas,2006-03-01,225,225
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2006-03-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2006-03-01,206,206
SIPE SIPE,consultas odontologicas,primeras consultas,2006-03-01,331,331
SOPACHUY,consultas odontologicas,primeras consultas,2006-03-01,104,104
SORACACHI,consultas odontologicas,primeras consultas,2006-03-01,67,67
SUCRE,consultas odontologicas,primeras consultas,2006-03-01,1814,1814
TACOPAYA,consultas odontologicas,primeras consultas,2006-03-01,25,25
TAPACARI,consultas odontologicas,primeras consultas,2006-03-01,124,124
TARABUCO,consultas odontologicas,primeras consultas,2006-03-01,443,443
TARACO,consultas odontologicas,primeras consultas,2006-03-01,13,13
TARIJA,consultas odontologicas,primeras consultas,2006-03-01,778,778
TARVITA,consultas odontologicas,primeras consultas,2006-03-01,64,64
TEOPONTE,consultas odontologicas,primeras consultas,2006-03-01,112,112
TIAWANACU,consultas odontologicas,primeras consultas,2006-03-01,156,156
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2006-03-01,857,857
TOLEDO,consultas odontologicas,primeras consultas,2006-03-01,120,120
TOMINA,consultas odontologicas,primeras consultas,2006-03-01,149,149
TORO TORO,consultas odontologicas,primeras consultas,2006-03-01,92,92
TRINIDAD,consultas odontologicas,primeras consultas,2006-03-01,345,345
TUPIZA,consultas odontologicas,primeras consultas,2006-03-01,418,418
UMALA,consultas odontologicas,primeras consultas,2006-03-01,29,29
UNCIA,consultas odontologicas,primeras consultas,2006-03-01,367,367
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2006-03-01,184,184
UYUNI,consultas odontologicas,primeras consultas,2006-03-01,7,7
VACAS,consultas odontologicas,primeras consultas,2006-03-01,80,80
VIACHA,consultas odontologicas,primeras consultas,2006-03-01,547,547
VILLA MONTES,consultas odontologicas,primeras consultas,2006-03-01,470,470
VILLA SERRANO,consultas odontologicas,primeras consultas,2006-03-01,227,227
VILLA TUNARI,consultas odontologicas,primeras consultas,2006-03-01,361,361
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2006-03-01,1201,1201
VILLAZON,consultas odontologicas,primeras consultas,2006-03-01,222,222
VINTO,consultas odontologicas,primeras consultas,2006-03-01,152,152
YACUIBA,consultas odontologicas,primeras consultas,2006-03-01,96,96
YAMPARAEZ,consultas odontologicas,primeras consultas,2006-03-01,18,18
YANACACHI,consultas odontologicas,primeras consultas,2006-03-01,182,182
YOCALLA,consultas odontologicas,primeras consultas,2006-03-01,92,92
ZUDAÑEZ,consultas odontologicas,primeras consultas,2006-03-01,58,58
ACACIO,consultas odontologicas,primeras consultas,2006-04-01,380,380
ACHOCALLA,consultas odontologicas,primeras consultas,2006-04-01,17,17
AIQUILE,consultas odontologicas,primeras consultas,2006-04-01,40,40
ANDAMARCA,consultas odontologicas,primeras consultas,2006-04-01,71,71
ARAMPAMPA,consultas odontologicas,primeras consultas,2006-04-01,82,82
ARANI,consultas odontologicas,primeras consultas,2006-04-01,32,32
ARBIETO,consultas odontologicas,primeras consultas,2006-04-01,6,6
ARQUE,consultas odontologicas,primeras consultas,2006-04-01,62,62
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2006-04-01,63,63
AUCAPATA,consultas odontologicas,primeras consultas,2006-04-01,19,19
AYATA,consultas odontologicas,primeras consultas,2006-04-01,24,24
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2006-04-01,164,164
AZURDUY,consultas odontologicas,primeras consultas,2006-04-01,83,83
BATALLAS,consultas odontologicas,primeras consultas,2006-04-01,97,97
BERMEJO,consultas odontologicas,primeras consultas,2006-04-01,549,549
BETANZOS,consultas odontologicas,primeras consultas,2006-04-01,67,67
BOYUIBE,consultas odontologicas,primeras consultas,2006-04-01,210,210
BUENA VISTA,consultas odontologicas,primeras consultas,2006-04-01,126,126
CABEZAS,consultas odontologicas,primeras consultas,2006-04-01,98,98
"CAIZA ""D""",consultas odontologicas,primeras consultas,2006-04-01,30,30
CAJUATA,consultas odontologicas,primeras consultas,2006-04-01,19,19
CALACOTO,consultas odontologicas,primeras consultas,2006-04-01,104,104
CALAMARCA,consultas odontologicas,primeras consultas,2006-04-01,45,45
CAMARGO,consultas odontologicas,primeras consultas,2006-04-01,236,236
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2006-04-01,38,38
CAMIRI,consultas odontologicas,primeras consultas,2006-04-01,544,544
CAPINOTA,consultas odontologicas,primeras consultas,2006-04-01,17,17
CAQUIAVIRI,consultas odontologicas,primeras consultas,2006-04-01,66,66
CARACOLLO,consultas odontologicas,primeras consultas,2006-04-01,155,155
CARANAVI,consultas odontologicas,primeras consultas,2006-04-01,185,185
CARAPARI,consultas odontologicas,primeras consultas,2006-04-01,75,75
CARIPUYO,consultas odontologicas,primeras consultas,2006-04-01,31,31
CARMEN RIVERO TORREZ,consultas odontologicas,primeras consultas,2006-04-01,20,20
CHALLAPATA,consultas odontologicas,primeras consultas,2006-04-01,119,119
CHARAGUA,consultas odontologicas,primeras consultas,2006-04-01,136,136
CHAYANTA,consultas odontologicas,primeras consultas,2006-04-01,6,6
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,primeras consultas,2006-04-01,194,194
CHUMA,consultas odontologicas,primeras consultas,2006-04-01,78,78
CLIZA,consultas odontologicas,primeras consultas,2006-04-01,68,68
COCHABAMBA,consultas odontologicas,primeras consultas,2006-04-01,3381,3381
COLCAPIRHUA,consultas odontologicas,primeras consultas,2006-04-01,5,5
COLLANA,consultas odontologicas,primeras consultas,2006-04-01,50,50
COLPA BELGICA,consultas odontologicas,primeras consultas,2006-04-01,214,214
COLQUENCHA,consultas odontologicas,primeras consultas,2006-04-01,30,30
COLQUIRI,consultas odontologicas,primeras consultas,2006-04-01,55,55
COMARAPA,consultas odontologicas,primeras consultas,2006-04-01,324,324
COPACABANA,consultas odontologicas,primeras consultas,2006-04-01,74,74
CORIPATA,consultas odontologicas,primeras consultas,2006-04-01,134,134
CORO CORO,consultas odontologicas,primeras consultas,2006-04-01,68,68
COROICO,consultas odontologicas,primeras consultas,2006-04-01,10,10
CORQUE,consultas odontologicas,primeras consultas,2006-04-01,72,72
COTOCA,consultas odontologicas,primeras consultas,2006-04-01,72,72
CUEVO,consultas odontologicas,primeras consultas,2006-04-01,245,245
CULPINA,consultas odontologicas,primeras consultas,2006-04-01,106,106
DESAGUADERO,consultas odontologicas,primeras consultas,2006-04-01,8,8
EL ALTO,consultas odontologicas,primeras consultas,2006-04-01,5790,5790
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2006-04-01,144,144
ENTRE RIOS,consultas odontologicas,primeras consultas,2006-04-01,121,121
ENTRE RIOS,consultas odontologicas,primeras consultas,2006-04-01,203,203
EUCALIPTUS,consultas odontologicas,primeras consultas,2006-04-01,25,25
GENERAL SAAVEDRA,consultas odontologicas,primeras consultas,2006-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2006-04-01,256,256
GUANAY,consultas odontologicas,primeras consultas,2006-04-01,192,192
GUAQUI,consultas odontologicas,primeras consultas,2006-04-01,177,177
GUAYARAMERIN,consultas odontologicas,primeras consultas,2006-04-01,83,83
GUTIERREZ,consultas odontologicas,primeras consultas,2006-04-01,61,61
HUACARETA,consultas odontologicas,primeras consultas,2006-04-01,5,5
HUACHACALLA,consultas odontologicas,primeras consultas,2006-04-01,36,36
HUANUNI,consultas odontologicas,primeras consultas,2006-04-01,42,42
ICLA,consultas odontologicas,primeras consultas,2006-04-01,17,17
INCAHUASI,consultas odontologicas,primeras consultas,2006-04-01,121,121
INQUISIVI,consultas odontologicas,primeras consultas,2006-04-01,335,335
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2006-04-01,122,122
IXIAMAS,consultas odontologicas,primeras consultas,2006-04-01,36,36
JESUS DE MACHACA,consultas odontologicas,primeras consultas,2006-04-01,145,145
LA ASUNTA,consultas odontologicas,primeras consultas,2006-04-01,42,42
LA GUARDIA,consultas odontologicas,primeras consultas,2006-04-01,112,112
LA PAZ,consultas odontologicas,primeras consultas,2006-04-01,8290,8290
LAGUNILLAS,consultas odontologicas,primeras consultas,2006-04-01,202,202
LAJA,consultas odontologicas,primeras consultas,2006-04-01,49,49
LLALLAGUA,consultas odontologicas,primeras consultas,2006-04-01,336,336
LLICA,consultas odontologicas,primeras consultas,2006-04-01,84,84
LURIBAY,consultas odontologicas,primeras consultas,2006-04-01,156,156
MACHARETI,consultas odontologicas,primeras consultas,2006-04-01,141,141
MAPIRI,consultas odontologicas,primeras consultas,2006-04-01,62,62
MECAPACA,consultas odontologicas,primeras consultas,2006-04-01,46,46
MINEROS,consultas odontologicas,primeras consultas,2006-04-01,1,1
MOCOMOCO,consultas odontologicas,primeras consultas,2006-04-01,321,321
MOJOCOYA,consultas odontologicas,primeras consultas,2006-04-01,57,57
MONTEAGUDO,consultas odontologicas,primeras consultas,2006-04-01,13,13
MONTERO,consultas odontologicas,primeras consultas,2006-04-01,81,81
OMEREQUE,consultas odontologicas,primeras consultas,2006-04-01,170,170
ORURO,consultas odontologicas,primeras consultas,2006-04-01,1882,1882
PADCAYA,consultas odontologicas,primeras consultas,2006-04-01,208,208
PALOS BLANCOS,consultas odontologicas,primeras consultas,2006-04-01,769,769
PAMPA GRANDE,consultas odontologicas,primeras consultas,2006-04-01,68,68
PAPEL PAMPA,consultas odontologicas,primeras consultas,2006-04-01,15,15
PASORAPA,consultas odontologicas,primeras consultas,2006-04-01,59,59
PATACAMAYA,consultas odontologicas,primeras consultas,2006-04-01,57,57
PAZÑA,consultas odontologicas,primeras consultas,2006-04-01,2,2
PELECHUCO,consultas odontologicas,primeras consultas,2006-04-01,104,104
POCOATA,consultas odontologicas,primeras consultas,2006-04-01,65,65
POCONA,consultas odontologicas,primeras consultas,2006-04-01,31,31
POJO (CBBA),consultas odontologicas,primeras consultas,2006-04-01,52,52
POOPO,consultas odontologicas,primeras consultas,2006-04-01,22,22
POROMA,consultas odontologicas,primeras consultas,2006-04-01,422,422
PORONGO,consultas odontologicas,primeras consultas,2006-04-01,21,21
PORTACHUELO,consultas odontologicas,primeras consultas,2006-04-01,413,413
POTOSI,consultas odontologicas,primeras consultas,2006-04-01,70,70
PRESTO,consultas odontologicas,primeras consultas,2006-04-01,55,55
PUCARANI,consultas odontologicas,primeras consultas,2006-04-01,48,48
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2006-04-01,202,202
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2006-04-01,59,59
PUERTO QUIJARRO,consultas odontologicas,primeras consultas,2006-04-01,850,850
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2006-04-01,436,436
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2006-04-01,395,395
PUNA,consultas odontologicas,primeras consultas,2006-04-01,125,125
PUNATA,consultas odontologicas,primeras consultas,2006-04-01,81,81
QUILLACOLLO,consultas odontologicas,primeras consultas,2006-04-01,273,273
QUIME,consultas odontologicas,primeras consultas,2006-04-01,284,284
QUIRUSILLAS,consultas odontologicas,primeras consultas,2006-04-01,40,40
REYES,consultas odontologicas,primeras consultas,2006-04-01,91,91
SABAYA,consultas odontologicas,primeras consultas,2006-04-01,49,49
SACABA,consultas odontologicas,primeras consultas,2006-04-01,166,166
SACACA,consultas odontologicas,primeras consultas,2006-04-01,300,300
SAN ANDRES,consultas odontologicas,primeras consultas,2006-04-01,6,6
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2006-04-01,42,42
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2006-04-01,79,79
SAN IGNACIO,consultas odontologicas,primeras consultas,2006-04-01,9,9
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2006-04-01,267,267
SAN JAVIER(STC),consultas odontologicas,primeras consultas,2006-04-01,871,871
SAN JOAQUIN,consultas odontologicas,primeras consultas,2006-04-01,17,17
SAN JUAN DE YAPACANI,consultas odontologicas,primeras consultas,2006-04-01,41,41
SAN JULIAN,consultas odontologicas,primeras consultas,2006-04-01,314,314
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2006-04-01,487,487
SAN LUCAS,consultas odontologicas,primeras consultas,2006-04-01,118,118
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2006-04-01,100,100
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2006-04-01,483,483
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2006-04-01,26,26
SAN RAFAEL,consultas odontologicas,primeras consultas,2006-04-01,154,154
SANTA ANA,consultas odontologicas,primeras consultas,2006-04-01,60,60
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2006-04-01,7408,7408
SANTA ROSA DEL SARA,consultas odontologicas,primeras consultas,2006-04-01,451,451
SANTIAGO DE HUARI,consultas odontologicas,primeras consultas,2006-04-01,165,165
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2006-04-01,9,9
SANTIVAÑES,consultas odontologicas,primeras consultas,2006-04-01,47,47
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2006-04-01,137,137
SENA,consultas odontologicas,primeras consultas,2006-04-01,122,122
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2006-04-01,83,83
SICAYA,consultas odontologicas,primeras consultas,2006-04-01,14,14
SIPE SIPE,consultas odontologicas,primeras consultas,2006-04-01,178,178
SOPACHUY,consultas odontologicas,primeras consultas,2006-04-01,145,145
SORACACHI,consultas odontologicas,primeras consultas,2006-04-01,89,89
SUCRE,consultas odontologicas,primeras consultas,2006-04-01,1389,1389
TACACOMA,consultas odontologicas,primeras consultas,2006-04-01,58,58
TACOPAYA,consultas odontologicas,primeras consultas,2006-04-01,158,158
TAPACARI,consultas odontologicas,primeras consultas,2006-04-01,4,4
TARABUCO,consultas odontologicas,primeras consultas,2006-04-01,742,742
TARIJA,consultas odontologicas,primeras consultas,2006-04-01,373,373
TARVITA,consultas odontologicas,primeras consultas,2006-04-01,108,108
TEOPONTE,consultas odontologicas,primeras consultas,2006-04-01,66,66
TIAWANACU,consultas odontologicas,primeras consultas,2006-04-01,66,66
TIPUANI,consultas odontologicas,primeras consultas,2006-04-01,149,149
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2006-04-01,887,887
TOLATA,consultas odontologicas,primeras consultas,2006-04-01,34,34
TOLEDO,consultas odontologicas,primeras consultas,2006-04-01,17,17
TOMINA,consultas odontologicas,primeras consultas,2006-04-01,38,38
TORO TORO,consultas odontologicas,primeras consultas,2006-04-01,85,85
TOTORA(CBBA),consultas odontologicas,primeras consultas,2006-04-01,57,57
TOTORA(ORR),consultas odontologicas,primeras consultas,2006-04-01,10,10
TRINIDAD,consultas odontologicas,primeras consultas,2006-04-01,567,567
UMALA,consultas odontologicas,primeras consultas,2006-04-01,64,64
UNCIA,consultas odontologicas,primeras consultas,2006-04-01,99,99
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2006-04-01,198,198
UYUNI,consultas odontologicas,primeras consultas,2006-04-01,13,13
VIACHA,consultas odontologicas,primeras consultas,2006-04-01,715,715
VILLA MONTES,consultas odontologicas,primeras consultas,2006-04-01,223,223
VILLA SERRANO,consultas odontologicas,primeras consultas,2006-04-01,84,84
VILLA TUNARI,consultas odontologicas,primeras consultas,2006-04-01,881,881
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2006-04-01,36,36
VILLAZON,consultas odontologicas,primeras consultas,2006-04-01,88,88
VINTO,consultas odontologicas,primeras consultas,2006-04-01,38,38
WARNES,consultas odontologicas,primeras consultas,2006-04-01,19,19
YACUIBA,consultas odontologicas,primeras consultas,2006-04-01,235,235
YAMPARAEZ,consultas odontologicas,primeras consultas,2006-04-01,84,84
YANACACHI,consultas odontologicas,primeras consultas,2006-04-01,497,497
YOCALLA,consultas odontologicas,primeras consultas,2006-04-01,135,135
YUNCHARA,consultas odontologicas,primeras consultas,2006-04-01,7,7
ACACIO,consultas odontologicas,primeras consultas,2006-05-01,262,262
ACHACACHI,consultas odontologicas,primeras consultas,2006-05-01,529,529
AIQUILE,consultas odontologicas,primeras consultas,2006-05-01,160,160
ALCALA,consultas odontologicas,primeras consultas,2006-05-01,7,7
ANCORAIMES,consultas odontologicas,primeras consultas,2006-05-01,138,138
ANTEQUERA,consultas odontologicas,primeras consultas,2006-05-01,18,18
ARAMPAMPA,consultas odontologicas,primeras consultas,2006-05-01,138,138
ARANI,consultas odontologicas,primeras consultas,2006-05-01,163,163
ARBIETO,consultas odontologicas,primeras consultas,2006-05-01,2,2
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2006-05-01,64,64
AUCAPATA,consultas odontologicas,primeras consultas,2006-05-01,24,24
AYATA,consultas odontologicas,primeras consultas,2006-05-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2006-05-01,145,145
AZURDUY,consultas odontologicas,primeras consultas,2006-05-01,29,29
BATALLAS,consultas odontologicas,primeras consultas,2006-05-01,108,108
BERMEJO,consultas odontologicas,primeras consultas,2006-05-01,559,559
BETANZOS,consultas odontologicas,primeras consultas,2006-05-01,145,145
BOLIVAR,consultas odontologicas,primeras consultas,2006-05-01,12,12
BOYUIBE,consultas odontologicas,primeras consultas,2006-05-01,70,70
BUENA VISTA,consultas odontologicas,primeras consultas,2006-05-01,120,120
CABEZAS,consultas odontologicas,primeras consultas,2006-05-01,98,98
CAIROMA,consultas odontologicas,primeras consultas,2006-05-01,95,95
"CAIZA ""D""",consultas odontologicas,primeras consultas,2006-05-01,17,17
CAJUATA,consultas odontologicas,primeras consultas,2006-05-01,17,17
CALACOTO,consultas odontologicas,primeras consultas,2006-05-01,38,38
CALAMARCA,consultas odontologicas,primeras consultas,2006-05-01,51,51
CAMARGO,consultas odontologicas,primeras consultas,2006-05-01,200,200
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2006-05-01,49,49
CAMIRI,consultas odontologicas,primeras consultas,2006-05-01,896,896
CAPINOTA,consultas odontologicas,primeras consultas,2006-05-01,23,23
CAQUIAVIRI,consultas odontologicas,primeras consultas,2006-05-01,113,113
CARACOLLO,consultas odontologicas,primeras consultas,2006-05-01,20,20
CARANAVI,consultas odontologicas,primeras consultas,2006-05-01,85,85
CARAPARI,consultas odontologicas,primeras consultas,2006-05-01,129,129
CARIPUYO,consultas odontologicas,primeras consultas,2006-05-01,232,232
CHALLAPATA,consultas odontologicas,primeras consultas,2006-05-01,3,3
CHARAGUA,consultas odontologicas,primeras consultas,2006-05-01,496,496
CHARAÑA,consultas odontologicas,primeras consultas,2006-05-01,31,31
CHAYANTA,consultas odontologicas,primeras consultas,2006-05-01,134,134
CHIMORE,consultas odontologicas,primeras consultas,2006-05-01,209,209
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,primeras consultas,2006-05-01,119,119
CHUMA,consultas odontologicas,primeras consultas,2006-05-01,286,286
CLIZA,consultas odontologicas,primeras consultas,2006-05-01,48,48
COCHABAMBA,consultas odontologicas,primeras consultas,2006-05-01,3141,3141
"COLCHA ""K""",consultas odontologicas,primeras consultas,2006-05-01,112,112
COLLANA,consultas odontologicas,primeras consultas,2006-05-01,47,47
COLOMI,consultas odontologicas,primeras consultas,2006-05-01,24,24
COLPA BELGICA,consultas odontologicas,primeras consultas,2006-05-01,28,28
COLQUECHACA,consultas odontologicas,primeras consultas,2006-05-01,80,80
COLQUENCHA,consultas odontologicas,primeras consultas,2006-05-01,40,40
COLQUIRI,consultas odontologicas,primeras consultas,2006-05-01,40,40
COMANCHE,consultas odontologicas,primeras consultas,2006-05-01,9,9
COMARAPA,consultas odontologicas,primeras consultas,2006-05-01,684,684
COMBAYA,consultas odontologicas,primeras consultas,2006-05-01,86,86
COPACABANA,consultas odontologicas,primeras consultas,2006-05-01,76,76
CORIPATA,consultas odontologicas,primeras consultas,2006-05-01,264,264
CORO CORO,consultas odontologicas,primeras consultas,2006-05-01,50,50
COROICO,consultas odontologicas,primeras consultas,2006-05-01,17,17
CORQUE,consultas odontologicas,primeras consultas,2006-05-01,96,96
COTAGAITA,consultas odontologicas,primeras consultas,2006-05-01,73,73
CUEVO,consultas odontologicas,primeras consultas,2006-05-01,50,50
CULPINA,consultas odontologicas,primeras consultas,2006-05-01,584,584
CURAHUARA DE CARANGAS,consultas odontologicas,primeras consultas,2006-05-01,3,3
CURVA,consultas odontologicas,primeras consultas,2006-05-01,163,163
DESAGUADERO,consultas odontologicas,primeras consultas,2006-05-01,5,5
EL ALTO,consultas odontologicas,primeras consultas,2006-05-01,7079,7079
EL PUENTE(STC),consultas odontologicas,primeras consultas,2006-05-01,10,10
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2006-05-01,93,93
EL VILLAR,consultas odontologicas,primeras consultas,2006-05-01,2,2
ENTRE RIOS,consultas odontologicas,primeras consultas,2006-05-01,382,382
ENTRE RIOS,consultas odontologicas,primeras consultas,2006-05-01,193,193
EXALTACION,consultas odontologicas,primeras consultas,2006-05-01,41,41
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2006-05-01,232,232
GUANAY,consultas odontologicas,primeras consultas,2006-05-01,228,228
GUAQUI,consultas odontologicas,primeras consultas,2006-05-01,143,143
GUAYARAMERIN,consultas odontologicas,primeras consultas,2006-05-01,134,134
GUTIERREZ,consultas odontologicas,primeras consultas,2006-05-01,68,68
HUACARETA,consultas odontologicas,primeras consultas,2006-05-01,25,25
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,primeras consultas,2006-05-01,114,114
HUACHACALLA,consultas odontologicas,primeras consultas,2006-05-01,36,36
ICLA,consultas odontologicas,primeras consultas,2006-05-01,19,19
INCAHUASI,consultas odontologicas,primeras consultas,2006-05-01,18,18
INQUISIVI,consultas odontologicas,primeras consultas,2006-05-01,777,777
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2006-05-01,104,104
IXIAMAS,consultas odontologicas,primeras consultas,2006-05-01,43,43
JESUS DE MACHACA,consultas odontologicas,primeras consultas,2006-05-01,59,59
LA ASUNTA,consultas odontologicas,primeras consultas,2006-05-01,36,36
LA GUARDIA,consultas odontologicas,primeras consultas,2006-05-01,99,99
LA PAZ,consultas odontologicas,primeras consultas,2006-05-01,8549,8549
LAGUNILLAS,consultas odontologicas,primeras consultas,2006-05-01,178,178
LAJA,consultas odontologicas,primeras consultas,2006-05-01,72,72
LLALLAGUA,consultas odontologicas,primeras consultas,2006-05-01,326,326
LLICA,consultas odontologicas,primeras consultas,2006-05-01,69,69
LURIBAY,consultas odontologicas,primeras consultas,2006-05-01,104,104
MACHARETI,consultas odontologicas,primeras consultas,2006-05-01,100,100
MAIRANA,consultas odontologicas,primeras consultas,2006-05-01,13,13
MAPIRI,consultas odontologicas,primeras consultas,2006-05-01,162,162
MECAPACA,consultas odontologicas,primeras consultas,2006-05-01,67,67
MIZQUE,consultas odontologicas,primeras consultas,2006-05-01,15,15
MOCOMOCO,consultas odontologicas,primeras consultas,2006-05-01,473,473
MONTEAGUDO,consultas odontologicas,primeras consultas,2006-05-01,35,35
MONTERO,consultas odontologicas,primeras consultas,2006-05-01,194,194
ORURO,consultas odontologicas,primeras consultas,2006-05-01,1804,1804
PADCAYA,consultas odontologicas,primeras consultas,2006-05-01,25,25
PALOS BLANCOS,consultas odontologicas,primeras consultas,2006-05-01,1452,1452
PAMPA GRANDE,consultas odontologicas,primeras consultas,2006-05-01,186,186
PAPEL PAMPA,consultas odontologicas,primeras consultas,2006-05-01,18,18
PASORAPA,consultas odontologicas,primeras consultas,2006-05-01,8,8
