municipality,group,variable,month,Pulpotomías,TOTAL
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2006-03-01,30,30
SAMAIPATA,consultas odontologicas,pulpotomias,2006-03-01,37,37
SAN AGUSTIN,consultas odontologicas,pulpotomias,2006-03-01,16,16
SAN ANDRES,consultas odontologicas,pulpotomias,2006-03-01,5,5
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2006-03-01,33,33
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2006-03-01,25,25
SAN BENITO,consultas odontologicas,pulpotomias,2006-03-01,24,24
SAN BORJA,consultas odontologicas,pulpotomias,2006-03-01,92,92
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2006-03-01,82,82
SAN CARLOS,consultas odontologicas,pulpotomias,2006-03-01,45,45
SAN IGNACIO,consultas odontologicas,pulpotomias,2006-03-01,59,59
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2006-03-01,219,219
SAN JAVIER(BNI),consultas odontologicas,pulpotomias,2006-03-01,16,16
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2006-03-01,2,2
SAN JOAQUIN,consultas odontologicas,pulpotomias,2006-03-01,22,22
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2006-03-01,85,85
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2006-03-01,17,17
SAN JULIAN,consultas odontologicas,pulpotomias,2006-03-01,81,81
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2006-03-01,154,154
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2006-03-01,187,187
SAN LUCAS,consultas odontologicas,pulpotomias,2006-03-01,29,29
SAN MATIAS,consultas odontologicas,pulpotomias,2006-03-01,63,63
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2006-03-01,109,109
SAN PABLO DE LIPEZ,consultas odontologicas,pulpotomias,2006-03-01,14,14
SAN PEDRO,consultas odontologicas,pulpotomias,2006-03-01,36,36
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2006-03-01,58,58
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2006-03-01,12,12
SAN RAFAEL,consultas odontologicas,pulpotomias,2006-03-01,48,48
SAN RAMON,consultas odontologicas,pulpotomias,2006-03-01,55,55
SAN RAMON,consultas odontologicas,pulpotomias,2006-03-01,5,5
SANTA ANA,consultas odontologicas,pulpotomias,2006-03-01,24,24
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2006-03-01,2471,2471
SANTA ROSA,consultas odontologicas,pulpotomias,2006-03-01,22,22
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2006-03-01,70,70
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2006-03-01,46,46
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2006-03-01,14,14
SANTIVAÑES,consultas odontologicas,pulpotomias,2006-03-01,13,13
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2006-03-01,7,7
SAPAHAQUI,consultas odontologicas,pulpotomias,2006-03-01,44,44
SENA,consultas odontologicas,pulpotomias,2006-03-01,30,30
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2006-03-01,68,68
SIPE SIPE,consultas odontologicas,pulpotomias,2006-03-01,94,94
SOPACHUY,consultas odontologicas,pulpotomias,2006-03-01,78,78
SORACACHI,consultas odontologicas,pulpotomias,2006-03-01,16,16
SORATA,consultas odontologicas,pulpotomias,2006-03-01,82,82
SUCRE,consultas odontologicas,pulpotomias,2006-03-01,928,928
TACACOMA,consultas odontologicas,pulpotomias,2006-03-01,111,111
TACOPAYA,consultas odontologicas,pulpotomias,2006-03-01,174,174
TAPACARI,consultas odontologicas,pulpotomias,2006-03-01,8,8
TARABUCO,consultas odontologicas,pulpotomias,2006-03-01,15,15
TARACO,consultas odontologicas,pulpotomias,2006-03-01,12,12
TARATA,consultas odontologicas,pulpotomias,2006-03-01,10,10
TARIJA,consultas odontologicas,pulpotomias,2006-03-01,395,395
TARVITA,consultas odontologicas,pulpotomias,2006-03-01,156,156
TEOPONTE,consultas odontologicas,pulpotomias,2006-03-01,6,6
TIAWANACU,consultas odontologicas,pulpotomias,2006-03-01,65,65
TIPUANI,consultas odontologicas,pulpotomias,2006-03-01,9,9
TIQUIPAYA,consultas odontologicas,pulpotomias,2006-03-01,86,86
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2006-03-01,66,66
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,pulpotomias,2006-03-01,1,1
TOCO,consultas odontologicas,pulpotomias,2006-03-01,4,4
TOLEDO,consultas odontologicas,pulpotomias,2006-03-01,18,18
TOMAVE,consultas odontologicas,pulpotomias,2006-03-01,6,6
TOMINA,consultas odontologicas,pulpotomias,2006-03-01,63,63
TORO TORO,consultas odontologicas,pulpotomias,2006-03-01,30,30
TOTORA(CBBA),consultas odontologicas,pulpotomias,2006-03-01,47,47
TRIGAL,consultas odontologicas,pulpotomias,2006-03-01,8,8
TRINIDAD,consultas odontologicas,pulpotomias,2006-03-01,567,567
TUPIZA,consultas odontologicas,pulpotomias,2006-03-01,193,193
TURCO,consultas odontologicas,pulpotomias,2006-03-01,28,28
UMALA,consultas odontologicas,pulpotomias,2006-03-01,20,20
UNCIA,consultas odontologicas,pulpotomias,2006-03-01,103,103
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2006-03-01,121,121
URUBICHA,consultas odontologicas,pulpotomias,2006-03-01,8,8
UYUNI,consultas odontologicas,pulpotomias,2006-03-01,62,62
VACAS,consultas odontologicas,pulpotomias,2006-03-01,30,30
VALLEGRANDE,consultas odontologicas,pulpotomias,2006-03-01,107,107
VIACHA,consultas odontologicas,pulpotomias,2006-03-01,165,165
VILA VILA,consultas odontologicas,pulpotomias,2006-03-01,7,7
VILLA MONTES,consultas odontologicas,pulpotomias,2006-03-01,128,128
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2006-03-01,2,2
VILLA RIVERO,consultas odontologicas,pulpotomias,2006-03-01,22,22
VILLA SERRANO,consultas odontologicas,pulpotomias,2006-03-01,32,32
VILLA TUNARI,consultas odontologicas,pulpotomias,2006-03-01,133,133
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2006-03-01,90,90
VILLAZON,consultas odontologicas,pulpotomias,2006-03-01,188,188
VINTO,consultas odontologicas,pulpotomias,2006-03-01,82,82
VITICHI,consultas odontologicas,pulpotomias,2006-03-01,12,12
WARNES,consultas odontologicas,pulpotomias,2006-03-01,69,69
YACUIBA,consultas odontologicas,pulpotomias,2006-03-01,208,208
YAMPARAEZ,consultas odontologicas,pulpotomias,2006-03-01,15,15
YANACACHI,consultas odontologicas,pulpotomias,2006-03-01,125,125
YAPACANI,consultas odontologicas,pulpotomias,2006-03-01,45,45
YOCALLA,consultas odontologicas,pulpotomias,2006-03-01,27,27
YOTALA,consultas odontologicas,pulpotomias,2006-03-01,38,38
YUNCHARA,consultas odontologicas,pulpotomias,2006-03-01,112,112
ZUDAÑEZ,consultas odontologicas,pulpotomias,2006-03-01,57,57
ACACIO,consultas odontologicas,pulpotomias,2006-04-01,17,17
ACHACACHI,consultas odontologicas,pulpotomias,2006-04-01,205,205
AIQUILE,consultas odontologicas,pulpotomias,2006-04-01,42,42
ALCALA,consultas odontologicas,pulpotomias,2006-04-01,82,82
ANCORAIMES,consultas odontologicas,pulpotomias,2006-04-01,21,21
ANDAMARCA,consultas odontologicas,pulpotomias,2006-04-01,41,41
ANTEQUERA,consultas odontologicas,pulpotomias,2006-04-01,16,16
ANZALDO,consultas odontologicas,pulpotomias,2006-04-01,16,16
APOLO,consultas odontologicas,pulpotomias,2006-04-01,166,166
ARAMPAMPA,consultas odontologicas,pulpotomias,2006-04-01,15,15
ARANI,consultas odontologicas,pulpotomias,2006-04-01,18,18
ARBIETO,consultas odontologicas,pulpotomias,2006-04-01,3,3
ARQUE,consultas odontologicas,pulpotomias,2006-04-01,31,31
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2006-04-01,40,40
ATOCHA,consultas odontologicas,pulpotomias,2006-04-01,109,109
AYATA,consultas odontologicas,pulpotomias,2006-04-01,25,25
AYO AYO,consultas odontologicas,pulpotomias,2006-04-01,46,46
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2006-04-01,77,77
AZURDUY,consultas odontologicas,pulpotomias,2006-04-01,70,70
BATALLAS,consultas odontologicas,pulpotomias,2006-04-01,82,82
BAURES,consultas odontologicas,pulpotomias,2006-04-01,21,21
BERMEJO,consultas odontologicas,pulpotomias,2006-04-01,142,142
BETANZOS,consultas odontologicas,pulpotomias,2006-04-01,100,100
BOLIVAR,consultas odontologicas,pulpotomias,2006-04-01,33,33
BOYUIBE,consultas odontologicas,pulpotomias,2006-04-01,28,28
BUENA VISTA,consultas odontologicas,pulpotomias,2006-04-01,26,26
CABEZAS,consultas odontologicas,pulpotomias,2006-04-01,24,24
CAIROMA,consultas odontologicas,pulpotomias,2006-04-01,8,8
"CAIZA ""D""",consultas odontologicas,pulpotomias,2006-04-01,27,27
CAJUATA,consultas odontologicas,pulpotomias,2006-04-01,40,40
CALACOTO,consultas odontologicas,pulpotomias,2006-04-01,26,26
CALAMARCA,consultas odontologicas,pulpotomias,2006-04-01,47,47
CAMARGO,consultas odontologicas,pulpotomias,2006-04-01,61,61
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2006-04-01,12,12
CAMIRI,consultas odontologicas,pulpotomias,2006-04-01,128,128
CAPINOTA,consultas odontologicas,pulpotomias,2006-04-01,29,29
CAQUIAVIRI,consultas odontologicas,pulpotomias,2006-04-01,61,61
CARACOLLO,consultas odontologicas,pulpotomias,2006-04-01,61,61
CARANAVI,consultas odontologicas,pulpotomias,2006-04-01,116,116
CARAPARI,consultas odontologicas,pulpotomias,2006-04-01,65,65
CARIPUYO,consultas odontologicas,pulpotomias,2006-04-01,6,6
CARMEN RIVERO TORREZ,consultas odontologicas,pulpotomias,2006-04-01,8,8
CHALLAPATA,consultas odontologicas,pulpotomias,2006-04-01,64,64
CHAQUI,consultas odontologicas,pulpotomias,2006-04-01,6,6
CHARAGUA,consultas odontologicas,pulpotomias,2006-04-01,92,92
CHAYANTA,consultas odontologicas,pulpotomias,2006-04-01,66,66
CHIMORE,consultas odontologicas,pulpotomias,2006-04-01,59,59
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2006-04-01,64,64
CHUMA,consultas odontologicas,pulpotomias,2006-04-01,50,50
CLIZA,consultas odontologicas,pulpotomias,2006-04-01,11,11
COBIJA,consultas odontologicas,pulpotomias,2006-04-01,142,142
COCHABAMBA,consultas odontologicas,pulpotomias,2006-04-01,942,942
COLCAPIRHUA,consultas odontologicas,pulpotomias,2006-04-01,18,18
COLLANA,consultas odontologicas,pulpotomias,2006-04-01,14,14
COLOMI,consultas odontologicas,pulpotomias,2006-04-01,17,17
COLPA BELGICA,consultas odontologicas,pulpotomias,2006-04-01,26,26
COLQUENCHA,consultas odontologicas,pulpotomias,2006-04-01,19,19
COLQUIRI,consultas odontologicas,pulpotomias,2006-04-01,172,172
COMARAPA,consultas odontologicas,pulpotomias,2006-04-01,65,65
COMBAYA,consultas odontologicas,pulpotomias,2006-04-01,30,30
CONCEPCION,consultas odontologicas,pulpotomias,2006-04-01,41,41
COPACABANA,consultas odontologicas,pulpotomias,2006-04-01,39,39
CORIPATA,consultas odontologicas,pulpotomias,2006-04-01,68,68
CORO CORO,consultas odontologicas,pulpotomias,2006-04-01,35,35
COROICO,consultas odontologicas,pulpotomias,2006-04-01,135,135
CORQUE,consultas odontologicas,pulpotomias,2006-04-01,10,10
COTAGAITA,consultas odontologicas,pulpotomias,2006-04-01,99,99
COTOCA,consultas odontologicas,pulpotomias,2006-04-01,35,35
CUATRO CAÑADAS,consultas odontologicas,pulpotomias,2006-04-01,20,20
CUEVO,consultas odontologicas,pulpotomias,2006-04-01,35,35
CULPINA,consultas odontologicas,pulpotomias,2006-04-01,24,24
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2006-04-01,74,74
CURVA,consultas odontologicas,pulpotomias,2006-04-01,24,24
DESAGUADERO,consultas odontologicas,pulpotomias,2006-04-01,71,71
EL ALTO,consultas odontologicas,pulpotomias,2006-04-01,3483,3483
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2006-04-01,131,131
EL TORNO,consultas odontologicas,pulpotomias,2006-04-01,92,92
EL VILLAR,consultas odontologicas,pulpotomias,2006-04-01,19,19
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-04-01,10,10
ENTRE RIOS,consultas odontologicas,pulpotomias,2006-04-01,137,137
EUCALIPTUS,consultas odontologicas,pulpotomias,2006-04-01,30,30
EXALTACION,consultas odontologicas,pulpotomias,2006-04-01,11,11
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2006-04-01,31,31
FILADELFIA,consultas odontologicas,pulpotomias,2006-04-01,3,3
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2006-04-01,33,33
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2006-04-01,68,68
GUANAY,consultas odontologicas,pulpotomias,2006-04-01,71,71
GUAQUI,consultas odontologicas,pulpotomias,2006-04-01,61,61
GUAYARAMERIN,consultas odontologicas,pulpotomias,2006-04-01,142,142
GUTIERREZ,consultas odontologicas,pulpotomias,2006-04-01,24,24
HUACARETA,consultas odontologicas,pulpotomias,2006-04-01,10,10
HUACHACALLA,consultas odontologicas,pulpotomias,2006-04-01,3,3
HUANUNI,consultas odontologicas,pulpotomias,2006-04-01,34,34
HUARACAJE,consultas odontologicas,pulpotomias,2006-04-01,10,10
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2006-04-01,5,5
ICHOCA,consultas odontologicas,pulpotomias,2006-04-01,24,24
ICLA,consultas odontologicas,pulpotomias,2006-04-01,105,105
INCAHUASI,consultas odontologicas,pulpotomias,2006-04-01,100,100
INGAVI (HUMAITA),consultas odontologicas,pulpotomias,2006-04-01,19,19
INQUISIVI,consultas odontologicas,pulpotomias,2006-04-01,180,180
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2006-04-01,82,82
IXIAMAS,consultas odontologicas,pulpotomias,2006-04-01,106,106
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2006-04-01,192,192
LA ASUNTA,consultas odontologicas,pulpotomias,2006-04-01,70,70
LA GUARDIA,consultas odontologicas,pulpotomias,2006-04-01,47,47
LA PAZ,consultas odontologicas,pulpotomias,2006-04-01,2877,2877
LAGUNILLAS,consultas odontologicas,pulpotomias,2006-04-01,24,24
LAJA,consultas odontologicas,pulpotomias,2006-04-01,62,62
LLALLAGUA,consultas odontologicas,pulpotomias,2006-04-01,89,89
LLICA,consultas odontologicas,pulpotomias,2006-04-01,36,36
LURIBAY,consultas odontologicas,pulpotomias,2006-04-01,1,1
MACHACAMARCA,consultas odontologicas,pulpotomias,2006-04-01,47,47
MACHARETI,consultas odontologicas,pulpotomias,2006-04-01,7,7
MAGDALENA,consultas odontologicas,pulpotomias,2006-04-01,7,7
MAIRANA,consultas odontologicas,pulpotomias,2006-04-01,15,15
MAPIRI,consultas odontologicas,pulpotomias,2006-04-01,48,48
MECAPACA,consultas odontologicas,pulpotomias,2006-04-01,63,63
MINEROS,consultas odontologicas,pulpotomias,2006-04-01,27,27
MIZQUE,consultas odontologicas,pulpotomias,2006-04-01,62,62
MOCOMOCO,consultas odontologicas,pulpotomias,2006-04-01,102,102
MOJOCOYA,consultas odontologicas,pulpotomias,2006-04-01,40,40
MONTEAGUDO,consultas odontologicas,pulpotomias,2006-04-01,49,49
MONTERO,consultas odontologicas,pulpotomias,2006-04-01,253,253
MORO MORO,consultas odontologicas,pulpotomias,2006-04-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2006-04-01,13,13
OCURI,consultas odontologicas,pulpotomias,2006-04-01,34,34
OKINAWA,consultas odontologicas,pulpotomias,2006-04-01,32,32
OMEREQUE,consultas odontologicas,pulpotomias,2006-04-01,24,24
ORURO,consultas odontologicas,pulpotomias,2006-04-01,1566,1566
PADCAYA,consultas odontologicas,pulpotomias,2006-04-01,139,139
PADILLA,consultas odontologicas,pulpotomias,2006-04-01,107,107
PAILON,consultas odontologicas,pulpotomias,2006-04-01,126,126
PALCA,consultas odontologicas,pulpotomias,2006-04-01,31,31
PALOS BLANCOS,consultas odontologicas,pulpotomias,2006-04-01,81,81
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2006-04-01,12,12
PAMPA GRANDE,consultas odontologicas,pulpotomias,2006-04-01,4,4
PAPEL PAMPA,consultas odontologicas,pulpotomias,2006-04-01,8,8
PASORAPA,consultas odontologicas,pulpotomias,2006-04-01,39,39
PATACAMAYA,consultas odontologicas,pulpotomias,2006-04-01,33,33
PAZÑA,consultas odontologicas,pulpotomias,2006-04-01,23,23
PELECHUCO,consultas odontologicas,pulpotomias,2006-04-01,23,23
POCOATA,consultas odontologicas,pulpotomias,2006-04-01,15,15
POCONA,consultas odontologicas,pulpotomias,2006-04-01,14,14
POJO (CBBA),consultas odontologicas,pulpotomias,2006-04-01,23,23
POOPO,consultas odontologicas,pulpotomias,2006-04-01,86,86
POROMA,consultas odontologicas,pulpotomias,2006-04-01,48,48
PORONGO,consultas odontologicas,pulpotomias,2006-04-01,53,53
PORTACHUELO,consultas odontologicas,pulpotomias,2006-04-01,71,71
PORVENIR,consultas odontologicas,pulpotomias,2006-04-01,9,9
POSTRER VALLE,consultas odontologicas,pulpotomias,2006-04-01,19,19
POTOSI,consultas odontologicas,pulpotomias,2006-04-01,544,544
PRESTO,consultas odontologicas,pulpotomias,2006-04-01,15,15
PUCARA,consultas odontologicas,pulpotomias,2006-04-01,39,39
PUCARANI,consultas odontologicas,pulpotomias,2006-04-01,121,121
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2006-04-01,146,146
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2006-04-01,99,99
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2006-04-01,5,5
PUERTO PEREZ,consultas odontologicas,pulpotomias,2006-04-01,8,8
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2006-04-01,34,34
PUERTO RICO,consultas odontologicas,pulpotomias,2006-04-01,40,40
PUERTO SILES,consultas odontologicas,pulpotomias,2006-04-01,45,45
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2006-04-01,71,71
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2006-04-01,160,160
PUNA,consultas odontologicas,pulpotomias,2006-04-01,110,110
PUNATA,consultas odontologicas,pulpotomias,2006-04-01,59,59
QUIABAYA,consultas odontologicas,pulpotomias,2006-04-01,18,18
QUILLACOLLO,consultas odontologicas,pulpotomias,2006-04-01,180,180
QUIME,consultas odontologicas,pulpotomias,2006-04-01,118,118
QUIRUSILLAS,consultas odontologicas,pulpotomias,2006-04-01,4,4
RAVELO,consultas odontologicas,pulpotomias,2006-04-01,34,34
REYES,consultas odontologicas,pulpotomias,2006-04-01,59,59
RIBERALTA,consultas odontologicas,pulpotomias,2006-04-01,242,242
ROBORE,consultas odontologicas,pulpotomias,2006-04-01,47,47
RURRENABAQUE,consultas odontologicas,pulpotomias,2006-04-01,61,61
SABAYA,consultas odontologicas,pulpotomias,2006-04-01,8,8
SACABA,consultas odontologicas,pulpotomias,2006-04-01,182,182
SACACA,consultas odontologicas,pulpotomias,2006-04-01,57,57
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2006-04-01,26,26
SAMAIPATA,consultas odontologicas,pulpotomias,2006-04-01,42,42
SAN AGUSTIN,consultas odontologicas,pulpotomias,2006-04-01,24,24
SAN ANDRES,consultas odontologicas,pulpotomias,2006-04-01,3,3
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2006-04-01,21,21
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2006-04-01,16,16
SAN BENITO,consultas odontologicas,pulpotomias,2006-04-01,20,20
SAN BORJA,consultas odontologicas,pulpotomias,2006-04-01,53,53
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2006-04-01,83,83
SAN CARLOS,consultas odontologicas,pulpotomias,2006-04-01,64,64
SAN IGNACIO,consultas odontologicas,pulpotomias,2006-04-01,46,46
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2006-04-01,188,188
SAN JAVIER(BNI),consultas odontologicas,pulpotomias,2006-04-01,19,19
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2006-04-01,12,12
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2006-04-01,59,59
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2006-04-01,15,15
SAN JULIAN,consultas odontologicas,pulpotomias,2006-04-01,147,147
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2006-04-01,17,17
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2006-04-01,184,184
SAN LUCAS,consultas odontologicas,pulpotomias,2006-04-01,35,35
SAN MATIAS,consultas odontologicas,pulpotomias,2006-04-01,105,105
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2006-04-01,90,90
SAN PEDRO,consultas odontologicas,pulpotomias,2006-04-01,16,16
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2006-04-01,23,23
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2006-04-01,29,29
SAN PEDRO(PND),consultas odontologicas,pulpotomias,2006-04-01,14,14
SAN RAFAEL,consultas odontologicas,pulpotomias,2006-04-01,40,40
SAN RAMON,consultas odontologicas,pulpotomias,2006-04-01,34,34
SAN RAMON,consultas odontologicas,pulpotomias,2006-04-01,5,5
SANTA ANA,consultas odontologicas,pulpotomias,2006-04-01,50,50
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2006-04-01,1907,1907
SANTA ROSA,consultas odontologicas,pulpotomias,2006-04-01,38,38
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2006-04-01,85,85
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2006-04-01,32,32
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2006-04-01,13,13
SANTIVAÑES,consultas odontologicas,pulpotomias,2006-04-01,14,14
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2006-04-01,11,11
SAPAHAQUI,consultas odontologicas,pulpotomias,2006-04-01,105,105
SENA,consultas odontologicas,pulpotomias,2006-04-01,31,31
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2006-04-01,38,38
SICAYA,consultas odontologicas,pulpotomias,2006-04-01,1,1
SIPE SIPE,consultas odontologicas,pulpotomias,2006-04-01,63,63
SOPACHUY,consultas odontologicas,pulpotomias,2006-04-01,100,100
SORACACHI,consultas odontologicas,pulpotomias,2006-04-01,7,7
SORATA,consultas odontologicas,pulpotomias,2006-04-01,81,81
SUCRE,consultas odontologicas,pulpotomias,2006-04-01,798,798
TACACOMA,consultas odontologicas,pulpotomias,2006-04-01,113,113
TACOPAYA,consultas odontologicas,pulpotomias,2006-04-01,8,8
TAHUA,consultas odontologicas,pulpotomias,2006-04-01,7,7
TAPACARI,consultas odontologicas,pulpotomias,2006-04-01,26,26
TARABUCO,consultas odontologicas,pulpotomias,2006-04-01,26,26
TARACO,consultas odontologicas,pulpotomias,2006-04-01,17,17
TARATA,consultas odontologicas,pulpotomias,2006-04-01,13,13
TARIJA,consultas odontologicas,pulpotomias,2006-04-01,416,416
TARVITA,consultas odontologicas,pulpotomias,2006-04-01,47,47
TEOPONTE,consultas odontologicas,pulpotomias,2006-04-01,16,16
TIAWANACU,consultas odontologicas,pulpotomias,2006-04-01,227,227
TIPUANI,consultas odontologicas,pulpotomias,2006-04-01,29,29
TIQUIPAYA,consultas odontologicas,pulpotomias,2006-04-01,77,77
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2006-04-01,74,74
TOCO,consultas odontologicas,pulpotomias,2006-04-01,2,2
TOLATA,consultas odontologicas,pulpotomias,2006-04-01,4,4
TOLEDO,consultas odontologicas,pulpotomias,2006-04-01,18,18
TOMAVE,consultas odontologicas,pulpotomias,2006-04-01,2,2
TOMINA,consultas odontologicas,pulpotomias,2006-04-01,56,56
TORO TORO,consultas odontologicas,pulpotomias,2006-04-01,29,29
TOTORA(CBBA),consultas odontologicas,pulpotomias,2006-04-01,25,25
TOTORA(ORR),consultas odontologicas,pulpotomias,2006-04-01,4,4
TRIGAL,consultas odontologicas,pulpotomias,2006-04-01,15,15
TRINIDAD,consultas odontologicas,pulpotomias,2006-04-01,349,349
TUPIZA,consultas odontologicas,pulpotomias,2006-04-01,196,196
TURCO,consultas odontologicas,pulpotomias,2006-04-01,11,11
UMALA,consultas odontologicas,pulpotomias,2006-04-01,6,6
UNCIA,consultas odontologicas,pulpotomias,2006-04-01,74,74
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2006-04-01,45,45
UYUNI,consultas odontologicas,pulpotomias,2006-04-01,67,67
VALLEGRANDE,consultas odontologicas,pulpotomias,2006-04-01,90,90
VIACHA,consultas odontologicas,pulpotomias,2006-04-01,145,145
VILA VILA,consultas odontologicas,pulpotomias,2006-04-01,8,8
VILLA MONTES,consultas odontologicas,pulpotomias,2006-04-01,113,113
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2006-04-01,3,3
VILLA RIVERO,consultas odontologicas,pulpotomias,2006-04-01,29,29
VILLA SERRANO,consultas odontologicas,pulpotomias,2006-04-01,22,22
VILLA TUNARI,consultas odontologicas,pulpotomias,2006-04-01,175,175
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2006-04-01,26,26
VILLAZON,consultas odontologicas,pulpotomias,2006-04-01,175,175
VINTO,consultas odontologicas,pulpotomias,2006-04-01,63,63
VITICHI,consultas odontologicas,pulpotomias,2006-04-01,25,25
WARNES,consultas odontologicas,pulpotomias,2006-04-01,47,47
YACUIBA,consultas odontologicas,pulpotomias,2006-04-01,97,97
YAMPARAEZ,consultas odontologicas,pulpotomias,2006-04-01,4,4
YANACACHI,consultas odontologicas,pulpotomias,2006-04-01,157,157
YAPACANI,consultas odontologicas,pulpotomias,2006-04-01,38,38
YOCALLA,consultas odontologicas,pulpotomias,2006-04-01,34,34
YOTALA,consultas odontologicas,pulpotomias,2006-04-01,30,30
YUNCHARA,consultas odontologicas,pulpotomias,2006-04-01,122,122
ZUDAÑEZ,consultas odontologicas,pulpotomias,2006-04-01,18,18
ACACIO,consultas odontologicas,pulpotomias,2006-05-01,19,19
ACHACACHI,consultas odontologicas,pulpotomias,2006-05-01,159,159
ACHOCALLA,consultas odontologicas,pulpotomias,2006-05-01,17,17
AIQUILE,consultas odontologicas,pulpotomias,2006-05-01,28,28
ALCALA,consultas odontologicas,pulpotomias,2006-05-01,85,85
ANCORAIMES,consultas odontologicas,pulpotomias,2006-05-01,43,43
ANDAMARCA,consultas odontologicas,pulpotomias,2006-05-01,5,5
ANTEQUERA,consultas odontologicas,pulpotomias,2006-05-01,13,13
ANZALDO,consultas odontologicas,pulpotomias,2006-05-01,18,18
APOLO,consultas odontologicas,pulpotomias,2006-05-01,132,132
ARAMPAMPA,consultas odontologicas,pulpotomias,2006-05-01,14,14
ARANI,consultas odontologicas,pulpotomias,2006-05-01,29,29
ARBIETO,consultas odontologicas,pulpotomias,2006-05-01,2,2
ARQUE,consultas odontologicas,pulpotomias,2006-05-01,3,3
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2006-05-01,22,22
