municipality,group,variable,month,Periodoncias,TOTAL
IXIAMAS,consultas odontologicas,periodoncias,2006-03-01,2,2
JESUS DE MACHACA,consultas odontologicas,periodoncias,2006-03-01,20,20
LA ASUNTA,consultas odontologicas,periodoncias,2006-03-01,5,5
LA GUARDIA,consultas odontologicas,periodoncias,2006-03-01,122,122
LA PAZ,consultas odontologicas,periodoncias,2006-03-01,1983,1983
LAGUNILLAS,consultas odontologicas,periodoncias,2006-03-01,5,5
LAJA,consultas odontologicas,periodoncias,2006-03-01,1,1
LLALLAGUA,consultas odontologicas,periodoncias,2006-03-01,49,49
MACHARETI,consultas odontologicas,periodoncias,2006-03-01,10,10
MAGDALENA,consultas odontologicas,periodoncias,2006-03-01,1,1
MAIRANA,consultas odontologicas,periodoncias,2006-03-01,28,28
MINEROS,consultas odontologicas,periodoncias,2006-03-01,11,11
MIZQUE,consultas odontologicas,periodoncias,2006-03-01,7,7
MOJOCOYA,consultas odontologicas,periodoncias,2006-03-01,4,4
MONTERO,consultas odontologicas,periodoncias,2006-03-01,20,20
MORO MORO,consultas odontologicas,periodoncias,2006-03-01,46,46
MOROCHATA,consultas odontologicas,periodoncias,2006-03-01,16,16
OCURI,consultas odontologicas,periodoncias,2006-03-01,7,7
OKINAWA,consultas odontologicas,periodoncias,2006-03-01,26,26
OMEREQUE,consultas odontologicas,periodoncias,2006-03-01,7,7
ORURO,consultas odontologicas,periodoncias,2006-03-01,204,204
PADCAYA,consultas odontologicas,periodoncias,2006-03-01,43,43
PADILLA,consultas odontologicas,periodoncias,2006-03-01,90,90
PALCA,consultas odontologicas,periodoncias,2006-03-01,2,2
PAZÑA,consultas odontologicas,periodoncias,2006-03-01,8,8
POCOATA,consultas odontologicas,periodoncias,2006-03-01,14,14
POJO (CBBA),consultas odontologicas,periodoncias,2006-03-01,25,25
PORONGO,consultas odontologicas,periodoncias,2006-03-01,27,27
PORTACHUELO,consultas odontologicas,periodoncias,2006-03-01,11,11
POTOSI,consultas odontologicas,periodoncias,2006-03-01,39,39
PUCARA,consultas odontologicas,periodoncias,2006-03-01,1,1
PUCARANI,consultas odontologicas,periodoncias,2006-03-01,40,40
PUERTO ACOSTA,consultas odontologicas,periodoncias,2006-03-01,28,28
PUERTO CARABUCO,consultas odontologicas,periodoncias,2006-03-01,29,29
PUERTO GONZALO MORENO,consultas odontologicas,periodoncias,2006-03-01,7,7
PUERTO RICO,consultas odontologicas,periodoncias,2006-03-01,8,8
PUERTO SUAREZ,consultas odontologicas,periodoncias,2006-03-01,83,83
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2006-03-01,30,30
PUNA,consultas odontologicas,periodoncias,2006-03-01,31,31
PUNATA,consultas odontologicas,periodoncias,2006-03-01,92,92
QUILLACOLLO,consultas odontologicas,periodoncias,2006-03-01,40,40
QUIME,consultas odontologicas,periodoncias,2006-03-01,105,105
QUIRUSILLAS,consultas odontologicas,periodoncias,2006-03-01,6,6
REYES,consultas odontologicas,periodoncias,2006-03-01,5,5
RIBERALTA,consultas odontologicas,periodoncias,2006-03-01,22,22
RURRENABAQUE,consultas odontologicas,periodoncias,2006-03-01,12,12
SABAYA,consultas odontologicas,periodoncias,2006-03-01,2,2
SACABA,consultas odontologicas,periodoncias,2006-03-01,219,219
SACACA,consultas odontologicas,periodoncias,2006-03-01,1,1
SAIPINA,consultas odontologicas,periodoncias,2006-03-01,89,89
SAN BENITO,consultas odontologicas,periodoncias,2006-03-01,263,263
SAN BORJA,consultas odontologicas,periodoncias,2006-03-01,18,18
SAN CARLOS,consultas odontologicas,periodoncias,2006-03-01,11,11
SAN IGNACIO,consultas odontologicas,periodoncias,2006-03-01,21,21
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2006-03-01,7,7
SAN JUAN DE YAPACANI,consultas odontologicas,periodoncias,2006-03-01,11,11
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2006-03-01,78,78
SAN MATIAS,consultas odontologicas,periodoncias,2006-03-01,3,3
SAN MIGUEL DE VELASCO,consultas odontologicas,periodoncias,2006-03-01,4,4
SAN RAFAEL,consultas odontologicas,periodoncias,2006-03-01,24,24
SAN RAMON,consultas odontologicas,periodoncias,2006-03-01,7,7
SANTA ANA,consultas odontologicas,periodoncias,2006-03-01,10,10
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2006-03-01,2098,2098
SANTA ROSA,consultas odontologicas,periodoncias,2006-03-01,6,6
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2006-03-01,7,7
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2006-03-01,4,4
SANTIVAÑES,consultas odontologicas,periodoncias,2006-03-01,2,2
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2006-03-01,3,3
SENA,consultas odontologicas,periodoncias,2006-03-01,2,2
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2006-03-01,47,47
SIPE SIPE,consultas odontologicas,periodoncias,2006-03-01,32,32
SORACACHI,consultas odontologicas,periodoncias,2006-03-01,2,2
SUCRE,consultas odontologicas,periodoncias,2006-03-01,327,327
TACOPAYA,consultas odontologicas,periodoncias,2006-03-01,4,4
TARATA,consultas odontologicas,periodoncias,2006-03-01,13,13
TARIJA,consultas odontologicas,periodoncias,2006-03-01,107,107
TARVITA,consultas odontologicas,periodoncias,2006-03-01,199,199
TIAWANACU,consultas odontologicas,periodoncias,2006-03-01,3,3
TIQUIPAYA,consultas odontologicas,periodoncias,2006-03-01,42,42
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2006-03-01,47,47
TOMINA,consultas odontologicas,periodoncias,2006-03-01,12,12
TORO TORO,consultas odontologicas,periodoncias,2006-03-01,4,4
TOTORA(CBBA),consultas odontologicas,periodoncias,2006-03-01,18,18
TRINIDAD,consultas odontologicas,periodoncias,2006-03-01,61,61
TUPIZA,consultas odontologicas,periodoncias,2006-03-01,28,28
TURCO,consultas odontologicas,periodoncias,2006-03-01,5,5
UMALA,consultas odontologicas,periodoncias,2006-03-01,1,1
UNCIA,consultas odontologicas,periodoncias,2006-03-01,37,37
URIONDO (A. CONCEPCION),consultas odontologicas,periodoncias,2006-03-01,12,12
VIACHA,consultas odontologicas,periodoncias,2006-03-01,14,14
VILA VILA,consultas odontologicas,periodoncias,2006-03-01,10,10
VILLA RIVERO,consultas odontologicas,periodoncias,2006-03-01,5,5
VILLA SERRANO,consultas odontologicas,periodoncias,2006-03-01,4,4
VILLA TUNARI,consultas odontologicas,periodoncias,2006-03-01,56,56
VILLAZON,consultas odontologicas,periodoncias,2006-03-01,30,30
VINTO,consultas odontologicas,periodoncias,2006-03-01,18,18
VITICHI,consultas odontologicas,periodoncias,2006-03-01,6,6
WARNES,consultas odontologicas,periodoncias,2006-03-01,36,36
YACUIBA,consultas odontologicas,periodoncias,2006-03-01,25,25
YAPACANI,consultas odontologicas,periodoncias,2006-03-01,7,7
YOCALLA,consultas odontologicas,periodoncias,2006-03-01,8,8
YUNCHARA,consultas odontologicas,periodoncias,2006-03-01,74,74
ACACIO,consultas odontologicas,periodoncias,2006-04-01,12,12
ACHACACHI,consultas odontologicas,periodoncias,2006-04-01,44,44
AIQUILE,consultas odontologicas,periodoncias,2006-04-01,244,244
ALCALA,consultas odontologicas,periodoncias,2006-04-01,17,17
ANCORAIMES,consultas odontologicas,periodoncias,2006-04-01,29,29
ANDAMARCA,consultas odontologicas,periodoncias,2006-04-01,3,3
ARANI,consultas odontologicas,periodoncias,2006-04-01,1,1
ARQUE,consultas odontologicas,periodoncias,2006-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2006-04-01,131,131
AZURDUY,consultas odontologicas,periodoncias,2006-04-01,13,13
BATALLAS,consultas odontologicas,periodoncias,2006-04-01,18,18
BAURES,consultas odontologicas,periodoncias,2006-04-01,11,11
BERMEJO,consultas odontologicas,periodoncias,2006-04-01,69,69
BOLIVAR,consultas odontologicas,periodoncias,2006-04-01,4,4
BOYUIBE,consultas odontologicas,periodoncias,2006-04-01,4,4
BUENA VISTA,consultas odontologicas,periodoncias,2006-04-01,5,5
CABEZAS,consultas odontologicas,periodoncias,2006-04-01,1,1
"CAIZA ""D""",consultas odontologicas,periodoncias,2006-04-01,3,3
CALACOTO,consultas odontologicas,periodoncias,2006-04-01,55,55
CAMIRI,consultas odontologicas,periodoncias,2006-04-01,50,50
CAQUIAVIRI,consultas odontologicas,periodoncias,2006-04-01,3,3
CARACOLLO,consultas odontologicas,periodoncias,2006-04-01,3,3
CARANAVI,consultas odontologicas,periodoncias,2006-04-01,20,20
CARAPARI,consultas odontologicas,periodoncias,2006-04-01,26,26
CHALLAPATA,consultas odontologicas,periodoncias,2006-04-01,6,6
CHIMORE,consultas odontologicas,periodoncias,2006-04-01,7,7
CLIZA,consultas odontologicas,periodoncias,2006-04-01,20,20
COBIJA,consultas odontologicas,periodoncias,2006-04-01,22,22
COCHABAMBA,consultas odontologicas,periodoncias,2006-04-01,509,509
COLCAPIRHUA,consultas odontologicas,periodoncias,2006-04-01,14,14
COLOMI,consultas odontologicas,periodoncias,2006-04-01,1,1
COLQUIRI,consultas odontologicas,periodoncias,2006-04-01,12,12
COMARAPA,consultas odontologicas,periodoncias,2006-04-01,22,22
COPACABANA,consultas odontologicas,periodoncias,2006-04-01,8,8
CORIPATA,consultas odontologicas,periodoncias,2006-04-01,66,66
CORO CORO,consultas odontologicas,periodoncias,2006-04-01,21,21
COROICO,consultas odontologicas,periodoncias,2006-04-01,3,3
COTAGAITA,consultas odontologicas,periodoncias,2006-04-01,40,40
CUEVO,consultas odontologicas,periodoncias,2006-04-01,1,1
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2006-04-01,1,1
DESAGUADERO,consultas odontologicas,periodoncias,2006-04-01,1,1
EL ALTO,consultas odontologicas,periodoncias,2006-04-01,278,278
EL PUENTE(TJA),consultas odontologicas,periodoncias,2006-04-01,14,14
EL TORNO,consultas odontologicas,periodoncias,2006-04-01,7,7
EL VILLAR,consultas odontologicas,periodoncias,2006-04-01,3,3
ENTRE RIOS,consultas odontologicas,periodoncias,2006-04-01,13,13
ENTRE RIOS,consultas odontologicas,periodoncias,2006-04-01,14,14
EUCALIPTUS,consultas odontologicas,periodoncias,2006-04-01,7,7
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2006-04-01,13,13
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2006-04-01,15,15
GUAQUI,consultas odontologicas,periodoncias,2006-04-01,6,6
GUAYARAMERIN,consultas odontologicas,periodoncias,2006-04-01,71,71
GUTIERREZ,consultas odontologicas,periodoncias,2006-04-01,22,22
HUACHACALLA,consultas odontologicas,periodoncias,2006-04-01,3,3
HUANUNI,consultas odontologicas,periodoncias,2006-04-01,1,1
HUARACAJE,consultas odontologicas,periodoncias,2006-04-01,17,17
HUAYLLAMARCA,consultas odontologicas,periodoncias,2006-04-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2006-04-01,7,7
JESUS DE MACHACA,consultas odontologicas,periodoncias,2006-04-01,40,40
LA ASUNTA,consultas odontologicas,periodoncias,2006-04-01,4,4
LA GUARDIA,consultas odontologicas,periodoncias,2006-04-01,330,330
LA PAZ,consultas odontologicas,periodoncias,2006-04-01,1077,1077
LAGUNILLAS,consultas odontologicas,periodoncias,2006-04-01,8,8
LLALLAGUA,consultas odontologicas,periodoncias,2006-04-01,3,3
MACHARETI,consultas odontologicas,periodoncias,2006-04-01,7,7
MAGDALENA,consultas odontologicas,periodoncias,2006-04-01,1,1
MAIRANA,consultas odontologicas,periodoncias,2006-04-01,24,24
MECAPACA,consultas odontologicas,periodoncias,2006-04-01,2,2
MINEROS,consultas odontologicas,periodoncias,2006-04-01,9,9
MIZQUE,consultas odontologicas,periodoncias,2006-04-01,102,102
MOCOMOCO,consultas odontologicas,periodoncias,2006-04-01,7,7
MOJOCOYA,consultas odontologicas,periodoncias,2006-04-01,5,5
MONTEAGUDO,consultas odontologicas,periodoncias,2006-04-01,1,1
MONTERO,consultas odontologicas,periodoncias,2006-04-01,59,59
MORO MORO,consultas odontologicas,periodoncias,2006-04-01,71,71
OKINAWA,consultas odontologicas,periodoncias,2006-04-01,42,42
OMEREQUE,consultas odontologicas,periodoncias,2006-04-01,161,161
ORURO,consultas odontologicas,periodoncias,2006-04-01,277,277
PADCAYA,consultas odontologicas,periodoncias,2006-04-01,44,44
PADILLA,consultas odontologicas,periodoncias,2006-04-01,51,51
PALCA,consultas odontologicas,periodoncias,2006-04-01,1,1
PALOS BLANCOS,consultas odontologicas,periodoncias,2006-04-01,30,30
PAMPA GRANDE,consultas odontologicas,periodoncias,2006-04-01,3,3
PASORAPA,consultas odontologicas,periodoncias,2006-04-01,112,112
PAZÑA,consultas odontologicas,periodoncias,2006-04-01,6,6
POJO (CBBA),consultas odontologicas,periodoncias,2006-04-01,6,6
POROMA,consultas odontologicas,periodoncias,2006-04-01,1,1
PORONGO,consultas odontologicas,periodoncias,2006-04-01,10,10
PORTACHUELO,consultas odontologicas,periodoncias,2006-04-01,7,7
PORVENIR,consultas odontologicas,periodoncias,2006-04-01,1,1
POTOSI,consultas odontologicas,periodoncias,2006-04-01,5,5
PUCARANI,consultas odontologicas,periodoncias,2006-04-01,27,27
PUERTO ACOSTA,consultas odontologicas,periodoncias,2006-04-01,4,4
PUERTO CARABUCO,consultas odontologicas,periodoncias,2006-04-01,2,2
PUERTO RICO,consultas odontologicas,periodoncias,2006-04-01,1,1
PUERTO SILES,consultas odontologicas,periodoncias,2006-04-01,2,2
PUERTO SUAREZ,consultas odontologicas,periodoncias,2006-04-01,157,157
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2006-04-01,26,26
PUNA,consultas odontologicas,periodoncias,2006-04-01,18,18
PUNATA,consultas odontologicas,periodoncias,2006-04-01,260,260
QUILLACOLLO,consultas odontologicas,periodoncias,2006-04-01,43,43
QUIME,consultas odontologicas,periodoncias,2006-04-01,18,18
QUIRUSILLAS,consultas odontologicas,periodoncias,2006-04-01,1,1
RAVELO,consultas odontologicas,periodoncias,2006-04-01,38,38
REYES,consultas odontologicas,periodoncias,2006-04-01,8,8
RIBERALTA,consultas odontologicas,periodoncias,2006-04-01,13,13
ROBORE,consultas odontologicas,periodoncias,2006-04-01,17,17
RURRENABAQUE,consultas odontologicas,periodoncias,2006-04-01,12,12
SABAYA,consultas odontologicas,periodoncias,2006-04-01,6,6
SACABA,consultas odontologicas,periodoncias,2006-04-01,240,240
SACACA,consultas odontologicas,periodoncias,2006-04-01,5,5
SAIPINA,consultas odontologicas,periodoncias,2006-04-01,7,7
SAN ANDRES DE MACHACA,consultas odontologicas,periodoncias,2006-04-01,3,3
SAN BENITO,consultas odontologicas,periodoncias,2006-04-01,21,21
SAN BORJA,consultas odontologicas,periodoncias,2006-04-01,22,22
SAN CARLOS,consultas odontologicas,periodoncias,2006-04-01,14,14
SAN IGNACIO,consultas odontologicas,periodoncias,2006-04-01,25,25
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2006-04-01,6,6
SAN JAVIER(BNI),consultas odontologicas,periodoncias,2006-04-01,4,4
SAN JUAN DE YAPACANI,consultas odontologicas,periodoncias,2006-04-01,3,3
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2006-04-01,81,81
SAN MATIAS,consultas odontologicas,periodoncias,2006-04-01,3,3
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2006-04-01,1,1
SAN RAFAEL,consultas odontologicas,periodoncias,2006-04-01,10,10
SAN RAMON,consultas odontologicas,periodoncias,2006-04-01,6,6
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2006-04-01,1402,1402
SANTA ROSA,consultas odontologicas,periodoncias,2006-04-01,8,8
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2006-04-01,23,23
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2006-04-01,3,3
SANTIAGO DE MACHACA,consultas odontologicas,periodoncias,2006-04-01,3,3
SANTIVAÑES,consultas odontologicas,periodoncias,2006-04-01,1,1
SAPAHAQUI,consultas odontologicas,periodoncias,2006-04-01,1,1
SENA,consultas odontologicas,periodoncias,2006-04-01,28,28
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2006-04-01,11,11
SIPE SIPE,consultas odontologicas,periodoncias,2006-04-01,23,23
SORACACHI,consultas odontologicas,periodoncias,2006-04-01,36,36
SORATA,consultas odontologicas,periodoncias,2006-04-01,4,4
SUCRE,consultas odontologicas,periodoncias,2006-04-01,237,237
TACOPAYA,consultas odontologicas,periodoncias,2006-04-01,2,2
TAPACARI,consultas odontologicas,periodoncias,2006-04-01,4,4
TARATA,consultas odontologicas,periodoncias,2006-04-01,19,19
TARIJA,consultas odontologicas,periodoncias,2006-04-01,232,232
TARVITA,consultas odontologicas,periodoncias,2006-04-01,2,2
TIPUANI,consultas odontologicas,periodoncias,2006-04-01,3,3
TIQUIPAYA,consultas odontologicas,periodoncias,2006-04-01,57,57
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2006-04-01,33,33
TOLATA,consultas odontologicas,periodoncias,2006-04-01,2,2
TOLEDO,consultas odontologicas,periodoncias,2006-04-01,1,1
TOMINA,consultas odontologicas,periodoncias,2006-04-01,15,15
TORO TORO,consultas odontologicas,periodoncias,2006-04-01,11,11
TOTORA(CBBA),consultas odontologicas,periodoncias,2006-04-01,26,26
TRINIDAD,consultas odontologicas,periodoncias,2006-04-01,100,100
TUPIZA,consultas odontologicas,periodoncias,2006-04-01,9,9
TURCO,consultas odontologicas,periodoncias,2006-04-01,1,1
UNCIA,consultas odontologicas,periodoncias,2006-04-01,20,20
UYUNI,consultas odontologicas,periodoncias,2006-04-01,4,4
VIACHA,consultas odontologicas,periodoncias,2006-04-01,11,11
VILLA MONTES,consultas odontologicas,periodoncias,2006-04-01,2,2
VILLA RIVERO,consultas odontologicas,periodoncias,2006-04-01,7,7
VILLA SERRANO,consultas odontologicas,periodoncias,2006-04-01,4,4
VILLA TUNARI,consultas odontologicas,periodoncias,2006-04-01,149,149
VILLAZON,consultas odontologicas,periodoncias,2006-04-01,13,13
VINTO,consultas odontologicas,periodoncias,2006-04-01,15,15
WARNES,consultas odontologicas,periodoncias,2006-04-01,47,47
YACUIBA,consultas odontologicas,periodoncias,2006-04-01,9,9
YAPACANI,consultas odontologicas,periodoncias,2006-04-01,6,6
YOCALLA,consultas odontologicas,periodoncias,2006-04-01,16,16
YUNCHARA,consultas odontologicas,periodoncias,2006-04-01,74,74
ZUDAÑEZ,consultas odontologicas,periodoncias,2006-04-01,1,1
ACACIO,consultas odontologicas,periodoncias,2006-05-01,8,8
ACHACACHI,consultas odontologicas,periodoncias,2006-05-01,26,26
AIQUILE,consultas odontologicas,periodoncias,2006-05-01,7,7
ALCALA,consultas odontologicas,periodoncias,2006-05-01,63,63
ANCORAIMES,consultas odontologicas,periodoncias,2006-05-01,38,38
ARAMPAMPA,consultas odontologicas,periodoncias,2006-05-01,1,1
ARANI,consultas odontologicas,periodoncias,2006-05-01,4,4
ARQUE,consultas odontologicas,periodoncias,2006-05-01,5,5
ASCENCION DE GUARAYOS,consultas odontologicas,periodoncias,2006-05-01,12,12
AYO AYO,consultas odontologicas,periodoncias,2006-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2006-05-01,110,110
BATALLAS,consultas odontologicas,periodoncias,2006-05-01,24,24
BAURES,consultas odontologicas,periodoncias,2006-05-01,11,11
BERMEJO,consultas odontologicas,periodoncias,2006-05-01,94,94
BETANZOS,consultas odontologicas,periodoncias,2006-05-01,1,1
BOLIVAR,consultas odontologicas,periodoncias,2006-05-01,7,7
BOYUIBE,consultas odontologicas,periodoncias,2006-05-01,2,2
BUENA VISTA,consultas odontologicas,periodoncias,2006-05-01,2,2
CABEZAS,consultas odontologicas,periodoncias,2006-05-01,9,9
CAIROMA,consultas odontologicas,periodoncias,2006-05-01,6,6
"CAIZA ""D""",consultas odontologicas,periodoncias,2006-05-01,3,3
CAMARGO,consultas odontologicas,periodoncias,2006-05-01,1,1
CAMIRI,consultas odontologicas,periodoncias,2006-05-01,67,67
CAPINOTA,consultas odontologicas,periodoncias,2006-05-01,1,1
CAQUIAVIRI,consultas odontologicas,periodoncias,2006-05-01,7,7
CARACOLLO,consultas odontologicas,periodoncias,2006-05-01,4,4
CARANAVI,consultas odontologicas,periodoncias,2006-05-01,11,11
CARAPARI,consultas odontologicas,periodoncias,2006-05-01,3,3
CHALLAPATA,consultas odontologicas,periodoncias,2006-05-01,16,16
CHARAÑA,consultas odontologicas,periodoncias,2006-05-01,11,11
CHAYANTA,consultas odontologicas,periodoncias,2006-05-01,2,2
CHIMORE,consultas odontologicas,periodoncias,2006-05-01,22,22
COCHABAMBA,consultas odontologicas,periodoncias,2006-05-01,789,789
COLCAPIRHUA,consultas odontologicas,periodoncias,2006-05-01,3,3
COLOMI,consultas odontologicas,periodoncias,2006-05-01,24,24
COLPA BELGICA,consultas odontologicas,periodoncias,2006-05-01,15,15
COLQUIRI,consultas odontologicas,periodoncias,2006-05-01,15,15
COMARAPA,consultas odontologicas,periodoncias,2006-05-01,23,23
COPACABANA,consultas odontologicas,periodoncias,2006-05-01,5,5
CORIPATA,consultas odontologicas,periodoncias,2006-05-01,1,1
COROICO,consultas odontologicas,periodoncias,2006-05-01,5,5
COTAGAITA,consultas odontologicas,periodoncias,2006-05-01,5,5
COTOCA,consultas odontologicas,periodoncias,2006-05-01,27,27
CUEVO,consultas odontologicas,periodoncias,2006-05-01,3,3
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2006-05-01,1,1
EL ALTO,consultas odontologicas,periodoncias,2006-05-01,375,375
EL PUENTE(STC),consultas odontologicas,periodoncias,2006-05-01,10,10
EL PUENTE(TJA),consultas odontologicas,periodoncias,2006-05-01,4,4
EL TORNO,consultas odontologicas,periodoncias,2006-05-01,3,3
EL VILLAR,consultas odontologicas,periodoncias,2006-05-01,4,4
ENTRE RIOS,consultas odontologicas,periodoncias,2006-05-01,23,23
ENTRE RIOS,consultas odontologicas,periodoncias,2006-05-01,7,7
EUREKA (SANTOS MERCADO),consultas odontologicas,periodoncias,2006-05-01,10,10
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2006-05-01,30,30
FILADELFIA,consultas odontologicas,periodoncias,2006-05-01,4,4
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2006-05-01,7,7
GUANAY,consultas odontologicas,periodoncias,2006-05-01,6,6
GUAQUI,consultas odontologicas,periodoncias,2006-05-01,1,1
GUAYARAMERIN,consultas odontologicas,periodoncias,2006-05-01,27,27
GUTIERREZ,consultas odontologicas,periodoncias,2006-05-01,19,19
HUACHACALLA,consultas odontologicas,periodoncias,2006-05-01,4,4
HUANUNI,consultas odontologicas,periodoncias,2006-05-01,3,3
HUARACAJE,consultas odontologicas,periodoncias,2006-05-01,18,18
HUAYLLAMARCA,consultas odontologicas,periodoncias,2006-05-01,5,5
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2006-05-01,6,6
JESUS DE MACHACA,consultas odontologicas,periodoncias,2006-05-01,12,12
LA ASUNTA,consultas odontologicas,periodoncias,2006-05-01,6,6
LA GUARDIA,consultas odontologicas,periodoncias,2006-05-01,36,36
LA PAZ,consultas odontologicas,periodoncias,2006-05-01,1630,1630
LAGUNILLAS,consultas odontologicas,periodoncias,2006-05-01,11,11
LAJA,consultas odontologicas,periodoncias,2006-05-01,3,3
LLALLAGUA,consultas odontologicas,periodoncias,2006-05-01,14,14
LURIBAY,consultas odontologicas,periodoncias,2006-05-01,1,1
MACHACAMARCA,consultas odontologicas,periodoncias,2006-05-01,3,3
MACHARETI,consultas odontologicas,periodoncias,2006-05-01,4,4
MAGDALENA,consultas odontologicas,periodoncias,2006-05-01,1,1
MAIRANA,consultas odontologicas,periodoncias,2006-05-01,12,12
MAPIRI,consultas odontologicas,periodoncias,2006-05-01,10,10
MINEROS,consultas odontologicas,periodoncias,2006-05-01,7,7
MIZQUE,consultas odontologicas,periodoncias,2006-05-01,7,7
MOCOMOCO,consultas odontologicas,periodoncias,2006-05-01,19,19
MOJOCOYA,consultas odontologicas,periodoncias,2006-05-01,2,2
MONTERO,consultas odontologicas,periodoncias,2006-05-01,56,56
MORO MORO,consultas odontologicas,periodoncias,2006-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,periodoncias,2006-05-01,7,7
OKINAWA,consultas odontologicas,periodoncias,2006-05-01,16,16
ORURO,consultas odontologicas,periodoncias,2006-05-01,219,219
PADCAYA,consultas odontologicas,periodoncias,2006-05-01,28,28
PADILLA,consultas odontologicas,periodoncias,2006-05-01,3,3
PAPEL PAMPA,consultas odontologicas,periodoncias,2006-05-01,2,2
PATACAMAYA,consultas odontologicas,periodoncias,2006-05-01,4,4
PAZÑA,consultas odontologicas,periodoncias,2006-05-01,12,12
POCOATA,consultas odontologicas,periodoncias,2006-05-01,50,50
POJO (CBBA),consultas odontologicas,periodoncias,2006-05-01,8,8
PORONGO,consultas odontologicas,periodoncias,2006-05-01,13,13
PORTACHUELO,consultas odontologicas,periodoncias,2006-05-01,15,15
POTOSI,consultas odontologicas,periodoncias,2006-05-01,24,24
PUCARANI,consultas odontologicas,periodoncias,2006-05-01,66,66
PUERTO ACOSTA,consultas odontologicas,periodoncias,2006-05-01,13,13
PUERTO QUIJARRO,consultas odontologicas,periodoncias,2006-05-01,1,1
PUERTO RICO,consultas odontologicas,periodoncias,2006-05-01,8,8
PUERTO SUAREZ,consultas odontologicas,periodoncias,2006-05-01,70,70
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2006-05-01,28,28
PUNA,consultas odontologicas,periodoncias,2006-05-01,36,36
PUNATA,consultas odontologicas,periodoncias,2006-05-01,114,114
QUIABAYA,consultas odontologicas,periodoncias,2006-05-01,1,1
QUILLACOLLO,consultas odontologicas,periodoncias,2006-05-01,35,35
QUIME,consultas odontologicas,periodoncias,2006-05-01,42,42
QUIRUSILLAS,consultas odontologicas,periodoncias,2006-05-01,1,1
RIBERALTA,consultas odontologicas,periodoncias,2006-05-01,2,2
ROBORE,consultas odontologicas,periodoncias,2006-05-01,7,7
RURRENABAQUE,consultas odontologicas,periodoncias,2006-05-01,13,13
SABAYA,consultas odontologicas,periodoncias,2006-05-01,2,2
SACABA,consultas odontologicas,periodoncias,2006-05-01,260,260
SACACA,consultas odontologicas,periodoncias,2006-05-01,8,8
SAIPINA,consultas odontologicas,periodoncias,2006-05-01,84,84
SALINAS DE GARCI MENDOZA,consultas odontologicas,periodoncias,2006-05-01,3,3
SAN ANDRES DE MACHACA,consultas odontologicas,periodoncias,2006-05-01,2,2
SAN BENITO,consultas odontologicas,periodoncias,2006-05-01,7,7
SAN BORJA,consultas odontologicas,periodoncias,2006-05-01,42,42
SAN CARLOS,consultas odontologicas,periodoncias,2006-05-01,24,24
SAN IGNACIO,consultas odontologicas,periodoncias,2006-05-01,47,47
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2006-05-01,14,14
SAN JOAQUIN,consultas odontologicas,periodoncias,2006-05-01,4,4
SAN JUAN DE YAPACANI,consultas odontologicas,periodoncias,2006-05-01,7,7
SAN JULIAN,consultas odontologicas,periodoncias,2006-05-01,4,4
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2006-05-01,199,199
SAN MATIAS,consultas odontologicas,periodoncias,2006-05-01,8,8
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2006-05-01,21,21
SAN PEDRO DE TIQUINA,consultas odontologicas,periodoncias,2006-05-01,8,8
SAN PEDRO(PND),consultas odontologicas,periodoncias,2006-05-01,3,3
