municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,1963,1963
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,16,16
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,14,14
SAPAHAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,33,33
SENA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,3,3
SICAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,15,15
SIPE SIPE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,225,225
SOPACHUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,19,19
SORATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,24,24
SUCRE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,799,799
TAPACARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,19,19
TARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,1,1
TARATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,2,2
TARIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,301,301
TIQUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,52,52
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,20,20
TOLATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,25,25
TOLEDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,17,17
TOMAVE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,4,4
TOMINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,344,344
TOTORA(CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,6,6
TRINIDAD,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,75,75
TUPIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,63,63
TURCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,35,35
UMALA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,22,22
UNCIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,51,51
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,64,64
URUBICHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,6,6
UYUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,137,137
VACAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,2,2
VALLEGRANDE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,23,23
VIACHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,11,11
VILA VILA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,9,9
VILLA MONTES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,10,10
VILLA RIVERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,1,1
VILLA SERRANO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,2,2
VILLA TUNARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,33,33
VILLAZON,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,130,130
VINTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,31,31
WARNES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,32,32
YACUIBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,96,96
YANACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,4,4
YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-03-01,8,8
ACHACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
AIQUILE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,11,11
ANDAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,25,25
ANTEQUERA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,17,17
ANZALDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,4,4
ARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,14,14
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,4,4
ATOCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,41,41
AZURDUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
BATALLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
BERMEJO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,115,115
BETANZOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,8,8
BOLIVAR,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,4,4
BUENA VISTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
CABEZAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
CAMARGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,60,60
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,11,11
CAMIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,121,121
CAPINOTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,9,9
CARANAVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,66,66
CARAPARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,19,19
CHALLAPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,102,102
CHAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
CHARAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,55,55
CHAYANTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,12,12
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
CLIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,7,7
COBIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,175,175
COCHABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1478,1478
COLCAPIRHUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,30,30
COLLANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
COLOMI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
COLPA BELGICA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,10,10
COLQUENCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,4,4
COMARAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
CONCEPCION,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
CORO CORO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
COROICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,13,13
COTAGAITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,77,77
COTOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,23,23
CUEVO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
CULPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,12,12
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,78,78
EL ALTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1366,1366
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,5,5
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,30,30
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,27,27
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,6,6
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
GUANAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,9,9
GUAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
GUAYARAMERIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,121,121
GUTIERREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
HUACARETA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,8,8
HUACHACALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,10,10
HUANUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,10,10
HUARACAJE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
INCAHUASI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,71,71
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
IXIAMAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,4,4
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,43,43
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,36,36
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1338,1338
LAGUNILLAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
LAJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,8,8
LLALLAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,126,126
MACHACAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
MACHARETI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,125,125
MAGDALENA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
MAIRANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
MAPIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,4,4
MINEROS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
MIZQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,4,4
MOCOMOCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,47,47
MONTEAGUDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,13,13
MONTERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,24,24
MORO MORO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
OKINAWA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,10,10
OMEREQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
ORURO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,563,563
PADCAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,14,14
PADILLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,76,76
PAILON,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,52,52
PAMPA AULLAGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
PAZÑA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,12,12
POCONA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
POJO (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
POOPO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,20,20
PORONGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
PORTACHUELO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
POSTRER VALLE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,6,6
POTOSI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,316,316
PUCARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,5,5
PUCARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,6,6
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,61,61
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,10,10
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,34,34
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,10,10
PUNA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
PUNATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,19,19
QUIABAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
QUILLACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,73,73
QUIME,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,5,5
REYES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,13,13
RIBERALTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,15,15
ROBORE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,13,13
RURRENABAQUE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,20,20
SABAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,12,12
SACABA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,231,231
SACACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,4,4
SAIPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,9,9
SAMAIPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,12,12
SAN AGUSTIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,8,8
SAN ANDRES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,13,13
SAN ANDRES DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
SAN BENITO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,4,4
SAN BORJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,13,13
SAN BUENA VENTURA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
SAN CARLOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,10,10
SAN IGNACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,32,32
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,10,10
SAN JOAQUIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,141,141
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
SAN JUAN DE YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
SAN JULIAN,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,74,74
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,54,54
SAN MATIAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,10,10
SAN PEDRO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
SAN RAFAEL,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,40,40
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
SAN RAMON,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,5,5
SANTA ANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,5,5
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1404,1404
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,31,31
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
SANTIAGO DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
SAPAHAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,22,22
SENA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
SICAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,21,21
SIPE SIPE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,115,115
SOPACHUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,8,8
SORATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,21,21
SUCRE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,458,458
TACOPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,90,90
TAPACARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
TARIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,419,419
TARVITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,9,9
TEOPONTE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
TIAWANACU,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,3,3
TIPUANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
TIQUIPAYA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,32,32
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,18,18
TOLATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,14,14
TOLEDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
TOMAVE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,6,6
TOMINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,235,235
TOTORA(CBBA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,11,11
TRINIDAD,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,71,71
TUPIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,12,12
TURCO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
UNCIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,42,42
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,251,251
URUBICHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
UYUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,83,83
VALLEGRANDE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,58,58
VIACHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,11,11
VILLA MONTES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,9,9
VILLA RIVERO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,2,2
VILLA SERRANO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,9,9
VILLA TUNARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,38,38
VILLAZON,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,87,87
VINTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,32,32
VITICHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,72,72
WARNES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,30,30
YACUIBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,150,150
YAMPARAEZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
YANACACHI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
YAPACANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,7,7
YUNCHARA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-04-01,1,1
ACACIO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,9,9
AIQUILE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,6,6
ALCALA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,2,2
ANTEQUERA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,3,3
ANZALDO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,2,2
ARANI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,6,6
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,11,11
ATOCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,36,36
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,34,34
AZURDUY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,4,4
BAURES,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,2,2
BERMEJO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,140,140
BETANZOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,9,9
BOLIVAR,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,2,2
BUENA VISTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,21,21
CABEZAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,8,8
CAIROMA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,152,152
CAJUATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,15,15
CAMARGO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,47,47
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,20,20
CAMIRI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,147,147
CAPINOTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,33,33
CARACOLLO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,111,111
CARANAVI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,5,5
CARAPARI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,30,30
CHALLAPATA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,83,83
CHAYANTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,15,15
CHOQUE COTA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,17,17
CHUMA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,13,13
CLIZA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,3,3
COBIJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,57,57
COCHABAMBA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,1575,1575
COLCAPIRHUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,34,34
COLLANA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,1,1
COLOMI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,5,5
COLPA BELGICA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,26,26
COLQUENCHA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,3,3
COMARAPA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,52,52
CONCEPCION,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,1,1
COROICO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,10,10
COTAGAITA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,31,31
COTOCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,57,57
CUEVO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,4,4
CULPINA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,3,3
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,6,6
EL ALTO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,1362,1362
EL PUENTE(STC),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,360,360
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,20,20
EL TORNO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,2,2
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,53,53
ENTRE RIOS,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,58,58
EXALTACION,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,116,116
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,7,7
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,5,5
GUANAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,7,7
GUAQUI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,2,2
GUAYARAMERIN,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,87,87
GUTIERREZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,39,39
HUACARETA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,8,8
HUACHACALLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,7,7
HUANUNI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,21,21
HUARACAJE,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,3,3
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,6,6
ICLA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,174,174
INCAHUASI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,84,84
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,6,6
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,5,5
LA GUARDIA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,58,58
LA PAZ,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,1749,1749
LAJA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,12,12
LLALLAGUA,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,10,10
LURIBAY,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,26,26
MACHARETI,consultas odontologicas,consultas repetidas en menores de 5 anos,2006-05-01,166,166
