municipality,group,variable,month,Acciones preventivas,TOTAL
ARAMPAMPA,consultas odontologicas,acciones preventivas,2006-04-01,41,41
ARANI,consultas odontologicas,acciones preventivas,2006-04-01,40,40
ARBIETO,consultas odontologicas,acciones preventivas,2006-04-01,77,77
ARQUE,consultas odontologicas,acciones preventivas,2006-04-01,1,1
ASCENCION DE GUARAYOS,consultas odontologicas,acciones preventivas,2006-04-01,13,13
AYO AYO,consultas odontologicas,acciones preventivas,2006-04-01,77,77
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2006-04-01,424,424
AZURDUY,consultas odontologicas,acciones preventivas,2006-04-01,204,204
BATALLAS,consultas odontologicas,acciones preventivas,2006-04-01,5,5
BERMEJO,consultas odontologicas,acciones preventivas,2006-04-01,514,514
BETANZOS,consultas odontologicas,acciones preventivas,2006-04-01,59,59
BOLIVAR,consultas odontologicas,acciones preventivas,2006-04-01,8,8
BOYUIBE,consultas odontologicas,acciones preventivas,2006-04-01,24,24
BUENA VISTA,consultas odontologicas,acciones preventivas,2006-04-01,20,20
CABEZAS,consultas odontologicas,acciones preventivas,2006-04-01,1309,1309
CAIROMA,consultas odontologicas,acciones preventivas,2006-04-01,32,32
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2006-04-01,412,412
CAJUATA,consultas odontologicas,acciones preventivas,2006-04-01,102,102
CALACOTO,consultas odontologicas,acciones preventivas,2006-04-01,50,50
CALAMARCA,consultas odontologicas,acciones preventivas,2006-04-01,3,3
CAMARGO,consultas odontologicas,acciones preventivas,2006-04-01,291,291
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2006-04-01,24,24
CAMIRI,consultas odontologicas,acciones preventivas,2006-04-01,126,126
CAPINOTA,consultas odontologicas,acciones preventivas,2006-04-01,433,433
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2006-04-01,4,4
CARACOLLO,consultas odontologicas,acciones preventivas,2006-04-01,5,5
CARANAVI,consultas odontologicas,acciones preventivas,2006-04-01,187,187
CARAPARI,consultas odontologicas,acciones preventivas,2006-04-01,50,50
CARMEN RIVERO TORREZ,consultas odontologicas,acciones preventivas,2006-04-01,143,143
CHALLAPATA,consultas odontologicas,acciones preventivas,2006-04-01,475,475
CHAQUI,consultas odontologicas,acciones preventivas,2006-04-01,6,6
CHARAGUA,consultas odontologicas,acciones preventivas,2006-04-01,2,2
CHAYANTA,consultas odontologicas,acciones preventivas,2006-04-01,161,161
CHIMORE,consultas odontologicas,acciones preventivas,2006-04-01,45,45
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2006-04-01,165,165
CHUMA,consultas odontologicas,acciones preventivas,2006-04-01,3,3
CLIZA,consultas odontologicas,acciones preventivas,2006-04-01,37,37
COBIJA,consultas odontologicas,acciones preventivas,2006-04-01,374,374
COCHABAMBA,consultas odontologicas,acciones preventivas,2006-04-01,6181,6181
COLCAPIRHUA,consultas odontologicas,acciones preventivas,2006-04-01,13,13
COLOMI,consultas odontologicas,acciones preventivas,2006-04-01,11,11
COLPA BELGICA,consultas odontologicas,acciones preventivas,2006-04-01,553,553
COLQUENCHA,consultas odontologicas,acciones preventivas,2006-04-01,2,2
COLQUIRI,consultas odontologicas,acciones preventivas,2006-04-01,543,543
COMARAPA,consultas odontologicas,acciones preventivas,2006-04-01,43,43
COMBAYA,consultas odontologicas,acciones preventivas,2006-04-01,2,2
COPACABANA,consultas odontologicas,acciones preventivas,2006-04-01,179,179
CORIPATA,consultas odontologicas,acciones preventivas,2006-04-01,61,61
CORO CORO,consultas odontologicas,acciones preventivas,2006-04-01,18,18
COROICO,consultas odontologicas,acciones preventivas,2006-04-01,42,42
CORQUE,consultas odontologicas,acciones preventivas,2006-04-01,45,45
COTAGAITA,consultas odontologicas,acciones preventivas,2006-04-01,64,64
COTOCA,consultas odontologicas,acciones preventivas,2006-04-01,337,337
CUEVO,consultas odontologicas,acciones preventivas,2006-04-01,152,152
CULPINA,consultas odontologicas,acciones preventivas,2006-04-01,97,97
CURAHUARA DE CARANGAS,consultas odontologicas,acciones preventivas,2006-04-01,55,55
CURVA,consultas odontologicas,acciones preventivas,2006-04-01,98,98
EL ALTO,consultas odontologicas,acciones preventivas,2006-04-01,3105,3105
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2006-04-01,108,108
EL TORNO,consultas odontologicas,acciones preventivas,2006-04-01,85,85
EL VILLAR,consultas odontologicas,acciones preventivas,2006-04-01,128,128
ENTRE RIOS,consultas odontologicas,acciones preventivas,2006-04-01,258,258
ENTRE RIOS,consultas odontologicas,acciones preventivas,2006-04-01,95,95
EUCALIPTUS,consultas odontologicas,acciones preventivas,2006-04-01,10,10
EXALTACION,consultas odontologicas,acciones preventivas,2006-04-01,107,107
FERNANDEZ ALONSO,consultas odontologicas,acciones preventivas,2006-04-01,3,3
FILADELFIA,consultas odontologicas,acciones preventivas,2006-04-01,48,48
GENERAL SAAVEDRA,consultas odontologicas,acciones preventivas,2006-04-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2006-04-01,407,407
GUANAY,consultas odontologicas,acciones preventivas,2006-04-01,12,12
GUAQUI,consultas odontologicas,acciones preventivas,2006-04-01,55,55
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2006-04-01,806,806
GUTIERREZ,consultas odontologicas,acciones preventivas,2006-04-01,57,57
HUACARETA,consultas odontologicas,acciones preventivas,2006-04-01,620,620
HUACHACALLA,consultas odontologicas,acciones preventivas,2006-04-01,5,5
HUANUNI,consultas odontologicas,acciones preventivas,2006-04-01,5,5
HUARACAJE,consultas odontologicas,acciones preventivas,2006-04-01,20,20
ICLA,consultas odontologicas,acciones preventivas,2006-04-01,914,914
INCAHUASI,consultas odontologicas,acciones preventivas,2006-04-01,733,733
INGAVI (HUMAITA),consultas odontologicas,acciones preventivas,2006-04-01,71,71
INQUISIVI,consultas odontologicas,acciones preventivas,2006-04-01,175,175
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2006-04-01,130,130
IXIAMAS,consultas odontologicas,acciones preventivas,2006-04-01,132,132
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2006-04-01,106,106
LA ASUNTA,consultas odontologicas,acciones preventivas,2006-04-01,3,3
LA GUARDIA,consultas odontologicas,acciones preventivas,2006-04-01,380,380
LA PAZ,consultas odontologicas,acciones preventivas,2006-04-01,5106,5106
LAGUNILLAS,consultas odontologicas,acciones preventivas,2006-04-01,50,50
LAJA,consultas odontologicas,acciones preventivas,2006-04-01,6,6
LLALLAGUA,consultas odontologicas,acciones preventivas,2006-04-01,399,399
LLICA,consultas odontologicas,acciones preventivas,2006-04-01,2,2
LURIBAY,consultas odontologicas,acciones preventivas,2006-04-01,77,77
MACHACAMARCA,consultas odontologicas,acciones preventivas,2006-04-01,32,32
MACHARETI,consultas odontologicas,acciones preventivas,2006-04-01,158,158
MAGDALENA,consultas odontologicas,acciones preventivas,2006-04-01,1,1
MAIRANA,consultas odontologicas,acciones preventivas,2006-04-01,263,263
MAPIRI,consultas odontologicas,acciones preventivas,2006-04-01,28,28
MECAPACA,consultas odontologicas,acciones preventivas,2006-04-01,103,103
MINEROS,consultas odontologicas,acciones preventivas,2006-04-01,7,7
MIZQUE,consultas odontologicas,acciones preventivas,2006-04-01,96,96
MOCOMOCO,consultas odontologicas,acciones preventivas,2006-04-01,126,126
MOJOCOYA,consultas odontologicas,acciones preventivas,2006-04-01,157,157
MONTEAGUDO,consultas odontologicas,acciones preventivas,2006-04-01,421,421
MONTERO,consultas odontologicas,acciones preventivas,2006-04-01,836,836
MORO MORO,consultas odontologicas,acciones preventivas,2006-04-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,acciones preventivas,2006-04-01,71,71
OKINAWA,consultas odontologicas,acciones preventivas,2006-04-01,261,261
OMEREQUE,consultas odontologicas,acciones preventivas,2006-04-01,187,187
ORURO,consultas odontologicas,acciones preventivas,2006-04-01,1884,1884
PADCAYA,consultas odontologicas,acciones preventivas,2006-04-01,278,278
PADILLA,consultas odontologicas,acciones preventivas,2006-04-01,429,429
PALCA,consultas odontologicas,acciones preventivas,2006-04-01,379,379
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2006-04-01,527,527
PAMPA AULLAGAS,consultas odontologicas,acciones preventivas,2006-04-01,119,119
PAPEL PAMPA,consultas odontologicas,acciones preventivas,2006-04-01,45,45
PASORAPA,consultas odontologicas,acciones preventivas,2006-04-01,101,101
PATACAMAYA,consultas odontologicas,acciones preventivas,2006-04-01,5,5
PAZÑA,consultas odontologicas,acciones preventivas,2006-04-01,31,31
POCOATA,consultas odontologicas,acciones preventivas,2006-04-01,298,298
POCONA,consultas odontologicas,acciones preventivas,2006-04-01,71,71
POJO (CBBA),consultas odontologicas,acciones preventivas,2006-04-01,120,120
POOPO,consultas odontologicas,acciones preventivas,2006-04-01,38,38
POROMA,consultas odontologicas,acciones preventivas,2006-04-01,284,284
PORONGO,consultas odontologicas,acciones preventivas,2006-04-01,132,132
PORTACHUELO,consultas odontologicas,acciones preventivas,2006-04-01,280,280
PORVENIR,consultas odontologicas,acciones preventivas,2006-04-01,190,190
POTOSI,consultas odontologicas,acciones preventivas,2006-04-01,394,394
PRESTO,consultas odontologicas,acciones preventivas,2006-04-01,370,370
PUCARA,consultas odontologicas,acciones preventivas,2006-04-01,197,197
PUCARANI,consultas odontologicas,acciones preventivas,2006-04-01,181,181
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2006-04-01,48,48
PUERTO CARABUCO,consultas odontologicas,acciones preventivas,2006-04-01,2,2
PUERTO PEREZ,consultas odontologicas,acciones preventivas,2006-04-01,1,1
PUERTO QUIJARRO,consultas odontologicas,acciones preventivas,2006-04-01,648,648
PUERTO RICO,consultas odontologicas,acciones preventivas,2006-04-01,689,689
PUERTO SILES,consultas odontologicas,acciones preventivas,2006-04-01,197,197
PUERTO SUAREZ,consultas odontologicas,acciones preventivas,2006-04-01,159,159
PUERTO VILLARROEL,consultas odontologicas,acciones preventivas,2006-04-01,97,97
PUNA,consultas odontologicas,acciones preventivas,2006-04-01,919,919
PUNATA,consultas odontologicas,acciones preventivas,2006-04-01,357,357
QUIABAYA,consultas odontologicas,acciones preventivas,2006-04-01,68,68
QUILLACOLLO,consultas odontologicas,acciones preventivas,2006-04-01,249,249
QUIME,consultas odontologicas,acciones preventivas,2006-04-01,236,236
QUIRUSILLAS,consultas odontologicas,acciones preventivas,2006-04-01,1,1
REYES,consultas odontologicas,acciones preventivas,2006-04-01,7,7
RIBERALTA,consultas odontologicas,acciones preventivas,2006-04-01,78,78
ROBORE,consultas odontologicas,acciones preventivas,2006-04-01,104,104
RURRENABAQUE,consultas odontologicas,acciones preventivas,2006-04-01,12,12
SABAYA,consultas odontologicas,acciones preventivas,2006-04-01,32,32
SACABA,consultas odontologicas,acciones preventivas,2006-04-01,1886,1886
SACACA,consultas odontologicas,acciones preventivas,2006-04-01,45,45
SAIPINA,consultas odontologicas,acciones preventivas,2006-04-01,26,26
SALINAS DE GARCI MENDOZA,consultas odontologicas,acciones preventivas,2006-04-01,22,22
SAMAIPATA,consultas odontologicas,acciones preventivas,2006-04-01,169,169
SAN AGUSTIN,consultas odontologicas,acciones preventivas,2006-04-01,17,17
SAN ANDRES DE MACHACA,consultas odontologicas,acciones preventivas,2006-04-01,29,29
SAN BENITO,consultas odontologicas,acciones preventivas,2006-04-01,17,17
SAN BORJA,consultas odontologicas,acciones preventivas,2006-04-01,6,6
SAN BUENA VENTURA,consultas odontologicas,acciones preventivas,2006-04-01,122,122
SAN CARLOS,consultas odontologicas,acciones preventivas,2006-04-01,472,472
SAN IGNACIO,consultas odontologicas,acciones preventivas,2006-04-01,279,279
SAN IGNACIO DE VELASCO,consultas odontologicas,acciones preventivas,2006-04-01,228,228
SAN JAVIER(BNI),consultas odontologicas,acciones preventivas,2006-04-01,12,12
SAN JOAQUIN,consultas odontologicas,acciones preventivas,2006-04-01,155,155
SAN JULIAN,consultas odontologicas,acciones preventivas,2006-04-01,1110,1110
SAN LORENZO(PND),consultas odontologicas,acciones preventivas,2006-04-01,65,65
SAN LORENZO(TJA),consultas odontologicas,acciones preventivas,2006-04-01,525,525
SAN LUCAS,consultas odontologicas,acciones preventivas,2006-04-01,36,36
SAN MATIAS,consultas odontologicas,acciones preventivas,2006-04-01,64,64
SAN PEDRO,consultas odontologicas,acciones preventivas,2006-04-01,18,18
SAN PEDRO DE BUENA VISTA,consultas odontologicas,acciones preventivas,2006-04-01,421,421
SAN PEDRO DE TIQUINA,consultas odontologicas,acciones preventivas,2006-04-01,8,8
SAN PEDRO(PND),consultas odontologicas,acciones preventivas,2006-04-01,39,39
SAN RAFAEL,consultas odontologicas,acciones preventivas,2006-04-01,117,117
SAN RAMON,consultas odontologicas,acciones preventivas,2006-04-01,323,323
SAN RAMON,consultas odontologicas,acciones preventivas,2006-04-01,50,50
SANTA ANA,consultas odontologicas,acciones preventivas,2006-04-01,2,2
SANTA CRUZ DE LA SIERRA,consultas odontologicas,acciones preventivas,2006-04-01,7410,7410
SANTA ROSA,consultas odontologicas,acciones preventivas,2006-04-01,1572,1572
SANTA ROSA DEL SARA,consultas odontologicas,acciones preventivas,2006-04-01,777,777
SANTIAGO DE HUARI,consultas odontologicas,acciones preventivas,2006-04-01,68,68
SANTUARIO DE QUILLACAS,consultas odontologicas,acciones preventivas,2006-04-01,146,146
SAPAHAQUI,consultas odontologicas,acciones preventivas,2006-04-01,129,129
SENA,consultas odontologicas,acciones preventivas,2006-04-01,54,54
SICA SICA (VILLA AROMA),consultas odontologicas,acciones preventivas,2006-04-01,47,47
SICAYA,consultas odontologicas,acciones preventivas,2006-04-01,8,8
SIPE SIPE,consultas odontologicas,acciones preventivas,2006-04-01,111,111
SOPACHUY,consultas odontologicas,acciones preventivas,2006-04-01,78,78
SORACACHI,consultas odontologicas,acciones preventivas,2006-04-01,6,6
SORATA,consultas odontologicas,acciones preventivas,2006-04-01,80,80
SUCRE,consultas odontologicas,acciones preventivas,2006-04-01,724,724
TACACOMA,consultas odontologicas,acciones preventivas,2006-04-01,133,133
TACOPAYA,consultas odontologicas,acciones preventivas,2006-04-01,243,243
TAHUA,consultas odontologicas,acciones preventivas,2006-04-01,49,49
TAPACARI,consultas odontologicas,acciones preventivas,2006-04-01,26,26
TARABUCO,consultas odontologicas,acciones preventivas,2006-04-01,799,799
TARACO,consultas odontologicas,acciones preventivas,2006-04-01,4,4
TARATA,consultas odontologicas,acciones preventivas,2006-04-01,28,28
TARIJA,consultas odontologicas,acciones preventivas,2006-04-01,793,793
TARVITA,consultas odontologicas,acciones preventivas,2006-04-01,91,91
TEOPONTE,consultas odontologicas,acciones preventivas,2006-04-01,51,51
TIPUANI,consultas odontologicas,acciones preventivas,2006-04-01,2,2
TIQUIPAYA,consultas odontologicas,acciones preventivas,2006-04-01,379,379
TIRAQUE (CBBA),consultas odontologicas,acciones preventivas,2006-04-01,1006,1006
TOCO,consultas odontologicas,acciones preventivas,2006-04-01,60,60
TOLEDO,consultas odontologicas,acciones preventivas,2006-04-01,17,17
TOMINA,consultas odontologicas,acciones preventivas,2006-04-01,431,431
TOTORA(CBBA),consultas odontologicas,acciones preventivas,2006-04-01,591,591
TOTORA(ORR),consultas odontologicas,acciones preventivas,2006-04-01,1,1
TRINIDAD,consultas odontologicas,acciones preventivas,2006-04-01,3112,3112
TUPIZA,consultas odontologicas,acciones preventivas,2006-04-01,237,237
TURCO,consultas odontologicas,acciones preventivas,2006-04-01,1,1
UMALA,consultas odontologicas,acciones preventivas,2006-04-01,8,8
UNCIA,consultas odontologicas,acciones preventivas,2006-04-01,376,376
URIONDO (A. CONCEPCION),consultas odontologicas,acciones preventivas,2006-04-01,217,217
VALLEGRANDE,consultas odontologicas,acciones preventivas,2006-04-01,151,151
VIACHA,consultas odontologicas,acciones preventivas,2006-04-01,758,758
VILLA MONTES,consultas odontologicas,acciones preventivas,2006-04-01,50,50
VILLA NUEVA (LOMA ALTA),consultas odontologicas,acciones preventivas,2006-04-01,25,25
VILLA RIVERO,consultas odontologicas,acciones preventivas,2006-04-01,136,136
VILLA SERRANO,consultas odontologicas,acciones preventivas,2006-04-01,51,51
VILLA TUNARI,consultas odontologicas,acciones preventivas,2006-04-01,475,475
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,acciones preventivas,2006-04-01,133,133
VILLAZON,consultas odontologicas,acciones preventivas,2006-04-01,506,506
VINTO,consultas odontologicas,acciones preventivas,2006-04-01,58,58
VITICHI,consultas odontologicas,acciones preventivas,2006-04-01,247,247
WARNES,consultas odontologicas,acciones preventivas,2006-04-01,464,464
YACUIBA,consultas odontologicas,acciones preventivas,2006-04-01,128,128
YAMPARAEZ,consultas odontologicas,acciones preventivas,2006-04-01,70,70
YANACACHI,consultas odontologicas,acciones preventivas,2006-04-01,1,1
YAPACANI,consultas odontologicas,acciones preventivas,2006-04-01,22,22
YOTALA,consultas odontologicas,acciones preventivas,2006-04-01,162,162
YUNCHARA,consultas odontologicas,acciones preventivas,2006-04-01,109,109
ZUDAÑEZ,consultas odontologicas,acciones preventivas,2006-04-01,16,16
ACACIO,consultas odontologicas,acciones preventivas,2006-05-01,12,12
ACHACACHI,consultas odontologicas,acciones preventivas,2006-05-01,585,585
ACHOCALLA,consultas odontologicas,acciones preventivas,2006-05-01,1805,1805
AIQUILE,consultas odontologicas,acciones preventivas,2006-05-01,94,94
ALCALA,consultas odontologicas,acciones preventivas,2006-05-01,271,271
ANCORAIMES,consultas odontologicas,acciones preventivas,2006-05-01,316,316
ANDAMARCA,consultas odontologicas,acciones preventivas,2006-05-01,16,16
APOLO,consultas odontologicas,acciones preventivas,2006-05-01,33,33
ARAMPAMPA,consultas odontologicas,acciones preventivas,2006-05-01,113,113
ARANI,consultas odontologicas,acciones preventivas,2006-05-01,32,32
ARBIETO,consultas odontologicas,acciones preventivas,2006-05-01,2,2
ARQUE,consultas odontologicas,acciones preventivas,2006-05-01,7,7
ASCENCION DE GUARAYOS,consultas odontologicas,acciones preventivas,2006-05-01,24,24
AYATA,consultas odontologicas,acciones preventivas,2006-05-01,1,1
AYO AYO,consultas odontologicas,acciones preventivas,2006-05-01,62,62
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2006-05-01,185,185
AZURDUY,consultas odontologicas,acciones preventivas,2006-05-01,11,11
BATALLAS,consultas odontologicas,acciones preventivas,2006-05-01,5,5
BELLA FLOR,consultas odontologicas,acciones preventivas,2006-05-01,29,29
BERMEJO,consultas odontologicas,acciones preventivas,2006-05-01,559,559
BETANZOS,consultas odontologicas,acciones preventivas,2006-05-01,439,439
BUENA VISTA,consultas odontologicas,acciones preventivas,2006-05-01,5,5
CABEZAS,consultas odontologicas,acciones preventivas,2006-05-01,1119,1119
CAIROMA,consultas odontologicas,acciones preventivas,2006-05-01,39,39
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2006-05-01,420,420
CAJUATA,consultas odontologicas,acciones preventivas,2006-05-01,50,50
CALACOTO,consultas odontologicas,acciones preventivas,2006-05-01,1,1
CALAMARCA,consultas odontologicas,acciones preventivas,2006-05-01,17,17
CAMARGO,consultas odontologicas,acciones preventivas,2006-05-01,246,246
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2006-05-01,28,28
CAMIRI,consultas odontologicas,acciones preventivas,2006-05-01,174,174
CAPINOTA,consultas odontologicas,acciones preventivas,2006-05-01,111,111
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2006-05-01,35,35
CARACOLLO,consultas odontologicas,acciones preventivas,2006-05-01,17,17
CARANAVI,consultas odontologicas,acciones preventivas,2006-05-01,173,173
CARAPARI,consultas odontologicas,acciones preventivas,2006-05-01,177,177
CARIPUYO,consultas odontologicas,acciones preventivas,2006-05-01,52,52
CHALLAPATA,consultas odontologicas,acciones preventivas,2006-05-01,895,895
CHAQUI,consultas odontologicas,acciones preventivas,2006-05-01,9,9
CHARAGUA,consultas odontologicas,acciones preventivas,2006-05-01,345,345
CHARAÑA,consultas odontologicas,acciones preventivas,2006-05-01,5,5
CHAYANTA,consultas odontologicas,acciones preventivas,2006-05-01,49,49
CHIMORE,consultas odontologicas,acciones preventivas,2006-05-01,161,161
CHOQUE COTA,consultas odontologicas,acciones preventivas,2006-05-01,46,46
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2006-05-01,37,37
CHUMA,consultas odontologicas,acciones preventivas,2006-05-01,148,148
CLIZA,consultas odontologicas,acciones preventivas,2006-05-01,158,158
COBIJA,consultas odontologicas,acciones preventivas,2006-05-01,308,308
COCHABAMBA,consultas odontologicas,acciones preventivas,2006-05-01,5188,5188
COLCAPIRHUA,consultas odontologicas,acciones preventivas,2006-05-01,15,15
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2006-05-01,67,67
COLOMI,consultas odontologicas,acciones preventivas,2006-05-01,37,37
COLPA BELGICA,consultas odontologicas,acciones preventivas,2006-05-01,487,487
COLQUENCHA,consultas odontologicas,acciones preventivas,2006-05-01,7,7
COLQUIRI,consultas odontologicas,acciones preventivas,2006-05-01,188,188
COMARAPA,consultas odontologicas,acciones preventivas,2006-05-01,178,178
COMBAYA,consultas odontologicas,acciones preventivas,2006-05-01,191,191
COPACABANA,consultas odontologicas,acciones preventivas,2006-05-01,359,359
CORIPATA,consultas odontologicas,acciones preventivas,2006-05-01,58,58
CORO CORO,consultas odontologicas,acciones preventivas,2006-05-01,19,19
COROICO,consultas odontologicas,acciones preventivas,2006-05-01,49,49
CORQUE,consultas odontologicas,acciones preventivas,2006-05-01,53,53
COTAGAITA,consultas odontologicas,acciones preventivas,2006-05-01,447,447
COTOCA,consultas odontologicas,acciones preventivas,2006-05-01,429,429
CULPINA,consultas odontologicas,acciones preventivas,2006-05-01,228,228
CURVA,consultas odontologicas,acciones preventivas,2006-05-01,54,54
DESAGUADERO,consultas odontologicas,acciones preventivas,2006-05-01,1,1
EL ALTO,consultas odontologicas,acciones preventivas,2006-05-01,4008,4008
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2006-05-01,22,22
EL TORNO,consultas odontologicas,acciones preventivas,2006-05-01,6,6
EL VILLAR,consultas odontologicas,acciones preventivas,2006-05-01,36,36
ENTRE RIOS,consultas odontologicas,acciones preventivas,2006-05-01,226,226
ENTRE RIOS,consultas odontologicas,acciones preventivas,2006-05-01,183,183
EUCALIPTUS,consultas odontologicas,acciones preventivas,2006-05-01,81,81
EUREKA (SANTOS MERCADO),consultas odontologicas,acciones preventivas,2006-05-01,21,21
EXALTACION,consultas odontologicas,acciones preventivas,2006-05-01,107,107
FERNANDEZ ALONSO,consultas odontologicas,acciones preventivas,2006-05-01,3,3
FILADELFIA,consultas odontologicas,acciones preventivas,2006-05-01,72,72
GENERAL SAAVEDRA,consultas odontologicas,acciones preventivas,2006-05-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2006-05-01,583,583
GUANAY,consultas odontologicas,acciones preventivas,2006-05-01,98,98
GUAQUI,consultas odontologicas,acciones preventivas,2006-05-01,20,20
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2006-05-01,426,426
GUTIERREZ,consultas odontologicas,acciones preventivas,2006-05-01,77,77
HUACARETA,consultas odontologicas,acciones preventivas,2006-05-01,196,196
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,acciones preventivas,2006-05-01,163,163
HUACHACALLA,consultas odontologicas,acciones preventivas,2006-05-01,3,3
HUANUNI,consultas odontologicas,acciones preventivas,2006-05-01,35,35
HUARACAJE,consultas odontologicas,acciones preventivas,2006-05-01,24,24
HUAYLLAMARCA,consultas odontologicas,acciones preventivas,2006-05-01,11,11
ICLA,consultas odontologicas,acciones preventivas,2006-05-01,422,422
INCAHUASI,consultas odontologicas,acciones preventivas,2006-05-01,59,59
INQUISIVI,consultas odontologicas,acciones preventivas,2006-05-01,671,671
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2006-05-01,68,68
IXIAMAS,consultas odontologicas,acciones preventivas,2006-05-01,25,25
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2006-05-01,21,21
LA ASUNTA,consultas odontologicas,acciones preventivas,2006-05-01,8,8
LA GUARDIA,consultas odontologicas,acciones preventivas,2006-05-01,130,130
LA PAZ,consultas odontologicas,acciones preventivas,2006-05-01,5216,5216
LAGUNILLAS,consultas odontologicas,acciones preventivas,2006-05-01,48,48
LAJA,consultas odontologicas,acciones preventivas,2006-05-01,6,6
LLALLAGUA,consultas odontologicas,acciones preventivas,2006-05-01,549,549
LURIBAY,consultas odontologicas,acciones preventivas,2006-05-01,12,12
MACHACAMARCA,consultas odontologicas,acciones preventivas,2006-05-01,40,40
MACHARETI,consultas odontologicas,acciones preventivas,2006-05-01,130,130
MAGDALENA,consultas odontologicas,acciones preventivas,2006-05-01,4,4
MAIRANA,consultas odontologicas,acciones preventivas,2006-05-01,88,88
MAPIRI,consultas odontologicas,acciones preventivas,2006-05-01,42,42
MECAPACA,consultas odontologicas,acciones preventivas,2006-05-01,55,55
MINEROS,consultas odontologicas,acciones preventivas,2006-05-01,7,7
MIZQUE,consultas odontologicas,acciones preventivas,2006-05-01,63,63
MOCOMOCO,consultas odontologicas,acciones preventivas,2006-05-01,254,254
MOJOCOYA,consultas odontologicas,acciones preventivas,2006-05-01,31,31
MONTEAGUDO,consultas odontologicas,acciones preventivas,2006-05-01,890,890
MONTERO,consultas odontologicas,acciones preventivas,2006-05-01,3495,3495
MORO MORO,consultas odontologicas,acciones preventivas,2006-05-01,76,76
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,acciones preventivas,2006-05-01,31,31
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,acciones preventivas,2006-05-01,26,26
OCURI,consultas odontologicas,acciones preventivas,2006-05-01,11,11
OKINAWA,consultas odontologicas,acciones preventivas,2006-05-01,1270,1270
ORURO,consultas odontologicas,acciones preventivas,2006-05-01,2588,2588
PADCAYA,consultas odontologicas,acciones preventivas,2006-05-01,465,465
PADILLA,consultas odontologicas,acciones preventivas,2006-05-01,18,18
PALCA,consultas odontologicas,acciones preventivas,2006-05-01,230,230
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2006-05-01,1180,1180
PAMPA AULLAGAS,consultas odontologicas,acciones preventivas,2006-05-01,177,177
PAMPA GRANDE,consultas odontologicas,acciones preventivas,2006-05-01,17,17
PAPEL PAMPA,consultas odontologicas,acciones preventivas,2006-05-01,2,2
PASORAPA,consultas odontologicas,acciones preventivas,2006-05-01,362,362
PATACAMAYA,consultas odontologicas,acciones preventivas,2006-05-01,8,8
PAZÑA,consultas odontologicas,acciones preventivas,2006-05-01,22,22
POCOATA,consultas odontologicas,acciones preventivas,2006-05-01,353,353
POCONA,consultas odontologicas,acciones preventivas,2006-05-01,3,3
POOPO,consultas odontologicas,acciones preventivas,2006-05-01,27,27
PORCO,consultas odontologicas,acciones preventivas,2006-05-01,16,16
POROMA,consultas odontologicas,acciones preventivas,2006-05-01,76,76
PORONGO,consultas odontologicas,acciones preventivas,2006-05-01,419,419
PORTACHUELO,consultas odontologicas,acciones preventivas,2006-05-01,52,52
PORVENIR,consultas odontologicas,acciones preventivas,2006-05-01,80,80
POSTRER VALLE,consultas odontologicas,acciones preventivas,2006-05-01,265,265
POTOSI,consultas odontologicas,acciones preventivas,2006-05-01,463,463
PRESTO,consultas odontologicas,acciones preventivas,2006-05-01,227,227
PUCARANI,consultas odontologicas,acciones preventivas,2006-05-01,795,795
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2006-05-01,33,33
