municipality,group,variable,month,Consultas nuevas en personas de 5 años y más,TOTAL
COLQUENCHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,20,20
COLQUIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,394,394
COMARAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,368,368
COMBAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,22,22
CONCEPCION,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,56,56
COPACABANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,158,158
CORIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,58,58
CORO CORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,59,59
COROICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,175,175
CORQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,38,38
COTAGAITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,378,378
COTOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,66,66
CUATRO CAÑADAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,120,120
CUEVO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,178,178
CULPINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,74,74
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,139,139
CURVA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,135,135
DESAGUADERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,81,81
EL ALTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,6441,6441
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,526,526
EL TORNO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,164,164
EL VILLAR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,156,156
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,496,496
ENTRE RIOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,17,17
EUCALIPTUS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,85,85
EXALTACION,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,116,116
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,149,149
FILADELFIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,51,51
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,61,61
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,339,339
GUANAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,29,29
GUAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,142,142
GUAYARAMERIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,271,271
GUTIERREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,95,95
HUACARETA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,571,571
HUACHACALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,30,30
HUANUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,123,123
HUARACAJE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,23,23
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,9,9
ICHOCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,24,24
ICLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,437,437
INCAHUASI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,92,92
INGAVI (HUMAITA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,123,123
INQUISIVI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,322,322
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,182,182
IXIAMAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,212,212
JESUS DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,171,171
LA ASUNTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,70,70
LA GUARDIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,383,383
LA PAZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,13752,13752
LAGUNILLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,129,129
LAJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,96,96
LLALLAGUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,117,117
LLICA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,71,71
LURIBAY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,149,149
MACHACAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,94,94
MACHARETI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,116,116
MAGDALENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,35,35
MAIRANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,298,298
MAPIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,111,111
MECAPACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,185,185
MINEROS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,71,71
MIZQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,146,146
MOCOMOCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,220,220
MOJOCOYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,228,228
MONTEAGUDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,192,192
MONTERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,345,345
MORO MORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,122,122
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,258,258
OCURI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,111,111
OKINAWA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,128,128
OMEREQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,188,188
ORURO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,3982,3982
PADCAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,744,744
PADILLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,544,544
PAILON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,249,249
PALCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,48,48
PALOS BLANCOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,610,610
PAMPA AULLAGAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,182,182
PAMPA GRANDE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,49,49
PAPEL PAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,71,71
PASORAPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,116,116
PATACAMAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,68,68
PAZÑA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,160,160
PELECHUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,91,91
POCOATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,55,55
POCONA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,13,13
POJO (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,74,74
POOPO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,225,225
POROMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,262,262
PORONGO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,343,343
PORTACHUELO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,360,360
PORVENIR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,204,204
POSTRER VALLE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,110,110
POTOSI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,1210,1210
PRESTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,209,209
PUCARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,314,314
PUCARANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,167,167
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,316,316
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,147,147
PUERTO GONZALO MORENO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,11,11
PUERTO PEREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,17,17
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,787,787
PUERTO RICO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,784,784
PUERTO SILES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,229,229
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,285,285
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,390,390
PUNA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,768,768
PUNATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,275,275
QUIABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,81,81
QUILLACOLLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,507,507
QUIME,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,363,363
QUIRUSILLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,26,26
RAVELO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,54,54
REYES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,112,112
RIBERALTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,256,256
ROBORE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,129,129
RURRENABAQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,13,13
SABAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,42,42
SACABA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,562,562
SACACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,155,155
SAIPINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,3,3
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,153,153
SAMAIPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,364,364
SAN AGUSTIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,47,47
SAN ANDRES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,3,3
SAN ANDRES DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,44,44
SAN ANTONIO DE LOMERIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,47,47
SAN BENITO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,76,76
SAN BORJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,97,97
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,214,214
SAN CARLOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,191,191
SAN IGNACIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,161,161
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,268,268
SAN JAVIER(BNI),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,153,153
SAN JAVIER(STC),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,2,2
SAN JOAQUIN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,1,1
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,99,99
SAN JUAN DE YAPACANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,30,30
SAN JULIAN,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,311,311
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,94,94
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,1526,1526
SAN LUCAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,100,100
SAN MATIAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,249,249
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,91,91
SAN PEDRO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,68,68
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,441,441
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,54,54
SAN PEDRO(PND),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,123,123
SAN RAFAEL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,170,170
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,327,327
SAN RAMON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,75,75
SANTA ANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,51,51
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,9015,9015
SANTA ROSA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,79,79
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,896,896
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,193,193
SANTIAGO DE MACHACA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,9,9
SANTIVAÑES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,45,45
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,209,209
SAPAHAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,302,302
SENA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,183,183
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,46,46
SICAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,6,6
SIPE SIPE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,135,135
SOPACHUY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,105,105
SORACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,79,79
SORATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,123,123
SUCRE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,2491,2491
TACACOMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,221,221
TACOPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,115,115
TAHUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,18,18
TAPACARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,43,43
TARABUCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,326,326
TARACO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,31,31
TARATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,80,80
TARIJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,1237,1237
TARVITA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,140,140
TEOPONTE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,57,57
TIAWANACU,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,345,345
TIPUANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,103,103
TIQUIPAYA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,335,335
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,357,357
TOCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,17,17
TOLATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,28,28
TOLEDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,71,71
TOMAVE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,2,2
TOMINA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,79,79
TORO TORO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,68,68
TOTORA(CBBA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,79,79
TOTORA(ORR),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,8,8
TRIGAL,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,39,39
TRINIDAD,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,1489,1489
TUPIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,275,275
TURCO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,20,20
UMALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,34,34
UNCIA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,394,394
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,150,150
URUBICHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,29,29
UYUNI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,206,206
VALLEGRANDE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,216,216
VIACHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,768,768
VILA VILA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,20,20
VILLA MONTES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,246,246
VILLA NUEVA (LOMA ALTA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,28,28
VILLA RIVERO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,70,70
VILLA SERRANO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,81,81
VILLA TUNARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,667,667
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,212,212
VILLAZON,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,595,595
VINTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,84,84
VITICHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,214,214
WARNES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,305,305
YACUIBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,381,381
YAMPARAEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,75,75
YANACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,487,487
YAPACANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,108,108
YOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,104,104
YOTALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,74,74
YUNCHARA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,586,586
ZUDAÑEZ,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-04-01,37,37
ACACIO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,237,237
ACHACACHI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,414,414
ACHOCALLA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,25,25
AIQUILE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,128,128
ALCALA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,177,177
ANCORAIMES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,102,102
ANDAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,15,15
ANTEQUERA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,67,67
ANZALDO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,60,60
APOLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,217,217
ARAMPAMPA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,116,116
ARANI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,54,54
ARBIETO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,1,1
ARQUE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,31,31
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,51,51
ATOCHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,769,769
AUCAPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,24,24
AYATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,36,36
AYO AYO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,128,128
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,182,182
AZURDUY,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,67,67
BATALLAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,108,108
BAURES,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,98,98
BELEN DE ANDAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,4,4
BELLA FLOR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,109,109
BERMEJO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,466,466
BETANZOS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,205,205
BOLIVAR,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,50,50
BOYUIBE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,68,68
BUENA VISTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,81,81
CABEZAS,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,81,81
CAIROMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,30,30
"CAIZA ""D""",consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,466,466
CAJUATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,136,136
CALACOTO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,37,37
CALAMARCA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,50,50
CAMARGO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,219,219
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,6,6
CAMIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,645,645
CAPINOTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,100,100
CAQUIAVIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,168,168
CARACOLLO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,195,195
CARANAVI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,134,134
CARAPARI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,148,148
CARIPUYO,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,30,30
CHALLAPATA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,758,758
CHAQUI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,22,22
CHARAGUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,495,495
CHARAÑA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,7,7
CHAYANTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,64,64
CHIMORE,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,170,170
CHOQUE COTA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,52,52
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,129,129
CHUMA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,264,264
CLIZA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,212,212
COBIJA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,493,493
COCHABAMBA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,5250,5250
COLCAPIRHUA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,126,126
"COLCHA ""K""",consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,99,99
COLLANA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,27,27
COLOMI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,54,54
COLPA BELGICA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,272,272
COLQUENCHA,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,34,34
COLQUIRI,consultas odontologicas,consultas nuevas en personas de 5 anos y mas,2006-05-01,420,420
