municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
BAURES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,10,10
BERMEJO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,166,166
BETANZOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,9,9
BOLIVAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,9,9
BOYUIBE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,40,40
BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,24,24
CABEZAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,66,66
CAIROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,52,52
"CAIZA ""D""",consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,17,17
CAJUATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,10,10
CALACOTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,36,36
CALAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,6,6
CAMARGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,210,210
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,3,3
CAMIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,190,190
CAPINOTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,5,5
CAQUIAVIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,6,6
CARACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,44,44
CARANAVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,98,98
CARAPARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,66,66
CARIPUYO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,12,12
CARMEN RIVERO TORREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,7,7
CHALLAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,156,156
CHAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,4,4
CHARAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,3,3
CHAYANTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,133,133
CHIMORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,77,77
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,55,55
CHUMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,10,10
CLIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,89,89
COBIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,305,305
COCHABAMBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,1675,1675
COLCAPIRHUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,128,128
COLLANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,16,16
COLOMI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,7,7
COLPA BELGICA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,158,158
COLQUECHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,1,1
COLQUENCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,3,3
COLQUIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,58,58
COMARAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,55,55
CONCEPCION,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,22,22
COPACABANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,70,70
CORIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,116,116
CORO CORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,30,30
COROICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,67,67
CORQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,36,36
COTAGAITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,37,37
COTOCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,13,13
CUEVO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,67,67
CULPINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,36,36
CURAHUARA DE CARANGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,19,19
CURVA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,18,18
DESAGUADERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,25,25
EL ALTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,2243,2243
EL PUENTE(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,102,102
EL TORNO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,36,36
EL VILLAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,8,8
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,151,151
ENTRE RIOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,36,36
EUCALIPTUS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,42,42
EXALTACION,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,41,41
FERNANDEZ ALONSO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,57,57
FILADELFIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,36,36
GENERAL SAAVEDRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,35,35
GUANAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,16,16
GUAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,33,33
GUAYARAMERIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,314,314
GUTIERREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,48,48
HUACARETA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,25,25
HUACHACALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,6,6
HUANUNI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,33,33
HUARACAJE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,28,28
HUAYLLAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,9,9
ICLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,819,819
INCAHUASI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,115,115
INGAVI (HUMAITA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,44,44
INQUISIVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,56,56
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,54,54
IXIAMAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,55,55
JESUS DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,29,29
LA ASUNTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,4,4
LA GUARDIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,240,240
LA PAZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,4166,4166
LAGUNILLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,73,73
LAJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,10,10
LLALLAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,105,105
LLICA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,13,13
LURIBAY,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,7,7
MACHARETI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,31,31
MAGDALENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,2,2
MAIRANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,89,89
MAPIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,124,124
MECAPACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,15,15
MINEROS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,25,25
MIZQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,148,148
MOCOMOCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,95,95
MOJOCOYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,99,99
MONTEAGUDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,242,242
MONTERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,191,191
MORO MORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,57,57
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,78,78
OCURI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,8,8
OKINAWA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,73,73
OMEREQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,73,73
ORURO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,680,680
PADCAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,188,188
PADILLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,305,305
PAILON,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,157,157
PALCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,8,8
PALOS BLANCOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,195,195
PAMPA AULLAGAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,4,4
PAMPA GRANDE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,19,19
PAPEL PAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,10,10
PASORAPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,40,40
PATACAMAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,10,10
PAZÑA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,10,10
PELECHUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,13,13
POCOATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,8,8
POJO (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,24,24
POOPO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,77,77
POROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,160,160
PORONGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,94,94
PORTACHUELO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,53,53
PORVENIR,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,16,16
POSTRER VALLE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,19,19
POTOSI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,372,372
PRESTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,337,337
PUCARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,72,72
PUCARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,75,75
PUERTO ACOSTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,18,18
PUERTO CARABUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,23,23
PUERTO GONZALO MORENO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,23,23
PUERTO QUIJARRO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,63,63
PUERTO RICO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,87,87
PUERTO SILES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,88,88
PUERTO SUAREZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,151,151
PUERTO VILLARROEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,177,177
PUNA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,532,532
PUNATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,132,132
QUIABAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,17,17
QUILLACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,561,561
QUIME,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,80,80
QUIRUSILLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,14,14
RAVELO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,2,2
REYES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,21,21
RIBERALTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,44,44
ROBORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,72,72
RURRENABAQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,8,8
SABAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,7,7
SACABA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,367,367
SACACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,145,145
SAIPINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,12,12
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,53,53
SAMAIPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,123,123
SAN AGUSTIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,16,16
SAN ANDRES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,4,4
SAN ANDRES DE MACHACA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,39,39
SAN BENITO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,64,64
SAN BORJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,17,17
SAN BUENA VENTURA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,66,66
SAN CARLOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,47,47
SAN IGNACIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,94,94
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,8,8
SAN JAVIER(BNI),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,33,33
SAN JAVIER(STC),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,849,849
SAN JOAQUIN,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,8,8
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,36,36
SAN JUAN DE YAPACANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,11,11
SAN JULIAN,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,191,191
SAN LORENZO(PND),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,45,45
SAN LORENZO(TJA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,380,380
SAN LUCAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,44,44
SAN MATIAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,78,78
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,9,9
SAN PEDRO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,14,14
SAN PEDRO DE BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,42,42
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,2,2
SAN PEDRO(PND),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,74,74
SAN RAFAEL,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,18,18
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,1,1
SAN RAMON,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,74,74
SANTA ANA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,9,9
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,4940,4940
SANTA ROSA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,5,5
SANTA ROSA DEL SARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,102,102
SANTIAGO DE HUARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,47,47
SANTIVAÑES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,5,5
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,29,29
SAPAHAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,122,122
SENA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,85,85
SICA SICA (VILLA AROMA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,33,33
SICAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,8,8
SIPE SIPE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,56,56
SOPACHUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,79,79
SORACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,10,10
SORATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,35,35
SUCRE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,633,633
TACACOMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,57,57
TACOPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,56,56
TAHUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,40,40
TAPACARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,2,2
TARABUCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,493,493
TARACO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,4,4
TARATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,18,18
TARIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,528,528
TARVITA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,39,39
TEOPONTE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,9,9
TIAWANACU,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,8,8
TIPUANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,46,46
TIQUIPAYA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,261,261
TIRAQUE (CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,134,134
TOCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,71,71
TOLATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,8,8
TOLEDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,27,27
TOMAVE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,3,3
TOMINA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,61,61
TORO TORO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,17,17
TOTORA(CBBA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,57,57
TOTORA(ORR),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,2,2
TRIGAL,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,8,8
TRINIDAD,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,134,134
TUPIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,265,265
TURCO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,1,1
UMALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,30,30
UNCIA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,141,141
URIONDO (A. CONCEPCION),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,76,76
URUBICHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,3,3
VALLEGRANDE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,139,139
VIACHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,166,166
VILLA MONTES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,28,28
VILLA NUEVA (LOMA ALTA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,15,15
VILLA RIVERO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,62,62
VILLA SERRANO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,19,19
VILLA TUNARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,353,353
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,60,60
VILLAZON,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,126,126
VINTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,49,49
VITICHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,73,73
WARNES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,186,186
YACO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,40,40
YACUIBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,103,103
YAMPARAEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,16,16
YANACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,12,12
YAPACANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,18,18
YOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,31,31
YOTALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,103,103
YUNCHARA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,256,256
ZUDAÑEZ,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-04-01,1,1
ACACIO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,25,25
ACHACACHI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,115,115
ACHOCALLA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,8,8
AIQUILE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,31,31
ALCALA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,237,237
ANCORAIMES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,36,36
ANDAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,14,14
ANTEQUERA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,17,17
ANZALDO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,10,10
APOLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,45,45
ARAMPAMPA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,22,22
ARANI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,109,109
ARBIETO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,1,1
ARQUE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,32,32
ASCENCION DE GUARAYOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,13,13
ATOCHA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,70,70
AYATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,1,1
AYO AYO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,209,209
AZURDUY,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,15,15
BATALLAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,9,9
BAURES,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,22,22
BELLA FLOR,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,25,25
BERMEJO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,242,242
BETANZOS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,11,11
BOLIVAR,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,3,3
BOYUIBE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,2,2
BUENA VISTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,20,20
CABEZAS,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,17,17
CAIROMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,31,31
"CAIZA ""D""",consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,8,8
CAJUATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,25,25
CALACOTO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,1,1
CALAMARCA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,12,12
CAMARGO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,266,266
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,1,1
CAMIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,281,281
CAPINOTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,17,17
CAQUIAVIRI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,29,29
CARACOLLO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,70,70
CARANAVI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,58,58
CARAPARI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,58,58
CARIPUYO,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,202,202
CHALLAPATA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,94,94
CHAQUI,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,15,15
CHARAGUA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,1,1
CHARAÑA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,14,14
CHAYANTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,71,71
CHIMORE,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,136,136
CHOQUE COTA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,21,21
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,30,30
CHUMA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,103,103
CLIZA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,113,113
COBIJA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,199,199
COCHABAMBA,consultas odontologicas,consultas nuevas en menores de 5 anos,2006-05-01,1921,1921
