municipality,group,variable,month,Consultas repetidas en personas de 5 años y más,TOTAL
LAJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,8,8
LICOMA PAMPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,6,6
LLALLAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,137,137
LLICA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,7,7
LORETO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,1,1
MACHACAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,44,44
MACHARETI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,47,47
MAGDALENA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,28,28
MAIRANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,60,60
MAPIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,26,26
MECAPACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,11,11
MINEROS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,4,4
MIZQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,41,41
MOCOMOCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,27,27
MOJOCOYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,8,8
MONTEAGUDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,165,165
MONTERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,231,231
MORO MORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,2,2
MOROCHATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,14,14
OCURI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,6,6
OKINAWA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,16,16
OMEREQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,29,29
ORURO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,3655,3655
PADCAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,30,30
PADILLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,80,80
PAILON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,9,9
PALCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,1,1
PALOS BLANCOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,4,4
PAMPA AULLAGAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,12,12
PAZÑA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,29,29
POCOATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,27,27
POJO (CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,42,42
POOPO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,47,47
PORCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,12,12
POROMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,1,1
PORONGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,29,29
PORTACHUELO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,68,68
PORVENIR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,2,2
POSTRER VALLE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,51,51
POTOSI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,1389,1389
PRESTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,1,1
PUCARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,10,10
PUCARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,56,56
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,45,45
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,3,3
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,17,17
PUERTO RICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,4,4
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,139,139
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,86,86
PUNA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,6,6
PUNATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,154,154
QUIABAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,6,6
QUILLACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,269,269
QUIRUSILLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,4,4
REYES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,50,50
RIBERALTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,18,18
ROBORE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,47,47
RURRENABAQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,75,75
SABAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,7,7
SACABA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,819,819
SACABAMBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,25,25
SACACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,11,11
SAIPINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,137,137
SALINAS DE GARCI MENDOZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,19,19
SAMAIPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,78,78
SAN AGUSTIN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,2,2
SAN BENITO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,49,49
SAN BORJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,132,132
SAN BUENA VENTURA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,34,34
SAN CARLOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,129,129
SAN IGNACIO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,23,23
SAN IGNACIO DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,497,497
SAN JOSE DE CHIQUITOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,30,30
SAN JUAN DE YAPACANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,11,11
SAN JULIAN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,70,70
SAN LORENZO(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,93,93
SAN LUCAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,45,45
SAN MATIAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,28,28
SAN MIGUEL DE VELASCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,253,253
SAN PEDRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,81,81
SAN PEDRO DE TIQUINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,5,5
SAN RAFAEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,100,100
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,65,65
SAN RAMON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,17,17
SANTA ANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,6,6
SANTA CRUZ DE LA SIERRA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,5454,5454
SANTA ROSA DEL SARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,53,53
SANTIAGO DE HUARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,25,25
SANTIVAÑES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,17,17
SANTUARIO DE QUILLACAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,1,1
SAPAHAQUI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,5,5
SENA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,3,3
SIPE SIPE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,335,335
SOPACHUY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,145,145
SORACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,1,1
SORATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,39,39
SUCRE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,3537,3537
TACACOMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,10,10
TAPACARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,2,2
TARATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,43,43
TARIJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,2000,2000
TIAWANACU,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,12,12
TIPUANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,1,1
TIQUIPAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,135,135
TIRAQUE (CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,136,136
TOLATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,24,24
TOLEDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,29,29
TOMAVE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,2,2
TOMINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,273,273
TORO TORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,15,15
TOTORA(CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,48,48
TRIGAL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,23,23
TRINIDAD,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,452,452
TUPIZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,254,254
TURCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,142,142
UNCIA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,90,90
URIONDO (A. CONCEPCION),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,95,95
URUBICHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,6,6
UYUNI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,72,72
VACAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,15,15
VALLEGRANDE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,217,217
VIACHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,264,264
VILA VILA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,10,10
VILLA MONTES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,103,103
VILLA RIVERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,26,26
VILLA SERRANO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,23,23
VILLA TUNARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,193,193
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,20,20
VILLAZON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,209,209
VINTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,156,156
VITICHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,6,6
WARNES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,123,123
YACUIBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,463,463
YAMPARAEZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,13,13
YANACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,14,14
YAPACANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,65,65
YOCALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,26,26
YOTALA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,62,62
YUNCHARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,1,1
ZUDAÑEZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-03-01,91,91
ACACIO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,8,8
ACHACACHI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,16,16
AIQUILE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,35,35
ALCALA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,21,21
ANCORAIMES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,5,5
ANDAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,91,91
ANTEQUERA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,85,85
ANZALDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,1,1
ARAMPAMPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,1,1
ARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,28,28
ARQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,25,25
ASCENCION DE GUARAYOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,12,12
ATOCHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,421,421
AYO AYO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,49,49
AZURDUY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,43,43
BAURES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,28,28
BERMEJO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,294,294
BETANZOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,79,79
BOLIVAR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,27,27
BOYUIBE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,7,7
BUENA VISTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,22,22
CABEZAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,26,26
"CAIZA ""D""",consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,5,5
CAJUATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,1,1
CALACOTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,1,1
CALAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,2,2
CAMARGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,159,159
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,46,46
CAMIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,220,220
CAPINOTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,38,38
CAQUIAVIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,1,1
CARACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,20,20
CARANAVI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,67,67
CARAPARI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,48,48
CARMEN RIVERO TORREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,8,8
CHALLAPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,57,57
CHARAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,58,58
CHAYANTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,34,34
CHIPAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,5,5
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,3,3
CLIZA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,19,19
COBIJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,173,173
COCHABAMBA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,4869,4869
COLCAPIRHUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,97,97
COLLANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,4,4
COLOMI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,4,4
COLPA BELGICA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,28,28
COLQUENCHA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,3,3
COLQUIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,28,28
COMARAPA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,191,191
COMBAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,8,8
CONCEPCION,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,10,10
COPACABANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,5,5
CORIPATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,65,65
CORO CORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,2,2
COROICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,29,29
CORQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,6,6
COTAGAITA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,227,227
COTOCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,21,21
CUEVO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,26,26
CULPINA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,51,51
CURAHUARA DE CARANGAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,284,284
CURVA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,3,3
DESAGUADERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,1,1
EL ALTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,3126,3126
EL PUENTE(TJA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,12,12
EL TORNO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,50,50
EL VILLAR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,1,1
ENTRE RIOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,94,94
ENTRE RIOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,9,9
EUCALIPTUS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,3,3
FERNANDEZ ALONSO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,46,46
GENERAL SAAVEDRA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,17,17
GUANAY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,3,3
GUAQUI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,3,3
GUAYARAMERIN,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,137,137
GUTIERREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,26,26
HUACARETA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,12,12
HUACHACALLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,25,25
HUANUNI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,62,62
HUARACAJE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,2,2
HUAYLLAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,10,10
ICLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,7,7
INCAHUASI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,17,17
IRUPANA (VILLA DE LANZA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,62,62
IXIAMAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,39,39
JESUS DE MACHACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,65,65
LA ASUNTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,6,6
LA GUARDIA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,59,59
LA PAZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,7576,7576
LAGUNILLAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,21,21
LAJA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,15,15
LLALLAGUA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,107,107
LLICA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,10,10
LURIBAY,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,1,1
MACHACAMARCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,42,42
MACHARETI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,31,31
MAGDALENA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,38,38
MAIRANA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,24,24
MAPIRI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,3,3
MECAPACA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,15,15
MINEROS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,2,2
MIZQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,42,42
MOCOMOCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,13,13
MOJOCOYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,5,5
MONTEAGUDO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,126,126
MONTERO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,296,296
MORO MORO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,5,5
OCURI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,4,4
OKINAWA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,22,22
OMEREQUE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,22,22
ORURO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,2996,2996
PADCAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,20,20
PADILLA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,93,93
PAILON,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,43,43
PALCA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,2,2
PALOS BLANCOS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,19,19
PAMPA AULLAGAS,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,12,12
PATACAMAYA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,2,2
PAZÑA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,34,34
POCOATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,9,9
POCONA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,9,9
POJO (CBBA),consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,37,37
POOPO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,20,20
POROMA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,11,11
PORONGO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,12,12
PORTACHUELO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,87,87
PORVENIR,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,4,4
POSTRER VALLE,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,38,38
POTOSI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,1013,1013
PRESTO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,1,1
PUCARA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,18,18
PUCARANI,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,57,57
PUERTO ACOSTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,44,44
PUERTO CARABUCO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,25,25
PUERTO QUIJARRO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,20,20
PUERTO RICO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,3,3
PUERTO SUAREZ,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,50,50
PUERTO VILLARROEL,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,70,70
PUNA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,12,12
PUNATA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,108,108
QUILLACOLLO,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,251,251
QUIME,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,48,48
REYES,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,39,39
RIBERALTA,consultas odontologicas,consultas repetidas en personas de 5 anos y mas,2006-04-01,28,28
