,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
SAN MATIAS,consulta externa,menores de 6 meses,2016-03-01,40,28,1,5,41,33,74
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2016-03-01,29,15,14,13,43,28,71
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2016-03-01,20,15,1,0,21,15,36
SAN PEDRO,consulta externa,menores de 6 meses,2016-03-01,73,85,7,12,80,97,177
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2016-03-01,67,45,0,0,67,45,112
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2016-03-01,15,13,0,0,15,13,28
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2016-03-01,2,2,0,1,2,3,5
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2016-03-01,7,5,6,5,13,10,23
SAN PEDRO(PND),consulta externa,menores de 6 meses,2016-03-01,12,5,2,0,14,5,19
SAN RAFAEL,consulta externa,menores de 6 meses,2016-03-01,6,22,1,8,7,30,37
SAN RAMON BENI,consulta externa,menores de 6 meses,2016-03-01,21,25,0,0,21,25,46
SAN RAMON SCZ,consulta externa,menores de 6 meses,2016-03-01,27,20,1,0,28,20,48
SANTA ANA,consulta externa,menores de 6 meses,2016-03-01,57,61,41,42,98,103,201
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2016-03-01,6641,6410,1016,1049,7657,7459,15116
SANTA ROSA,consulta externa,menores de 6 meses,2016-03-01,32,24,0,1,32,25,57
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2016-03-01,47,65,2,3,49,68,117
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2016-03-01,8,8,1,1,9,9,18
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2016-03-01,13,13,0,1,13,14,27
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2016-03-01,9,5,2,4,11,9,20
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2016-03-01,3,7,0,0,3,7,10
SANTIVAÑES,consulta externa,menores de 6 meses,2016-03-01,8,17,1,2,9,19,28
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2016-03-01,8,4,0,0,8,4,12
SAPAHAQUI,consulta externa,menores de 6 meses,2016-03-01,23,14,0,1,23,15,38
SENA,consulta externa,menores de 6 meses,2016-03-01,26,15,10,0,36,15,51
SHINAOTA,consulta externa,menores de 6 meses,2016-03-01,77,106,26,23,103,129,232
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2016-03-01,47,44,8,3,55,47,102
SICAYA,consulta externa,menores de 6 meses,2016-03-01,10,6,0,0,10,6,16
SIPE SIPE,consulta externa,menores de 6 meses,2016-03-01,151,121,17,20,168,141,309
SOPACHUY,consulta externa,menores de 6 meses,2016-03-01,49,38,3,0,52,38,90
SORACACHI,consulta externa,menores de 6 meses,2016-03-01,25,22,3,1,28,23,51
SORATA,consulta externa,menores de 6 meses,2016-03-01,41,28,1,1,42,29,71
SUCRE,consulta externa,menores de 6 meses,2016-03-01,1253,1254,334,338,1587,1592,3179
TACACHI,consulta externa,menores de 6 meses,2016-03-01,6,3,0,0,6,3,9
TACACOMA,consulta externa,menores de 6 meses,2016-03-01,33,12,4,5,37,17,54
TACOBAMBA,consulta externa,menores de 6 meses,2016-03-01,16,15,0,0,16,15,31
TACOPAYA,consulta externa,menores de 6 meses,2016-03-01,11,13,0,2,11,15,26
TAHUA,consulta externa,menores de 6 meses,2016-03-01,5,0,1,0,6,0,6
TAPACARI,consulta externa,menores de 6 meses,2016-03-01,37,34,1,0,38,34,72
TARABUCO,consulta externa,menores de 6 meses,2016-03-01,30,30,0,0,30,30,60
TARACO,consulta externa,menores de 6 meses,2016-03-01,9,10,0,4,9,14,23
TARATA,consulta externa,menores de 6 meses,2016-03-01,26,9,1,1,27,10,37
TARIJA,consulta externa,menores de 6 meses,2016-03-01,1210,1072,429,268,1639,1340,2979
TARVITA,consulta externa,menores de 6 meses,2016-03-01,81,61,1,0,82,61,143
TEOPONTE,consulta externa,menores de 6 meses,2016-03-01,61,64,5,3,66,67,133
TIAWANACU,consulta externa,menores de 6 meses,2016-03-01,12,14,1,0,13,14,27
TINGUIPAYA,consulta externa,menores de 6 meses,2016-03-01,43,38,5,3,48,41,89
TIPUANI,consulta externa,menores de 6 meses,2016-03-01,44,39,5,0,49,39,88
TIQUIPAYA,consulta externa,menores de 6 meses,2016-03-01,144,152,232,230,376,382,758
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2016-03-01,35,47,2,1,37,48,85
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2016-03-01,3,0,0,0,3,0,3
TOCO,consulta externa,menores de 6 meses,2016-03-01,24,30,6,5,30,35,65
TOLATA,consulta externa,menores de 6 meses,2016-03-01,18,16,15,10,33,26,59
TOLEDO,consulta externa,menores de 6 meses,2016-03-01,9,4,0,0,9,4,13
TOMAVE,consulta externa,menores de 6 meses,2016-03-01,31,40,1,0,32,40,72
TOMINA,consulta externa,menores de 6 meses,2016-03-01,28,25,0,0,28,25,53
TORO TORO,consulta externa,menores de 6 meses,2016-03-01,39,13,0,0,39,13,52
TOTORA(CBBA),consulta externa,menores de 6 meses,2016-03-01,42,26,3,7,45,33,78
TOTORA(ORR),consulta externa,menores de 6 meses,2016-03-01,10,4,0,0,10,4,14
TRIGAL,consulta externa,menores de 6 meses,2016-03-01,5,7,0,0,5,7,12
TRINIDAD,consulta externa,menores de 6 meses,2016-03-01,673,574,86,84,759,658,1417
TUPIZA,consulta externa,menores de 6 meses,2016-03-01,222,165,38,32,260,197,457
TURCO,consulta externa,menores de 6 meses,2016-03-01,0,7,0,0,0,7,7
UMALA,consulta externa,menores de 6 meses,2016-03-01,19,8,6,8,25,16,41
UNCIA,consulta externa,menores de 6 meses,2016-03-01,88,57,3,2,91,59,150
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2016-03-01,65,83,16,35,81,118,199
URUBICHA,consulta externa,menores de 6 meses,2016-03-01,17,9,1,0,18,9,27
UYUNI,consulta externa,menores de 6 meses,2016-03-01,111,98,0,3,111,101,212
VACAS,consulta externa,menores de 6 meses,2016-03-01,14,15,4,2,18,17,35
VALLEGRANDE,consulta externa,menores de 6 meses,2016-03-01,40,48,22,35,62,83,145
VIACHA,consulta externa,menores de 6 meses,2016-03-01,252,268,174,155,426,423,849
VILA VILA,consulta externa,menores de 6 meses,2016-03-01,15,7,3,0,18,7,25
VILLA CHARCAS,consulta externa,menores de 6 meses,2016-03-01,45,48,3,1,48,49,97
VILLA MONTES,consulta externa,menores de 6 meses,2016-03-01,163,168,2,3,165,171,336
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2016-03-01,15,12,1,1,16,13,29
VILLA RIVERO,consulta externa,menores de 6 meses,2016-03-01,27,10,11,6,38,16,54
VILLA SERRANO,consulta externa,menores de 6 meses,2016-03-01,25,39,3,6,28,45,73
VILLA TUNARI,consulta externa,menores de 6 meses,2016-03-01,470,452,17,18,487,470,957
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2016-03-01,27,34,0,2,27,36,63
VILLAZON,consulta externa,menores de 6 meses,2016-03-01,186,147,15,8,201,155,356
VINTO,consulta externa,menores de 6 meses,2016-03-01,151,147,160,105,311,252,563
VITICHI,consulta externa,menores de 6 meses,2016-03-01,13,9,0,0,13,9,22
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2016-03-01,1,4,0,0,1,4,5
WARNES,consulta externa,menores de 6 meses,2016-03-01,428,373,55,39,483,412,895
YACO,consulta externa,menores de 6 meses,2016-03-01,18,32,1,0,19,32,51
YACUIBA,consulta externa,menores de 6 meses,2016-03-01,484,376,53,49,537,425,962
YAMPARAEZ,consulta externa,menores de 6 meses,2016-03-01,16,9,1,0,17,9,26
YANACACHI,consulta externa,menores de 6 meses,2016-03-01,19,13,1,1,20,14,34
YAPACANI,consulta externa,menores de 6 meses,2016-03-01,218,222,22,20,240,242,482
YOCALLA,consulta externa,menores de 6 meses,2016-03-01,25,18,5,0,30,18,48
YOTALA,consulta externa,menores de 6 meses,2016-03-01,17,16,4,0,21,16,37
YUNCHARA,consulta externa,menores de 6 meses,2016-03-01,21,14,0,0,21,14,35
ZUDAÑEZ,consulta externa,menores de 6 meses,2016-03-01,24,24,0,0,24,24,48
ACACIO,consulta externa,menores de 6 meses,2016-04-01,12,6,0,0,12,6,18
ACHACACHI,consulta externa,menores de 6 meses,2016-04-01,76,60,51,27,127,87,214
ACHOCALLA,consulta externa,menores de 6 meses,2016-04-01,35,45,2,1,37,46,83
AIQUILE,consulta externa,menores de 6 meses,2016-04-01,68,54,5,0,73,54,127
ALALAY,consulta externa,menores de 6 meses,2016-04-01,6,9,0,1,6,10,16
ALCALA,consulta externa,menores de 6 meses,2016-04-01,8,10,4,2,12,12,24
ALTO BENI,consulta externa,menores de 6 meses,2016-04-01,80,65,2,0,82,65,147
ANCORAIMES,consulta externa,menores de 6 meses,2016-04-01,12,17,0,0,12,17,29
ANDAMARCA,consulta externa,menores de 6 meses,2016-04-01,13,6,0,1,13,7,20
ANTEQUERA,consulta externa,menores de 6 meses,2016-04-01,5,1,0,0,5,1,6
ANZALDO,consulta externa,menores de 6 meses,2016-04-01,21,14,5,1,26,15,41
APOLO,consulta externa,menores de 6 meses,2016-04-01,46,48,33,26,79,74,153
ARAMPAMPA,consulta externa,menores de 6 meses,2016-04-01,16,11,0,0,16,11,27
ARANI,consulta externa,menores de 6 meses,2016-04-01,33,26,3,2,36,28,64
ARBIETO,consulta externa,menores de 6 meses,2016-04-01,65,75,9,6,74,81,155
ARQUE,consulta externa,menores de 6 meses,2016-04-01,33,29,0,1,33,30,63
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2016-04-01,89,90,8,4,97,94,191
ATOCHA,consulta externa,menores de 6 meses,2016-04-01,55,36,2,0,57,36,93
AUCAPATA,consulta externa,menores de 6 meses,2016-04-01,6,7,1,2,7,9,16
AYATA,consulta externa,menores de 6 meses,2016-04-01,17,8,0,0,17,8,25
AYO AYO,consulta externa,menores de 6 meses,2016-04-01,4,6,5,1,9,7,16
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2016-04-01,107,62,4,4,111,66,177
AZURDUY,consulta externa,menores de 6 meses,2016-04-01,48,33,0,1,48,34,82
BATALLAS,consulta externa,menores de 6 meses,2016-04-01,46,26,1,3,47,29,76
BAURES,consulta externa,menores de 6 meses,2016-04-01,15,20,3,0,18,20,38
BELEN DE URMIRI,consulta externa,menores de 6 meses,2016-04-01,2,0,0,0,2,0,2
BELLA FLOR,consulta externa,menores de 6 meses,2016-04-01,9,11,0,0,9,11,20
BERMEJO,consulta externa,menores de 6 meses,2016-04-01,290,272,28,28,318,300,618
BETANZOS,consulta externa,menores de 6 meses,2016-04-01,94,82,10,3,104,85,189
BOLIVAR,consulta externa,menores de 6 meses,2016-04-01,16,11,1,0,17,11,28
BOLPEBRA,consulta externa,menores de 6 meses,2016-04-01,2,0,1,0,3,0,3
BOYUIBE,consulta externa,menores de 6 meses,2016-04-01,7,14,0,0,7,14,21
BUENA VISTA,consulta externa,menores de 6 meses,2016-04-01,55,34,10,2,65,36,101
CABEZAS,consulta externa,menores de 6 meses,2016-04-01,180,179,7,5,187,184,371
CAIROMA,consulta externa,menores de 6 meses,2016-04-01,36,34,6,7,42,41,83
"CAIZA ""D""",consulta externa,menores de 6 meses,2016-04-01,19,16,0,1,19,17,36
CAJUATA,consulta externa,menores de 6 meses,2016-04-01,100,23,1,2,101,25,126
CALACOTO,consulta externa,menores de 6 meses,2016-04-01,6,5,0,0,6,5,11
CALAMARCA,consulta externa,menores de 6 meses,2016-04-01,25,17,0,0,25,17,42
CAMARGO,consulta externa,menores de 6 meses,2016-04-01,37,32,0,0,37,32,69
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2016-04-01,6,4,0,0,6,4,10
CAMIRI,consulta externa,menores de 6 meses,2016-04-01,259,234,49,33,308,267,575
CAPINOTA,consulta externa,menores de 6 meses,2016-04-01,82,79,19,6,101,85,186
CAQUIAVIRI,consulta externa,menores de 6 meses,2016-04-01,14,24,0,0,14,24,38
CARACOLLO,consulta externa,menores de 6 meses,2016-04-01,93,41,5,3,98,44,142
CARANAVI,consulta externa,menores de 6 meses,2016-04-01,171,160,14,17,185,177,362
CARAPARI,consulta externa,menores de 6 meses,2016-04-01,53,30,0,2,53,32,85
CARIPUYO,consulta externa,menores de 6 meses,2016-04-01,7,9,1,0,8,9,17
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2016-04-01,15,9,1,1,16,10,26
CATACORA,consulta externa,menores de 6 meses,2016-04-01,6,3,1,0,7,3,10
CHACARILLA,consulta externa,menores de 6 meses,2016-04-01,3,3,0,0,3,3,6
CHALLAPATA,consulta externa,menores de 6 meses,2016-04-01,188,188,13,22,201,210,411
CHAQUI,consulta externa,menores de 6 meses,2016-04-01,15,28,0,2,15,30,45
CHARAGUA,consulta externa,menores de 6 meses,2016-04-01,113,90,6,5,119,95,214
CHARAÑA,consulta externa,menores de 6 meses,2016-04-01,2,2,0,0,2,2,4
CHAYANTA,consulta externa,menores de 6 meses,2016-04-01,34,36,0,1,34,37,71
CHIMORE,consulta externa,menores de 6 meses,2016-04-01,139,140,13,18,152,158,310
CHIPAYA,consulta externa,menores de 6 meses,2016-04-01,4,1,0,0,4,1,5
CHOQUE COTA,consulta externa,menores de 6 meses,2016-04-01,1,0,0,0,1,0,1
CHUA COCANI,consulta externa,menores de 6 meses,2016-04-01,2,4,0,0,2,4,6
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2016-04-01,69,73,1,2,70,75,145
CHUMA,consulta externa,menores de 6 meses,2016-04-01,10,8,0,0,10,8,18
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2016-04-01,21,27,0,0,21,27,48
CKOCHAS,consulta externa,menores de 6 meses,2016-04-01,26,28,0,0,26,28,54
CLIZA,consulta externa,menores de 6 meses,2016-04-01,76,83,22,16,98,99,197
COBIJA,consulta externa,menores de 6 meses,2016-04-01,261,280,22,33,283,313,596
COCAPATA,consulta externa,menores de 6 meses,2016-04-01,61,43,7,9,68,52,120
COCHABAMBA,consulta externa,menores de 6 meses,2016-04-01,2695,2436,1290,1299,3985,3735,7720
COIPASA,consulta externa,menores de 6 meses,2016-04-01,2,2,0,0,2,2,4
COLCAPIRHUA,consulta externa,menores de 6 meses,2016-04-01,123,86,111,96,234,182,416
"COLCHA ""K""",consulta externa,menores de 6 meses,2016-04-01,28,34,2,0,30,34,64
COLLANA,consulta externa,menores de 6 meses,2016-04-01,11,6,0,0,11,6,17
COLOMI,consulta externa,menores de 6 meses,2016-04-01,38,42,0,0,38,42,80
COLPA BELGICA,consulta externa,menores de 6 meses,2016-04-01,49,35,9,14,58,49,107
COLQUECHACA,consulta externa,menores de 6 meses,2016-04-01,98,81,0,0,98,81,179
COLQUENCHA,consulta externa,menores de 6 meses,2016-04-01,20,14,3,5,23,19,42
COLQUIRI,consulta externa,menores de 6 meses,2016-04-01,41,34,3,0,44,34,78
COMANCHE,consulta externa,menores de 6 meses,2016-04-01,2,3,0,0,2,3,5
COMARAPA,consulta externa,menores de 6 meses,2016-04-01,56,40,30,19,86,59,145
COMBAYA,consulta externa,menores de 6 meses,2016-04-01,2,4,0,0,2,4,6
CONCEPCION,consulta externa,menores de 6 meses,2016-04-01,29,24,0,0,29,24,53
COPACABANA,consulta externa,menores de 6 meses,2016-04-01,24,14,3,8,27,22,49
CORIPATA,consulta externa,menores de 6 meses,2016-04-01,92,67,5,15,97,82,179
CORO CORO,consulta externa,menores de 6 meses,2016-04-01,7,12,0,2,7,14,21
COROICO,consulta externa,menores de 6 meses,2016-04-01,36,34,36,30,72,64,136
CORQUE,consulta externa,menores de 6 meses,2016-04-01,11,10,1,0,12,10,22
COTAGAITA,consulta externa,menores de 6 meses,2016-04-01,75,40,4,4,79,44,123
COTOCA,consulta externa,menores de 6 meses,2016-04-01,252,192,31,25,283,217,500
CRUZ DE MACHACAMARCA,consulta externa,menores de 6 meses,2016-04-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2016-04-01,73,83,13,9,86,92,178
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2016-04-01,5,6,0,0,5,6,11
CUEVO,consulta externa,menores de 6 meses,2016-04-01,14,7,0,0,14,7,21
CULPINA,consulta externa,menores de 6 meses,2016-04-01,34,51,0,5,34,56,90
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2016-04-01,5,2,0,0,5,2,7
CURVA,consulta externa,menores de 6 meses,2016-04-01,5,6,0,0,5,6,11
DESAGUADERO,consulta externa,menores de 6 meses,2016-04-01,1,2,0,0,1,2,3
EL ALTO,consulta externa,menores de 6 meses,2016-04-01,4030,3852,1104,1118,5134,4970,10104
EL CHORO,consulta externa,menores de 6 meses,2016-04-01,7,3,0,0,7,3,10
EL PUENTE(STC),consulta externa,menores de 6 meses,2016-04-01,35,43,1,2,36,45,81
EL PUENTE(TJA),consulta externa,menores de 6 meses,2016-04-01,34,38,5,5,39,43,82
EL TORNO,consulta externa,menores de 6 meses,2016-04-01,261,286,99,93,360,379,739
EL VILLAR,consulta externa,menores de 6 meses,2016-04-01,8,7,0,2,8,9,17
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2016-04-01,71,44,1,3,72,47,119
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2016-04-01,177,176,29,19,206,195,401
ESCARA,consulta externa,menores de 6 meses,2016-04-01,0,1,0,0,0,1,1
ESCOMA,consulta externa,menores de 6 meses,2016-04-01,9,4,8,2,17,6,23
EUCALIPTUS,consulta externa,menores de 6 meses,2016-04-01,9,14,1,0,10,14,24
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2016-04-01,9,9,0,0,9,9,18
EXALTACION,consulta externa,menores de 6 meses,2016-04-01,13,5,3,2,16,7,23
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2016-04-01,32,32,15,16,47,48,95
FILADELFIA,consulta externa,menores de 6 meses,2016-04-01,15,19,0,0,15,19,34
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2016-04-01,45,39,3,5,48,44,92
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2016-04-01,22,24,4,2,26,26,52
GUANAY,consulta externa,menores de 6 meses,2016-04-01,43,31,7,8,50,39,89
GUAQUI,consulta externa,menores de 6 meses,2016-04-01,2,8,0,1,2,9,11
GUAYARAMERIN,consulta externa,menores de 6 meses,2016-04-01,167,155,3,8,170,163,333
GUTIERREZ,consulta externa,menores de 6 meses,2016-04-01,58,64,8,11,66,75,141
HUACARETA,consulta externa,menores de 6 meses,2016-04-01,33,24,3,3,36,27,63
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2016-04-01,12,7,0,1,12,8,20
HUACHACALLA,consulta externa,menores de 6 meses,2016-04-01,1,2,0,0,1,2,3
HUANUNI,consulta externa,menores de 6 meses,2016-04-01,58,58,15,11,73,69,142
HUARACAJE,consulta externa,menores de 6 meses,2016-04-01,7,11,0,0,7,11,18
HUARINA,consulta externa,menores de 6 meses,2016-04-01,6,4,8,9,14,13,27
HUATAJATA,consulta externa,menores de 6 meses,2016-04-01,0,3,3,3,3,6,9
HUAYLLAMARCA,consulta externa,menores de 6 meses,2016-04-01,10,2,0,0,10,2,12
HUMANATA,consulta externa,menores de 6 meses,2016-04-01,1,2,0,0,1,2,3
ICHOCA,consulta externa,menores de 6 meses,2016-04-01,3,9,0,0,3,9,12
ICLA,consulta externa,menores de 6 meses,2016-04-01,33,28,2,1,35,29,64
INCAHUASI,consulta externa,menores de 6 meses,2016-04-01,41,41,1,1,42,42,84
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2016-04-01,8,7,0,0,8,7,15
INQUISIVI,consulta externa,menores de 6 meses,2016-04-01,28,23,0,0,28,23,51
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2016-04-01,70,78,0,0,70,78,148
IXIAMAS,consulta externa,menores de 6 meses,2016-04-01,38,27,1,0,39,27,66
JESUS DE MACHACA,consulta externa,menores de 6 meses,2016-04-01,18,18,33,24,51,42,93
LA ASUNTA,consulta externa,menores de 6 meses,2016-04-01,170,161,5,6,175,167,342
LA GUARDIA,consulta externa,menores de 6 meses,2016-04-01,413,398,17,25,430,423,853
LA PAZ,consulta externa,menores de 6 meses,2016-04-01,3674,3606,958,948,4632,4554,9186
LA RIVERA,consulta externa,menores de 6 meses,2016-04-01,2,0,1,0,3,0,3
LAGUNILLAS,consulta externa,menores de 6 meses,2016-04-01,33,28,3,0,36,28,64
LAJA,consulta externa,menores de 6 meses,2016-04-01,38,37,2,1,40,38,78
LAS CARRERAS,consulta externa,menores de 6 meses,2016-04-01,10,15,1,0,11,15,26
LICOMA PAMPA,consulta externa,menores de 6 meses,2016-04-01,6,6,7,7,13,13,26
LLALLAGUA,consulta externa,menores de 6 meses,2016-04-01,161,157,30,21,191,178,369
LLICA,consulta externa,menores de 6 meses,2016-04-01,9,3,0,1,9,4,13
LORETO,consulta externa,menores de 6 meses,2016-04-01,15,16,2,0,17,16,33
LURIBAY,consulta externa,menores de 6 meses,2016-04-01,9,16,6,2,15,18,33
MACHACAMARCA,consulta externa,menores de 6 meses,2016-04-01,8,7,1,0,9,7,16
MACHARETI,consulta externa,menores de 6 meses,2016-04-01,29,21,1,0,30,21,51
MAGDALENA,consulta externa,menores de 6 meses,2016-04-01,40,32,0,2,40,34,74
MAIRANA,consulta externa,menores de 6 meses,2016-04-01,255,29,1,1,256,30,286
MALLA,consulta externa,menores de 6 meses,2016-04-01,3,1,0,1,3,2,5
MAPIRI,consulta externa,menores de 6 meses,2016-04-01,63,48,0,0,63,48,111
MECAPACA,consulta externa,menores de 6 meses,2016-04-01,20,13,1,0,21,13,34
MINEROS,consulta externa,menores de 6 meses,2016-04-01,74,69,2,1,76,70,146
MIZQUE,consulta externa,menores de 6 meses,2016-04-01,88,72,5,2,93,74,167
MOCOMOCO,consulta externa,menores de 6 meses,2016-04-01,13,9,1,1,14,10,24
MOJINETE,consulta externa,menores de 6 meses,2016-04-01,0,2,0,0,0,2,2
MOJOCOYA,consulta externa,menores de 6 meses,2016-04-01,19,13,2,4,21,17,38
MONTEAGUDO,consulta externa,menores de 6 meses,2016-04-01,111,95,12,4,123,99,222
MONTERO,consulta externa,menores de 6 meses,2016-04-01,781,635,270,217,1051,852,1903
MORO MORO,consulta externa,menores de 6 meses,2016-04-01,10,4,2,1,12,5,17
MOROCHATA,consulta externa,menores de 6 meses,2016-04-01,18,22,2,1,20,23,43
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2016-04-01,20,12,2,1,22,13,35
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2016-04-01,13,5,2,0,15,5,20
OCURI,consulta externa,menores de 6 meses,2016-04-01,21,25,0,0,21,25,46
OKINAWA,consulta externa,menores de 6 meses,2016-04-01,30,40,1,0,31,40,71
OMEREQUE,consulta externa,menores de 6 meses,2016-04-01,39,27,1,0,40,27,67
ORURO,consulta externa,menores de 6 meses,2016-04-01,1534,1785,475,454,2009,2239,4248
PADCAYA,consulta externa,menores de 6 meses,2016-04-01,62,40,2,1,64,41,105
PADILLA,consulta externa,menores de 6 meses,2016-04-01,24,25,1,0,25,25,50
PAILON,consulta externa,menores de 6 meses,2016-04-01,86,62,7,6,93,68,161
PALCA,consulta externa,menores de 6 meses,2016-04-01,42,27,5,2,47,29,76
PALOS BLANCOS,consulta externa,menores de 6 meses,2016-04-01,113,111,19,14,132,125,257
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2016-04-01,6,5,2,3,8,8,16
PAMPA GRANDE,consulta externa,menores de 6 meses,2016-04-01,20,20,3,0,23,20,43
PAPEL PAMPA,consulta externa,menores de 6 meses,2016-04-01,4,14,1,1,5,15,20
PASORAPA,consulta externa,menores de 6 meses,2016-04-01,6,6,0,0,6,6,12
PATACAMAYA,consulta externa,menores de 6 meses,2016-04-01,52,63,55,42,107,105,212
PAZÑA,consulta externa,menores de 6 meses,2016-04-01,8,8,3,3,11,11,22
PELECHUCO,consulta externa,menores de 6 meses,2016-04-01,18,22,0,1,18,23,41
POCOATA,consulta externa,menores de 6 meses,2016-04-01,29,26,0,0,29,26,55
POCONA,consulta externa,menores de 6 meses,2016-04-01,30,32,1,4,31,36,67
POJO (CBBA),consulta externa,menores de 6 meses,2016-04-01,19,18,1,2,20,20,40
POOPO,consulta externa,menores de 6 meses,2016-04-01,7,5,2,0,9,5,14
PORCO,consulta externa,menores de 6 meses,2016-04-01,28,26,2,0,30,26,56
POROMA,consulta externa,menores de 6 meses,2016-04-01,33,47,3,3,36,50,86
PORONGO,consulta externa,menores de 6 meses,2016-04-01,34,23,1,2,35,25,60
PORTACHUELO,consulta externa,menores de 6 meses,2016-04-01,122,87,52,43,174,130,304
PORVENIR,consulta externa,menores de 6 meses,2016-04-01,19,20,1,2,20,22,42
POSTRER VALLE,consulta externa,menores de 6 meses,2016-04-01,7,1,1,0,8,1,9
POTOSI,consulta externa,menores de 6 meses,2016-04-01,995,848,69,80,1064,928,1992
PRESTO,consulta externa,menores de 6 meses,2016-04-01,8,12,1,0,9,12,21
PUCARA,consulta externa,menores de 6 meses,2016-04-01,2,3,0,0,2,3,5
PUCARANI,consulta externa,menores de 6 meses,2016-04-01,37,38,0,0,37,38,75
PUERTO ACOSTA,consulta externa,menores de 6 meses,2016-04-01,8,9,0,1,8,10,18
PUERTO CARABUCO,consulta externa,menores de 6 meses,2016-04-01,17,21,1,0,18,21,39
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2016-04-01,36,27,2,3,38,30,68
PUERTO PEREZ,consulta externa,menores de 6 meses,2016-04-01,5,10,0,0,5,10,15
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2016-04-01,58,75,4,7,62,82,144
PUERTO RICO,consulta externa,menores de 6 meses,2016-04-01,27,23,1,1,28,24,52
PUERTO SILES,consulta externa,menores de 6 meses,2016-04-01,5,1,0,0,5,1,6
PUERTO SUAREZ,consulta externa,menores de 6 meses,2016-04-01,94,62,5,4,99,66,165
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2016-04-01,339,369,23,35,362,404,766
PUNA,consulta externa,menores de 6 meses,2016-04-01,46,38,0,2,46,40,86
PUNATA,consulta externa,menores de 6 meses,2016-04-01,169,157,27,12,196,169,365
QUIABAYA,consulta externa,menores de 6 meses,2016-04-01,9,6,0,0,9,6,15
QUILLACOLLO,consulta externa,menores de 6 meses,2016-04-01,521,432,285,272,806,704,1510
QUIME,consulta externa,menores de 6 meses,2016-04-01,14,23,0,0,14,23,37
QUIRUSILLAS,consulta externa,menores de 6 meses,2016-04-01,3,2,0,0,3,2,5
RAVELO,consulta externa,menores de 6 meses,2016-04-01,38,29,1,0,39,29,68
REYES,consulta externa,menores de 6 meses,2016-04-01,50,47,2,0,52,47,99
RIBERALTA,consulta externa,menores de 6 meses,2016-04-01,488,407,57,51,545,458,1003
ROBORE,consulta externa,menores de 6 meses,2016-04-01,36,10,2,4,38,14,52
RURRENABAQUE,consulta externa,menores de 6 meses,2016-04-01,48,71,2,11,50,82,132
SABAYA,consulta externa,menores de 6 meses,2016-04-01,16,8,4,1,20,9,29
