,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,2,17,6,0,8,17,25
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,6,13,1,0,7,13,20
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,15,9,1,3,16,12,28
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,48,40,11,31,59,71,130
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,20,20,1,3,21,23,44
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,66,51,5,3,71,54,125
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,31,16,6,2,37,18,55
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,54,53,9,12,63,65,128
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,11,8,0,0,11,8,19
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,164,186,4,5,168,191,359
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,105,89,6,12,111,101,212
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,36,49,9,7,45,56,101
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,2,10,3,1,5,11,16
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,4,3,1,0,5,3,8
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,52,47,20,6,72,53,125
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,14,8,0,0,14,8,22
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,2,1,13,11,15,12,27
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,3,1,3,3,6,4,10
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,9,9,1,0,10,9,19
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,5,2,0,0,5,2,7
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,8,12,1,0,9,12,21
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,36,38,1,3,37,41,78
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,59,57,0,2,59,59,118
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,13,9,1,1,14,10,24
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,29,28,0,0,29,28,57
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,80,45,1,0,81,45,126
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,42,50,0,0,42,50,92
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,18,17,34,39,52,56,108
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,242,199,4,6,246,205,451
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,378,340,20,27,398,367,765
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,3013,2852,917,875,3930,3727,7657
LA RIVERA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,1,0,0,0,1,0,1
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,46,51,0,3,46,54,100
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,39,56,3,0,42,56,98
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,10,19,0,0,10,19,29
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,4,6,6,5,10,11,21
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,154,157,17,12,171,169,340
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,14,5,1,0,15,5,20
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,7,10,13,13,20,23,43
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,17,27,0,2,17,29,46
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,13,9,4,1,17,10,27
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,27,17,2,0,29,17,46
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,54,48,4,0,58,48,106
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,32,22,2,5,34,27,61
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,4,2,0,0,4,2,6
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,51,49,0,0,51,49,100
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,33,25,0,1,33,26,59
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,76,92,2,1,78,93,171
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,113,88,5,4,118,92,210
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,16,7,0,0,16,7,23
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,3,1,1,0,4,1,5
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,18,11,3,0,21,11,32
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,97,64,6,4,103,68,171
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,604,650,56,50,660,700,1360
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,6,4,1,2,7,6,13
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,39,19,2,1,41,20,61
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,17,4,2,1,19,5,24
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,3,1,0,0,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,15,11,0,0,15,11,26
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,45,52,0,0,45,52,97
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,63,38,1,1,64,39,103
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,28,30,0,1,28,31,59
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,1240,1343,270,346,1510,1689,3199
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,61,58,4,5,65,63,128
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,23,28,1,3,24,31,55
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,73,81,9,11,82,92,174
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,42,30,10,7,52,37,89
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,144,89,20,6,164,95,259
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,9,11,1,1,10,12,22
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,20,28,2,2,22,30,52
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,14,14,0,0,14,14,28
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,12,3,0,0,12,3,15
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,44,57,44,52,88,109,197
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,14,10,7,1,21,11,32
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,33,29,2,1,35,30,65
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,52,35,0,0,52,35,87
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,41,44,2,2,43,46,89
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,27,31,1,4,28,35,63
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,15,18,1,1,16,19,35
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,45,41,5,1,50,42,92
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,53,54,1,3,54,57,111
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,23,19,3,0,26,19,45
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,62,59,35,40,97,99,196
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,22,13,2,3,24,16,40
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,3,4,2,0,5,4,9
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,1118,1070,62,83,1180,1153,2333
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,20,21,0,0,20,21,41
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,4,4,0,1,4,5,9
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,60,43,1,4,61,47,108
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,13,21,0,1,13,22,35
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,18,27,0,0,18,27,45
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,42,44,2,5,44,49,93
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,3,5,0,0,3,5,8
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,48,81,2,3,50,84,134
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,32,28,1,0,33,28,61
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,7,9,0,0,7,9,16
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,68,75,20,20,88,95,183
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,320,291,24,17,344,308,652
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,50,45,4,0,54,45,99
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,117,109,20,15,137,124,261
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,20,21,1,0,21,21,42
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,452,448,356,331,808,779,1587
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,18,22,0,0,18,22,40
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,2,5,0,0,2,5,7
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,63,47,0,0,63,47,110
REYES,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,39,47,2,0,41,47,88
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,555,516,167,95,722,611,1333
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,45,41,5,0,50,41,91
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,98,87,3,3,101,90,191
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,10,7,0,1,10,8,18
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,626,551,183,205,809,756,1565
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,6,6,2,0,8,6,14
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,74,60,0,0,74,60,134
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,18,13,1,3,19,16,35
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,23,28,1,0,24,28,52
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,42,26,1,1,43,27,70
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,10,3,1,0,11,3,14
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,43,55,2,0,45,55,100
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,12,12,0,2,12,14,26
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,10,11,0,0,10,11,21
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,30,15,1,0,31,15,46
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,34,26,4,9,38,35,73
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,151,177,10,7,161,184,345
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,41,50,4,0,45,50,95
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,74,78,6,8,80,86,166
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,109,89,1,6,110,95,205
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,185,196,6,4,191,200,391
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,9,16,1,0,10,16,26
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,49,24,0,0,49,24,73
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,35,14,0,0,35,14,49
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,53,23,3,4,56,27,83
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,57,58,9,16,66,74,140
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,200,166,103,88,303,254,557
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,33,35,0,0,33,35,68
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,106,72,5,6,111,78,189
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,83,85,7,7,90,92,182
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,56,56,1,1,57,57,114
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,28,24,7,13,35,37,72
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,9,14,0,1,9,15,24
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,105,70,12,9,117,79,196
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,95,105,1,0,96,105,201
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,30,16,1,0,31,16,47
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,0,4,0,0,0,4,4
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,13,10,8,5,21,15,36
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,13,6,1,1,14,7,21
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,22,31,4,10,26,41,67
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,19,17,1,0,20,17,37
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,33,24,4,4,37,28,65
SANTA ANA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,47,34,62,39,109,73,182
SANTA CRUZ DE LA SIERRA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,5165,4826,1231,1062,6396,5888,12284
SANTA ROSA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,27,22,2,3,29,25,54
SANTA ROSA DEL SARA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,81,80,8,5,89,85,174
SANTIAGO DE CALLAPA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,7,6,2,2,9,8,17
SANTIAGO DE HUARI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,27,20,0,0,27,20,47
SANTIAGO DE HUATA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,8,4,1,0,9,4,13
SANTIAGO DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,6,3,0,0,6,3,9
SANTIVAÑES,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,21,20,4,1,25,21,46
SANTUARIO DE QUILLACAS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,11,8,2,0,13,8,21
SAPAHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,32,28,1,0,33,28,61
SENA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,22,26,3,4,25,30,55
SHINAOTA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,134,135,27,24,161,159,320
SICA SICA (VILLA AROMA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,57,46,2,1,59,47,106
SICAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,10,20,0,0,10,20,30
SIPE SIPE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,136,113,67,61,203,174,377
SOPACHUY,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,39,34,3,0,42,34,76
SORACACHI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,20,28,2,0,22,28,50
SORATA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,62,55,3,2,65,57,122
SUCRE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,1604,1459,244,269,1848,1728,3576
TACACHI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,4,4,0,0,4,4,8
TACACOMA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,22,25,7,1,29,26,55
TACOBAMBA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,37,19,0,0,37,19,56
TACOPAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,26,25,0,2,26,27,53
TAHUA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,5,0,0,0,5,0,5
TAPACARI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,74,65,2,4,76,69,145
TARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,60,34,3,2,63,36,99
TARACO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,9,8,6,4,15,12,27
TARATA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,26,20,0,1,26,21,47
TARIJA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,817,778,216,256,1033,1034,2067
TARVITA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,72,56,1,0,73,56,129
TEOPONTE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,89,89,3,2,92,91,183
TIAWANACU,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,22,19,0,2,22,21,43
TINGUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,76,67,0,0,76,67,143
TIPUANI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,31,45,1,1,32,46,78
TIQUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,249,195,89,84,338,279,617
TIRAQUE (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,66,51,10,4,76,55,131
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,1,0,0,0,1,0,1
TOCO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,22,18,2,4,24,22,46
TODOS SANTOS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,2,0,0,0,2,0,2
TOLATA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,22,21,12,9,34,30,64
TOLEDO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,2,10,0,0,2,10,12
TOMAVE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,44,49,0,1,44,50,94
TOMINA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,38,19,3,0,41,19,60
TORO TORO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,40,26,0,0,40,26,66
TOTORA(CBBA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,55,36,0,0,55,36,91
TOTORA(ORR),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,14,23,3,0,17,23,40
TRIGAL,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,7,7,0,0,7,7,14
TRINIDAD,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,667,590,84,98,751,688,1439
TUPIZA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,184,175,12,13,196,188,384
TURCO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,23,7,1,1,24,8,32
UMALA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,34,21,1,1,35,22,57
UNCIA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,98,81,4,7,102,88,190
URIONDO (A. CONCEPCION),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,65,61,20,14,85,75,160
URUBICHA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,22,24,2,1,24,25,49
UYUNI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,74,87,3,2,77,89,166
VACAS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,14,19,4,6,18,25,43
VALLEGRANDE,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,39,37,25,24,64,61,125
VIACHA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,294,277,108,104,402,381,783
VILA VILA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,16,18,0,0,16,18,34
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,55,39,2,1,57,40,97
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,156,186,13,16,169,202,371
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,18,12,0,0,18,12,30
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,25,18,5,4,30,22,52
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,36,34,5,7,41,41,82
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,609,487,27,17,636,504,1140
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,36,33,2,0,38,33,71
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,180,169,19,13,199,182,381
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,132,106,77,58,209,164,373
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,31,16,0,0,31,16,47
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,6,4,0,0,6,4,10
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,432,406,70,71,502,477,979
YACO,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,16,25,1,1,17,26,43
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,390,349,42,31,432,380,812
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,17,8,1,0,18,8,26
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,23,74,2,2,25,76,101
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,253,182,20,29,273,211,484
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,23,18,1,0,24,18,42
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,25,29,11,10,36,39,75
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,22,25,0,0,22,25,47
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2016-04-01,23,26,1,0,24,26,50
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,12,7,0,0,12,7,19
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,62,61,35,40,97,101,198
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,65,53,4,2,69,55,124
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,84,70,5,11,89,81,170
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,12,6,0,1,12,7,19
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,12,19,0,2,12,21,33
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,59,62,3,1,62,63,125
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,27,22,0,3,27,25,52
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,12,6,1,2,13,8,21
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,10,7,1,1,11,8,19
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,24,31,2,3,26,34,60
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,59,58,33,38,92,96,188
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,11,12,0,0,11,12,23
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,31,22,7,2,38,24,62
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,106,75,23,11,129,86,215
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,50,37,12,1,62,38,100
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,68,83,5,0,73,83,156
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,43,32,4,3,47,35,82
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,14,10,0,0,14,10,24
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,22,9,2,1,24,10,34
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,13,7,5,6,18,13,31
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,117,87,10,2,127,89,216
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,54,54,2,0,56,54,110
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,43,32,0,3,43,35,78
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,15,11,2,2,17,13,30
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,0,2,0,0,0,2,2
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,4,1,1,0,5,1,6
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,15,12,4,1,19,13,32
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,360,308,17,18,377,326,703
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2016-05-01,85,104,3,0,88,104,192
