,group,variable,month,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,TOTALES,TOTALES,TOTALES
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,11.0,24.0,0.0,0.0,11.0,24.0,35.0
ORURO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,1196.0,48.0,0.0,0.0,1196.0,48.0,1244.0
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,28.0,7.0,0.0,0.0,28.0,7.0,35.0
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,22.0,2.0,0.0,0.0,22.0,2.0,24.0
PALCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,22.0,9.0,0.0,0.0,22.0,9.0,31.0
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,68.0,5.0,0.0,0.0,68.0,5.0,73.0
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,8.0,7.0,0.0,0.0,8.0,7.0,15.0
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,29.0,2.0,0.0,0.0,29.0,2.0,31.0
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,9.0,11.0,0.0,0.0,9.0,11.0,20.0
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,14.0,4.0,0.0,0.0,14.0,4.0,18.0
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,16.0,21.0,0.0,0.0,16.0,21.0,37.0
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,14.0,23.0,0.0,0.0,14.0,23.0,37.0
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,10.0,59.0,0.0,0.0,10.0,59.0,69.0
POCONA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,30.0,11.0,0.0,0.0,30.0,11.0,41.0
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,31.0,15.0,0.0,0.0,31.0,15.0,46.0
POOPO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,19.0,6.0,0.0,0.0,19.0,6.0,25.0
PORCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,21.0,0.0,0.0,0.0,21.0,0.0,21.0
POROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,26.0,43.0,0.0,0.0,26.0,43.0,69.0
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,28.0,17.0,0.0,0.0,28.0,17.0,45.0
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,76.0,7.0,0.0,0.0,76.0,7.0,83.0
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,33.0,0.0,0.0,0.0,33.0,0.0,33.0
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,5.0,4.0,0.0,0.0,5.0,4.0,9.0
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,768.0,6.0,0.0,0.0,768.0,6.0,774.0
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,18.0,48.0,0.0,0.0,18.0,48.0,66.0
PUCARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,3.0,6.0,0.0,0.0,3.0,6.0,9.0
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,39.0,0.0,0.0,0.0,39.0,0.0,39.0
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,8.0,36.0,0.0,0.0,8.0,36.0,44.0
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,20.0,17.0,0.0,0.0,20.0,17.0,37.0
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,70.0,0.0,0.0,0.0,70.0,0.0,70.0
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,21.0,20.0,0.0,0.0,21.0,20.0,41.0
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,3.0,5.0,0.0,0.0,3.0,5.0,8.0
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,91.0,5.0,0.0,0.0,91.0,5.0,96.0
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,292.0,15.0,0.0,0.0,292.0,15.0,307.0
PUNA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,54.0,61.0,0.0,0.0,54.0,61.0,115.0
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,89.0,6.0,0.0,0.0,89.0,6.0,95.0
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,448.0,0.0,0.0,0.0,448.0,0.0,448.0
QUIME,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,21.0,16.0,0.0,0.0,21.0,16.0,37.0
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,3.0,10.0,0.0,0.0,3.0,10.0,13.0
REYES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,47.0,0.0,0.0,0.0,47.0,0.0,47.0
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,344.0,74.0,0.0,0.0,344.0,74.0,418.0
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,68.0,4.0,0.0,0.0,68.0,4.0,72.0
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,67.0,38.0,0.0,0.0,67.0,38.0,105.0
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SACABA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,316.0,31.0,0.0,0.0,316.0,31.0,347.0
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,4.0,8.0,0.0,0.0,4.0,8.0,12.0
SACACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,16.0,48.0,0.0,0.0,16.0,48.0,64.0
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,10.0,20.0,0.0,0.0,10.0,20.0,30.0
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,16.0,19.0,0.0,0.0,16.0,19.0,35.0
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,44.0,10.0,0.0,0.0,44.0,10.0,54.0
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,19.0,35.0,0.0,0.0,19.0,35.0,54.0
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,2.0,5.0,0.0,0.0,2.0,5.0,7.0
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,18.0,13.0,0.0,0.0,18.0,13.0,31.0
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,19.0,0.0,0.0,0.0,19.0,0.0,19.0
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,95.0,0.0,0.0,0.0,95.0,0.0,95.0
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,22.0,12.0,0.0,0.0,22.0,12.0,34.0
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,108.0,0.0,0.0,0.0,108.0,0.0,108.0
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,84.0,100.0,0.0,0.0,84.0,100.0,184.0
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,197.0,22.0,0.0,0.0,197.0,22.0,219.0
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,6.0,4.0,0.0,0.0,6.0,4.0,10.0
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,48.0,2.0,0.0,0.0,48.0,2.0,50.0
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,9.0,6.0,0.0,0.0,9.0,6.0,15.0
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,72.0,0.0,0.0,0.0,72.0,0.0,72.0
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,65.0,0.0,0.0,0.0,65.0,0.0,65.0
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,127.0,119.0,0.0,0.0,127.0,119.0,246.0
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,9.0,1.0,0.0,0.0,9.0,1.0,10.0
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,36.0,14.0,0.0,0.0,36.0,14.0,50.0
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,72.0,107.0,0.0,0.0,72.0,107.0,179.0
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,33.0,0.0,0.0,0.0,33.0,0.0,33.0
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,23.0,1.0,0.0,0.0,23.0,1.0,24.0
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,3.0,10.0,0.0,0.0,3.0,10.0,13.0
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,79.0,0.0,0.0,0.0,79.0,0.0,79.0
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,23.0,38.0,0.0,0.0,23.0,38.0,61.0
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,3.0,8.0,0.0,0.0,3.0,8.0,11.0
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,39.0,0.0,0.0,0.0,39.0,0.0,39.0
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,8.0,3.0,0.0,0.0,8.0,3.0,11.0
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,65.0,25.0,0.0,0.0,65.0,25.0,90.0
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,3091.0,39.0,0.0,0.0,3091.0,39.0,3130.0
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,50.0,0.0,0.0,0.0,50.0,0.0,50.0
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,33.0,3.0,0.0,0.0,33.0,3.0,36.0
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,6.0,28.0,0.0,0.0,6.0,28.0,34.0
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,1.0,4.0,0.0,0.0,1.0,4.0,5.0
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,6.0,3.0,0.0,0.0,6.0,3.0,9.0
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,3.0,16.0,0.0,0.0,3.0,16.0,19.0
SENA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,7.0,13.0,0.0,0.0,7.0,13.0,20.0
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,9.0,7.0,0.0,0.0,9.0,7.0,16.0
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,120.0,3.0,0.0,0.0,120.0,3.0,123.0
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,7.0,47.0,0.0,0.0,7.0,47.0,54.0
SORACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,19.0,51.0,0.0,0.0,19.0,51.0,70.0
SORATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,5.0,32.0,0.0,0.0,5.0,32.0,37.0
SUCRE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,1078.0,76.0,0.0,0.0,1078.0,76.0,1154.0
TACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,14.0,21.0,0.0,0.0,14.0,21.0,35.0
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,2.0,48.0,0.0,0.0,2.0,48.0,50.0
TAPACARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,53.0,47.0,0.0,0.0,53.0,47.0,100.0
TARABUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,45.0,11.0,0.0,0.0,45.0,11.0,56.0
TARACO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,2.0,8.0,0.0,0.0,2.0,8.0,10.0
TARATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,23.0,8.0,0.0,0.0,23.0,8.0,31.0
TARIJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,428.0,7.0,0.0,0.0,428.0,7.0,435.0
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,49.0,59.0,0.0,0.0,49.0,59.0,108.0
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,11.0,16.0,0.0,0.0,11.0,16.0,27.0
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,12.0,24.0,0.0,0.0,12.0,24.0,36.0
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,8.0,17.0,0.0,0.0,8.0,17.0,25.0
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,203.0,2.0,0.0,0.0,203.0,2.0,205.0
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,150.0,9.0,0.0,0.0,150.0,9.0,159.0
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
TOCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,20.0,0.0,0.0,0.0,20.0,0.0,20.0
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,17.0,0.0,0.0,0.0,17.0,0.0,17.0
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,9.0,6.0,0.0,0.0,9.0,6.0,15.0
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,21.0,6.0,0.0,0.0,21.0,6.0,27.0
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,34.0,15.0,0.0,0.0,34.0,15.0,49.0
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,19.0,34.0,0.0,0.0,19.0,34.0,53.0
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,44.0,11.0,0.0,0.0,44.0,11.0,55.0
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,3.0,5.0,0.0,0.0,3.0,5.0,8.0
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,529.0,188.0,0.0,0.0,529.0,188.0,717.0
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,117.0,24.0,0.0,0.0,117.0,24.0,141.0
TURCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,13.0,2.0,0.0,0.0,13.0,2.0,15.0
UMALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,0.0,13.0,0.0,0.0,0.0,13.0,13.0
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,36.0,14.0,0.0,0.0,36.0,14.0,50.0
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,49.0,0.0,0.0,0.0,49.0,0.0,49.0
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,42.0,0.0,0.0,0.0,42.0,0.0,42.0
VACAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,13.0,10.0,0.0,0.0,13.0,10.0,23.0
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,65.0,2.0,0.0,0.0,65.0,2.0,67.0
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,34.0,7.0,0.0,0.0,34.0,7.0,41.0
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,5.0,10.0,0.0,0.0,5.0,10.0,15.0
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,139.0,1.0,0.0,0.0,139.0,1.0,140.0
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,13.0,6.0,0.0,0.0,13.0,6.0,19.0
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,26.0,14.0,0.0,0.0,26.0,14.0,40.0
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,358.0,12.0,0.0,0.0,358.0,12.0,370.0
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,45.0,13.0,0.0,0.0,45.0,13.0,58.0
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,101.0,9.0,0.0,0.0,101.0,9.0,110.0
VINTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,155.0,1.0,0.0,0.0,155.0,1.0,156.0
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,7.0,14.0,0.0,0.0,7.0,14.0,21.0
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,3.0,1.0,0.0,0.0,3.0,1.0,4.0
WARNES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,235.0,42.0,0.0,0.0,235.0,42.0,277.0
YACO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,1.0,21.0,0.0,0.0,1.0,21.0,22.0
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,281.0,13.0,0.0,0.0,281.0,13.0,294.0
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,30.0,20.0,0.0,0.0,30.0,20.0,50.0
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,3.0,4.0,0.0,0.0,3.0,4.0,7.0
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,161.0,7.0,0.0,0.0,161.0,7.0,168.0
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,15.0,13.0,0.0,0.0,15.0,13.0,28.0
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,26.0,15.0,0.0,0.0,26.0,15.0,41.0
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,2.0,24.0,0.0,0.0,2.0,24.0,26.0
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-08-01,20.0,18.0,0.0,0.0,20.0,18.0,38.0
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,4.0,15.0,0.0,0.0,4.0,15.0,19.0
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,48.0,99.0,0.0,0.0,48.0,99.0,147.0
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,10.0,15.0,0.0,0.0,10.0,15.0,25.0
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,48.0,13.0,0.0,0.0,48.0,13.0,61.0
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,3.0,23.0,0.0,0.0,3.0,23.0,26.0
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,10.0,5.0,0.0,0.0,10.0,5.0,15.0
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,9.0,0.0,0.0,5.0,9.0,14.0
APOLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,40.0,12.0,0.0,0.0,40.0,12.0,52.0
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,10.0,8.0,0.0,0.0,10.0,8.0,18.0
ARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,15.0,10.0,0.0,0.0,15.0,10.0,25.0
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,7.0,20.0,0.0,0.0,7.0,20.0,27.0
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,37.0,12.0,0.0,0.0,37.0,12.0,49.0
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,50.0,10.0,0.0,0.0,50.0,10.0,60.0
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,45.0,1.0,0.0,0.0,45.0,1.0,46.0
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,6.0,8.0,0.0,0.0,6.0,8.0,14.0
AYATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,10.0,21.0,0.0,0.0,10.0,21.0,31.0
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,50.0,32.0,0.0,0.0,50.0,32.0,82.0
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,16.0,22.0,0.0,0.0,16.0,22.0,38.0
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,34.0,3.0,0.0,0.0,34.0,3.0,37.0
BAURES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,18.0,0.0,0.0,0.0,18.0,0.0,18.0
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,5.0,4.0,0.0,0.0,5.0,4.0,9.0
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,76.0,17.0,0.0,0.0,76.0,17.0,93.0
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,34.0,22.0,0.0,0.0,34.0,22.0,56.0
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,21.0,0.0,0.0,2.0,21.0,23.0
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,21.0,4.0,0.0,0.0,21.0,4.0,25.0
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2008-09-01,31.0,14.0,0.0,0.0,31.0,14.0,45.0
