,group,variable,month,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,TOTALES,TOTALES,TOTALES
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,33.0,0.0,0.0,3.0,33.0,36.0
POCONA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,4.0,2.0,0.0,0.0,4.0,2.0,6.0
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,8.0,1.0,0.0,0.0,8.0,1.0,9.0
POOPO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
PORCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,9.0,0.0,0.0,0.0,9.0,0.0,9.0
POROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,6.0,13.0,0.0,0.0,6.0,13.0,19.0
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,7.0,6.0,0.0,0.0,7.0,6.0,13.0
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,11.0,2.0,0.0,0.0,11.0,2.0,13.0
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,6.0,0.0,0.0,0.0,6.0,0.0,6.0
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,278.0,3.0,0.0,0.0,278.0,3.0,281.0
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,11.0,27.0,0.0,0.0,11.0,27.0,38.0
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,8.0,1.0,0.0,0.0,8.0,1.0,9.0
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,1.0,0.0,0.0,3.0,1.0,4.0
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,43.0,0.0,0.0,0.0,43.0,0.0,43.0
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,44.0,1.0,0.0,0.0,44.0,1.0,45.0
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,61.0,5.0,0.0,0.0,61.0,5.0,66.0
PUNA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,23.0,36.0,0.0,0.0,23.0,36.0,59.0
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,8.0,4.0,0.0,0.0,8.0,4.0,12.0
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,93.0,0.0,0.0,0.0,93.0,0.0,93.0
QUIME,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,2.0,8.0,0.0,0.0,2.0,8.0,10.0
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
REYES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,6.0,0.0,0.0,0.0,6.0,0.0,6.0
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,8.0,10.0,0.0,0.0,8.0,10.0,18.0
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SACABA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,44.0,3.0,0.0,0.0,44.0,3.0,47.0
SACACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,2.0,10.0,0.0,0.0,2.0,10.0,12.0
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,5.0,4.0,0.0,0.0,5.0,4.0,9.0
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,8.0,0.0,0.0,3.0,8.0,11.0
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,4.0,5.0,0.0,0.0,4.0,5.0,9.0
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,6.0,0.0,0.0,0.0,6.0,0.0,6.0
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,11.0,0.0,0.0,0.0,11.0,0.0,11.0
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,83.0,0.0,0.0,0.0,83.0,0.0,83.0
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,144.0,24.0,0.0,0.0,144.0,24.0,168.0
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,16.0,5.0,0.0,0.0,16.0,5.0,21.0
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,24.0,0.0,0.0,0.0,24.0,0.0,24.0
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,16.0,3.0,0.0,0.0,16.0,3.0,19.0
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,11.0,4.0,0.0,0.0,11.0,4.0,15.0
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,18.0,17.0,0.0,0.0,18.0,17.0,35.0
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,16.0,0.0,0.0,0.0,16.0,0.0,16.0
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,7.0,0.0,0.0,0.0,7.0,0.0,7.0
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,26.0,0.0,0.0,0.0,26.0,26.0
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,874.0,1.0,0.0,0.0,874.0,1.0,875.0
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,6.0,0.0,0.0,0.0,6.0,0.0,6.0
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,7.0,0.0,0.0,0.0,7.0,0.0,7.0
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,14.0,0.0,0.0,0.0,14.0,0.0,14.0
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,4.0,2.0,0.0,0.0,4.0,2.0,6.0
SORACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,10.0,7.0,0.0,0.0,10.0,7.0,17.0
SORATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,2.0,8.0,0.0,0.0,2.0,8.0,10.0
SUCRE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,180.0,17.0,0.0,0.0,180.0,17.0,197.0
TACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,4.0,0.0,0.0,3.0,4.0,7.0
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,6.0,9.0,0.0,0.0,6.0,9.0,15.0
TAPACARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,12.0,15.0,0.0,0.0,12.0,15.0,27.0
TARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,10.0,3.0,0.0,0.0,10.0,3.0,13.0
TARATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
TARIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,104.0,2.0,0.0,0.0,104.0,2.0,106.0
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,8.0,7.0,0.0,0.0,8.0,7.0,15.0
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,7.0,0.0,0.0,3.0,7.0,10.0
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,53.0,0.0,0.0,0.0,53.0,0.0,53.0
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,21.0,1.0,0.0,0.0,21.0,1.0,22.0
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,4.0,0.0,0.0,0.0,4.0,0.0,4.0
TOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,10.0,6.0,0.0,0.0,10.0,6.0,16.0
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,6.0,14.0,0.0,0.0,6.0,14.0,20.0
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,6.0,0.0,0.0,0.0,6.0,0.0,6.0
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,65.0,10.0,0.0,0.0,65.0,10.0,75.0
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,51.0,3.0,0.0,0.0,51.0,3.0,54.0
TURCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
UMALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,9.0,2.0,0.0,0.0,9.0,2.0,11.0
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,12.0,3.0,0.0,0.0,12.0,3.0,15.0
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
VACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,29.0,0.0,0.0,0.0,29.0,0.0,29.0
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,14.0,0.0,0.0,0.0,14.0,0.0,14.0
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,70.0,0.0,0.0,0.0,70.0,0.0,70.0
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,5.0,4.0,0.0,0.0,5.0,4.0,9.0
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,28.0,3.0,0.0,0.0,28.0,3.0,31.0
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,8.0,5.0,0.0,0.0,8.0,5.0,13.0
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,58.0,4.0,0.0,0.0,58.0,4.0,62.0
VINTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,24.0,0.0,0.0,0.0,24.0,0.0,24.0
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,4.0,2.0,0.0,0.0,4.0,2.0,6.0
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
WARNES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,59.0,7.0,0.0,0.0,59.0,7.0,66.0
YACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,64.0,17.0,0.0,0.0,64.0,17.0,81.0
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,11.0,14.0,0.0,0.0,11.0,14.0,25.0
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,67.0,3.0,0.0,0.0,67.0,3.0,70.0
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,1.0,13.0,0.0,0.0,1.0,13.0,14.0
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,8.0,8.0,0.0,0.0,8.0,8.0,16.0
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,3.0,10.0,0.0,0.0,3.0,10.0,13.0
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-09-01,6.0,2.0,0.0,0.0,6.0,2.0,8.0
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,4.0,0.0,0.0,1.0,4.0,5.0
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,11.0,42.0,0.0,0.0,11.0,42.0,53.0
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,38.0,17.0,0.0,0.0,38.0,17.0,55.0
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,1.0,0.0,0.0,5.0,1.0,6.0
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,5.0,0.0,0.0,3.0,5.0,8.0
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,8.0,0.0,0.0,5.0,8.0,13.0
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,7.0,0.0,0.0,4.0,7.0,11.0
APOLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,26.0,13.0,0.0,0.0,26.0,13.0,39.0
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,12.0,0.0,0.0,5.0,12.0,17.0
ARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,10.0,6.0,0.0,0.0,10.0,6.0,16.0
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,25.0,0.0,0.0,6.0,25.0,31.0
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,10.0,11.0,0.0,0.0,10.0,11.0,21.0
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,72.0,0.0,0.0,0.0,72.0,0.0,72.0
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,18.0,9.0,0.0,0.0,18.0,9.0,27.0
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,5.0,0.0,0.0,6.0,5.0,11.0
AYATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,29.0,0.0,0.0,5.0,29.0,34.0
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,46.0,19.0,0.0,0.0,46.0,19.0,65.0
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,18.0,18.0,0.0,0.0,18.0,18.0,36.0
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,16.0,1.0,0.0,0.0,16.0,1.0,17.0
BAURES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,0.0,0.0,0.0,7.0,0.0,7.0
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,72.0,7.0,0.0,0.0,72.0,7.0,79.0
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,30.0,25.0,0.0,0.0,30.0,25.0,55.0
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,19.0,0.0,0.0,6.0,19.0,25.0
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,1.0,0.0,0.0,6.0,1.0,7.0
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,26.0,3.0,0.0,0.0,26.0,3.0,29.0
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,24.0,5.0,0.0,0.0,24.0,5.0,29.0
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,6.0,14.0,0.0,0.0,6.0,14.0,20.0
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,7.0,19.0,0.0,0.0,7.0,19.0,26.0
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,8.0,0.0,0.0,3.0,8.0,11.0
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,22.0,9.0,0.0,0.0,22.0,9.0,31.0
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,63.0,5.0,0.0,0.0,63.0,5.0,68.0
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,30.0,4.0,0.0,0.0,30.0,4.0,34.0
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,25.0,14.0,0.0,0.0,25.0,14.0,39.0
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,36.0,34.0,0.0,0.0,36.0,34.0,70.0
CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,29.0,11.0,0.0,0.0,29.0,11.0,40.0
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,20.0,36.0,0.0,0.0,20.0,36.0,56.0
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,4.0,3.0,0.0,0.0,4.0,3.0,7.0
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,20.0,45.0,0.0,0.0,20.0,45.0,65.0
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,5.0,1.0,0.0,0.0,5.0,1.0,6.0
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,43.0,10.0,0.0,0.0,43.0,10.0,53.0
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2008-10-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
