,group,variable,month,BCG,BCG,BCG,BCG,TOTALES,TOTALES,TOTALES
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2008-03-01,12,2,0,0,12,2,14
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2008-03-01,5,3,0,0,5,3,8
TRIGAL,vacunaciones en menores de 1 ano,bcg,2008-03-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2008-03-01,340,4,0,0,340,4,344
TUPIZA,vacunaciones en menores de 1 ano,bcg,2008-03-01,51,22,0,0,51,22,73
TURCO,vacunaciones en menores de 1 ano,bcg,2008-03-01,2,2,0,0,2,2,4
UMALA,vacunaciones en menores de 1 ano,bcg,2008-03-01,0,8,0,0,0,8,8
UNCIA,vacunaciones en menores de 1 ano,bcg,2008-03-01,15,32,0,0,15,32,47
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2008-03-01,7,3,0,0,7,3,10
URUBICHA,vacunaciones en menores de 1 ano,bcg,2008-03-01,12,0,0,0,12,0,12
UYUNI,vacunaciones en menores de 1 ano,bcg,2008-03-01,46,15,0,0,46,15,61
VACAS,vacunaciones en menores de 1 ano,bcg,2008-03-01,6,23,0,0,6,23,29
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2008-03-01,26,0,0,0,26,0,26
VIACHA,vacunaciones en menores de 1 ano,bcg,2008-03-01,59,9,0,0,59,9,68
VILA VILA,vacunaciones en menores de 1 ano,bcg,2008-03-01,3,5,0,0,3,5,8
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2008-03-01,87,3,0,0,87,3,90
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2008-03-01,1,5,0,0,1,5,6
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2008-03-01,4,5,0,0,4,5,9
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2008-03-01,12,8,0,0,12,8,20
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2008-03-01,145,40,0,0,145,40,185
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2008-03-01,9,5,0,0,9,5,14
VILLAZON,vacunaciones en menores de 1 ano,bcg,2008-03-01,62,2,0,0,62,2,64
VINTO,vacunaciones en menores de 1 ano,bcg,2008-03-01,74,6,0,0,74,6,80
VITICHI,vacunaciones en menores de 1 ano,bcg,2008-03-01,3,16,0,0,3,16,19
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2008-03-01,1,6,0,0,1,6,7
WARNES,vacunaciones en menores de 1 ano,bcg,2008-03-01,119,13,0,0,119,13,132
YACO,vacunaciones en menores de 1 ano,bcg,2008-03-01,6,9,0,0,6,9,15
YACUIBA,vacunaciones en menores de 1 ano,bcg,2008-03-01,175,10,0,0,175,10,185
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2008-03-01,7,4,0,0,7,4,11
YANACACHI,vacunaciones en menores de 1 ano,bcg,2008-03-01,4,0,0,0,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,bcg,2008-03-01,54,14,0,0,54,14,68
YOCALLA,vacunaciones en menores de 1 ano,bcg,2008-03-01,1,4,0,0,1,4,5
YOTALA,vacunaciones en menores de 1 ano,bcg,2008-03-01,8,1,0,0,8,1,9
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2008-03-01,1,8,0,0,1,8,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2008-03-01,16,9,0,0,16,9,25
ACACIO,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,4,0,0,3,4,7
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2008-04-01,19,58,0,0,19,58,77
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,16,0,0,6,16,22
AIQUILE,vacunaciones en menores de 1 ano,bcg,2008-04-01,57,24,0,0,57,24,81
ALALAY,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,10,0,0,2,10,12
ALCALA,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,1,0,0,2,1,3
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,25,0,0,5,25,30
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,3,0,0,2,3,5
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,2,0,0,2,2,4
ANZALDO,vacunaciones en menores de 1 ano,bcg,2008-04-01,9,13,0,0,9,13,22
APOLO,vacunaciones en menores de 1 ano,bcg,2008-04-01,20,16,0,0,20,16,36
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,12,0,0,1,12,13
ARANI,vacunaciones en menores de 1 ano,bcg,2008-04-01,16,9,0,0,16,9,25
ARBIETO,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,3,0,0,0,3,3
ARQUE,vacunaciones en menores de 1 ano,bcg,2008-04-01,21,9,0,0,21,9,30
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2008-04-01,61,5,0,0,61,5,66
ATOCHA,vacunaciones en menores de 1 ano,bcg,2008-04-01,21,3,0,0,21,3,24
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,9,0,0,4,9,13
AYATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,17,0,0,1,17,18
AYO AYO,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,13,0,0,6,13,19
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2008-04-01,32,37,0,0,32,37,69
AZURDUY,vacunaciones en menores de 1 ano,bcg,2008-04-01,12,17,0,0,12,17,29
BATALLAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,17,13,0,0,17,13,30
BAURES,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,0,0,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,1,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,1,0,0,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,bcg,2008-04-01,43,7,0,0,43,7,50
BETANZOS,vacunaciones en menores de 1 ano,bcg,2008-04-01,33,31,0,0,33,31,64
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,16,0,0,4,16,20
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,2,0,0,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,1,0,0,4,1,5
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-04-01,15,10,0,0,15,10,25
CABEZAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,18,95,0,0,18,95,113
CAIROMA,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,12,0,0,5,12,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2008-04-01,0,8,0,0,0,8,8
CAJUATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,10,7,0,0,10,7,17
CALACOTO,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,9,0,0,0,9,9
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,22,0,0,6,22,28
CAMARGO,vacunaciones en menores de 1 ano,bcg,2008-04-01,23,6,0,0,23,6,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2008-04-01,4,2,0,0,4,2,6
CAMIRI,vacunaciones en menores de 1 ano,bcg,2008-04-01,80,5,0,0,80,5,85
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2008-04-01,34,7,0,0,34,7,41
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,15,0,0,0,15,15
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2008-04-01,21,14,0,0,21,14,35
CARANAVI,vacunaciones en menores de 1 ano,bcg,2008-04-01,100,60,0,0,100,60,160
CARAPARI,vacunaciones en menores de 1 ano,bcg,2008-04-01,13,2,0,0,13,2,15
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,12,0,0,1,12,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2008-04-01,7,15,0,0,7,15,22
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,4,0,0,0,4,4
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,27,29,0,0,27,29,56
CHAQUI,vacunaciones en menores de 1 ano,bcg,2008-04-01,12,3,0,0,12,3,15
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2008-04-01,20,93,0,0,20,93,113
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,20,0,0,6,20,26
CHIMORE,vacunaciones en menores de 1 ano,bcg,2008-04-01,20,1,0,0,20,1,21
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,0,0,0,5,0,5
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2008-04-01,28,4,0,0,28,4,32
CHUMA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,20,0,0,0,20,20
CLIZA,vacunaciones en menores de 1 ano,bcg,2008-04-01,19,6,0,0,19,6,25
COBIJA,vacunaciones en menores de 1 ano,bcg,2008-04-01,116,3,0,0,116,3,119
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2008-04-01,1586,50,0,0,1586,50,1636
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2008-04-01,80,1,0,0,80,1,81
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2008-04-01,7,7,0,0,7,7,14
COLLANA,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,0,0,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2008-04-01,16,16,0,0,16,16,32
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,8,0,0,3,8,11
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2008-04-01,16,97,0,0,16,97,113
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,11,0,0,0,11,11
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2008-04-01,14,42,0,0,14,42,56
COMANCHE,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,6,0,0,1,6,7
COMARAPA,vacunaciones en menores de 1 ano,bcg,2008-04-01,19,4,0,0,19,4,23
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2008-04-01,39,8,0,0,39,8,47
COPACABANA,vacunaciones en menores de 1 ano,bcg,2008-04-01,12,8,0,0,12,8,20
CORIPATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,14,67,0,0,14,67,81
CORO CORO,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,18,0,0,1,18,19
COROICO,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,12,0,0,3,12,15
CORQUE,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,9,0,0,2,9,11
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2008-04-01,14,32,0,0,14,32,46
COTOCA,vacunaciones en menores de 1 ano,bcg,2008-04-01,91,22,0,0,91,22,113
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,36,4,0,0,36,4,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2008-04-01,0,3,0,0,0,3,3
CUEVO,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,7,0,0,3,7,10
CULPINA,vacunaciones en menores de 1 ano,bcg,2008-04-01,17,18,0,0,17,18,35
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,7,2,0,0,7,2,9
CURVA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,5,0,0,0,5,5
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,10,0,0,1,10,11
EL ALTO,vacunaciones en menores de 1 ano,bcg,2008-04-01,1601,17,0,0,1601,17,1618
EL CHORO,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,7,0,0,0,7,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2008-04-01,23,9,0,0,23,9,32
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2008-04-01,4,9,0,0,4,9,13
EL TORNO,vacunaciones en menores de 1 ano,bcg,2008-04-01,104,5,0,0,104,5,109
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,3,0,0,6,3,9
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-04-01,28,9,0,0,28,9,37
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-04-01,13,9,0,0,13,9,22
ESCARA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2008-04-01,9,3,0,0,9,3,12
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2008-04-01,0,7,0,0,0,7,7
EXALTACION,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,3,0,0,4,3,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2008-04-01,12,10,0,0,12,10,22
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,7,0,0,6,7,13
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2008-04-01,16,10,0,0,16,10,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2008-04-01,4,13,0,0,4,13,17
GUANAY,vacunaciones en menores de 1 ano,bcg,2008-04-01,11,8,0,0,11,8,19
GUAQUI,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,10,0,0,3,10,13
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2008-04-01,101,11,0,0,101,11,112
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2008-04-01,11,29,0,0,11,29,40
HUACARETA,vacunaciones en menores de 1 ano,bcg,2008-04-01,12,4,0,0,12,4,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2008-04-01,3,0,0,0,3,0,3
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2008-04-01,26,13,0,0,26,13,39
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,4,0,0,4,4,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,10,0,0,1,10,11
ICHOCA,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,3,0,0,1,3,4
ICLA,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,14,0,0,5,14,19
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2008-04-01,28,29,0,0,28,29,57
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2008-04-01,0,10,0,0,0,10,10
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,26,0,0,2,26,28
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2008-04-01,7,23,0,0,7,23,30
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,12,2,0,0,12,2,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-04-01,18,7,0,0,18,7,25
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2008-04-01,37,25,0,0,37,25,62
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2008-04-01,67,3,0,0,67,3,70
LA PAZ,vacunaciones en menores de 1 ano,bcg,2008-04-01,1838,13,0,0,1838,13,1851
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,9,0,0,5,9,14
LAJA,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,15,0,0,1,15,16
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,1,0,0,5,1,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,4,0,0,0,4,4
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2008-04-01,29,73,0,0,29,73,102
LLICA,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,2,0,0,5,2,7
LORETO,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,3,0,0,0,3,3
LURIBAY,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,7,0,0,1,7,8
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,6,0,0,3,6,9
MACHARETI,vacunaciones en menores de 1 ano,bcg,2008-04-01,9,1,0,0,9,1,10
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2008-04-01,15,9,0,0,15,9,24
MAIRANA,vacunaciones en menores de 1 ano,bcg,2008-04-01,8,0,0,0,8,0,8
MALLA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,1,0,0,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,bcg,2008-04-01,19,3,0,0,19,3,22
MECAPACA,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,8,0,0,5,8,13
MINEROS,vacunaciones en menores de 1 ano,bcg,2008-04-01,28,4,0,0,28,4,32
MIZQUE,vacunaciones en menores de 1 ano,bcg,2008-04-01,42,29,0,0,42,29,71
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,41,0,0,3,41,44
MOJINETE,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,0,0,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,0,0,0,4,0,4
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2008-04-01,39,12,0,0,39,12,51
MONTERO,vacunaciones en menores de 1 ano,bcg,2008-04-01,347,0,0,0,347,0,347
MORO MORO,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,0,0,0,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,12,46,0,0,12,46,58
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2008-04-01,3,2,0,0,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2008-04-01,0,2,0,0,0,2,2
OCURI,vacunaciones en menores de 1 ano,bcg,2008-04-01,18,30,0,0,18,30,48
OKINAWA,vacunaciones en menores de 1 ano,bcg,2008-04-01,26,2,0,0,26,2,28
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,7,0,0,1,7,8
ORURO,vacunaciones en menores de 1 ano,bcg,2008-04-01,584,36,0,0,584,36,620
PADCAYA,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,10,0,0,3,10,13
PADILLA,vacunaciones en menores de 1 ano,bcg,2008-04-01,10,1,0,0,10,1,11
PAILON,vacunaciones en menores de 1 ano,bcg,2008-04-01,35,7,0,0,35,7,42
PALCA,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,34,0,0,2,34,36
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2008-04-01,36,27,0,0,36,27,63
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,1,0,0,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2008-04-01,11,3,0,0,11,3,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,5,0,0,0,5,5
PASORAPA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,5,0,0,0,5,5
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2008-04-01,11,13,0,0,11,13,24
PAZÑA,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,5,0,0,6,5,11
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,12,0,0,4,12,16
POCOATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,43,0,0,4,43,47
POCONA,vacunaciones en menores de 1 ano,bcg,2008-04-01,8,18,0,0,8,18,26
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2008-04-01,20,3,0,0,20,3,23
POOPO,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,4,0,0,6,4,10
PORCO,vacunaciones en menores de 1 ano,bcg,2008-04-01,24,8,0,0,24,8,32
POROMA,vacunaciones en menores de 1 ano,bcg,2008-04-01,21,18,0,0,21,18,39
PORONGO,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,11,0,0,4,11,15
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2008-04-01,47,1,0,0,47,1,48
PORVENIR,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,1,0,0,2,1,3
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,3,0,0,4,3,7
POTOSI,vacunaciones en menores de 1 ano,bcg,2008-04-01,493,9,0,0,493,9,502
PRESTO,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,12,0,0,5,12,17
PUCARA,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,1,0,0,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,bcg,2008-04-01,13,23,0,0,13,23,36
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,33,0,0,6,33,39
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,29,0,0,4,29,33
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,7,0,0,5,7,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,21,0,0,0,21,21
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2008-04-01,31,23,0,0,31,23,54
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2008-04-01,9,5,0,0,9,5,14
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2008-04-01,45,0,0,0,45,0,45
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2008-04-01,134,9,0,0,134,9,143
PUNA,vacunaciones en menores de 1 ano,bcg,2008-04-01,18,59,0,0,18,59,77
PUNATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,54,8,0,0,54,8,62
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2008-04-01,180,2,0,0,180,2,182
QUIME,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,13,0,0,0,13,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,0,0,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,bcg,2008-04-01,15,59,0,0,15,59,74
REYES,vacunaciones en menores de 1 ano,bcg,2008-04-01,9,12,0,0,9,12,21
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2008-04-01,313,14,0,0,313,14,327
ROBORE,vacunaciones en menores de 1 ano,bcg,2008-04-01,17,20,0,0,17,20,37
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2008-04-01,31,31,0,0,31,31,62
SABAYA,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,3,0,0,3,3,6
SACABA,vacunaciones en menores de 1 ano,bcg,2008-04-01,182,12,0,0,182,12,194
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,2,0,0,2,2,4
SACACA,vacunaciones en menores de 1 ano,bcg,2008-04-01,10,33,0,0,10,33,43
SAIPINA,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,2,0,0,6,2,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2008-04-01,9,6,0,0,9,6,15
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,10,5,0,0,10,5,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,1,0,0,2,1,3
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2008-04-01,14,12,0,0,14,12,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,3,0,0,0,3,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2008-04-01,7,9,0,0,7,9,16
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2008-04-01,9,1,0,0,9,1,10
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2008-04-01,84,28,0,0,84,28,112
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,14,0,0,6,14,20
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2008-04-01,52,8,0,0,52,8,60
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2008-04-01,55,35,0,0,55,35,90
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-04-01,120,42,0,0,120,42,162
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2008-04-01,3,1,0,0,3,1,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2008-04-01,45,3,0,0,45,3,48
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,7,0,0,5,7,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2008-04-01,26,17,0,0,26,17,43
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2008-04-01,12,1,0,0,12,1,13
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2008-04-01,61,29,0,0,61,29,90
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2008-04-01,5,5,0,0,5,5,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2008-04-01,10,7,0,0,10,7,17
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,43,51,0,0,43,51,94
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,41,3,0,0,41,3,44
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2008-04-01,16,6,0,0,16,6,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,7,0,0,2,7,9
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2008-04-01,23,5,0,0,23,5,28
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-04-01,12,59,0,0,12,59,71
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,4,0,0,0,4,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,7,0,0,1,7,8
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2008-04-01,0,3,0,0,0,3,3
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2008-04-01,11,1,0,0,11,1,12
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-04-01,19,0,0,0,19,0,19
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,3,0,0,2,3,5
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2008-04-01,70,4,0,0,70,4,74
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2008-04-01,2701,132,0,0,2701,132,2833
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2008-04-01,16,3,0,0,16,3,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2008-04-01,13,8,0,0,13,8,21
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,9,0,0,2,9,11
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,3,0,0,5,3,8
