,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES,TOTALES,TOTALES
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,2,15,0,0,2,15,17
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,5,0,0,0,5,0,5
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,6,31,0,0,6,31,37
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,1,5,0,0,1,5,6
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,37,27,0,0,37,27,64
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,7,14,0,0,7,14,21
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,6,13,0,0,6,13,19
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,14,38,0,0,14,38,52
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,376,61,0,0,376,61,437
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,2,0,0,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,9,10,0,0,9,10,19
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,1,27,0,0,1,27,28
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,3,8,0,0,3,8,11
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,1,0,0,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,28,40,0,0,28,40,68
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,24,25,0,0,24,25,49
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,4,7,0,0,4,7,11
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,5,5,0,0,5,5,10
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,349,31,0,0,349,31,380
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,23,20,0,0,23,20,43
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,9,18,0,0,9,18,27
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,6,17,0,0,6,17,23
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,10,38,0,0,10,38,48
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,12,6,0,0,12,6,18
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,98,13,0,0,98,13,111
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,64,26,0,0,64,26,90
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,4,4,0,0,4,4,8
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,1,1,0,0,1,1,2
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,4,2,0,0,4,2,6
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,5,4,0,0,5,4,9
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,3,27,0,0,3,27,30
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,5,6,0,0,5,6,11
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,7,25,0,0,7,25,32
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,15,8,0,0,15,8,23
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,0,3,0,0,0,3,3
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,2,0,0,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,152,46,0,0,152,46,198
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,61,29,0,0,61,29,90
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,8,3,0,0,8,3,11
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,0,10,0,0,0,10,10
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,8,60,0,0,8,60,68
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,10,9,0,0,10,9,19
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,9,0,0,0,9,0,9
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,22,31,0,0,22,31,53
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,4,9,0,0,4,9,13
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,14,0,0,0,14,0,14
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,44,48,0,0,44,48,92
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,1,3,0,0,1,3,4
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,38,32,0,0,38,32,70
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,1,5,0,0,1,5,6
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,2,4,0,0,2,4,6
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,20,10,0,0,20,10,30
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,94,61,0,0,94,61,155
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,3,7,0,0,3,7,10
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,66,16,0,0,66,16,82
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,54,9,0,0,54,9,63
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,1,4,0,0,1,4,5
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,2,6,0,0,2,6,8
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,85,33,0,0,85,33,118
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,1,4,0,0,1,4,5
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,75,43,0,0,75,43,118
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,10,5,0,0,10,5,15
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,6,5,0,0,6,5,11
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,40,39,0,0,40,39,79
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,0,8,0,0,0,8,8
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,11,4,0,0,11,4,15
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,3,12,0,0,3,12,15
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-03-01,9,5,0,0,9,5,14
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,3,0,0,7,3,10
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,18,77,0,0,18,77,95
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,19,0,0,7,19,26
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,13,36,0,0,13,36,49
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,13,0,0,4,13,17
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,1,0,0,4,1,5
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,19,0,0,2,19,21
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,6,0,0,3,6,9
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,1,0,0,2,1,3
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,12,0,0,5,12,17
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,10,37,0,0,10,37,47
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,10,0,0,1,10,11
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,13,0,0,5,13,18
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,10,0,0,5,10,15
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,10,11,0,0,10,11,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,64,4,0,0,64,4,68
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,15,2,0,0,15,2,17
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,10,0,0,1,10,11
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,14,0,0,4,14,18
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,8,0,0,3,8,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,16,60,0,0,16,60,76
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,14,18,0,0,14,18,32
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,8,13,0,0,8,13,21
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,9,2,0,0,9,2,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,3,0,0,1,3,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,1,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,3,0,0,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,41,25,0,0,41,25,66
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,28,47,0,0,28,47,75
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,10,0,0,5,10,15
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,12,0,0,0,12,12
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,3,0,0,5,3,8
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,21,6,0,0,21,6,27
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,20,95,0,0,20,95,115
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,18,0,0,2,18,20
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,13,0,0,3,13,16
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,12,6,0,0,12,6,18
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,7,0,0,0,7,7
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,8,15,0,0,8,15,23
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,13,13,0,0,13,13,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,2,0,0,5,2,7
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,29,13,0,0,29,13,42
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,14,17,0,0,14,17,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,17,0,0,7,17,24
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,17,23,0,0,17,23,40
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,64,61,0,0,64,61,125
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,12,11,0,0,12,11,23
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,12,0,0,1,12,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,32,0,0,7,32,39
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,25,60,0,0,25,60,85
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,11,10,0,0,11,10,21
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,16,84,0,0,16,84,100
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,3,0,0,0,3,3
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,10,18,0,0,10,18,28
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,31,5,0,0,31,5,36
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,0,0,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,12,24,0,0,12,24,36
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,12,0,0,2,12,14
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,15,6,0,0,15,6,21
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,66,28,0,0,66,28,94
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1183,74,0,0,1183,74,1257
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,100,35,0,0,100,35,135
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,10,20,0,0,10,20,30
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,2,0,0,1,2,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,19,40,0,0,19,40,59
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,10,5,0,0,10,5,15
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,15,95,0,0,15,95,110
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,6,0,0,2,6,8
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,12,47,0,0,12,47,59
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,1,0,0,2,1,3
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,21,15,0,0,21,15,36
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,3,0,0,0,3,3
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,41,12,0,0,41,12,53
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,17,0,0,7,17,24
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,22,11,0,0,22,11,33
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,7,0,0,4,7,11
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,11,16,0,0,11,16,27
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,6,0,0,1,6,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,36,0,0,6,36,42
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,56,55,0,0,56,55,111
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,11,10,0,0,11,10,21
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,3,0,0,1,3,4
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,4,0,0,5,4,9
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,13,30,0,0,13,30,43
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,6,0,0,7,6,13
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,7,0,0,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,6,0,0,4,6,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1249,169,0,0,1249,169,1418
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,10,0,0,0,10,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,21,5,0,0,21,5,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,8,19,0,0,8,19,27
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,70,13,0,0,70,13,83
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,2,0,0,3,2,5
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,34,19,0,0,34,19,53
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,22,17,0,0,22,17,39
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,2,0,0,0,2,2
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,13,8,0,0,13,8,21
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,13,0,0,0,13,13
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,4,0,0,1,4,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,15,6,0,0,15,6,21
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,21,0,0,1,21,22
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,44,9,0,0,44,9,53
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,15,0,0,6,15,21
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,17,11,0,0,17,11,28
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,14,0,0,4,14,18
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,47,41,0,0,47,41,88
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,31,0,0,7,31,38
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,11,0,0,6,11,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,2,0,0,2,2,4
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,35,34,0,0,35,34,69
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,0,0,0,6,0,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,16,0,0,4,16,20
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,11,0,0,2,11,13
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,11,11,0,0,11,11,22
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,23,56,0,0,23,56,79
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,5,0,0,0,5,5
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,23,0,0,5,23,28
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,16,0,0,6,16,22
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,1,0,0,1,1,2
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,8,2,0,0,8,2,10
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,30,24,0,0,30,24,54
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,95,21,0,0,95,21,116
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1355,76,0,0,1355,76,1431
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,0,0,0,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,8,0,0,2,8,10
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,25,0,0,4,25,29
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,2,0,0,2,2,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,2,0,0,1,2,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,21,48,0,0,21,48,69
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,21,0,0,0,21,21
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,15,0,0,2,15,17
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,9,1,0,0,9,1,10
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,10,8,0,0,10,8,18
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,8,0,0,3,8,11
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,12,4,0,0,12,4,16
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,8,0,0,2,8,10
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,19,8,0,0,19,8,27
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,8,17,0,0,8,17,25
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,38,15,0,0,38,15,53
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,15,34,0,0,15,34,49
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,22,0,0,1,22,23
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,10,0,0,7,10,17
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,28,18,0,0,28,18,46
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,146,19,0,0,146,19,165
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,2,0,0,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,22,50,0,0,22,50,72
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,4,0,0,5,4,9
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,15,39,0,0,15,39,54
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,13,7,0,0,13,7,20
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,4,0,0,6,4,10
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,413,104,0,0,413,104,517
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,16,24,0,0,16,24,40
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,10,0,0,6,10,16
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,26,9,0,0,26,9,35
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,22,0,0,4,22,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,29,22,0,0,29,22,51
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,3,0,0,1,3,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,10,4,0,0,10,4,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,5,0,0,0,5,5
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,6,0,0,4,6,10
