,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,8,49,8,49,57
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,4,4,4,4,8
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,5,6,5,6,11
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,5,9,5,9,14
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,8,20,8,20,28
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,7,7,7,7,14
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,32,97,32,97,129
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,263,682,263,682,945
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,15,55,15,55,70
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,3,0,3,3
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,1,1,1,2
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,9,9,9,9,18
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,24,14,24,14,38
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,4,0,4,4
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,374,798,374,798,1172
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,3,1,3,1,4
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,2,3,2,3,5
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,1,1,1,2
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,1,0,1,1
GENERAL SAAVEDRA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,0,1,0,1
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,1,0,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,8,30,8,30,38
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,4,0,4,4
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,3,3,3,3,6
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,285,617,285,617,902
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,1,0,1,1
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,5,7,5,7,12
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,1,0,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,5,0,5,5
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,2,1,2,1,3
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,2,2,2,2,4
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,33,43,33,43,76
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,110,246,110,246,356
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,61,284,61,284,345
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,13,31,13,31,44
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,12,26,12,26,38
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,3,6,3,6,9
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,0,1,0,1
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,104,378,104,378,482
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,1,0,1,1
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,4,19,4,19,23
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,53,87,53,87,140
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,42,110,42,110,152
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,17,70,17,70,87
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,0,1,0,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,19,123,19,123,142
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,3,6,3,6,9
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,10,20,10,20,30
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,6,6,6,6,12
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,0,1,0,1
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,0,1,0,1
SAN ANDRES,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,5,2,5,2,7
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,7,15,7,15,22
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,14,18,14,18,32
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,3,2,3,2,5
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,1,0,1,1
SAN LORENZO(TJA),internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,1,0,1,1
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,3,1,3,4
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,270,1147,270,1147,1417
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,1,1,1,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,1,1,1,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,164,239,164,239,403
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,9,8,9,8,17
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,110,173,110,173,283
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,5,8,5,8,13
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,0,3,0,3,3
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,194,173,194,173,367
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,47,86,47,86,133
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,2,12,2,12,14
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,3,26,3,26,29
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,3,16,3,16,19
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,11,28,11,28,39
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,24,66,24,66,90
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,1,9,1,9,10
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,14,11,14,11,25
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,30,26,30,26,56
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2023-04-01,24,54,24,54,78
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,3,9,3,9,12
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,1,2,1,2,3
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,1,0,1,0,1
ARAMPAMPA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,6,19,6,19,25
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,16,9,16,9,25
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,5,3,5,3,8
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,2,0,2,2
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,62,96,62,96,158
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,18,38,18,38,56
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,16,65,16,65,81
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,12,58,12,58,70
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,1,1,1,1,2
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,6,18,6,18,24
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,10,13,10,13,23
CHIMORE,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,11,24,11,24,35
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,3,12,3,12,15
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,35,80,35,80,115
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,329,785,329,785,1114
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,18,59,18,59,77
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,3,0,3,3
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,3,1,3,1,4
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,2,19,2,19,21
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,39,17,39,17,56
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,356,854,356,854,1210
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,5,0,5,5
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,1,4,1,4,5
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,1,0,1,0,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,12,28,12,28,40
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,3,6,3,6,9
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,3,10,3,10,13
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,250,542,250,542,792
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,4,3,4,3,7
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,1,0,1,0,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,4,6,4,6,10
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,1,0,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,14,72,14,72,86
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,4,2,4,2,6
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,21,38,21,38,59
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,95,581,95,581,676
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,73,327,73,327,400
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,6,8,6,8,14
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,3,0,3,0,3
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,1,4,1,4,5
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,7,0,7,7
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,5,0,5,5
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,3,6,3,6,9
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,124,418,124,418,542
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,3,0,3,3
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,38,83,38,83,121
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,39,104,39,104,143
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,16,86,16,86,102
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,23,112,23,112,135
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,3,7,3,7,10
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,5,12,5,12,17
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,7,6,7,6,13
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,2,1,2,1,3
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,6,18,6,18,24
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,8,25,8,25,33
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,2,0,2,2
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,16,37,16,37,53
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,330,1191,330,1191,1521
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,1,1,1,1,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,2,3,2,3,5
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,145,238,145,238,383
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,9,9,9,9,18
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,154,150,154,150,304
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,2,0,2,0,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,159,240,159,240,399
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,5,5,5,5,10
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,10,12,10,12,22
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,8,15,8,15,23
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,12,34,12,34,46
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,8,12,8,12,20
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,0,1,0,1,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,31,98,31,98,129
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,2,6,2,6,8
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,7,21,7,21,28
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-05-01,83,115,83,115,198
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,2,15,2,15,17
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,3,1,3,1,4
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,4,18,4,18,22
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,10,8,10,8,18
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,3,1,3,4
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,2,1,2,3
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,50,79,50,79,129
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,2,0,2,0,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,8,26,8,26,34
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,11,63,11,63,74
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,0,1,0,1
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,12,77,12,77,89
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,2,2,2,2,4
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,2,14,2,14,16
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,9,13,9,13,22
CHIMORE,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,9,17,9,17,26
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,5,7,5,7,12
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,37,86,37,86,123
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,262,773,262,773,1035
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,12,49,12,49,61
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,3,0,3,3
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,2,1,2,1,3
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,14,23,14,23,37
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,89,90,89,90,179
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,0,1,0,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,361,768,361,768,1129
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,3,0,3,3
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,0,1,0,1
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,1,0,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,0,1,0,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,9,31,9,31,40
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,8,0,8,8
IRUPANA (VILLA DE LANZA),internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,2,0,2,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,10,9,10,9,19
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,222,562,222,562,784
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,1,0,1,1
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,10,1,10,11
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,0,1,0,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,2,2,2,2,4
MAPIRI,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,1,0,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,1,0,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,2,0,2,0,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,25,26,25,26,51
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,139,287,139,287,426
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,140,414,140,414,554
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,6,6,6,6,12
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,2,7,2,7,9
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,6,0,6,6
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,7,1,7,8
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,119,358,119,358,477
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,2,0,2,2
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,22,0,22,22
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,52,81,52,81,133
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,45,102,45,102,147
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,27,110,27,110,137
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,28,115,28,115,143
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,3,8,3,8,11
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,2,1,2,3
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,12,11,12,11,23
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,3,3,3,3,6
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,5,12,5,12,17
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,14,25,14,25,39
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,2,0,2,2
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,3,11,3,11,14
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,1,0,1,1
SAN RAMON BENI,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,411,1394,411,1394,1805
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,0,1,0,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,137,195,137,195,332
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,10,12,10,12,22
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,127,167,127,167,294
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,1,5,1,5,6
TIPUANI,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,141,216,141,216,357
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,19,28,19,28,47
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,7,14,7,14,21
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,2,1,2,1,3
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,18,32,18,32,50
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,0,1,0,1,1
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,4,24,4,24,28
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,25,77,25,77,102
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,4,9,4,9,13
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,8,10,8,10,18
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-06-01,41,89,41,89,130
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,3,12,3,12,15
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,1,8,1,8,9
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,13,23,13,23,36
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,20,16,20,16,36
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,0,2,0,2,2
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,0,1,0,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,47,73,47,73,120
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,8,21,8,21,29
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,19,39,19,39,58
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,7,73,7,73,80
CARAPARI,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,0,2,0,2,2
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,4,9,4,9,13
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,6,18,6,18,24
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,6,20,6,20,26
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,3,4,3,4,7
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,34,94,34,94,128
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,296,820,296,820,1116
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,11,48,11,48,59
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,1,7,1,7,8
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,1,1,1,1,2
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,13,29,13,29,42
COTAGAITA,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,1,0,1,0,1
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,40,41,40,41,81
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,382,789,382,789,1171
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,0,2,0,2,2
GENERAL SAAVEDRA,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,0,1,0,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2023-07-01,0,1,0,1,1
