,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
COTOCA,otras vacunaciones,sr,2022-04-01,0,0,38,42,38,42,80
CRUZ DE MACHACAMARCA,otras vacunaciones,sr,2022-04-01,0,0,15,0,15,0,15
CUATRO CAÑADAS,otras vacunaciones,sr,2022-04-01,6,5,66,41,72,46,118
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,sr,2022-04-01,0,0,1,0,1,0,1
CULPINA,otras vacunaciones,sr,2022-04-01,0,0,2,0,2,0,2
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2022-04-01,2,0,3,0,5,0,5
EL ALTO,otras vacunaciones,sr,2022-04-01,339,307,1217,1166,1556,1473,3029
EL CHORO,otras vacunaciones,sr,2022-04-01,1,3,5,11,6,14,20
EL PUENTE(STC),otras vacunaciones,sr,2022-04-01,5,10,36,42,41,52,93
EL TORNO,otras vacunaciones,sr,2022-04-01,0,1,0,0,0,1,1
EL VILLAR,otras vacunaciones,sr,2022-04-01,0,2,0,0,0,2,2
ENTRE RIOS CBBA,otras vacunaciones,sr,2022-04-01,4,7,1,6,5,13,18
ESCOMA,otras vacunaciones,sr,2022-04-01,0,2,7,6,7,8,15
ESMERALDA,otras vacunaciones,sr,2022-04-01,1,0,2,3,3,3,6
EUCALIPTUS,otras vacunaciones,sr,2022-04-01,0,4,2,4,2,8,10
FERNANDEZ ALONSO,otras vacunaciones,sr,2022-04-01,0,1,38,78,38,79,117
FILADELFIA,otras vacunaciones,sr,2022-04-01,0,0,7,4,7,4,11
GENERAL SAAVEDRA,otras vacunaciones,sr,2022-04-01,0,0,3,7,3,7,10
GUANAY,otras vacunaciones,sr,2022-04-01,1,0,60,0,61,0,61
GUAYARAMERIN,otras vacunaciones,sr,2022-04-01,0,0,73,89,73,89,162
GUTIERREZ,otras vacunaciones,sr,2022-04-01,0,0,0,1,0,1,1
HUANUNI,otras vacunaciones,sr,2022-04-01,7,21,42,25,49,46,95
HUMANATA,otras vacunaciones,sr,2022-04-01,5,5,0,0,5,5,10
INCAHUASI,otras vacunaciones,sr,2022-04-01,0,0,2,0,2,0,2
IXIAMAS,otras vacunaciones,sr,2022-04-01,0,0,3,3,3,3,6
LA GUARDIA,otras vacunaciones,sr,2022-04-01,13,18,51,61,64,79,143
LA PAZ,otras vacunaciones,sr,2022-04-01,42,102,599,692,641,794,1435
LAGUNILLAS,otras vacunaciones,sr,2022-04-01,3,1,0,0,3,1,4
LAS CARRERAS,otras vacunaciones,sr,2022-04-01,10,7,2,1,12,8,20
LLALLAGUA,otras vacunaciones,sr,2022-04-01,0,1,1,4,1,5,6
MAGDALENA,otras vacunaciones,sr,2022-04-01,0,0,46,44,46,44,90
MAIRANA,otras vacunaciones,sr,2022-04-01,4,1,5,5,9,6,15
MAPIRI,otras vacunaciones,sr,2022-04-01,0,0,12,0,12,0,12
MECAPACA,otras vacunaciones,sr,2022-04-01,8,8,0,0,8,8,16
MOCOMOCO,otras vacunaciones,sr,2022-04-01,5,6,9,6,14,12,26
MONTERO,otras vacunaciones,sr,2022-04-01,20,32,421,409,441,441,882
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2022-04-01,0,1,15,15,15,16,31
NAZACARA DE PACAJES,otras vacunaciones,sr,2022-04-01,0,1,1,0,1,1,2
OMEREQUE,otras vacunaciones,sr,2022-04-01,0,0,0,2,0,2,2
ORURO,otras vacunaciones,sr,2022-04-01,26,28,378,359,404,387,791
PAILON,otras vacunaciones,sr,2022-04-01,12,11,98,105,110,116,226
PALCA,otras vacunaciones,sr,2022-04-01,1,0,1,0,2,0,2
PALOS BLANCOS,otras vacunaciones,sr,2022-04-01,3,2,13,11,16,13,29
PAZÑA,otras vacunaciones,sr,2022-04-01,0,0,2,3,2,3,5
POOPO,otras vacunaciones,sr,2022-04-01,1,1,14,27,15,28,43
POROMA,otras vacunaciones,sr,2022-04-01,4,1,0,0,4,1,5
PORONGO,otras vacunaciones,sr,2022-04-01,1,0,4,11,5,11,16
PORTACHUELO,otras vacunaciones,sr,2022-04-01,2,1,63,38,65,39,104
PORVENIR,otras vacunaciones,sr,2022-04-01,0,1,1,1,1,2,3
POSTRER VALLE,otras vacunaciones,sr,2022-04-01,1,1,2,0,3,1,4
POTOSI,otras vacunaciones,sr,2022-04-01,71,90,331,468,402,558,960
PUCARANI,otras vacunaciones,sr,2022-04-01,10,22,10,11,20,33,53
PUERTO ACOSTA,otras vacunaciones,sr,2022-04-01,1,1,1,5,2,6,8
PUERTO CARABUCO,otras vacunaciones,sr,2022-04-01,2,4,7,0,9,4,13
PUERTO PEREZ,otras vacunaciones,sr,2022-04-01,0,0,3,4,3,4,7
PUERTO QUIJARRO,otras vacunaciones,sr,2022-04-01,1,0,31,38,32,38,70
PUERTO RICO,otras vacunaciones,sr,2022-04-01,3,1,19,17,22,18,40
PUERTO SUAREZ,otras vacunaciones,sr,2022-04-01,3,6,33,26,36,32,68
PUERTO VILLARROEL,otras vacunaciones,sr,2022-04-01,7,53,30,25,37,78,115
PUNATA,otras vacunaciones,sr,2022-04-01,2,1,0,0,2,1,3
QUILLACOLLO,otras vacunaciones,sr,2022-04-01,3,4,3,0,6,4,10
REYES,otras vacunaciones,sr,2022-04-01,0,0,3,1,3,1,4
RIBERALTA,otras vacunaciones,sr,2022-04-01,1,0,0,0,1,0,1
ROBORE,otras vacunaciones,sr,2022-04-01,0,0,2,1,2,1,3
RURRENABAQUE,otras vacunaciones,sr,2022-04-01,0,2,6,3,6,5,11
SABAYA,otras vacunaciones,sr,2022-04-01,2,4,25,0,27,4,31
SACABA,otras vacunaciones,sr,2022-04-01,1,6,8,17,9,23,32
SAIPINA,otras vacunaciones,sr,2022-04-01,2,1,10,9,12,10,22
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2022-04-01,0,0,10,11,10,11,21
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2022-04-01,17,24,8,14,25,38,63
SAN BENITO,otras vacunaciones,sr,2022-04-01,2,3,0,0,2,3,5
SAN BORJA,otras vacunaciones,sr,2022-04-01,3,4,27,20,30,24,54
SAN BUENA VENTURA,otras vacunaciones,sr,2022-04-01,0,0,17,23,17,23,40
SAN CARLOS,otras vacunaciones,sr,2022-04-01,2,1,12,19,14,20,34
SAN IGNACIO,otras vacunaciones,sr,2022-04-01,0,0,7,8,7,8,15
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2022-04-01,52,67,124,59,176,126,302
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2022-04-01,2,1,30,30,32,31,63
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2022-04-01,1,1,20,11,21,12,33
SAN JULIAN,otras vacunaciones,sr,2022-04-01,0,3,19,29,19,32,51
SAN LORENZO(TJA),otras vacunaciones,sr,2022-04-01,0,1,7,3,7,4,11
SAN MATIAS,otras vacunaciones,sr,2022-04-01,4,6,62,69,66,75,141
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2022-04-01,0,0,41,40,41,40,81
SAN PEDRO DE CURAHUARA,otras vacunaciones,sr,2022-04-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2022-04-01,1,7,9,15,10,22,32
SAN RAFAEL,otras vacunaciones,sr,2022-04-01,0,3,5,15,5,18,23
SAN RAMON BENI,otras vacunaciones,sr,2022-04-01,0,0,2,0,2,0,2
SAN RAMON SCZ,otras vacunaciones,sr,2022-04-01,0,0,6,7,6,7,13
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2022-04-01,473,536,2898,2955,3371,3491,6862
SANTA ROSA DEL SARA,otras vacunaciones,sr,2022-04-01,1,2,76,97,77,99,176
SANTIAGO DE HUARI,otras vacunaciones,sr,2022-04-01,0,0,8,15,8,15,23
SANTIAGO DE MACHACA,otras vacunaciones,sr,2022-04-01,0,1,1,1,1,2,3
SANTIVAÑES,otras vacunaciones,sr,2022-04-01,0,0,1,0,1,0,1
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2022-04-01,0,0,1,6,1,6,7
SAPAHAQUI,otras vacunaciones,sr,2022-04-01,0,0,4,1,4,1,5
SENA,otras vacunaciones,sr,2022-04-01,1,0,28,25,29,25,54
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2022-04-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,sr,2022-04-01,1,1,8,6,9,7,16
SORACACHI,otras vacunaciones,sr,2022-04-01,0,0,3,0,3,0,3
SUCRE,otras vacunaciones,sr,2022-04-01,8,14,61,25,69,39,108
TARIJA,otras vacunaciones,sr,2022-04-01,9,10,154,191,163,201,364
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,sr,2022-04-01,2,4,23,23,25,27,52
TOLEDO,otras vacunaciones,sr,2022-04-01,3,6,7,15,10,21,31
TOMINA,otras vacunaciones,sr,2022-04-01,0,1,0,0,0,1,1
TOTORA(ORR),otras vacunaciones,sr,2022-04-01,1,2,4,1,5,3,8
TRINIDAD,otras vacunaciones,sr,2022-04-01,29,14,69,59,98,73,171
TUPIZA,otras vacunaciones,sr,2022-04-01,24,19,75,56,99,75,174
TURCO,otras vacunaciones,sr,2022-04-01,0,0,54,68,54,68,122
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2022-04-01,0,0,5,0,5,0,5
URUBICHA,otras vacunaciones,sr,2022-04-01,20,25,2,3,22,28,50
UYUNI,otras vacunaciones,sr,2022-04-01,0,0,13,9,13,9,22
VALLEGRANDE,otras vacunaciones,sr,2022-04-01,4,5,15,4,19,9,28
VILLA MONTES,otras vacunaciones,sr,2022-04-01,3,1,0,0,3,1,4
VILLA SERRANO,otras vacunaciones,sr,2022-04-01,1,2,0,0,1,2,3
VILLA TUNARI,otras vacunaciones,sr,2022-04-01,9,11,108,42,117,53,170
VILLAZON,otras vacunaciones,sr,2022-04-01,12,27,165,329,177,356,533
VITICHI,otras vacunaciones,sr,2022-04-01,0,0,4,6,4,6,10
WARNES,otras vacunaciones,sr,2022-04-01,15,2,60,57,75,59,134
YACO,otras vacunaciones,sr,2022-04-01,4,2,20,15,24,17,41
YACUIBA,otras vacunaciones,sr,2022-04-01,3,0,11,14,14,14,28
YAPACANI,otras vacunaciones,sr,2022-04-01,12,6,116,120,128,126,254
ZUDAÑEZ,otras vacunaciones,sr,2022-04-01,2,4,0,0,2,4,6
ACHACACHI,otras vacunaciones,sr,2022-05-01,0,1,0,0,0,1,1
ACHOCALLA,otras vacunaciones,sr,2022-05-01,3,1,7,0,10,1,11
ANTEQUERA,otras vacunaciones,sr,2022-05-01,0,0,1,0,1,0,1
ARQUE,otras vacunaciones,sr,2022-05-01,0,0,2,1,2,1,3
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2022-05-01,1,0,0,0,1,0,1
ATOCHA,otras vacunaciones,sr,2022-05-01,0,1,0,0,0,1,1
BATALLAS,otras vacunaciones,sr,2022-05-01,1,3,7,5,8,8,16
BELEN DE ANDAMARCA,otras vacunaciones,sr,2022-05-01,0,1,0,0,0,1,1
BELEN DE URMIRI,otras vacunaciones,sr,2022-05-01,0,0,4,4,4,4,8
BERMEJO,otras vacunaciones,sr,2022-05-01,6,7,24,23,30,30,60
BOLIVAR,otras vacunaciones,sr,2022-05-01,0,0,1,1,1,1,2
BOLPEBRA,otras vacunaciones,sr,2022-05-01,6,5,189,188,195,193,388
BUENA VISTA,otras vacunaciones,sr,2022-05-01,6,4,5,4,11,8,19
CABEZAS,otras vacunaciones,sr,2022-05-01,1,10,0,0,1,10,11
CALAMARCA,otras vacunaciones,sr,2022-05-01,2,0,0,0,2,0,2
CAPINOTA,otras vacunaciones,sr,2022-05-01,2,2,0,0,2,2,4
CARACOLLO,otras vacunaciones,sr,2022-05-01,1,1,1,3,2,4,6
CARANAVI,otras vacunaciones,sr,2022-05-01,52,50,52,59,104,109,213
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2022-05-01,1,2,3,4,4,6,10
CATACORA,otras vacunaciones,sr,2022-05-01,0,0,4,2,4,2,6
CHALLAPATA,otras vacunaciones,sr,2022-05-01,0,1,13,11,13,12,25
CHARAGUA,otras vacunaciones,sr,2022-05-01,0,0,2,2,2,2,4
CHARAÑA,otras vacunaciones,sr,2022-05-01,1,0,0,0,1,0,1
CHAYANTA,otras vacunaciones,sr,2022-05-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,sr,2022-05-01,3,5,21,22,24,27,51
CHOQUE COTA,otras vacunaciones,sr,2022-05-01,0,0,2,0,2,0,2
COBIJA,otras vacunaciones,sr,2022-05-01,63,58,36,48,99,106,205
COCHABAMBA,otras vacunaciones,sr,2022-05-01,83,128,224,310,307,438,745
"COLCHA ""K""",otras vacunaciones,sr,2022-05-01,6,13,2,1,8,14,22
COLPA BELGICA,otras vacunaciones,sr,2022-05-01,1,0,0,0,1,0,1
COMANCHE,otras vacunaciones,sr,2022-05-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,sr,2022-05-01,5,5,9,11,14,16,30
COPACABANA,otras vacunaciones,sr,2022-05-01,0,0,8,0,8,0,8
CORO CORO,otras vacunaciones,sr,2022-05-01,2,0,0,1,2,1,3
COROICO,otras vacunaciones,sr,2022-05-01,0,2,2,1,2,3,5
CORQUE,otras vacunaciones,sr,2022-05-01,3,0,1,0,4,0,4
CUATRO CAÑADAS,otras vacunaciones,sr,2022-05-01,7,12,8,12,15,24,39
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,sr,2022-05-01,0,1,0,0,0,1,1
CULPINA,otras vacunaciones,sr,2022-05-01,0,0,2,1,2,1,3
EL ALTO,otras vacunaciones,sr,2022-05-01,124,146,423,461,547,607,1154
EL CHORO,otras vacunaciones,sr,2022-05-01,0,2,0,0,0,2,2
EL PUENTE(STC),otras vacunaciones,sr,2022-05-01,0,0,14,11,14,11,25
EL PUENTE(TJA),otras vacunaciones,sr,2022-05-01,2,1,4,3,6,4,10
ENTRE RIOS TRJ,otras vacunaciones,sr,2022-05-01,2,0,2,0,4,0,4
ESCOMA,otras vacunaciones,sr,2022-05-01,5,0,2,2,7,2,9
EUCALIPTUS,otras vacunaciones,sr,2022-05-01,1,0,0,0,1,0,1
FILADELFIA,otras vacunaciones,sr,2022-05-01,2,2,3,9,5,11,16
GENERAL SAAVEDRA,otras vacunaciones,sr,2022-05-01,3,3,10,8,13,11,24
GUANAY,otras vacunaciones,sr,2022-05-01,0,0,2,0,2,0,2
GUAYARAMERIN,otras vacunaciones,sr,2022-05-01,1,0,78,73,79,73,152
HUACARETA,otras vacunaciones,sr,2022-05-01,3,3,0,1,3,4,7
HUANUNI,otras vacunaciones,sr,2022-05-01,5,2,2,0,7,2,9
HUARACAJE,otras vacunaciones,sr,2022-05-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,sr,2022-05-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,sr,2022-05-01,6,6,30,21,36,27,63
LA PAZ,otras vacunaciones,sr,2022-05-01,83,109,391,328,474,437,911
LAS CARRERAS,otras vacunaciones,sr,2022-05-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,sr,2022-05-01,5,4,41,33,46,37,83
MAGDALENA,otras vacunaciones,sr,2022-05-01,0,0,4,2,4,2,6
MAIRANA,otras vacunaciones,sr,2022-05-01,2,1,0,0,2,1,3
MAPIRI,otras vacunaciones,sr,2022-05-01,1,2,2,0,3,2,5
MINEROS,otras vacunaciones,sr,2022-05-01,1,0,0,2,1,2,3
MOCOMOCO,otras vacunaciones,sr,2022-05-01,1,3,1,2,2,5,7
MONTERO,otras vacunaciones,sr,2022-05-01,10,11,13,9,23,20,43
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2022-05-01,4,2,0,0,4,2,6
NAZACARA DE PACAJES,otras vacunaciones,sr,2022-05-01,3,0,1,1,4,1,5
OMEREQUE,otras vacunaciones,sr,2022-05-01,0,0,3,2,3,2,5
ORURO,otras vacunaciones,sr,2022-05-01,15,22,41,43,56,65,121
PAILON,otras vacunaciones,sr,2022-05-01,7,10,24,24,31,34,65
PALCA,otras vacunaciones,sr,2022-05-01,0,1,8,11,8,12,20
PALOS BLANCOS,otras vacunaciones,sr,2022-05-01,2,6,0,0,2,6,8
POCOATA,otras vacunaciones,sr,2022-05-01,1,0,0,0,1,0,1
POJO (CBBA),otras vacunaciones,sr,2022-05-01,0,1,0,0,0,1,1
POOPO,otras vacunaciones,sr,2022-05-01,1,7,0,2,1,9,10
PORCO,otras vacunaciones,sr,2022-05-01,0,0,6,6,6,6,12
POROMA,otras vacunaciones,sr,2022-05-01,0,0,24,75,24,75,99
PORONGO,otras vacunaciones,sr,2022-05-01,1,1,0,0,1,1,2
PORTACHUELO,otras vacunaciones,sr,2022-05-01,4,0,1,0,5,0,5
PORVENIR,otras vacunaciones,sr,2022-05-01,3,1,9,13,12,14,26
POSTRER VALLE,otras vacunaciones,sr,2022-05-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,sr,2022-05-01,77,96,266,367,343,463,806
PUCARANI,otras vacunaciones,sr,2022-05-01,0,2,2,9,2,11,13
PUERTO CARABUCO,otras vacunaciones,sr,2022-05-01,0,0,6,6,6,6,12
PUERTO QUIJARRO,otras vacunaciones,sr,2022-05-01,4,5,0,0,4,5,9
PUERTO RICO,otras vacunaciones,sr,2022-05-01,0,0,16,30,16,30,46
PUERTO SUAREZ,otras vacunaciones,sr,2022-05-01,7,9,28,23,35,32,67
PUERTO VILLARROEL,otras vacunaciones,sr,2022-05-01,1,7,9,22,10,29,39
PUNATA,otras vacunaciones,sr,2022-05-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,sr,2022-05-01,5,16,6,1,11,17,28
SABAYA,otras vacunaciones,sr,2022-05-01,0,0,2,0,2,0,2
SACABA,otras vacunaciones,sr,2022-05-01,0,0,2,7,2,7,9
SAIPINA,otras vacunaciones,sr,2022-05-01,2,0,6,3,8,3,11
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2022-05-01,0,1,0,2,0,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2022-05-01,0,2,0,0,0,2,2
SAN BENITO,otras vacunaciones,sr,2022-05-01,1,1,0,0,1,1,2
SAN CARLOS,otras vacunaciones,sr,2022-05-01,1,0,2,3,3,3,6
SAN IGNACIO,otras vacunaciones,sr,2022-05-01,35,18,2,1,37,19,56
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2022-05-01,36,46,43,91,79,137,216
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2022-05-01,1,5,2,6,3,11,14
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2022-05-01,4,14,21,25,25,39,64
SAN JULIAN,otras vacunaciones,sr,2022-05-01,2,0,61,61,63,61,124
SAN LUCAS,otras vacunaciones,sr,2022-05-01,1,0,1,0,2,0,2
SAN MATIAS,otras vacunaciones,sr,2022-05-01,2,12,0,0,2,12,14
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2022-05-01,2,0,1,1,3,1,4
SAN PEDRO DE QUEMES,otras vacunaciones,sr,2022-05-01,0,0,2,1,2,1,3
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2022-05-01,5,2,4,0,9,2,11
SAN RAMON BENI,otras vacunaciones,sr,2022-05-01,1,1,4,3,5,4,9
SAN RAMON SCZ,otras vacunaciones,sr,2022-05-01,0,0,79,77,79,77,156
SANTA ANA,otras vacunaciones,sr,2022-05-01,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2022-05-01,441,552,1245,1330,1686,1882,3568
SANTA ROSA DEL SARA,otras vacunaciones,sr,2022-05-01,0,1,3,4,3,5,8
SANTIAGO DE HUARI,otras vacunaciones,sr,2022-05-01,0,0,5,5,5,5,10
SENA,otras vacunaciones,sr,2022-05-01,0,0,36,32,36,32,68
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2022-05-01,1,1,1,0,2,1,3
SIPE SIPE,otras vacunaciones,sr,2022-05-01,1,2,8,6,9,8,17
SUCRE,otras vacunaciones,sr,2022-05-01,12,28,21,14,33,42,75
TARIJA,otras vacunaciones,sr,2022-05-01,27,18,216,217,243,235,478
TIRAQUE (CBBA),otras vacunaciones,sr,2022-05-01,1,0,2,7,3,7,10
TOLEDO,otras vacunaciones,sr,2022-05-01,1,0,0,0,1,0,1
TOMINA,otras vacunaciones,sr,2022-05-01,0,2,0,0,0,2,2
TORO TORO,otras vacunaciones,sr,2022-05-01,0,2,0,0,0,2,2
TOTORA(ORR),otras vacunaciones,sr,2022-05-01,0,0,1,0,1,0,1
TRINIDAD,otras vacunaciones,sr,2022-05-01,11,14,51,39,62,53,115
TUPIZA,otras vacunaciones,sr,2022-05-01,5,11,13,6,18,17,35
TURCO,otras vacunaciones,sr,2022-05-01,2,4,0,1,2,5,7
UYUNI,otras vacunaciones,sr,2022-05-01,4,2,2,0,6,2,8
VALLEGRANDE,otras vacunaciones,sr,2022-05-01,11,17,34,26,45,43,88
VIACHA,otras vacunaciones,sr,2022-05-01,1,6,0,0,1,6,7
VILLA MONTES,otras vacunaciones,sr,2022-05-01,2,6,5,7,7,13,20
VILLA SERRANO,otras vacunaciones,sr,2022-05-01,1,2,2,0,3,2,5
VILLA TUNARI,otras vacunaciones,sr,2022-05-01,7,12,9,20,16,32,48
VILLAZON,otras vacunaciones,sr,2022-05-01,14,22,97,144,111,166,277
WARNES,otras vacunaciones,sr,2022-05-01,5,5,12,10,17,15,32
YACO,otras vacunaciones,sr,2022-05-01,5,8,4,7,9,15,24
YACUIBA,otras vacunaciones,sr,2022-05-01,24,19,303,308,327,327,654
YAPACANI,otras vacunaciones,sr,2022-05-01,1,1,10,10,11,11,22
YUNCHARA,otras vacunaciones,sr,2022-05-01,5,3,4,5,9,8,17
ACHACACHI,otras vacunaciones,sr,2022-06-01,1,2,4,2,5,4,9
ACHOCALLA,otras vacunaciones,sr,2022-06-01,1,0,1,0,2,0,2
ANCORAIMES,otras vacunaciones,sr,2022-06-01,0,3,0,0,0,3,3
ANDAMARCA,otras vacunaciones,sr,2022-06-01,2,3,1,1,3,4,7
ANTEQUERA,otras vacunaciones,sr,2022-06-01,3,1,0,0,3,1,4
ARANI,otras vacunaciones,sr,2022-06-01,1,0,0,0,1,0,1
ARQUE,otras vacunaciones,sr,2022-06-01,0,1,1,0,1,1,2
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2022-06-01,2,1,0,0,2,1,3
BATALLAS,otras vacunaciones,sr,2022-06-01,2,2,0,3,2,5,7
BELLA FLOR,otras vacunaciones,sr,2022-06-01,3,0,8,10,11,10,21
BERMEJO,otras vacunaciones,sr,2022-06-01,3,4,13,13,16,17,33
BOLIVAR,otras vacunaciones,sr,2022-06-01,2,1,0,0,2,1,3
BOLPEBRA,otras vacunaciones,sr,2022-06-01,0,1,9,13,9,14,23
BUENA VISTA,otras vacunaciones,sr,2022-06-01,4,1,6,9,10,10,20
CABEZAS,otras vacunaciones,sr,2022-06-01,2,8,0,0,2,8,10
"CAIZA ""D""",otras vacunaciones,sr,2022-06-01,1,0,0,0,1,0,1
CAMARGO,otras vacunaciones,sr,2022-06-01,1,1,5,3,6,4,10
CAMIRI,otras vacunaciones,sr,2022-06-01,2,3,4,1,6,4,10
CAPINOTA,otras vacunaciones,sr,2022-06-01,2,1,8,12,10,13,23
CARACOLLO,otras vacunaciones,sr,2022-06-01,0,0,3,1,3,1,4
CARANAVI,otras vacunaciones,sr,2022-06-01,31,38,20,22,51,60,111
CARIPUYO,otras vacunaciones,sr,2022-06-01,0,0,1,0,1,0,1
CHALLAPATA,otras vacunaciones,sr,2022-06-01,1,0,2,1,3,1,4
CHARAGUA,otras vacunaciones,sr,2022-06-01,0,0,7,19,7,19,26
CHIMORE,otras vacunaciones,sr,2022-06-01,4,1,25,3,29,4,33
CLIZA,otras vacunaciones,sr,2022-06-01,0,0,2,0,2,0,2
COBIJA,otras vacunaciones,sr,2022-06-01,47,28,71,90,118,118,236
COCHABAMBA,otras vacunaciones,sr,2022-06-01,137,186,308,462,445,648,1093
"COLCHA ""K""",otras vacunaciones,sr,2022-06-01,0,4,7,7,7,11,18
COLPA BELGICA,otras vacunaciones,sr,2022-06-01,1,0,0,0,1,0,1
COLQUENCHA,otras vacunaciones,sr,2022-06-01,0,0,3,12,3,12,15
CONCEPCION,otras vacunaciones,sr,2022-06-01,6,5,3,3,9,8,17
COPACABANA,otras vacunaciones,sr,2022-06-01,0,1,1,0,1,1,2
CORO CORO,otras vacunaciones,sr,2022-06-01,1,6,0,0,1,6,7
CORQUE,otras vacunaciones,sr,2022-06-01,0,0,1,0,1,0,1
COTOCA,otras vacunaciones,sr,2022-06-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,otras vacunaciones,sr,2022-06-01,0,2,17,27,17,29,46
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2022-06-01,0,1,2,2,2,3,5
EL ALTO,otras vacunaciones,sr,2022-06-01,89,92,187,287,276,379,655
EL CHORO,otras vacunaciones,sr,2022-06-01,3,2,1,1,4,3,7
EL PUENTE(STC),otras vacunaciones,sr,2022-06-01,1,1,0,0,1,1,2
EL PUENTE(TJA),otras vacunaciones,sr,2022-06-01,1,1,0,1,1,2,3
EL TORNO,otras vacunaciones,sr,2022-06-01,2,0,0,0,2,0,2
EL VILLAR,otras vacunaciones,sr,2022-06-01,1,0,5,3,6,3,9
ENTRE RIOS TRJ,otras vacunaciones,sr,2022-06-01,2,2,2,0,4,2,6
ESMERALDA,otras vacunaciones,sr,2022-06-01,0,0,2,2,2,2,4
FERNANDEZ ALONSO,otras vacunaciones,sr,2022-06-01,0,0,1,1,1,1,2
FILADELFIA,otras vacunaciones,sr,2022-06-01,0,0,8,4,8,4,12
GENERAL SAAVEDRA,otras vacunaciones,sr,2022-06-01,1,3,0,0,1,3,4
GUANAY,otras vacunaciones,sr,2022-06-01,0,0,5,0,5,0,5
GUAYARAMERIN,otras vacunaciones,sr,2022-06-01,0,0,0,1,0,1,1
GUTIERREZ,otras vacunaciones,sr,2022-06-01,1,2,0,0,1,2,3
HUACHACALLA,otras vacunaciones,sr,2022-06-01,5,2,101,0,106,2,108
HUANUNI,otras vacunaciones,sr,2022-06-01,1,0,7,8,8,8,16
HUARACAJE,otras vacunaciones,sr,2022-06-01,0,0,2,2,2,2,4
HUAYLLAMARCA,otras vacunaciones,sr,2022-06-01,1,0,3,2,4,2,6
IXIAMAS,otras vacunaciones,sr,2022-06-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,sr,2022-06-01,12,16,0,1,12,17,29
LA PAZ,otras vacunaciones,sr,2022-06-01,81,104,23,32,104,136,240
LAGUNILLAS,otras vacunaciones,sr,2022-06-01,0,0,6,8,6,8,14
LLALLAGUA,otras vacunaciones,sr,2022-06-01,9,12,12,16,21,28,49
LORETO,otras vacunaciones,sr,2022-06-01,0,0,2,3,2,3,5
MAGDALENA,otras vacunaciones,sr,2022-06-01,0,1,5,2,5,3,8
MAPIRI,otras vacunaciones,sr,2022-06-01,5,2,2,0,7,2,9
MINEROS,otras vacunaciones,sr,2022-06-01,0,0,1,0,1,0,1
MONTERO,otras vacunaciones,sr,2022-06-01,6,8,23,14,29,22,51
OCURI,otras vacunaciones,sr,2022-06-01,4,9,2,0,6,9,15
ORURO,otras vacunaciones,sr,2022-06-01,22,35,15,9,37,44,81
PAILON,otras vacunaciones,sr,2022-06-01,11,7,19,10,30,17,47
PALCA,otras vacunaciones,sr,2022-06-01,2,8,1,0,3,8,11
