,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
SAN RAMON SCZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-10-01,2,3,4,2,6,5,11
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-10-01,1,0,0,0,1,0,1
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-10-01,0,0,2,1,2,1,3
TARATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-10-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-10-01,1,0,0,2,1,2,3
TOCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-10-01,0,1,0,0,0,1,1
TOLEDO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-10-01,2,1,0,0,2,1,3
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-10-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-10-01,0,0,1,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,0,69,1,69,1,70
CABEZAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,0,1,2,1,2,3
CARANAVI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,6,4,0,0,6,4,10
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,1,2,0,0,1,2,3
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,0,1,4,1,4,5
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,2,0,0,0,2,2
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,2,2,0,1,2,3,5
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,0,1,1,1,1,2
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,2,0,0,0,2,2
IXIAMAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,0,0,2,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,13,6,0,0,13,6,19
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,2,1,1,1,3,2,5
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,1,2,0,0,1,2,3
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,0,2,4,2,4,6
PUERTO PEREZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,0,1,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,1,1,0,0,1,1,2
SAN LORENZO(TJA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,3,0,0,0,3,3
SAN PEDRO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,8,34,0,0,8,34,42
TACOPAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,4,1,0,0,4,1,5
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,0,1,0,0,0,1,1
UNCIA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,1,1,1,8,2,9,11
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-11-01,1,1,0,2,1,3,4
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,0,1,0,0,0,1,1
BETANZOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,6,5,0,0,6,5,11
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,1,2,3,0,4,2,6
EL TORNO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,1,4,10,11,11,15,26
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,3,1,0,0,3,1,4
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,3,6,0,0,3,6,9
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,0,3,1,6,1,9,10
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,8,35,0,0,8,35,43
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,1,0,0,0,1,0,1
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,1,0,0,0,1,0,1
TIPUANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,0,1,0,0,0,1,1
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2022-12-01,1,2,0,3,1,5,6
