,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
UMALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,1,0,4,0,5,5
URIONDO (A. CONCEPCION),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,3,0,2,0,5,5
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,4,0,10,0,14,14
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,4,0,8,0,12,12
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,3,0,23,0,26,26
VILLA TUNARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,1,0,8,0,9,9
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,4,0,34,0,38,38
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,16,0,1,0,17,17
VINTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,0,0,38,0,38,38
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,8,0,71,0,79,79
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,2,0,6,0,8,8
YANACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,1,0,4,0,5,5
YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,1,0,0,0,1,1
YOTALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-04-01,0,0,0,1,0,1,1
ACHOCALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,7,0,8,8
ALALAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
ALTO BENI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
ANTEQUERA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
ARBIETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
ARQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
ATOCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
AUCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
AZURDUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,21,0,21,21
BOLPEBRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
CAIROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,5,0,6,6
CAJUATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,6,0,6,6
CAMARGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,8,0,0,0,8,8
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,6,0,3,0,9,9
CAQUIAVIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,3,0,4,4
CHACARILLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
CHALLAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,3,0,16,0,19,19
CHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
CHIMORE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,9,0,9,9
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,9,0,9,9
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,9,0,8,0,17,17
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,31,0,129,0,160,160
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,6,0,9,0,15,15
COLOMI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,7,0,7,7
COLQUENCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
CONCEPCION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,11,0,1,0,12,12
CURVA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
DESAGUADERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,3,0,3,3
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,153,0,280,0,433,433
EL CHORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
EL PUENTE(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,3,0,4,4
ENTRE RIOS CBBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,242,0,243,243
EUCALIPTUS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,7,0,8,8
GUAYARAMERIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,12,0,12,12
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,5,0,6,6
HUARINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
INQUISIVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,2,0,3,3
IXIAMAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
LA ASUNTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,94,0,249,0,343,343
LLICA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
MACHACAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
MAPIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,6,0,7,7
MECAPACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,2,0,2,0,4,4
MONTEAGUDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,33,0,34,34
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,4,5,69,5,73,78
MOROCHATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,20,0,20,20
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,14,0,21,0,35,35
PADCAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,4,0,4,4
PADILLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,9,0,0,0,9,9
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
PALCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,2,0,5,0,7,7
PAPEL PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,2,0,3,3
POCOATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,13,0,13,13
POJO (CBBA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
POOPO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
PORVENIR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,19,0,88,0,107,107
PUERTO CARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
PUERTO PEREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,3,0,8,0,11,11
PUERTO RICO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,3,0,3,3
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,2,0,1,0,3,3
PUERTO VILLARROEL,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,102,0,103,103
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,42,0,37,0,79,79
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,2,0,8,0,10,10
ROBORE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,11,0,0,0,11,11
SACABA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,11,0,63,0,74,74
SAN ANDRES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,3,0,3,3
SAN BUENA VENTURA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,5,0,5,5
SAN IGNACIO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
SAN JOAQUIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,4,0,4,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,1,0,2,2
SAN JUAN DE YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,3,0,0,0,3,3
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,1,0,2,2
SAN LUCAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
SAN MATIAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,8,0,24,0,32,32
SANTA ROSA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,4,0,0,0,4,4
SANTIVAÑES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,3,0,3,3
SENA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,5,0,5,5
SHINAOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,1,0,2,2
SICA SICA (VILLA AROMA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
SIPE SIPE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,55,0,55,55
SOPACHUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,4,0,4,4
SORACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,4,0,4,4
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,22,0,34,0,56,56
TARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
TARIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
TARVITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,11,0,12,12
TIPUANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,2,0,2,2
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,5,0,6,0,11,11
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,2,0,1,0,3,3
TOLATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
TOMINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,3,0,0,0,3,3
TOTORA(CBBA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,5,0,35,0,40,40
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,2,0,7,0,9,9
UMALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,5,0,6,6
URIONDO (A. CONCEPCION),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,4,0,2,0,6,6
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,4,0,2,0,6,6
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,14,0,15,15
VILLA CHARCAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,2,0,0,0,2,2
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,3,0,4,4
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,4,0,5,5
VILLA SERRANO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,3,0,0,0,3,3
VILLA TUNARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,7,0,7,7
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,5,0,6,6
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
VINTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,6,0,7,7
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,8,0,17,0,25,25
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,6,0,6,6
YANACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,0,0,3,0,3,3
YOTALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,3,0,0,0,3,3
YUNCHARA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-05-01,0,1,0,0,0,1,1
ACHOCALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,9,0,9,9
ALTO BENI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
ANCORAIMES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
ARBIETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,2,0,2,2
AYO AYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
AZURDUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
BELEN DE ANDAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,1,0,2,2
BETANZOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,3,0,4,4
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,3,0,3,3
CAIROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,2,0,10,0,12,12
"CAIZA ""D""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,2,0,2,2
CALAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,2,0,2,2
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,1,0,2,2
CAQUIAVIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,3,0,3,0,6,6
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,4,0,4,4
CHALLAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,6,0,6,6
CLIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,3,0,10,0,13,13
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,26,0,30,0,56,56
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,7,0,1,0,8,8
COLOMI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,5,0,5,5
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,3,0,3,3
COROICO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,3,0,3,3
COTAGAITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
COTOCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,0,0,1,1
DESAGUADERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,5,0,5,5
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,52,0,110,0,162,162
EL CHORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
EL PUENTE(STC),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,3,0,3,3
EL PUENTE(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,12,0,13,13
EXALTACION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,1,0,2,2
FILADELFIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,2,0,1,0,3,3
GUAYARAMERIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,5,0,2,0,7,7
INGAVI (HUMAITA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
LA ASUNTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,7,0,0,0,7,7
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,84,0,195,0,279,279
LAS CARRERAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,3,0,3,3
LLICA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,1,0,2,2
LORETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,5,0,5,5
LURIBAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,2,0,2,2
MONTEAGUDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,2,0,0,0,2,2
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,9,0,53,0,62,62
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,18,0,19,0,37,37
PADILLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,4,0,2,0,6,6
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,16,0,16,16
PAPEL PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,2,0,2,2
PATACAMAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,0,0,1,1
PAZÑA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,0,0,1,1
POOPO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
PORONGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,15,0,0,0,15,15
PORVENIR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,16,0,14,0,30,30
PUERTO RICO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,0,0,2,0,2,2
PUERTO SILES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2022-06-01,0,7,0,0,0,7,7
