,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
TODOS SANTOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,0,0,2,0,2,2
TOLATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,1,0,1,0,2,2
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,2,0,1,0,3,3
TOMAVE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,4,0,0,0,4,4
TORO TORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,18,0,9,0,27,27
TOTORA(CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,32,0,8,0,40,40
TOTORA(ORR),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,1,0,1,0,2,2
TRIGAL,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,0,0,2,0,2,2
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,36,0,13,0,49,49
TURCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,0,0,1,0,1,1
UNCIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,10,0,7,0,17,17
URUBICHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,1,0,4,0,5,5
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,22,0,4,0,26,26
VALLEGRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,3,0,0,0,3,3
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,20,0,3,0,23,23
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,31,0,5,0,36,36
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,52,0,21,0,73,73
YACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,2,0,6,0,8,8
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,7,0,3,0,10,10
YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,3,0,44,0,47,47
YOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-04-01,0,3,0,2,0,5,5
ACACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,2,0,2,2
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,11,0,2,0,13,13
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,17,0,0,0,17,17
AIQUILE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,11,0,24,0,35,35
ALALAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,1,0,1,1
ALCALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,2,0,6,6
ALTO BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,14,0,9,0,23,23
ANCORAIMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,9,0,0,0,9,9
ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,1,0,2,2
ANZALDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,1,0,5,5
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,9,0,2,0,11,11
ARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,18,0,4,0,22,22
ARBIETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,58,0,10,0,68,68
ARQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,38,0,11,0,49,49
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,33,0,0,0,33,33
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,6,0,2,0,8,8
AYATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,1,0,5,5
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,7,0,0,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,20,0,6,0,26,26
AZURDUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,1,0,1,1
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,6,0,4,0,10,10
BAURES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,1,0,2,2
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,58,0,6,0,64,64
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,2,0,7,7
BOYUIBE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,9,0,9,9
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,15,0,2,0,17,17
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,0,0,4,4
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,14,0,0,0,14,14
CALACOTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,8,0,8,8
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,0,0,8,8
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,3,0,1,0,4,4
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,25,0,2,0,27,27
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,12,0,0,0,12,12
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,19,0,4,0,23,23
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,76,0,8,0,84,84
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,3,0,8,0,11,11
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,2,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
CHACARILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,3,0,0,0,3,3
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,31,0,11,0,42,42
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,3,0,1,0,4,4
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,9,0,2,0,11,11
CHARAÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,2,0,7,7
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,10,0,10,0,20,20
CHIMORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,49,0,8,0,57,57
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,7,0,1,0,8,8
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,9,0,6,0,15,15
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,9,0,13,13
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,57,0,15,0,72,72
COCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,29,0,31,0,60,60
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,676,0,631,0,1307,1307
COLCAPIRHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,59,0,274,0,333,333
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,9,0,1,0,10,10
COLLANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,2,0,6,6
COLOMI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,77,0,10,0,87,87
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,16,0,0,0,16,16
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,6,0,3,0,9,9
COMANCHE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,0,0,1,1
COMBAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,1,0,1,1
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,0,0,8,8
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,1,0,6,6
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,0,0,4,4
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,11,0,0,0,11,11
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,6,0,8,0,14,14
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,7,0,0,0,7,7
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,9,0,2,0,11,11
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,22,0,1,0,23,23
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,0,0,5,5
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,7,0,0,0,7,7
CULPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,34,0,8,0,42,42
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1163,0,639,0,1802,1802
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,2,0,2,2
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,4,0,9,9
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,42,0,2,0,44,44
EL VILLAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,18,0,22,0,40,40
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,66,0,14,0,80,80
ESCOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,10,0,0,0,10,10
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,0,0,4,4
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,3,0,11,11
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,2,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,25,0,0,0,25,25
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,14,0,2,0,16,16
GUANAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,36,0,15,0,51,51
GUAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,16,0,0,0,16,16
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,23,0,33,0,56,56
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,3,0,11,11
HUACARETA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,20,0,6,0,26,26
HUACHACALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,12,0,2,0,14,14
HUARACAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,0,0,4,4
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
HUMANATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,7,0,0,0,7,7
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,1,0,2,2
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,3,0,7,7
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,3,0,4,0,7,7
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,3,0,8,8
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,62,0,2,0,64,64
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,18,0,26,26
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,452,0,270,0,722,722
LAGUNILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,2,0,3,3
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,27,0,4,0,31,31
LAS CARRERAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,0,0,1,1
LORETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,3,0,5,0,8,8
LURIBAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,1,0,6,6
MACHARETI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,4,0,9,9
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,1,0,2,2
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,3,0,0,0,3,3
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,45,0,9,0,54,54
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,0,0,5,5
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,23,0,1,0,24,24
MIZQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,52,0,13,0,65,65
MOCOMOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,0,0,4,4
MOJOCOYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,6,0,1,0,7,7
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,4,0,6,6
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,81,0,23,0,104,104
MORO MORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,2,0,3,3
MOROCHATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,6,0,6,0,12,12
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,1,0,6,6
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,0,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,6,0,1,0,7,7
OCURI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,0,0,1,1
OMEREQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,10,0,14,14
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,1,238,0,592,1,830,831
PADCAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,9,0,17,17
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,9,0,16,0,25,25
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,18,0,15,0,33,33
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,29,0,22,0,51,51
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
PAMPA GRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,0,0,1,1
PAPEL PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,3,0,0,0,3,3
PASORAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,2,0,4,4
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,34,0,4,0,38,38
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,1,0,3,3
PELECHUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,0,0,1,1
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,4,0,5,5
POCONA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,15,0,8,0,23,23
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,19,0,20,0,39,39
PORCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,26,0,2,0,28,28
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,13,0,10,0,23,23
PORONGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,11,0,0,0,11,11
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,23,0,0,0,23,23
PORVENIR,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,14,0,0,0,14,14
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,270,0,29,0,299,299
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,27,0,6,0,33,33
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,2,0,7,7
PUERTO CARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,0,0,5,5
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,10,0,14,14
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,1,0,9,9
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,10,0,6,0,16,16
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,10,0,5,0,15,15
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,183,0,130,0,313,313
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,2,0,3,3
PUNATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,23,0,18,0,41,41
QUIABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,380,0,472,0,852,852
QUIME,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,12,0,4,0,16,16
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,17,0,2,0,19,19
REYES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,13,0,0,0,13,13
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,103,0,1,0,104,104
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,2,0,3,3
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,79,0,7,0,86,86
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,279,0,200,0,479,479
SACABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,10,0,14,14
SAIPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,1,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,1,0,6,6
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,15,0,2,0,17,17
SAN AGUSTIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,12,0,5,0,17,17
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,3,0,7,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,7,0,1,0,8,8
SAN BENITO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,16,0,7,0,23,23
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,24,0,17,0,41,41
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,21,0,29,29
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,12,0,2,0,14,14
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,41,0,1,0,42,42
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,33,0,1,0,34,34
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,0,0,4,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,3,0,0,0,3,3
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,88,0,28,0,116,116
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,0,0,8,8
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,12,0,9,0,21,21
SAN LUCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,0,0,1,1
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,17,0,4,0,21,21
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,34,0,0,0,34,34
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,2,0,3,3
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,3,0,7,7
SAN PEDRO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,2,0,2,2
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,2,0,6,6
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,5,0,0,0,5,5
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,9,0,9,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,475,0,20,0,495,495
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,16,0,0,0,16,16
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,4,0,1,0,5,5
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,3,0,1,0,4,4
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,2,0,4,4
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,1,0,2,2
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,3,0,4,4
SANTIVAÑES,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,11,0,8,0,19,19
SAPAHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,4,0,12,12
SENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,33,0,5,0,38,38
SHINAOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,41,0,49,0,90,90
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,16,0,1,0,17,17
SICAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,7,0,15,15
SIPE SIPE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,106,0,112,0,218,218
SOPACHUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,1,0,2,0,3,3
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,2,0,4,4
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,4,0,6,6
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,196,0,50,0,246,246
TACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,0,0,2,0,2,2
TACACOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,0,0,2,2
TACOPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,8,0,6,0,14,14
TAPACARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,52,0,20,0,72,72
TARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2022-05-01,0,2,0,5,0,7,7
