,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
TOLEDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,1,0,0,0,1,1
TOMINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,1,2,0,2,1,3
TORO TORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,7,0,4,0,11,11
TOTORA(CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,1,7,0,0,1,7,8
TOTORA(ORR),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,1,1,1,1,2,3
TRIGAL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,19,155,128,46,147,201,348
TUPIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,7,46,3,4,10,50,60
UMALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,1,6,0,0,1,6,7
UNCIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,12,0,5,0,17,17
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,14,1,1,1,15,16
URUBICHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,8,6,3,6,11,17
UYUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,3,13,0,0,3,13,16
VACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,0,4,5,4,5,9
VALLEGRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,2,4,1,1,3,5,8
VIACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,15,74,543,30,558,104,662
VILA VILA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,1,1,2,1,3,4
VILLA CHARCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,2,0,0,0,2,2
VILLA MONTES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,7,3,1,3,8,11
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,0,1,2,1,2,3
VILLA RIVERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,9,0,0,0,9,9
VILLA SERRANO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,1,1,0,0,1,1,2
VILLA TUNARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,12,53,8,15,20,68,88
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,2,1,0,0,2,1,3
VILLAZON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,2,11,0,0,2,11,13
VINTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,14,40,7,21,21,61,82
VITICHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,4,15,2,3,6,18,24
WALDO BALLIVIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,19,38,14,18,33,56,89
YACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,8,66,0,7,8,73,81
YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,3,1,5,10,8,11,19
YOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,6,0,0,0,6,6
YOTALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,1,2,3,2,4,4,8
YUNCHARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,0,1,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-03-01,1,0,0,0,1,0,1
ACACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,6,0,0,0,6,6
ACHACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,13,220,7,221,20,241
ACHOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,20,12,10,13,30,43
AIQUILE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,7,6,2,2,9,8,17
ALTO BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,15,19,16,22,31,53
ANCORAIMES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,2,0,0,1,2,3
ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,0,1,5,2,5,7
ANTEQUERA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,2,4,14,5,16,21
ANZALDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,2,0,2,2,4,6
APOLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,12,22,9,8,21,30,51
ARAMPAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,5,4,5,6,11
ARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,6,10,0,2,6,12,18
ARBIETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,7,9,15,11,22,33
ARQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,4,5,1,7,5,12
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,9,50,55,62,64,112,176
ATOCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,0,1,0,2,2
AUCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,5,3,5,3,8
AYATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,5,2,5,2,10,12
AYO AYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,4,2,4,2,8,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,11,41,18,44,29,73
AZURDUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,15,7,15,7,22
BATALLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,5,2,5,2,10,12
BAURES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,4,31,2,31,6,37
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,0,51,0,53,0,53
BERMEJO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,7,22,0,0,7,22,29
BETANZOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,17,0,6,0,23,23
BOLIVAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,7,2,7,2,9
BOLPEBRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,0,1,2,2,2,4
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,6,14,42,14,48,62
CABEZAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,0,23,32,24,32,56
CAIROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,15,0,0,1,15,16
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,6,0,2,0,8,8
CAJUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,4,10,0,1,4,11,15
CALACOTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,0,1,5,2,5,7
CALAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,8,18,9,6,17,24,41
CAMIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,8,0,0,3,8,11
CAPINOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,5,2,8,10,13,12,25
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,10,18,38,44,48,62,110
CARANAVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,38,115,45,41,83,156,239
CARIPUYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,7,2,0,5,7,12
CHALLAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,29,26,97,26,126,152
CHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,0,0,5,1,5,6
CHARAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,4,2,4,3,8,11
CHAYANTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,4,0,1,0,5,5
CHIMORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,7,28,21,31,28,59
CHIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,1,0,1,1,2,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,4,19,19,32,23,51,74
CHUMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,5,4,18,25,23,29,52
CKOCHAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,10,0,4,0,14,14
CLIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,4,11,4,9,8,20,28
COBIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,10,45,212,66,222,111,333
COCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,9,12,10,10,19,22,41
COCHABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,124,437,581,668,705,1105,1810
COLCAPIRHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,5,3,5,6,10,9,19
"COLCHA ""K""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,5,5,0,0,5,5,10
COLLANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,4,0,3,0,7,7
COLOMI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,20,1,7,4,27,31
COLPA BELGICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,11,3,7,4,18,22
COLQUECHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,17,1,6,2,23,25
COLQUENCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,7,0,0,0,7,7
COLQUIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,4,11,4,13,17
COMANCHE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,6,2,6,2,8
COMARAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,10,7,12,7,22,29
CONCEPCION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,23,8,6,9,29,38
COPACABANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,3,0,0,2,3,5
CORIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,5,20,15,20,20,40
CORO CORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,4,3,4,3,7
COROICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,3,2,13,3,16,19
CORQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,3,0,0,1,3,4
COTAGAITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,8,2,3,5,11,16
COTOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,1,2,1,2,3
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,2,0,2,0,2
CUATRO CAÑADAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,5,10,26,13,31,44
CUEVO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,4,0,0,0,4,4
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,4,285,54,288,58,346
DESAGUADERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,299,827,1139,1827,1438,2654,4092
EL CHORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,4,4,2,5,6,11
EL PUENTE(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,45,126,45,128,173
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,5,0,0,1,5,6
EL TORNO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,8,2,12,4,20,24
EL VILLAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,1,0,1,1,2,3
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,5,41,142,5,147,46,193
ESCARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,3,0,0,2,3,5
ESCOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,3,1,2,1,5,6
ESMERALDA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,2,4,2,5,7
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,14,13,14,15,29
FILADELFIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,1,4,1,6,2,8
GAIOC JATUN AYLLU YURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,5,0,0,0,5,5
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,12,0,33,1,45,46
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,15,29,15,30,45
GUANAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,7,12,12,10,19,22,41
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,41,115,147,116,188,304
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,12,0,0,0,12,12
HUACHACALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,9,10,76,97,85,107,192
HUARACAJE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,3,0,0,1,3,4
HUARINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,0,1,4,2,4,6
HUATAJATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,4,2,0,0,4,2,6
HUAYLLAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,5,11,18,13,23,36
ICLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,9,4,14,30,23,34,57
INGAVI (HUMAITA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,0,0,0,2,2
INQUISIVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,0,1,0,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,3,1,3,2,5
IXIAMAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,7,18,20,19,27,46
JESUS DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,9,0,2,2,11,13
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,37,36,12,18,49,54,103
LA PAZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,60,335,682,822,742,1157,1899
LAJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,5,0,4,1,9,10
LAS CARRERAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,0,0,0,2,2
LICOMA PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,14,72,42,76,56,148,204
LLICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,3,1,0,2,3,5
LORETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,4,4,4,4,8
LURIBAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,0,1,0,3,3
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,0,1,0,2,2
MAGDALENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,44,54,44,54,98
MALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,15,10,15,11,26
MAPIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,5,21,37,21,42,63
MECAPACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,11,0,0,0,11,11
MINEROS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,10,10,9,10,19,29
MIZQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,3,0,0,1,3,4
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,7,8,15,8,22,30
MOJINETE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,0,0,0,1,0,1
MOJOCOYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,1,0,0,1,1,2
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,5,0,0,0,5,5
MONTERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,9,138,186,267,195,405,600
MOROCHATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,3,0,0,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,2,2,2,3,5
NAZACARA DE PACAJES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,0,0,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,2,3,2,3,5
OCURI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,19,13,11,13,30,43
OKINAWA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,1,21,14,22,15,37
OMEREQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,1,0,1,1,2
ORURO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,28,262,425,390,453,652,1105
PAILON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,10,36,42,39,52,91
PALCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,9,0,3,1,12,13
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,13,28,104,101,117,129,246
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,6,0,0,3,6,9
PAMPA GRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,0,1,3,3,3,6
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,2,1,2,3,4,7
PASORAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,0,0,2,2,2,4
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,27,4,6,4,33,37
PAZÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,1,19,23,20,24,44
PELECHUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,11,9,3,11,14,20,34
POCOATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,4,0,2,1,6,7
POCONA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,16,15,16,16,32
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,3,4,2,6,5,11
POOPO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,2,6,2,6,8
PORCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,10,0,0,0,10,10
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,4,14,11,26,15,40,55
PORVENIR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,0,1,0,3,0,3
POSTRER VALLE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,0,0,1,2,1,3
POTOSI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,23,212,24,66,47,278,325
PUCARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,10,2,0,5,10,15
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,0,0,0,2,2
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,4,7,11,9,15,24
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,6,84,25,87,31,118
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,6,223,20,225,26,251
PUERTO SILES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,0,18,0,19,19
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,5,53,4,55,9,64
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,6,32,40,45,46,77,123
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,4,13,2,6,6,19,25
PUNATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,9,26,3,8,12,34,46
QUIABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,43,100,203,85,246,185,431
QUIME,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,4,1,7,2,11,13
QUIRUSILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,0,3,3,4,3,7
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,0,1,0,1,1
RAVELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,11,1,6,3,17,20
REYES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,15,0,0,1,15,16
RIBERALTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,12,82,58,38,70,120,190
ROBORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,14,1,0,4,14,18
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,24,26,13,27,37,64
SABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,6,2,3,2,9,4,13
SACABA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,24,76,12,65,36,141,177
SACABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,2,1,4,3,6,9
SACACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,17,0,3,0,20,20
SAIPINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,0,0,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,2,26,34,26,36,62
SAMAIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,2,0,0,0,2,0,2
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,9,7,11,11,20,18,38
SAN ANDRES DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,0,0,2,0,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,0,6,0,1,0,7,7
SAN BENITO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,3,5,18,47,21,52,73
SAN BORJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,12,56,37,73,49,129,178
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,4,9,42,59,46,68,114
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,1,1,27,6,28,7,35
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2022-04-01,4,14,61,57,65,71,136
