,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,10,6,21,7,31,38
PUCARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,1,0,0,1,1,2
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,9,22,10,31,19,53,72
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,3,1,3,3,6,4,10
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,4,6,4,5,8,11,19
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,3,7,34,7,37,44
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,4,8,18,33,22,41,63
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,8,18,44,69,52,87,139
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,0,1,1,1,1,2
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,317,298,529,334,846,632,1478
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,5,0,8,5,13,5,18
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,2,3,3,4,5,9
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,2,9,12,9,14,23
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,38,50,43,64,81,114,195
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,22,38,5,5,27,43,70
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,3,0,0,0,3,3
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,0,0,1,0,1,1
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,0,0,0,1,0,1
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,0,0,3,0,3,3
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,3,9,37,72,40,81,121
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,3,2,1,3,4,5,9
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,6,20,9,18,15,38,53
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,6,47,1,0,7,47,54
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,0,4,5,5,5,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,5,7,5,6,10,13,23
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,14,15,34,42,48,57,105
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,2,5,0,0,2,5,7
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,11,6,7,11,18,17,35
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,13,5,8,11,21,16,37
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,5,2,1,0,6,2,8
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,7,7,35,46,42,53,95
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,29,55,102,132,131,187,318
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,2,0,0,1,2,3
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,2,4,13,8,15,12,27
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,8,34,0,6,8,40,48
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,10,7,41,37,51,44,95
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,4,1,61,34,65,35,100
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,2,12,25,57,27,69,96
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,45,33,34,55,79,88,167
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,2,8,13,9,15,24
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,5,9,1,5,6,14,20
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,2,0,0,1,2,3
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,0,0,4,0,4,4
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,8,20,48,21,56,77
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,7,12,12,20,19,32,51
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,3,6,13,11,16,17,33
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1667,2730,3988,4715,5655,7445,13100
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,3,3,0,0,3,3,6
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,23,30,298,491,321,521,842
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,0,1,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,14,20,3,3,17,23,40
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,1,2,1,3,2,5
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,12,19,88,147,100,166,266
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,5,4,2,4,7,11
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,2,4,0,0,2,4,6
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,0,1,3,1,3,4
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,1,1,0,1,1,2
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,7,6,16,15,23,21,44
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,213,396,371,507,584,903,1487
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,1,0,0,1,1,2
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,7,18,7,12,14,30,44
TAHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,0,5,8,5,8,13
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,4,25,14,53,18,78,96
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,7,5,0,1,7,6,13
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,201,190,51,48,252,238,490
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,4,7,19,33,23,40,63
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,2,0,0,0,2,0,2
TIAHUANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,11,13,9,5,20,18,38
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,2,0,1,0,3,3
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,0,0,3,0,3,3
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,4,2,96,4,100,6,106
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,0,4,2,5,2,7
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,3,1,1,2,4,6
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,4,16,1,3,5,19,24
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,2,2,2,10,4,12,16
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,2,4,3,3,5,7,12
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,5,15,6,20,11,35,46
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,40,88,317,130,357,218,575
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,60,78,126,148,186,226,412
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,11,14,30,15,41,56
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,2,9,29,55,31,64,95
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,3,3,13,66,16,69,85
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,38,29,2,4,40,33,73
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,1,0,0,1,1,2
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,12,23,79,105,91,128,219
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,26,26,6,11,32,37,69
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,14,35,69,36,83,119
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,49,50,33,43,82,93,175
VILLA SERRANO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,3,3,1,0,4,3,7
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,1,7,3,9,4,16,20
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,9,14,0,1,9,15,24
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,1,3,1,3,2,5
WARNES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,111,213,135,177,246,390,636
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,15,22,21,28,36,50,86
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,5,12,43,56,48,68,116
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,11,19,5,9,16,28,44
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,18,27,755,880,773,907,1680
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,2,1,0,0,2,1,3
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,5,6,6,39,11,45,56
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,0,0,1,3,1,3,4
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-03-01,16,18,32,74,48,92,140
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,1,12,30,12,31,43
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,40,68,84,97,124,165,289
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,27,29,14,16,41,45,86
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,3,8,6,8,9,16,25
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,4,0,5,2,9,2,11
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,2,2,2,2,4
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,2,5,2,5,7
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,4,4,7,5,11,16
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,15,27,13,19,28,46,74
ARAMPAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,1,7,5,8,6,14
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,18,69,51,136,69,205,274
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,1,0,0,2,1,3
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,11,7,11,7,18
AYATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,2,4,5,4,7,11
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,1,0,1,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,6,10,30,37,36,47,83
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,4,20,6,19,10,39,49
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,2,1,2,1,3
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,18,5,18,5,23
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,8,8,21,20,29,28,57
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,27,42,27,42,69
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,4,8,37,96,41,104,145
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,5,3,6,1,11,4,15
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,5,9,36,9,41,50
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,14,26,12,16,26,42,68
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,4,7,13,8,17,25
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,25,43,52,82,77,125,202
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,1,3,3,4,4,8
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,8,18,127,134,135,152,287
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,6,0,1,1,7,8
CARIPUYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,1,1,2,1,3,4
CATACORA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,1,0,1,0,1
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,7,34,226,407,233,441,674
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,1,4,5,4,6,10
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,31,60,55,104,86,164,250
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,5,4,8,6,13,19
CHIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,1,0,1,0,1
CHOQUE COTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,3,0,3,0,3
CHUA COCANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,0,15,8,17,8,25
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,1,50,63,50,64,114
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,4,4,39,51,43,55,98
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,9,6,8,12,17,18,35
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,6,11,6,9,12,20,32
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1014,1298,808,1119,1822,2417,4239
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,7,8,6,8,13,16,29
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,190,182,65,97,255,279,534
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,1,7,4,7,5,12
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,8,9,0,5,8,14,22
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,6,0,0,6,6,6,12
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,0,0,0,1,0,1
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,8,5,42,33,50,38,88
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,13,13,341,692,354,705,1059
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,9,25,69,121,78,146,224
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,7,9,18,18,25,27,52
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,2,11,6,13,8,21
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,6,14,5,8,11,22,33
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,25,22,5,10,30,32,62
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,35,69,661,1149,696,1218,1914
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,15,43,31,51,46,94,140
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,4,0,3,0,7,7
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,4,1,5,2,9,11
CURVA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,0,1,1,2,1,3
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,71,11,0,2,71,13,84
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,200,377,502,618,702,995,1697
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,8,8,24,10,32,42
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,3,113,195,114,198,312
ESMERALDA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,1,3,5,3,6,9
EUCALIPTUS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,4,1,6,18,10,19,29
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,4,10,4,10,14
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,3,51,52,52,55,107
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,12,35,18,27,30,62,92
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,8,5,8,5,13
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,31,34,260,23,291,57,348
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,24,79,26,61,50,140,190
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,1,3,8,4,9,13
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,26,15,53,127,79,142,221
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,9,9,15,37,24,46,70
HUATAJATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,1,2,3,2,4,6
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,3,7,43,30,46,37,83
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,4,2,7,4,11,15
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,26,17,52,35,78,52,130
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,3,2,8,0,11,2,13
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,9,5,17,36,26,41,67
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,4,6,7,8,11,19
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,11,20,29,78,40,98,138
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,43,44,4,11,47,55,102
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,519,699,942,1082,1461,1781,3242
LA RIVERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,0,1,0,1,1
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,2,1,2,1,3
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,5,16,3,4,8,20,28
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,12,17,94,122,106,139,245
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,6,4,7,13,13,17,30
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,1,10,5,10,6,16
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,4,12,4,12,16
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,17,34,56,40,73,74,147
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,2,7,20,8,22,30
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,7,3,8,5,15,20
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,0,2,0,2,2
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,6,32,12,9,18,41,59
MOJINETE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,0,1,0,1,1
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,77,157,232,436,309,593,902
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,1,0,0,1,1,2
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,0,3,3,4,3,7
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,13,23,42,25,55,80
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,165,162,808,1390,973,1552,2525
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,7,14,74,135,81,149,230
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,5,10,18,18,23,28,51
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,5,48,13,49,18,67
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,19,14,48,53,67,67,134
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,3,15,3,15,18
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,1,14,28,15,29,44
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,22,28,42,34,64,62,126
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,3,6,11,8,14,22
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,3,3,9,4,12,16
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,4,13,7,15,11,26
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,1,8,24,9,25,34
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,6,4,6,4,10
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,32,71,559,817,591,888,1479
POSTRER VALLE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,2,1,0,0,2,1,3
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,137,167,394,771,531,938,1469
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,27,44,30,57,57,101,158
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,1,0,0,0,1,0,1
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,7,12,32,69,39,81,120
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,24,25,24,25,49
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,12,27,58,75,70,102,172
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,48,105,93,172,141,277,418
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,123,195,167,278,290,473,763
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,2,8,2,8,10
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,0,1,1,1,1,2
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2022-04-01,0,2,0,0,0,2,2
