,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
COMBAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,1,0,2,2
CONCEPCION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,23,0,24,24
COPACABANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,4,0,3,0,7,7
CORIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,101,0,101,101
CORO CORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,22,0,23,23
COROICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,15,0,68,0,83,83
CORQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,8,0,21,0,29,29
COTAGAITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,13,0,32,0,45,45
COTOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,14,0,382,0,396,396
CUATRO CAÑADAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,12,0,13,13
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,26,0,28,28
CULPINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,12,0,66,0,78,78
CURAHUARA DE CARANGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,19,0,21,21
CURVA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,26,0,26,26
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1112,0,2600,0,3712,3712
EL CHORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,8,0,13,13
EL PUENTE(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,111,0,111,111
EL PUENTE(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,6,0,7,7
EL TORNO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,37,0,261,0,298,298
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,38,0,80,0,118,118
ESCARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,0,0,1,1
ESCOMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,15,0,15,15
ESMERALDA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,3,0,4,4
EUREKA (SANTOS MERCADO),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,5,0,5,5
EXALTACION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,3,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,117,0,117,117
FILADELFIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,3,0,21,0,24,24
GAIOC JATUN AYLLU YURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,4,0,21,0,25,25
GENERAL SAAVEDRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,83,0,84,84
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,40,0,41,41
GUANAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,57,0,59,59
GUAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,7,0,16,0,23,23
GUAYARAMERIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,9,0,154,0,163,163
GUTIERREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,11,0,16,16
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,2,0,4,4
HUANUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,80,0,85,85
HUARINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,7,0,7,7
HUATAJATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,6,0,7,7
HUAYLLAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,7,0,7,7
HUMANATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,5,0,5,5
ICHOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,8,0,9,9
ICLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,11,0,14,0,25,25
INCAHUASI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,18,0,23,23
INGAVI (HUMAITA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,15,0,15,15
INQUISIVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,13,0,22,0,35,35
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,3,0,36,0,39,39
IXIAMAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,23,0,28,28
JESUS DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,9,0,32,0,41,41
LA ASUNTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,128,0,286,0,414,414
LA GUARDIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,53,0,213,0,266,266
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,341,0,1834,0,2175,2175
LA RIVERA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,0,0,2,2
LAGUNILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,33,0,35,0,68,68
LAJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,49,0,75,0,124,124
LAS CARRERAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,1,0,3,3
LICOMA PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,25,0,25,25
LLALLAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,6,0,102,0,108,108
LLICA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,18,0,20,20
LURIBAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,45,0,46,46
MACHACAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,24,0,24,24
MACHARETI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,7,0,40,0,47,47
MAGDALENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,4,0,6,6
MAIRANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,2,0,3,3
MAPIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,3,0,97,0,100,100
MECAPACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,31,0,18,0,49,49
MINEROS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,11,0,150,0,161,161
MIZQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,42,0,44,44
MOCOMOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,4,0,30,0,34,34
MONTEAGUDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,9,0,150,0,159,159
MONTERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,16,0,690,0,706,706
MORO MORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,16,0,16,16
MOROCHATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,9,0,9,9
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,7,0,8,8
OCURI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,13,0,7,0,20,20
OKINAWA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,53,0,55,55
OMEREQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,6,0,6,6
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,35,0,872,0,907,907
PADCAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,22,0,50,0,72,72
PADILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,22,0,41,0,63,63
PALCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,6,0,68,0,74,74
PALOS BLANCOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,152,0,152,152
PAMPA AULLAGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,5,0,5,5
PAMPA GRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,42,0,47,47
PAPEL PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,4,0,5,5
PASORAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,7,0,0,0,7,7
PATACAMAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,43,0,43,43
PAZÑA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,37,0,37,37
PELECHUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,11,0,35,0,46,46
POCOATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,54,0,55,55
POCONA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,22,0,22,22
POJO (CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,6,0,102,0,108,108
POOPO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,58,0,59,59
PORCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,6,0,6,6
POROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,4,0,4,4
PORONGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,9,0,72,0,81,81
PORTACHUELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,130,0,132,132
PORVENIR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,15,0,16,16
POSTRER VALLE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,8,0,1,0,9,9
POTOSI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,52,0,533,0,585,585
PRESTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,30,0,30,30
PUCARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,4,0,1,0,5,5
PUCARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,98,0,98,98
PUERTO ACOSTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,9,0,9,9
PUERTO CARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,7,0,7,7
PUERTO GONZALO MORENO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,6,0,7,7
PUERTO PEREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,6,0,6,6
PUERTO QUIJARRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,62,0,63,63
PUERTO RICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,50,0,52,52
PUERTO SUAREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,3,0,19,0,22,22
PUERTO VILLARROEL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,4,0,4,4
PUNA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,54,0,56,56
PUNATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,8,0,4,0,12,12
QUIABAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,20,0,20,20
QUILLACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,73,0,523,0,596,596
QUIME,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,7,0,8,8
QUIRUSILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,6,0,0,0,6,6
RAQAYPAMPA(ETA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,9,0,55,0,64,64
RAVELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,7,0,50,0,57,57
REYES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,26,0,27,27
RIBERALTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,31,0,548,0,579,579
ROBORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,8,0,104,0,112,112
RURRENABAQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,10,0,4,0,14,14
SABAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,18,0,18,18
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,9,0,58,0,67,67
SACABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,2,0,2,2
SACACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,6,0,5,0,11,11
SAIPINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,10,0,13,0,23,23
SALINAS DE GARCI MENDOZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,8,0,52,0,60,60
SAMAIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,44,0,44,44
SAN AGUSTIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,4,0,4,4
SAN ANDRES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,17,0,19,19
SAN ANDRES DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,13,0,15,15
SAN ANTONIO DE ESMORUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,5,0,5,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,1,0,1,1
SAN BENITO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,11,0,79,0,90,90
SAN BUENA VENTURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,19,0,21,21
SAN CARLOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,13,0,178,0,191,191
SAN IGNACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,104,0,109,109
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,42,0,21,0,63,63
SAN JAVIER(BNI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,10,0,10,10
SAN JAVIER(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,21,0,0,0,21,21
SAN JOAQUIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,8,0,8,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,181,0,183,183
SAN JUAN DE YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,57,0,57,57
SAN JULIAN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,21,0,67,0,88,88
SAN LORENZO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,6,0,49,0,55,55
SAN LORENZO(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,17,0,97,0,114,114
SAN LUCAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,52,0,52,52
SAN MATIAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,16,0,129,0,145,145
SAN MIGUEL DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,103,0,103,103
SAN PABLO DE LIPEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,4,0,6,0,10,10
SAN PEDRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,9,0,9,9
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,14,0,88,0,102,102
SAN PEDRO DE CURAHUARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,14,0,15,15
SAN PEDRO DE MACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,8,0,13,13
SAN PEDRO DE QUEMES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,3,0,3,3
SAN PEDRO DE TIQUINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,8,0,8,8
SAN PEDRO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,8,0,8,8
SAN RAMON BENI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,3,0,3,3
SAN RAMON SCZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,3,0,3,3
SANTA ANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,17,0,19,19
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,806,0,3713,0,4519,4519
SANTA ROSA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,14,0,0,0,14,14
SANTA ROSA DEL SARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,19,0,122,0,141,141
SANTIAGO DE HUARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,6,0,40,0,46,46
SANTIAGO DE HUATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,4,0,23,0,27,27
SANTIAGO DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,2,0,2,2
SANTIVAÑES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,3,0,8,8
SANTUARIO DE QUILLACAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,12,0,12,12
SAPAHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,25,0,26,26
SENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,5,0,5,5
SHINAOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,50,0,50,50
SICA SICA (VILLA AROMA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,40,0,40,40
SICAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,8,0,13,13
SIPE SIPE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,3,0,184,0,187,187
SOPACHUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,1,0,2,2
SORACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,26,0,31,31
SORATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,32,0,34,34
SUCRE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,139,0,284,0,423,423
TACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,3,0,3,3
TACACOMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,0,0,1,1
TACOBAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,6,0,8,8
TACOPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,27,0,27,27
TAHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,2,0,2,2
TAPACARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,16,0,78,0,94,94
TARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,18,0,17,0,35,35
TARACO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,13,0,2,0,15,15
TARATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,53,0,55,55
TARIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,28,0,505,0,533,533
TARVITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,8,0,1,0,9,9
TEOPONTE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,55,0,57,57
TIAHUANACU,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,14,0,31,0,45,45
TINGUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,2,0,67,0,69,69
TIPUANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,25,0,25,25
TIQUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,13,0,178,0,191,191
TIRAQUE (CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,17,0,17,17
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,9,0,9,9
TODOS SANTOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,2,0,2,2
TOLATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,0,0,38,0,38,38
TOLEDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,5,0,6,0,11,11
TOMAVE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2022-04-01,0,15,0,8,0,23,23
