,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SAN PEDRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,23,11,57,52,80,63,143
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,30,19,84,101,114,120,234
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,0,0,21,33,21,33,54
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,14,16,18,30,32,46,78
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,13,23,7,14,20,37,57
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,699,949,1554,1854,2253,2803,5056
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,8,3,43,33,51,36,87
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,35,37,66,81,101,118,219
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,10,5,160,193,170,198,368
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,6,7,35,35,41,42,83
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,2,5,11,18,13,23,36
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,8,2,36,49,44,51,95
SAPAHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,19,21,14,14,33,35,68
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,9,7,9,15,18,22,40
SORACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,10,13,91,93,101,106,207
SORATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,8,10,23,20,31,30,61
SUCRE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,188,137,190,276,378,413,791
TACACOMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,1,0,7,4,8,4,12
TACOBAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,13,25,22,30,35,55,90
TAHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,0,1,6,5,6,6,12
TARACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,22,15,0,5,22,20,42
TARIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,1,1,0,0,1,1,2
TEOPONTE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,3,1,4,1,7,2,9
TIAHUANACU,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,13,9,3,6,16,15,31
TINGUIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,9,7,97,126,106,133,239
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,0,2,0,3,0,5,5
TODOS SANTOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,0,0,7,10,7,10,17
TOLATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,6,7,9,15,15,22,37
TOLEDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,20,25,42,49,62,74,136
TOMAVE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,6,9,47,54,53,63,116
TORO TORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,20,27,69,71,89,98,187
TOTORA(CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,9,19,21,27,30,46,76
TOTORA(ORR),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,28,27,46,59,74,86,160
TRIGAL,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,3,5,4,10,7,15,22
TUPIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,96,136,54,86,150,222,372
TURCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,5,3,47,47,52,50,102
UMALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,9,11,50,61,59,72,131
UNCIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,3,5,51,101,54,106,160
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,0,1,0,1,0,2,2
URUBICHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,2,6,9,10,11,16,27
UYUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,17,14,45,51,62,65,127
VALLEGRANDE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,4,7,34,37,38,44,82
VIACHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,14,16,13,14,27,30,57
VILLAZON,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,37,65,95,138,132,203,335
VITICHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,6,11,1,3,7,14,21
WALDO BALLIVIAN,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,2,3,7,8,9,11,20
WARNES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,34,45,87,108,121,153,274
YACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,10,9,25,13,35,22,57
YANACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,11,7,44,39,55,46,101
YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,6,6,15,12,21,18,39
YOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,2,3,15,24,17,27,44
YUNGUYO DE LITORAL,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-04-01,5,9,0,0,5,9,14
ACACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,0,3,9,5,9,14
ACHACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,21,12,15,20,36,32,68
ACHOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,21,19,0,0,21,19,40
AIQUILE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,50,52,79,88,129,140,269
ALALAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,6,8,6,8,14
ALCALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,14,21,37,39,51,60,111
ALTO BENI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,32,23,73,63,105,86,191
ANCORAIMES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,3,6,10,8,13,21
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,3,28,26,32,29,61
ANTEQUERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,2,6,12,6,14,20
ANZALDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,1,23,19,23,20,43
APOLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,17,8,19,23,36,31,67
ARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,35,68,48,90,83,158,241
ARBIETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,69,100,115,205,184,305,489
ARQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,40,50,88,144,128,194,322
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,3,4,0,0,3,4,7
ATOCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,17,21,20,32,37,53,90
AYATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,7,12,38,60,45,72,117
AYO AYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,9,33,34,37,43,80
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,55,51,183,188,238,239,477
AZURDUY,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,3,10,11,14,14,28
BATALLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,7,8,19,13,26,21,47
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,5,7,28,23,33,30,63
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,5,3,16,19,21,22,43
BERMEJO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,136,139,38,41,174,180,354
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,8,7,33,46,41,53,94
BOLPEBRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1,1,25,15,26,16,42
BOYUIBE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,7,4,74,112,81,116,197
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,14,9,28,10,42,19,61
CABEZAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,8,10,11,8,19,18,37
CAIROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,3,0,2,2,5,2,7
CAJUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,15,21,9,5,24,26,50
CALACOTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,7,7,122,122,129,129,258
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,11,16,11,9,22,25,47
CAMARGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,7,7,5,14,12,21,33
CAMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,57,54,34,42,91,96,187
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,42,52,134,204,176,256,432
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,13,12,45,53,58,65,123
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,35,74,43,45,78,119,197
CARANAVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,131,68,75,40,206,108,314
CARAPARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,19,19,103,91,122,110,232
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,4,9,4,9,13
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1,2,1,1,2,3,5
CATACORA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,2,9,16,11,18,29
CHACARILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,0,7,10,11,10,21
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,18,13,95,88,113,101,214
CHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,2,3,17,5,19,24
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,15,12,27,30,42,42,84
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,11,7,9,11,20,18,38
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,5,71,119,73,124,197
CHIMORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,26,23,43,43,69,66,135
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,11,7,24,16,35,23,58
CHUMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,9,17,40,53,49,70,119
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,5,2,5,2,7
CLIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,72,77,78,125,150,202,352
COBIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,57,44,81,101,138,145,283
COCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,42,60,78,92,120,152,272
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2704,3280,1739,2044,4443,5324,9767
COIPASA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1,0,4,9,5,9,14
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,93,112,485,612,578,724,1302
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,16,25,20,28,36,53,89
COLLANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,10,16,5,5,15,21,36
COLOMI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,53,77,21,33,74,110,184
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,11,27,0,0,11,27,38
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,3,1,52,50,55,51,106
COMANCHE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1,1,0,0,1,1,2
COMARAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,25,24,8,4,33,28,61
COMBAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,3,3,0,5,3,8
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,25,20,1,1,26,21,47
COPACABANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,5,17,15,19,20,39
CORIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,14,6,53,34,67,40,107
CORO CORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,18,14,64,78,82,92,174
COROICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,91,55,31,22,122,77,199
CORQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,45,60,50,41,95,101,196
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,23,16,42,89,65,105,170
COTOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,32,34,29,14,61,48,109
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,5,1,10,14,15,15,30
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,11,14,7,10,18,24,42
CUEVO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1,3,0,0,1,3,4
CULPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,64,64,58,90,122,154,276
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,7,11,22,15,29,44
CURVA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,5,6,5,6,11
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,5,1,4,5,9,6,15
EL ALTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,706,756,824,908,1530,1664,3194
EL CHORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,4,9,4,9,13
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1,1,5,7,6,8,14
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,32,34,61,88,93,122,215
EL TORNO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,47,49,26,30,73,79,152
EL VILLAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,5,2,5,2,7
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,58,58,192,227,250,285,535
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,71,46,75,87,146,133,279
ESCOMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,31,31,8,8,39,39,78
EUCALIPTUS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1,3,6,6,7,9,16
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,3,1,0,0,3,1,4
EXALTACION,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,9,4,0,0,9,4,13
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,3,3,4,5,7,12
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,1,32,22,34,23,57
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,12,10,10,21,22,31,53
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,9,11,1,4,10,15,25
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,13,13,9,5,22,18,40
GUANAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,18,19,139,98,157,117,274
GUAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,29,23,9,13,38,36,74
GUAYARAMERIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,18,16,205,230,223,246,469
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,5,5,17,27,22,32,54
HUACARETA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,23,34,50,71,73,105,178
HUACHACALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,10,0,0,4,10,14
HUANUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,49,21,6,11,55,32,87
HUARACAJE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,3,1,0,0,3,1,4
HUARINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,1,3,1,3,4
HUATAJATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,4,0,0,0,4,4
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,0,28,13,30,13,43
HUMANATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1,5,13,6,14,11,25
ICHOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,5,2,21,16,26,18,44
INCAHUASI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1,2,17,33,18,35,53
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,13,15,2,7,15,22,37
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,2,26,26,28,28,56
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,14,4,18,12,32,16,48
JESUS DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,10,42,60,46,70,116
LA ASUNTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,22,14,27,11,49,25,74
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,60,47,44,45,104,92,196
LA PAZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1731,2202,1220,1307,2951,3509,6460
LAGUNILLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,4,23,28,25,32,57
LAJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,72,68,64,79,136,147,283
LAS CARRERAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,15,14,0,1,15,15,30
LICOMA PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,8,8,8,8,16
LORETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,3,5,16,19,19,24,43
LURIBAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,6,18,78,86,84,104,188
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,5,2,7,11,12,13,25
MACHARETI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,35,43,32,35,67,78,145
MAGDALENA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,1,3,7,7,8,15
MAIRANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,13,16,1,1,14,17,31
MALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,3,1,33,24,36,25,61
MAPIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,18,11,21,24,39,35,74
MECAPACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,16,10,16,12,32,22,54
MINEROS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,2,6,10,8,12,20
MIZQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,23,27,79,93,102,120,222
MOCOMOCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,42,26,71,82,113,108,221
MOJINETE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,4,4,4,4,8
MOJOCOYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,10,19,38,41,48,60,108
MONTEAGUDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,12,13,111,161,123,174,297
MONTERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,66,84,77,100,143,184,327
MORO MORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,8,9,26,28,34,37,71
MOROCHATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,8,9,35,57,43,66,109
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,8,2,15,12,23,14,37
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,2,0,0,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,0,16,17,20,17,37
OCURI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,16,11,7,6,23,17,40
OKINAWA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,5,0,0,4,5,9
OMEREQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1,1,131,134,132,135,267
ORURO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,416,527,896,1052,1312,1579,2891
PADCAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,49,61,81,135,130,196,326
PADILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,1,6,5,6,6,12
PAILON,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,3,3,34,48,37,51,88
PALCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,13,17,49,49,62,66,128
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,54,43,104,77,158,120,278
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,2,6,9,8,11,19
PAMPA GRANDE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,28,26,37,43,65,69,134
PAPEL PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,18,17,16,18,34,35,69
PASORAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,34,37,52,51,86,88,174
PATACAMAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,20,16,28,29,48,45,93
PAZÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,6,1,21,23,27,24,51
PELECHUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,8,1,2,1,10,11
POCOATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,1,2,7,9,8,11,19
POCONA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,14,16,174,227,188,243,431
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,25,26,68,66,93,92,185
POOPO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,3,1,0,1,3,4
PORCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,9,29,20,20,29,49,78
POROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,5,58,92,58,97,155
PORONGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,16,17,14,12,30,29,59
PORTACHUELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,12,15,1,1,13,16,29
PORVENIR,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,2,22,12,26,14,40
POSTRER VALLE,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,13,14,1,0,14,14,28
POTOSI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,366,482,226,486,592,968,1560
PRESTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,5,6,4,12,9,18,27
PUCARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,56,59,47,55,103,114,217
PUERTO ACOSTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,49,50,35,34,84,84,168
PUERTO CARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,9,1,2,0,11,1,12
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,6,3,58,67,64,70,134
PUERTO PEREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,24,33,24,33,57
PUERTO QUIJARRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,8,11,116,158,124,169,293
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,0,0,11,14,11,14,25
PUERTO SILES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,2,0,0,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,55,70,54,64,109,134,243
PUERTO VILLARROEL,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,105,68,172,148,277,216,493
PUNA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,3,2,27,36,30,38,68
PUNATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,93,129,93,135,186,264,450
QUIABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,8,5,10,3,18,8,26
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,674,698,954,1295,1628,1993,3621
QUIME,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,11,6,15,13,26,19,45
QUIRUSILLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,4,2,6,5,10,7,17
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,44,44,12,4,56,48,104
REYES,otras vacunaciones,influenza estacional en mayores de 60 anos,2022-05-01,3,1,0,0,3,1,4
