municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,7,7
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,3,3
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,4,4
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,2,2
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,3,3
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,3,3
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-11-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,2,2
CLIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,3,3
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
HUACARETA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
PASORAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,4,4
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
PUERTO SILES,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2015-12-01,1,1
