municipality,group,variable,month,Partos atendidos por partera empírica,TOTAL
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,4,4
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
EL CHORO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,4,4
HUARACAJE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
QUIRUSILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,7,7
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,2,2
TOLEDO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-11-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,5,5
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,5,5
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,2,2
POOPO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,4,4
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,2,2
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,3,3
TARATA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2015-12-01,1,1
