,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
CARAPARI,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2018-04-01,5,4,5,4,9
CHUMA,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
COCAPATA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2018-04-01,57,41,57,41,98
COLQUIRI,rabia,no de personas con vacuna antirrabica,2018-04-01,2,1,2,1,3
COMARAPA,rabia,no de personas con vacuna antirrabica,2018-04-01,2,1,2,1,3
CONCEPCION,rabia,no de personas con vacuna antirrabica,2018-04-01,5,4,5,4,9
COPACABANA,rabia,no de personas con vacuna antirrabica,2018-04-01,0,2,0,2,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2018-04-01,2,1,2,1,3
COTOCA,rabia,no de personas con vacuna antirrabica,2018-04-01,22,13,22,13,35
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2018-04-01,153,130,153,130,283
EL TORNO,rabia,no de personas con vacuna antirrabica,2018-04-01,17,7,17,7,24
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2018-04-01,2,1,2,1,3
GUANAY,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
INQUISIVI,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
IXIAMAS,rabia,no de personas con vacuna antirrabica,2018-04-01,1,1,1,1,2
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2018-04-01,37,34,37,34,71
LA PAZ,rabia,no de personas con vacuna antirrabica,2018-04-01,173,117,173,117,290
LAJA,rabia,no de personas con vacuna antirrabica,2018-04-01,2,0,2,0,2
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,1,1,1,2
MAPIRI,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
MINEROS,rabia,no de personas con vacuna antirrabica,2018-04-01,1,7,1,7,8
MONTERO,rabia,no de personas con vacuna antirrabica,2018-04-01,10,14,10,14,24
OKINAWA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
OMEREQUE,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2018-04-01,54,55,54,55,109
PADILLA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
PAILON,rabia,no de personas con vacuna antirrabica,2018-04-01,7,10,7,10,17
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
POROMA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2018-04-01,2,3,2,3,5
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
POSTRER VALLE,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
POTOSI,rabia,no de personas con vacuna antirrabica,2018-04-01,20,35,20,35,55
PUCARANI,rabia,no de personas con vacuna antirrabica,2018-04-01,1,1,1,1,2
PUERTO PEREZ,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
PUERTO SILES,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2018-04-01,1,2,1,2,3
PUNATA,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
QUIABAYA,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2018-04-01,10,5,10,5,15
SACABA,rabia,no de personas con vacuna antirrabica,2018-04-01,6,7,6,7,13
SAIPINA,rabia,no de personas con vacuna antirrabica,2018-04-01,2,1,2,1,3
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2018-04-01,4,0,4,0,4
SAN BENITO,rabia,no de personas con vacuna antirrabica,2018-04-01,2,1,2,1,3
SAN BORJA,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2018-04-01,1,2,1,2,3
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2018-04-01,4,3,4,3,7
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2018-04-01,2,4,2,4,6
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2018-04-01,2,0,2,0,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2018-04-01,3,1,3,1,4
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2018-04-01,0,5,0,5,5
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2018-04-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,1,1,1,2
SAN RAMON BENI,rabia,no de personas con vacuna antirrabica,2018-04-01,1,2,1,2,3
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2018-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2018-04-01,1243,1106,1243,1106,2349
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2018-04-01,1,4,1,4,5
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2018-04-01,0,3,0,3,3
SORACACHI,rabia,no de personas con vacuna antirrabica,2018-04-01,1,1,1,1,2
SUCRE,rabia,no de personas con vacuna antirrabica,2018-04-01,96,82,96,82,178
TARATA,rabia,no de personas con vacuna antirrabica,2018-04-01,2,0,2,0,2
TARIJA,rabia,no de personas con vacuna antirrabica,2018-04-01,25,24,25,24,49
TIPUANI,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2018-04-01,2,1,2,1,3
TRINIDAD,rabia,no de personas con vacuna antirrabica,2018-04-01,50,38,50,38,88
TUPIZA,rabia,no de personas con vacuna antirrabica,2018-04-01,0,3,0,3,3
UYUNI,rabia,no de personas con vacuna antirrabica,2018-04-01,12,9,12,9,21
VIACHA,rabia,no de personas con vacuna antirrabica,2018-04-01,4,5,4,5,9
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2018-04-01,7,4,7,4,11
VILLA SERRANO,rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2018-04-01,0,1,0,1,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2018-04-01,2,1,2,1,3
VINTO,rabia,no de personas con vacuna antirrabica,2018-04-01,4,2,4,2,6
WARNES,rabia,no de personas con vacuna antirrabica,2018-04-01,49,34,49,34,83
YANACACHI,rabia,no de personas con vacuna antirrabica,2018-04-01,1,1,1,1,2
YAPACANI,rabia,no de personas con vacuna antirrabica,2018-04-01,1,2,1,2,3
YOTALA,rabia,no de personas con vacuna antirrabica,2018-04-01,3,0,3,0,3
ACHACACHI,rabia,no de personas con vacuna antirrabica,2018-05-01,2,0,2,0,2
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,3,1,3,4
AIQUILE,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
APOLO,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2018-05-01,0,2,0,2,2
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2018-05-01,0,2,0,2,2
ATOCHA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,1,1,1,2
BERMEJO,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2018-05-01,4,1,4,1,5
CAMARGO,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
CAMIRI,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2018-05-01,2,0,2,0,2
CARAPARI,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2018-05-01,6,5,6,5,11
CHARAGUA,rabia,no de personas con vacuna antirrabica,2018-05-01,3,0,3,0,3
CHIMORE,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
CHUMA,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2018-05-01,62,42,62,42,104
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2018-05-01,5,5,5,5,10
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2018-05-01,1,1,1,1,2
COLOMI,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
COLQUIRI,rabia,no de personas con vacuna antirrabica,2018-05-01,1,2,1,2,3
COMARAPA,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
COPACABANA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
CORIPATA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2018-05-01,11,11,11,11,22
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2018-05-01,6,6,6,6,12
CURAHUARA DE CARANGAS,rabia,no de personas con vacuna antirrabica,2018-05-01,2,2,2,2,4
EL ALTO,rabia,no de personas con vacuna antirrabica,2018-05-01,179,132,179,132,311
EL TORNO,rabia,no de personas con vacuna antirrabica,2018-05-01,8,2,8,2,10
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
ESCOMA,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2018-05-01,0,2,0,2,2
HUANUNI,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
HUARINA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
ICHOCA,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2018-05-01,26,20,26,20,46
LA PAZ,rabia,no de personas con vacuna antirrabica,2018-05-01,119,93,119,93,212
MAIRANA,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
MAPIRI,rabia,no de personas con vacuna antirrabica,2018-05-01,0,2,0,2,2
MINEROS,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2018-05-01,14,11,14,11,25
MORO MORO,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
OKINAWA,rabia,no de personas con vacuna antirrabica,2018-05-01,2,3,2,3,5
ORURO,rabia,no de personas con vacuna antirrabica,2018-05-01,33,24,33,24,57
PADILLA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
PAILON,rabia,no de personas con vacuna antirrabica,2018-05-01,6,2,6,2,8
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,1,1,1,2
PELECHUCO,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
PORCO,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
PORONGO,rabia,no de personas con vacuna antirrabica,2018-05-01,4,2,4,2,6
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2018-05-01,12,8,12,8,20
POTOSI,rabia,no de personas con vacuna antirrabica,2018-05-01,72,77,72,77,149
PUCARANI,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2018-05-01,8,10,8,10,18
ROBORE,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
SACABA,rabia,no de personas con vacuna antirrabica,2018-05-01,11,8,11,8,19
SACABAMBA,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
SAIPINA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2018-05-01,2,2,2,2,4
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2018-05-01,3,4,3,4,7
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2018-05-01,2,3,2,3,5
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2018-05-01,2,0,2,0,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2018-05-01,2,1,2,1,3
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2018-05-01,1,2,1,2,3
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,2,1,2,3
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2018-05-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2018-05-01,1088,1146,1088,1146,2234
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
SANTIAGO DE CALLAPA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2018-05-01,17,0,17,0,17
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2018-05-01,1,3,1,3,4
SORATA,rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
TARATA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2018-05-01,32,23,32,23,55
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2018-05-01,4,5,4,5,9
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2018-05-01,0,1,0,1,1
TOTORA(ORR),rabia,no de personas con vacuna antirrabica,2018-05-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2018-05-01,36,28,36,28,64
UYUNI,rabia,no de personas con vacuna antirrabica,2018-05-01,4,2,4,2,6
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2018-05-01,5,4,5,4,9
VIACHA,rabia,no de personas con vacuna antirrabica,2018-05-01,1,1,1,1,2
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2018-05-01,9,2,9,2,11
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2018-05-01,16,4,16,4,20
VILLAZON,rabia,no de personas con vacuna antirrabica,2018-05-01,2,5,2,5,7
VINTO,rabia,no de personas con vacuna antirrabica,2018-05-01,2,3,2,3,5
WARNES,rabia,no de personas con vacuna antirrabica,2018-05-01,12,11,12,11,23
YACUIBA,rabia,no de personas con vacuna antirrabica,2018-05-01,35,11,35,11,46
YAPACANI,rabia,no de personas con vacuna antirrabica,2018-05-01,8,3,8,3,11
ACHACACHI,rabia,no de personas con vacuna antirrabica,2018-06-01,5,4,5,4,9
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
APOLO,rabia,no de personas con vacuna antirrabica,2018-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2018-06-01,1,1,1,1,2
BAURES,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2018-06-01,2,0,2,0,2
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2018-06-01,7,4,7,4,11
CAMARGO,rabia,no de personas con vacuna antirrabica,2018-06-01,2,3,2,3,5
CAMIRI,rabia,no de personas con vacuna antirrabica,2018-06-01,1,1,1,1,2
CAPINOTA,rabia,no de personas con vacuna antirrabica,2018-06-01,1,1,1,1,2
CARANAVI,rabia,no de personas con vacuna antirrabica,2018-06-01,0,1,0,1,1
CARIPUYO,rabia,no de personas con vacuna antirrabica,2018-06-01,1,1,1,1,2
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2018-06-01,3,1,3,1,4
CHUMA,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
CLIZA,rabia,no de personas con vacuna antirrabica,2018-06-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2018-06-01,42,47,42,47,89
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2018-06-01,2,3,2,3,5
COLQUIRI,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2018-06-01,1,1,1,1,2
CONCEPCION,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2018-06-01,13,11,13,11,24
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2018-06-01,6,2,6,2,8
EL ALTO,rabia,no de personas con vacuna antirrabica,2018-06-01,163,118,163,118,281
EL CHORO,rabia,no de personas con vacuna antirrabica,2018-06-01,0,1,0,1,1
EL TORNO,rabia,no de personas con vacuna antirrabica,2018-06-01,16,5,16,5,21
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2018-06-01,4,0,4,0,4
ESCOMA,rabia,no de personas con vacuna antirrabica,2018-06-01,1,1,1,1,2
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2018-06-01,0,2,0,2,2
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2018-06-01,0,1,0,1,1
GUANAY,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
HUAYLLAMARCA,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
INQUISIVI,rabia,no de personas con vacuna antirrabica,2018-06-01,1,1,1,1,2
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2018-06-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2018-06-01,29,19,29,19,48
LA PAZ,rabia,no de personas con vacuna antirrabica,2018-06-01,182,147,182,147,329
MAIRANA,rabia,no de personas con vacuna antirrabica,2018-06-01,2,2,2,2,4
MINEROS,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
MOJOCOYA,rabia,no de personas con vacuna antirrabica,2018-06-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2018-06-01,2,1,2,1,3
MONTERO,rabia,no de personas con vacuna antirrabica,2018-06-01,10,9,10,9,19
OKINAWA,rabia,no de personas con vacuna antirrabica,2018-06-01,9,18,9,18,27
ORURO,rabia,no de personas con vacuna antirrabica,2018-06-01,54,51,54,51,105
PADILLA,rabia,no de personas con vacuna antirrabica,2018-06-01,3,2,3,2,5
PAILON,rabia,no de personas con vacuna antirrabica,2018-06-01,0,4,0,4,4
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2018-06-01,1,2,1,2,3
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2018-06-01,5,2,5,2,7
POTOSI,rabia,no de personas con vacuna antirrabica,2018-06-01,73,69,73,69,142
PUNATA,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2018-06-01,16,9,16,9,25
ROBORE,rabia,no de personas con vacuna antirrabica,2018-06-01,1,1,1,1,2
SACABA,rabia,no de personas con vacuna antirrabica,2018-06-01,10,8,10,8,18
SAIPINA,rabia,no de personas con vacuna antirrabica,2018-06-01,2,1,2,1,3
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2018-06-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
SAN BENITO,rabia,no de personas con vacuna antirrabica,2018-06-01,1,1,1,1,2
SAN BORJA,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2018-06-01,2,1,2,1,3
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2018-06-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2018-06-01,4,3,4,3,7
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2018-06-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2018-06-01,3,1,3,1,4
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2018-06-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2018-06-01,2,0,2,0,2
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2018-06-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2018-06-01,959,912,959,912,1871
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2018-06-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2018-06-01,3,15,3,15,18
SHINAOTA,rabia,no de personas con vacuna antirrabica,2018-06-01,1,1,1,1,2
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2018-06-01,2,0,2,0,2
SUCRE,rabia,no de personas con vacuna antirrabica,2018-06-01,79,54,79,54,133
TARIJA,rabia,no de personas con vacuna antirrabica,2018-06-01,15,19,15,19,34
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2018-06-01,5,3,5,3,8
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2018-06-01,4,1,4,1,5
TRIGAL,rabia,no de personas con vacuna antirrabica,2018-06-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2018-06-01,31,39,31,39,70
TUPIZA,rabia,no de personas con vacuna antirrabica,2018-06-01,3,3,3,3,6
UNCIA,rabia,no de personas con vacuna antirrabica,2018-06-01,3,0,3,0,3
UYUNI,rabia,no de personas con vacuna antirrabica,2018-06-01,7,6,7,6,13
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2018-06-01,4,1,4,1,5
VIACHA,rabia,no de personas con vacuna antirrabica,2018-06-01,2,3,2,3,5
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2018-06-01,2,2,2,2,4
VILLAZON,rabia,no de personas con vacuna antirrabica,2018-06-01,0,2,0,2,2
VINTO,rabia,no de personas con vacuna antirrabica,2018-06-01,10,5,10,5,15
WARNES,rabia,no de personas con vacuna antirrabica,2018-06-01,19,12,19,12,31
YACUIBA,rabia,no de personas con vacuna antirrabica,2018-06-01,16,12,16,12,28
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2018-06-01,0,2,0,2,2
YAPACANI,rabia,no de personas con vacuna antirrabica,2018-06-01,3,8,3,8,11
YOTALA,rabia,no de personas con vacuna antirrabica,2018-06-01,0,1,0,1,1
ACHACACHI,rabia,no de personas con vacuna antirrabica,2018-07-01,5,2,5,2,7
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2018-07-01,0,2,0,2,2
APOLO,rabia,no de personas con vacuna antirrabica,2018-07-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2018-07-01,1,1,1,1,2
BERMEJO,rabia,no de personas con vacuna antirrabica,2018-07-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2018-07-01,0,3,0,3,3
CAMARGO,rabia,no de personas con vacuna antirrabica,2018-07-01,1,2,1,2,3
CAMIRI,rabia,no de personas con vacuna antirrabica,2018-07-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2018-07-01,2,1,2,1,3
CARANAVI,rabia,no de personas con vacuna antirrabica,2018-07-01,3,4,3,4,7
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2018-07-01,4,2,4,2,6
CLIZA,rabia,no de personas con vacuna antirrabica,2018-07-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2018-07-01,60,43,60,43,103
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2018-07-01,3,2,3,2,5
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2018-07-01,1,1,1,1,2
COLQUENCHA,rabia,no de personas con vacuna antirrabica,2018-07-01,1,1,1,1,2
CONCEPCION,rabia,no de personas con vacuna antirrabica,2018-07-01,2,1,2,1,3
COPACABANA,rabia,no de personas con vacuna antirrabica,2018-07-01,0,1,0,1,1
CORIPATA,rabia,no de personas con vacuna antirrabica,2018-07-01,1,0,1,0,1
CORO CORO,rabia,no de personas con vacuna antirrabica,2018-07-01,1,0,1,0,1
COTAGAITA,rabia,no de personas con vacuna antirrabica,2018-07-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2018-07-01,9,10,9,10,19
