,group,variable,month,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO PEREZ,rabia,no de personas con esquema clasico completo,2018-10-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con esquema clasico completo,2018-10-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con esquema clasico completo,2018-10-01,1,2,1,2,3
SAMAIPATA,rabia,no de personas con esquema clasico completo,2018-10-01,2,0,2,0,2
SAN ANDRES,rabia,no de personas con esquema clasico completo,2018-10-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con esquema clasico completo,2018-10-01,3,0,3,0,3
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2018-10-01,5,1,5,1,6
SAN PEDRO,rabia,no de personas con esquema clasico completo,2018-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2018-10-01,62,50,62,50,112
SICA SICA (VILLA AROMA),rabia,no de personas con esquema clasico completo,2018-10-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema clasico completo,2018-10-01,1,0,1,0,1
SORATA,rabia,no de personas con esquema clasico completo,2018-10-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema clasico completo,2018-10-01,1,3,1,3,4
TIQUIPAYA,rabia,no de personas con esquema clasico completo,2018-10-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2018-10-01,9,15,9,15,24
TUPIZA,rabia,no de personas con esquema clasico completo,2018-10-01,1,1,1,1,2
UNCIA,rabia,no de personas con esquema clasico completo,2018-10-01,0,1,0,1,1
UYUNI,rabia,no de personas con esquema clasico completo,2018-10-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2018-10-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema clasico completo,2018-10-01,1,0,1,0,1
VINTO,rabia,no de personas con esquema clasico completo,2018-10-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2018-10-01,3,3,3,3,6
ACHOCALLA,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema clasico completo,2018-11-01,0,1,0,1,1
"CAIZA ""D""",rabia,no de personas con esquema clasico completo,2018-11-01,0,2,0,2,2
CAMARGO,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
CHUMA,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2018-11-01,3,8,3,8,11
COLCAPIRHUA,rabia,no de personas con esquema clasico completo,2018-11-01,1,1,1,1,2
COLQUIRI,rabia,no de personas con esquema clasico completo,2018-11-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2018-11-01,1,2,1,2,3
EL ALTO,rabia,no de personas con esquema clasico completo,2018-11-01,13,13,13,13,26
GUTIERREZ,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2018-11-01,0,2,0,2,2
LA PAZ,rabia,no de personas con esquema clasico completo,2018-11-01,15,20,15,20,35
ORURO,rabia,no de personas con esquema clasico completo,2018-11-01,23,14,23,14,37
PAILON,rabia,no de personas con esquema clasico completo,2018-11-01,2,0,2,0,2
POTOSI,rabia,no de personas con esquema clasico completo,2018-11-01,27,17,27,17,44
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2018-11-01,2,1,2,1,3
SACABA,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
SAN JAVIER(STC),rabia,no de personas con esquema clasico completo,2018-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2018-11-01,44,49,44,49,93
SANTIAGO DE HUARI,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
SICA SICA (VILLA AROMA),rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema clasico completo,2018-11-01,1,2,1,2,3
TACOPAYA,rabia,no de personas con esquema clasico completo,2018-11-01,0,1,0,1,1
TOCO,rabia,no de personas con esquema clasico completo,2018-11-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2018-11-01,12,14,12,14,26
TUPIZA,rabia,no de personas con esquema clasico completo,2018-11-01,0,1,0,1,1
UYUNI,rabia,no de personas con esquema clasico completo,2018-11-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
VILLA MONTES,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2018-11-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema clasico completo,2018-12-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2018-12-01,3,0,3,0,3
APOLO,rabia,no de personas con esquema clasico completo,2018-12-01,1,0,1,0,1
BAURES,rabia,no de personas con esquema clasico completo,2018-12-01,0,1,0,1,1
CAMARGO,rabia,no de personas con esquema clasico completo,2018-12-01,1,1,1,1,2
CARANAVI,rabia,no de personas con esquema clasico completo,2018-12-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2018-12-01,6,6,6,6,12
"COLCHA ""K""",rabia,no de personas con esquema clasico completo,2018-12-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema clasico completo,2018-12-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema clasico completo,2018-12-01,11,19,11,19,30
FILADELFIA,rabia,no de personas con esquema clasico completo,2018-12-01,1,1,1,1,2
ICLA,rabia,no de personas con esquema clasico completo,2018-12-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema clasico completo,2018-12-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2018-12-01,3,0,3,0,3
LA PAZ,rabia,no de personas con esquema clasico completo,2018-12-01,8,7,8,7,15
MAPIRI,rabia,no de personas con esquema clasico completo,2018-12-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema clasico completo,2018-12-01,1,2,1,2,3
ORURO,rabia,no de personas con esquema clasico completo,2018-12-01,3,3,3,3,6
POTOSI,rabia,no de personas con esquema clasico completo,2018-12-01,23,28,23,28,51
PUERTO VILLARROEL,rabia,no de personas con esquema clasico completo,2018-12-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema clasico completo,2018-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2018-12-01,35,24,35,24,59
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2018-12-01,0,1,0,1,1
SICA SICA (VILLA AROMA),rabia,no de personas con esquema clasico completo,2018-12-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema clasico completo,2018-12-01,1,0,1,0,1
SORATA,rabia,no de personas con esquema clasico completo,2018-12-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema clasico completo,2018-12-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema clasico completo,2018-12-01,9,4,9,4,13
TRINIDAD,rabia,no de personas con esquema clasico completo,2018-12-01,11,13,11,13,24
TUPIZA,rabia,no de personas con esquema clasico completo,2018-12-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2018-12-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema clasico completo,2018-12-01,0,2,0,2,2
VILLA TUNARI,rabia,no de personas con esquema clasico completo,2018-12-01,1,1,1,1,2
VILLAZON,rabia,no de personas con esquema clasico completo,2018-12-01,2,0,2,0,2
WARNES,rabia,no de personas con esquema clasico completo,2018-12-01,1,3,1,3,4
