,group,variable,month,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTALES
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,2,3,5
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,0,2,2
YOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-05-01,3,2,5
APOLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,3,3
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,4,1,5
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,2,0,2
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,5,0,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,8,0,8
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,2,0,2
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,37,3,40
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,2,0,2
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,4,11,15
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,3,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,12,3,15
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,11,11
LLICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,2,0,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
MOJINETE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,2,1,3
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,9,9
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,3,3
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,3,0,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,7,5,12
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,2,2
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,2,1,3
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,4,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,48,3,51
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,2,1,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,2,2
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,8,0,8
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,1,0,1
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-06-01,0,2,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,1,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,0,4,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,17,0,17
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,65,5,70
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,0,3,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,18,0,18
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,2,2,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,18,3,21
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,0,1,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,19,2,21
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,9,0,9
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,0,4,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,3,0,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,7,0,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,7,0,7
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,4,2,6
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,3,65,68
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,2,3,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,0,2,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,0,4,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,2,2,4
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,2,2,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,65,1,66
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,3,1,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,5,0,5
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,10,0,10
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,1,2,3
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,6,10,16
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,2,2,4
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,4,0,4
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-07-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,2,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,14,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,3,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,6,6
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,11,0,11
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,6,3,9
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,15,5,20
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,30,7,37
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,4,7,11
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,9,9
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,0,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,9,1,10
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,6,0,6
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,7,2,9
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,1,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,9,3,12
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,18,0,18
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,4,0,4
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,8,0,8
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,3,1,4
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,2,7,9
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,5,6
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,5,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,64,13,77
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,3,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,4,2,6
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,5,1,6
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,3,4,7
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,2,0,2
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,10,0,10
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,2,0,2
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-08-01,1,1,2
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,7,3,10
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,3,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,3,0,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,11,1,12
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,2,3,5
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,5,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,36,15,51
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,2,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,1,0,1
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,4,3,7
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,2,3,5
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,20,2,22
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,11,2,13
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,4,0,4
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,1,0,1
POOPO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,5,0,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,4,1,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,6,0,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,1,1,2
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,42,42
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,2,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,6,6
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,4,4
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,55,21,76
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,3,0,3
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,3,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,4,2,6
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,1,2,3
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,6,1,7
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-09-01,2,1,3
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,1,1
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,0,1
CARANGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,1,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,22,0,22
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,4,0,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,9,10,19
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,1,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,3,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,35,13,48
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,9,0,9
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,10,1,11
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,3,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,2,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,27,8,35
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,17,17
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,2,0,2
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,2,2,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,5,0,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,2,3,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,7,7
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,1,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2011-10-01,0,1,1
