,group,variable,month,DPT 4TA DOSIS CANTIDAD,DPT 4TA DOSIS CANTIDAD,TOTALES
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,47,7,54
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,4,22,26
CATACORA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,2,1,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,1,2
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,77,77
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,5,6
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,4,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,10,7,17
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,4,4
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,61,0,61
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,216,7,223
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,5,8,13
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,11,46,57
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,4,11,15
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,19,23,42
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,2,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,24,4,28
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,35,9,44
CURVA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,25,25
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,360,176,536
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,22,13,35
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,69,9,78
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,6,0,6
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,2,0,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,6,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,37,47,84
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,6,1,7
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,2,2
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,52,86,138
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,12,12
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,4,0,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,3,3,6
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,100,20,120
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,0,1
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,7,10,17
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,8,8
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,2,2,4
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,12,0,12
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,2,3
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,1,2
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,23,0,23
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,51,14,65
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,8,3,11
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,5,13,18
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,72,10,82
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,3,0,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,2,0,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,5,0,5
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,7,5,12
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,2,17,19
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,2,4,6
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,7,21,28
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,5,0,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,38,7,45
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,4,0,4
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,10,10
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,21,2,23
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,9,9,18
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,2,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,7,18,25
QUIME,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,2,2
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,51,51
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,21,1,22
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,12,0,12
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,2,3
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,45,47,92
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,2,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,5,12,17
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,28,155,183
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,11,10,21
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,54,16,70
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,25,0,25
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,3,1,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,20,1,21
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,2,34,36
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,10,33,43
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,1,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,9,16,25
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,17,18,35
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,3,3,6
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,5,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,393,3,396
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,10,63,73
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,21,21
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,2,5,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,5,1,6
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,7,11,18
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,8,8
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,3,0,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,30,18,48
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,8,0,8
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,2,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,72,4,76
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,8,8
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,10,10
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,2,2,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,13,14
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,37,123,160
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,11,8,19
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,13,8,21
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,0,20,20
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,4,8,12
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,36,78,114
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,59,28,87
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,20,7,27
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,43,0,43
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,38,72,110
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,1,1,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-03-01,3,5,8
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,3,21,24
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,9,15,24
ALCALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,18,62,80
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,10,4,14
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,6,7,13
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,2,58,60
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,10,10
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,3,20,23
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,7,7
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,30,30
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,14,0,14
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,16,47,63
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,4,8,12
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,12,1,13
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,2,3
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,77,78
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,7,197,204
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,10,10
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,1,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,29,57,86
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,4,0,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,158,54,212
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,45,13,58
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,2,2,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,19,47,66
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,28,28
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,28,11,39
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,2,13,15
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,4,4
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,5,23,28
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,25,149,174
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,18,18
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,8,68,76
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,438,499,937
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,20,27,47
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,3,0,3
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,56,56,112
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,14,0,14
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,7,0,7
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,5,6
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,11,11
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,20,8,28
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,7,25,32
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,2,18,20
HUARINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,13,13
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,2,2,4
HUMANATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,5,5
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,29,29
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,70,59,129
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,14,15
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,57,57
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,10,23,33
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,91,22,113
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,2,17,19
LAJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,39,39
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,2,2,4
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,14,45,59
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,15,16
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,4,4
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,30,20,50
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,43,8,51
MORO MORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,7,7
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,5,5
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,2,27,29
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,8,10,18
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,48,0,48
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,31,32
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,11,4,15
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,11,20,31
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,1,2
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,15,0,15
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,33,16,49
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,38,39
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,7,57,64
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,29,62,91
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,8,19,27
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,139,35,174
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,4,25,29
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,20,80,100
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,3,11,14
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,4,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,12,7,19
QUIME,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,1,1
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,6,76,82
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,4,19,23
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,7,0,7
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,2,30,32
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,32,119,151
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,7,7
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,5,69,74
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,15,12,27
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,16,29,45
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,12,12
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,19,10,29
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,48,2,50
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,15,16
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,8,9
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,10,80,90
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,64,171,235
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,3,44,47
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,13,6,19
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,5,11,16
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,425,235,660
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,5,2,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,14,15
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,8,8
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,10,10
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,2,3,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,13,98,111
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,10,23,33
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,90,210,300
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,5,5
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,3,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,3,30,33
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,33,87,120
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,72,3,75
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,5,20,25
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,18,6,24
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,3,3
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,50,54,104
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,7,7
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,5,22,27
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,21,0,21
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,5,22,27
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,7,7
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,7,7
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,10,13,23
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,20,20
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,5,5,10
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,3,64,67
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,50,40,90
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,31,21,52
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,21,11,32
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,0,10,10
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2011-04-01,46,282,328
