,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,12,12
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,4,0,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,147,91,238
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,2,20,22
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,4,10,14
AZURDUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,10,10
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,29,29
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,2,1,3
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,7,0,7
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,9,9
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,7,7
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,9,18,27
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,4,4
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,3,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,35,35
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,7,7
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,2,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,2,16,18
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,5,0,5
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,4,5
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,12,12
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,4,0,4
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,16,10,26
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,48,32,80
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,27,28
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,2,2
COMANCHE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,16,0,16
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,2,8,10
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,3,3
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,10,10
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,3,4
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,3,42,45
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,102,56,158
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,21,0,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,8,30,38
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,5,7,12
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,7,7
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,45,29,74
GUAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,5,5
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,22,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,3,3
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,4,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,14,61,75
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,107,41,148
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,1,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,8,0,8
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,42,71,113
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,10,10
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,52,52
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,61,85,146
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,4,4
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,13,0,13
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,12,12
PALCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,9,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,10,10
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,13,14
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,5,4,9
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,7,27,34
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,9,9,18
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,2,18,20
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,3,3
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,3,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,3,0,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,2,0,2
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,45,38,83
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,1,1
SABAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,6,6
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,11,11
SAIPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,3,21,24
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,4,4
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,23,24
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,4,20,24
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,1,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,5,5
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,4,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,2,24,26
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,5,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,7,1,8
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,6,6
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,57,0,57
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,19,20
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,3,3
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,2,3,5
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,7,3,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,243,555,798
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,2,24,26
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,3,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,10,10
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,13,11,24
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,22,24,46
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,5,5,10
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,12,15,27
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,0,1
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,4,42,46
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,26,13,39
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,9,9
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,0,1
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,3,3
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,6,0,6
UMALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,3,0,3
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,13,0,13
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,32,32
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,8,0,8
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,14,14
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,5,8,13
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,17,18
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,5,32,37
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,6,10,16
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,21,2,23
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,9,0,9
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,1,23,24
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,20,2,22
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,2,8,10
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-04-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,9,9
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,0,1
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,4,4
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,9,9
ANZALDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,5,5
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,4,7
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,45,48
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,20,20
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,4,151,155
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,11,11
AYATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,27,27
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,10,10
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,3,5
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,4,167,171
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,0,2
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,9,9
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,23,23
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,42,42
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,9,0,9
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,14,15
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,55,58
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,6,6
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,10,10
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,4,4
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,2,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,16,19
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,4,4
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,50,51
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,20,20
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,0,2
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,8,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,12,27,39
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,15,17
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,61,28,89
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,17,17
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,7,7
COMANCHE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,3,3
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,18,5,23
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,8,8
CORQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,4,4
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,19,19
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,21,23
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,8,58,66
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,108,104,212
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,8,11
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,8,3,11
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,1,1
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,18,18
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,3,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,6,27,33
ESCOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,18,15,33
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,6,14,20
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,12,21,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,3,3
GUAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,1,4
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,41,43
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,7,7
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,33,33
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,7,10
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,95,49,144
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,53,74,127
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,0,3
LAJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,2,2
MECAPACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,11,11
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,29,105,134
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,8,21,29
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,106,63,169
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,25,26
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,7,38,45
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,23,94,117
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,2,5
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,4,159,163
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,17,17
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,2,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,8,8
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,6,6
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,4,6
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,20,20
PORCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,10,0,10
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,31,31
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,6,6
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,37,37
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,11,73,84
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,3,12,15
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,1,0,1
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,6,1,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,30,12,42
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,4,4,8
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,2,10,12
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,19,8,27
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,6,7,13
SAIPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,17,12,29
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,2,2
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,21,21
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,0,4,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-05-01,14,10,24
