,group,variable,month,DPT 3RA DOSIS CANTIDAD,DPT 3RA DOSIS CANTIDAD,TOTALES
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-05-01,1,19,20
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-05-01,1,11,12
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-05-01,3,5,8
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-05-01,1,0,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-05-01,9,2,11
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-05-01,2,1,3
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-05-01,2,3,5
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-05-01,0,2,2
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-05-01,6,2,8
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,3,3
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,1,2
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,2,2
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,3,3
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,5,0,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,8,0,8
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,2,0,2
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,37,4,41
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,5,0,5
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,4,11,15
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,2,0,2
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,4,5
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,12,3,15
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,11,11
LLICA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,2,2
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,2,0,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,1,1
MOJINETE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,2,1,3
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,5,0,5
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,9,9
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,3,0,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,3,0,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,8,0,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,2,1,3
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,4,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,56,3,59
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,2,1,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,3,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,2,2
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,8,0,8
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,24,24
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,3,3
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,15,5,20
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,1,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,18,0,18
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,1,0,1
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-06-01,0,2,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,1,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,4,4
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,7,7
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,1,0,1
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,16,5,21
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,2,2,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,7,7
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,3,3
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,4,3,7
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,21,0,21
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,2,2,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,18,19,37
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,1,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,2,2,4
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,9,0,9
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,4,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,12,0,12
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,7,0,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,4,2,6
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,3,65,68
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,2,3,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,2,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,4,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,8,2,10
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,2,2,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,78,1,79
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,3,1,4
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,5,0,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,1,6,7
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,8,10,18
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,2,0,2
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,2,2,4
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,4,0,4
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-07-01,0,1,1
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,3,3
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,3,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,6,6
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,8,0,8
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,10,3,13
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,4,0,4
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,15,5,20
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,5,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,33,7,40
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,4,7,11
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,9,9
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,10,11
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,2,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,9,1,10
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,11,0,11
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,14,2,16
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,1,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,3,4
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,8,3,11
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,18,0,18
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,4,0,4
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,4,5
SABAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,2,7,9
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,5,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,6,6
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,5,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,80,13,93
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,3,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,4,2,6
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,5,1,6
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,2,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,6,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,10,0,10
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,2,0,2
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-08-01,1,1,2
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,1,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,7,3,10
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,3,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,2,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,7,1,8
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,5,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,48,37,85
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,2,2
ESMERALDA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,1,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,0,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,2,3,5
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,23,7,30
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,2,2,4
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,2,0,2
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,4,0,4
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,0,1
POOPO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,5,0,5
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,8,8
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,6,0,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,2,3
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,42,42
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,6,6
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,4,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,55,21,76
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,0,1
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,3,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,4,2,6
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,1,1,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,9,0,9
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,7,1,8
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-09-01,2,2,4
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,1,1
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,2,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,1,0,1
CARANGAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,3,4,7
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,2,0,2
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,22,0,22
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,4,0,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,12,10,22
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,36,13,49
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,9,0,9
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,3,1,4
EXALTACION,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,13,13
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,3,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,1,2,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,20,7,27
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,10,10
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2011-10-01,0,1,1
