,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,17,10,27
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,10,10
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,6,1,7
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,6,0,6
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,6,6
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,13,13
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,59,0,59
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,7,7,14
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,4,12,16
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,5,17,22
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,13,2,15
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,18,18
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,2,10,12
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,1,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,3,51,54
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,16,3,19
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,20,0,20
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,3,0,3
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,6,48,54
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,5,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,240,13,253
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,2,2
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,2,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,3,1,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,12,0,12
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,17,14,31
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,15,11,26
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,1,1,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,1,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,4,9,13
TIPUANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,10,0,10
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,3,10,13
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,2,2
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,2,1,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,17,0,17
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,4,1,5
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,21,0,21
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,5,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,2,0,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,0,1,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,6,0,6
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,15,0,15
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-03-01,2,0,2
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,20,20
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,2,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,1,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,33,33
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,4,0,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,147,91,238
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,21,21
AYATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,5,0,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,4,5,9
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,10,10
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,29,29
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,14,67,81
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,6,6
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,13,13
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,8,0,8
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,3,3
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,33,33
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,7,7
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,87,87
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,9,18,27
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,3,3
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,6,6
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,35,35
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,7,7
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,2,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,6,22,28
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,7,8
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,12,12
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,5,0,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,4,0,4
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,18,10,28
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,57,41,98
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,7,14,21
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,2,27,29
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,1,2
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,12,12
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,16,0,16
COMBAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,4,4
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,10,24,34
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,3,3
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,4,4
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,21,22
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,3,43,46
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,3,3
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,114,56,170
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,21,0,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,8,9,17
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,19,7,26
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,7,7
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,46,34,80
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,2,4,6
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,22,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,3,3
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,5,5
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,3,1,4
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,54,144,198
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,16,68,84
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,139,114,253
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,2,2,4
LLICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,8,0,8
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,48,71,119
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,10,10
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,4,4
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,90,90
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,61,85,146
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,9,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,4,0,4
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,9,0,9
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,18,0,18
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,12,12
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,9,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,9,9
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,70,70
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,7,0,7
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,3,3
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,13,14
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,3,4,7
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,6,6
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,7,27,34
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,9,9,18
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,9,9,18
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,4,1,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,41,2,43
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,45,38,83
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,4,4
SABAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,4,12,16
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,3,21,24
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,2,2,4
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,6,6
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,20,8,28
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,23,24
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,10,11
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,1,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,5,5
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,10,4,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,4,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,2,58,60
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,5,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,7,1,8
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,6,6
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,57,0,57
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,29,30
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,4,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,2,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,10,11
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,7,3,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,246,621,867
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,2,24,26
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,18,18
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,10,10
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,13,11,24
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,60,60
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,22,29,51
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,5,5,10
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,15,15,30
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,4,42,46
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,3,5,8
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,2,20,22
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,35,13,48
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,9,9
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,3,3
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,17,59,76
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,9,4,13
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,3,11,14
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,14,3,17
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,32,32
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,15,0,15
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,15,15
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,5,6,11
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,14,15
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,5,32,37
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,6,10,16
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,24,2,26
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,21,0,21
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,1,23,24
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,20,2,22
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-04-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,24,24
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,10,10
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,0,1
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,22,22
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,8,9
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,61,61
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,29,32
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,0,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,11,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,30,30
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,151,154
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,15,15
AYATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,27,27
AYO AYO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,11,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,19,19
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,3,5
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,27,402,429
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,5,0,5
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,9,9
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,15,29,44
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,42,42
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,16,19
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,9,7,16
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,1,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,18,18
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,14,16
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,53,56
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,6,6
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,16,16
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,2,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,3,16,19
CHACARILLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,7,7
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,50,51
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,31,33
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,20,20
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,10,10
CHUMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,8,8
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,15,20,35
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,36,4,40
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,2,20,22
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,69,28,97
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,23,4,27
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,22,23
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,2,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,0,29,29
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-05-01,1,0,1
