,group,variable,month,DPT 2DA DOSIS CANTIDAD,DPT 2DA DOSIS CANTIDAD,TOTALES
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,26,27
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,28,28
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,14,14
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,18,18
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,27,27
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,3,3
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,5,5
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,69,69
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,8,8,16
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,48,48
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,4,13,17
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,7,7
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,3,16,19
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,29,29
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,20,20
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,0,1
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,23,6,29
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,5,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,3,18,21
COLLANA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,20,20
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,5,5
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,21,21
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,6,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,27,55,82
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,8,16,24
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,4,3,7
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,2,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,14,4,18
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,2,4,6
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,12,11,23
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,1,2
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,9,9
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,3,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,12,0,12
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,4,5
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,2,8,10
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,6,46,52
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,9,12,21
LAJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,2,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,3,3,6
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,29,9,38
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,3,0,3
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,7,7
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,10,10
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,7,7
PORCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,7,0,7
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,27,79,106
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,3,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,40,40
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,3,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,15,0,15
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,9,3,12
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,8,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,5,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,2,2
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,22,23
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,3,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,8,8
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,4,4
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,3,42,45
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,11,0,11
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,14,14
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,107,107,214
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,1,2
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,2,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,16,1,17
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,4,4
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,5,6
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,8,28,36
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,3,20,23
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,2,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,26,26
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,9,9
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,3,37,40
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,2,2,4
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,1,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,39,39
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,17,20,37
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,5,0,5
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,6,6
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,13,13
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,3,3
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,2,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,3,0,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,1,1,2
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,2,0,2
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,5,0,5
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,5,0,5
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,10,10
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-05-01,0,6,6
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,1,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,3,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,2,3
AYATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,4,4
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,3,3
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,3,3
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,1,1
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,3,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,2,2
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,3,2,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,13,5,18
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,35,1,36
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,3,0,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,3,4,7
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,22,50,72
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,6,0,6
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,10,10
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,8,0,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,6,0,6
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,9,10
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,25,25
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,2,2
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,8,0,8
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,3,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,5,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,2,1,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,25,0,25
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,16,2,18
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,1,1
MAPIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,1,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,9,0,9
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,19,19
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,8,0,8
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,15,15
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,2,2
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,3,3
PORCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,3,1,4
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,20,21
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,7,2,9
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,5,23,28
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,2,2,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,2,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,1,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,18,3,21
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,38,0,38
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,2,2
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,2,3,5
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,9,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,20,20
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,4,6,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,3,4,7
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,5,1,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,118,83,201
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,16,0,16
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,4,6,10
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,2,14,16
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,3,0,3
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,8,8
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,4,5
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,2,1,3
TURCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,2,3,5
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,2,0,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,3,0,3
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,0,7,7
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-06-01,3,0,3
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,7,8
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,1,1
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,8,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,8,4,12
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,2,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,8,8
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,3,0,3
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,11,11
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,3,5,8
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,20,0,20
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,2,0,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,26,2,28
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,3,2,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,2,2,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,3,5,8
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,17,17
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,3,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,4,0,4
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,22,2,24
LAJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,2,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,1,1
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,2,2
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,4,4
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,7,0,7
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,2,2
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,2,0,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,1,2
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,2,12,14
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,5,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,11,0,11
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,4,0,4
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,1,1
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,4,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,5,0,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,21,0,21
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,13,14
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,9,0,9
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,1,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,5,9,14
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,20,0,20
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,2,0,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,140,24,164
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,1,0,1
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,8,2,10
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,2,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,5,5
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2011-07-01,3,7,10
