,group,variable,month,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,27,12,27,12,39
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,3,7,3,7,10
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,7,211,7,211,218
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,4,0,4,0,4
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,50,4,50,4,54
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,12,410,12,410,422
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,19,62,19,62,81
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,7,68,7,68,75
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,14,0,14,14
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,3,11,3,11,14
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,37,16,37,16,53
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,106,26,106,26,132
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,5,1,5,6
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,664,616,664,616,1280
COIPASA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,53,47,53,47,100
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,9,2,9,11
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,21,11,21,11,32
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,9,1,9,1,10
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,12,36,12,36,48
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,5,0,5,0,5
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,14,18,14,18,32
COMANCHE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,3,0,3,0,3
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,28,39,28,39,67
COMBAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,10,0,10,10
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,26,22,26,22,48
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,3,2,3,2,5
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,17,1,17,1,18
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,8,6,8,6,14
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,6,94,6,94,100
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,5,2,5,2,7
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,16,11,16,11,27
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,190,50,190,50,240
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,29,29,29,29,58
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,5,0,5,0,5
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,7,19,7,19,26
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,27,12,27,12,39
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,0,2,0,2
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,4,2,4,6
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1396,1563,1396,1563,2959
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,4,7,4,7,11
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,53,28,53,28,81
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,24,20,24,20,44
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,46,17,46,17,63
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,11,2,11,2,13
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,1,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,1,0,1,1
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,20,46,20,46,66
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,5,0,5,0,5
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,14,47,14,47,61
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,73,2,73,75
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,13,14,13,14,27
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,8,25,8,25,33
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,78,16,78,16,94
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,3,1,3,4
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,13,9,13,9,22
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,11,2,11,13
HUACHACALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,10,1,10,11
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,13,28,13,28,41
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,0,2,0,2
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,4,1,4,1,5
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,3,2,3,5
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,6,1,6,1,7
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,0,2,0,2
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,82,109,82,109,191
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,3,37,3,37,40
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,6,3,6,3,9
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,6,172,6,172,178
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,39,1,39,1,40
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,55,35,55,35,90
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,71,4,71,4,75
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1038,312,1038,312,1350
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,5,2,5,2,7
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,15,10,15,10,25
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,0,2,0,2
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,25,11,25,11,36
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,32,0,32,32
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,8,1,8,9
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,6,0,6,0,6
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,19,5,19,5,24
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,12,0,12,0,12
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,23,3,23,3,26
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,9,0,9,9
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,51,6,51,6,57
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,51,15,51,15,66
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,14,4,14,4,18
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,4,0,4,0,4
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,17,4,17,4,21
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,210,261,210,261,471
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,1,2,1,3
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,15,5,15,5,20
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,1,1,1,2
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,12,12,12,12,24
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,19,5,19,5,24
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,16,24,16,24,40
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,273,26,273,26,299
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,14,4,14,4,18
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,2,0,2,2
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,21,88,21,88,109
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,11,23,11,23,34
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,14,17,14,17,31
PAMPA AULLAGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,11,0,11,0,11
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,3,5,3,5,8
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,1,0,1,1
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,37,3,37,3,40
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,7,4,7,4,11
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,4,1,4,5
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,16,17,16,17,33
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,21,39,21,39,60
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,22,18,22,18,40
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,6,2,6,2,8
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,14,2,14,2,16
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,116,0,116,116
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,105,2,105,107
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,29,2,29,2,31
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,1,0,1,1
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,287,20,287,20,307
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,19,0,19,19
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,2,0,2,2
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,6,22,6,22,28
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,5,0,5,0,5
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,5,0,5,5
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,4,1,4,1,5
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,26,27,26,27,53
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,17,14,17,14,31
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,21,7,21,7,28
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,91,53,91,53,144
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,11,3,11,3,14
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,46,20,46,20,66
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,4,0,4,0,4
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,62,735,62,735,797
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,4,5,4,5,9
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,6,0,6,0,6
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,8,10,8,10,18
REYES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,32,64,32,64,96
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,259,107,259,107,366
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,21,40,21,40,61
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,17,6,17,6,23
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,110,624,110,624,734
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,5,7,5,7,12
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,3,34,3,34,37
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,9,2,9,11
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,4,7,4,7,11
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,3,0,3,0,3
SAN AGUSTIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,18,13,18,13,31
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,11,0,11,0,11
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,12,79,12,79,91
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,73,76,73,76,149
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,10,10,10,10,20
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,21,2,21,2,23
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,83,116,83,116,199
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,125,72,125,72,197
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,4,2,4,2,6
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,7,0,7,0,7
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,8,0,8,0,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,8,4,8,4,12
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,13,12,13,12,25
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,83,42,83,42,125
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,17,9,17,9,26
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,14,64,14,64,78
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,19,70,19,70,89
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,23,3,23,3,26
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,18,12,18,12,30
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,5,12,5,12,17
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,31,38,31,38,69
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,6,1,6,7
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,50,0,50,50
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,10,0,10,0,10
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,8,146,8,146,154
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,31,24,31,24,55
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1939,1282,1939,1282,3221
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,25,32,25,32,57
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,25,8,25,8,33
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,4,0,4,4
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,4,0,4,0,4
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,6,0,6,6
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,3,3,3,3,6
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,20,0,20,20
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,3,0,3,3
SENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,101,2,101,103
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,16,41,16,41,57
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,17,31,17,31,48
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,62,12,62,12,74
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,5,2,5,2,7
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,3,2,3,5
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,14,17,14,17,31
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,218,592,218,592,810
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,7,0,7,0,7
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,3,2,3,5
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,6,2,6,8
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,6,6,6,6,12
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,10,19,10,19,29
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,16,1,16,17
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,9,1,9,1,10
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,364,57,364,57,421
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,12,23,12,23,35
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,8,7,8,7,15
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,3,41,3,41,44
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,12,24,12,24,36
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,13,4,13,4,17
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,46,76,46,76,122
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,24,17,24,17,41
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,3,2,3,2,5
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,6,7,6,7,13
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,0,1,0,1
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,1,1,1,2
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,8,2,8,10
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,32,229,32,229,261
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,0,2,0,2
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,9,4,9,4,13
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,220,145,220,145,365
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,65,18,65,18,83
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,1,6,1,6,7
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,28,14,28,14,42
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,6,3,6,3,9
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,2,13,2,13,15
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,9,0,9,0,9
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,13,2,13,2,15
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,16,7,16,7,23
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,32,3,32,3,35
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2011-03-01,0,4,0,4,4
