,group,variable,month,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,8,0,8,8
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,19,0,19,0,19
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,6,7,6,7,13
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,6,26,6,26,32
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,5,1,5,6
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,89,57,89,57,146
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,9,1,9,1,10
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,7,2,7,2,9
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,36,3,36,39
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,10,0,10,10
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,9,8,9,8,17
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,9,1,9,10
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,2,0,2,2
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,7,2,7,9
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,13,0,13,13
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,15,60,15,60,75
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,6,0,6,6
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,1,1,1,2
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,240,36,240,36,276
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,6,36,6,36,42
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,0,2,0,2
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,13,32,13,32,45
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,4,2,4,2,6
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,0,3,0,3
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,4,3,4,7
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,47,0,47,0,47
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,8,0,8,8
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,2,0,2,2
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,1,1,1,2
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,4,0,4,4
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,7,1,7,8
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,13,5,13,5,18
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,0,3,0,3
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,5,0,5,5
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,4,0,4,4
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,14,1,14,15
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,14,0,14,14
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,3,0,3,3
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,10,0,10,10
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,24,22,24,22,46
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,147,23,147,23,170
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,12,3,12,15
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,1,1,1,2
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,6,3,6,9
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,0,2,0,2
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,13,1,13,14
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,29,1,29,30
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,4,2,4,2,6
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,2,0,2,2
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,3,2,3,5
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,32,0,32,32
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,67,34,67,34,101
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,4,0,4,4
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,12,1,12,13
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,15,2,15,2,17
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,6,1,6,7
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,6,0,6,6
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,21,1,21,22
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,0,2,0,2
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,1,1,1,2
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,2,0,2,2
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,1,2,1,3
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,12,0,12,12
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,4,13,4,13,17
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,16,53,16,53,69
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,3,3,3,6
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,1,2,1,3
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,7,6,7,6,13
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,10,1,10,11
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,7,9,7,9,16
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,9,1,9,10
PUERTO SILES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,4,9,4,9,13
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,4,23,4,23,27
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,3,0,3,3
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,4,2,4,2,6
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,4,1,4,1,5
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,2,1,2,3
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,31,0,31,0,31
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,23,1,23,24
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,9,0,9,9
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,19,77,19,77,96
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,4,14,4,14,18
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,4,2,4,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,8,51,8,51,59
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,3,1,3,4
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,7,42,7,42,49
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,3,3,3,6
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,20,3,20,3,23
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,4,1,4,1,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,2,3,2,5
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,5,3,5,8
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,15,0,15,15
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,2,0,2,2
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,14,21,14,21,35
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,33,1,33,34
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,26,0,26,0,26
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,4,1,4,5
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,2,3,2,5
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,7,0,7,7
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,176,135,176,135,311
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,5,19,5,19,24
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,2,2,2,4
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,8,0,8,0,8
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,8,1,8,9
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,4,1,4,5
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,6,2,6,8
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,5,0,5,5
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,42,194,42,194,236
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,2,1,2,3
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,1,3,1,4
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,10,0,10,10
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,4,3,4,7
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,49,18,49,18,67
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,12,0,12,12
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,0,2,0,2
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,9,1,9,10
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,1,0,1,1
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,1,1,1,2
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,3,32,3,32,35
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,2,0,2,2
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,4,0,4,4
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,10,2,10,2,12
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,5,12,5,12,17
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,4,0,4,4
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,5,2,5,7
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,15,0,15,15
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,2,0,2,2
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,6,21,6,21,27
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,8,0,8,0,8
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,7,1,7,1,8
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,6,7,6,7,13
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,1,2,1,3
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,16,2,16,18
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,10,24,10,24,34
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,4,0,4,4
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,5,1,5,1,6
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,7,0,7,0,7
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,11,50,11,50,61
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,24,113,24,113,137
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,2,3,2,3,5
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,7,21,7,21,28
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,3,0,3,3
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,5,12,5,12,17
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,4,8,4,8,12
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,0,6,0,6,6
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-04-01,6,8,6,8,14
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,1,0,1,1
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,2,0,2,2
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,4,0,4,4
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,1,6,1,6,7
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,6,0,6,6
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,3,0,3,3
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,1,0,1,0,1
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,1,0,1,1
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,7,0,7,7
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,1,8,1,8,9
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,8,0,8,8
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,1,3,1,3,4
AUCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,12,0,12,12
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,2,0,2,2
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,2,4,2,4,6
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,4,0,4,4
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,3,6,3,6,9
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,3,0,3,3
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,2,0,2,2
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,11,41,11,41,52
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,2,0,2,2
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,4,0,4,4
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,6,0,6,6
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,1,0,1,0,1
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,1,0,1,1
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,2,8,2,8,10
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,15,0,15,15
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,2,0,2,2
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,7,2,7,2,9
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,2,1,2,1,3
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,1,8,1,8,9
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,2,0,2,2
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,3,29,3,29,32
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,2,8,2,8,10
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,1,6,1,6,7
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,2,7,2,7,9
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,10,36,10,36,46
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,2,4,2,4,6
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,100,40,100,40,140
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,7,0,7,0,7
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,1,0,1,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,7,2,7,2,9
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,1,0,1,1
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,1,5,1,5,6
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,13,9,13,9,22
COMBAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,1,0,1,1
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,2,21,2,21,23
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,19,0,19,19
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,2,0,2,2
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,3,22,3,22,25
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,21,65,21,65,86
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,2,1,2,1,3
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,1,3,1,3,4
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2011-05-01,0,3,0,3,3
