,group,variable,month,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
AUCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,27,0,27,27
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,0,2,0,2
AYO AYO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,3,10,3,10,13
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,23,4,23,4,27
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,92,5,92,5,97
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,23,1,23,1,24
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,31,0,31,0,31
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,1,1,1,2
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,6,2,6,8
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,100,438,100,438,538
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,30,18,30,18,48
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,13,6,13,6,19
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,17,12,17,12,29
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,25,88,25,88,113
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,0,1,0,1
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,11,7,11,7,18
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,35,1,35,1,36
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,12,16,12,16,28
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,10,6,10,6,16
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,7,19,7,19,26
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,3,14,3,14,17
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,82,71,82,71,153
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,44,19,44,19,63
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,7,5,7,5,12
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,11,55,11,55,66
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,42,165,42,165,207
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,4,1,4,1,5
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,3,39,3,39,42
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,12,6,12,18
CATACORA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,2,0,2,2
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,57,19,57,19,76
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,9,11,9,11,20
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,10,133,10,133,143
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,1,0,1,1
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,42,47,42,47,89
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,26,86,26,86,112
CHIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,25,87,25,87,112
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,14,1,14,1,15
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,9,49,9,49,58
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,11,1,11,12
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,22,15,22,15,37
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,158,188,158,188,346
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,18,6,18,24
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,830,1042,830,1042,1872
COIPASA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,2,0,2,2
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,44,54,44,54,98
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,13,10,13,10,23
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,0,1,0,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,39,14,39,14,53
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,8,0,8,0,8
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,50,110,50,110,160
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,7,0,7,0,7
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,20,52,20,52,72
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,19,16,19,16,35
COMBAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,16,0,16,16
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,38,19,38,19,57
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,16,20,16,20,36
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,28,3,28,3,31
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,4,2,4,2,6
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,96,6,96,102
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,8,5,8,5,13
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,12,26,12,26,38
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,56,55,56,55,111
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,33,58,33,58,91
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,3,0,3,0,3
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,4,19,4,19,23
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,27,1,27,1,28
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,4,2,4,6
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,0,2,0,2
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,0,2,0,2
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1206,1597,1206,1597,2803
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,19,0,19,0,19
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,8,0,8,0,8
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,65,36,65,36,101
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,23,1,23,1,24
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,68,26,68,26,94
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,10,0,10,0,10
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,0,2,0,2
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,1,2,1,3
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,3,0,3,0,3
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,27,105,27,105,132
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,0,6,0,6
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,15,56,15,56,71
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,15,2,15,17
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,19,7,19,7,26
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,20,10,20,10,30
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,104,29,104,29,133
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,10,55,10,55,65
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,7,6,7,6,13
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,8,2,8,10
HUACHACALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,0,1,0,1
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,22,29,22,29,51
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,3,1,3,4
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,5,4,5,4,9
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,5,3,5,3,8
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,0,6,0,6
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,9,6,9,15
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,44,44,44,44,88
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,24,47,24,47,71
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,7,9,7,9,16
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,12,9,12,9,21
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,63,1,63,1,64
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,91,61,91,61,152
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,52,50,52,50,102
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1231,572,1231,572,1803
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,2,2,2,4
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,22,65,22,65,87
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,5,0,5,0,5
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,41,43,41,43,84
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,29,1,29,30
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,8,13,8,13,21
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,7,0,7,0,7
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,5,7,5,7,12
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,28,98,28,98,126
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,8,0,8,0,8
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,27,0,27,0,27
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,13,9,13,9,22
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,26,2,26,2,28
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,62,25,62,25,87
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,41,44,41,44,85
MOJINETE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,5,0,5,5
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,7,0,7,0,7
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,14,5,14,5,19
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,316,971,316,971,1287
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,29,0,29,29
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,26,13,26,13,39
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,4,2,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,5,2,5,7
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,25,17,25,17,42
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,22,0,22,0,22
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,10,22,10,22,32
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,417,53,417,53,470
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,16,9,16,9,25
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,5,6,5,11
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,38,46,38,46,84
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,37,2,37,39
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,14,67,14,67,81
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,16,36,16,36,52
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,3,5,3,5,8
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,1,0,1,1
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,47,1,47,1,48
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,4,0,4,0,4
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,3,5,3,5,8
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,23,19,23,19,42
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,16,27,16,27,43
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,22,11,22,11,33
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,1,6,1,7
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,18,4,18,4,22
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,24,63,24,63,87
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,14,62,14,62,76
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,40,57,40,57,97
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,4,0,4,0,4
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,4,0,4,4
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,324,18,324,18,342
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,4,1,4,5
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,5,0,5,5
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,26,205,26,205,231
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,4,2,4,2,6
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,8,19,8,19,27
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,10,2,10,2,12
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,0,2,0,2
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,37,32,37,32,69
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,27,16,27,16,43
PUERTO SILES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,43,21,43,21,64
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,135,48,135,48,183
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,19,7,19,7,26
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,57,68,57,68,125
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,0,6,0,6
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,95,398,95,398,493
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,3,3,3,3,6
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,0,2,0,2
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,10,53,10,53,63
REYES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,56,70,56,70,126
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,217,146,217,146,363
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,8,15,8,15,23
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,29,4,29,4,33
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,4,3,4,3,7
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,216,1000,216,1000,1216
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,2,1,2,3
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,12,29,12,29,41
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,5,59,5,59,64
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,8,6,8,6,14
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,7,1,7,1,8
SAN AGUSTIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,0,6,0,6
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,24,11,24,11,35
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,9,0,9,0,9
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,10,87,10,87,97
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,81,63,81,63,144
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,22,21,22,21,43
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,17,0,17,0,17
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,60,222,60,222,282
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,55,17,55,17,72
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,5,0,5,5
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,4,10,4,10,14
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,17,0,17,0,17
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,4,0,4,0,4
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,3,12,3,12,15
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,106,63,106,63,169
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,39,33,39,33,72
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,11,30,11,30,41
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,41,71,41,71,112
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,13,43,13,43,56
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,15,11,15,11,26
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,3,184,3,184,187
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,45,79,45,79,124
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,8,28,8,28,36
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,64,0,64,64
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,17,1,17,1,18
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,12,144,12,144,156
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,63,40,63,40,103
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2506,3452,2506,3452,5958
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,70,54,70,54,124
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,33,10,33,10,43
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,21,0,21,21
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,5,1,5,6
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,2,4,2,4,6
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,7,0,7,7
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,4,5,4,5,9
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,0,2,0,2,2
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,5,20,5,20,25
SENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,28,6,28,34
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,25,64,25,64,89
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,12,48,12,48,60
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,56,19,56,19,75
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,1,0,1,0,1
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2011-03-01,6,2,6,2,8
