,group,variable,month,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,1,1,1,1,2
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,0,4,0,4,4
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,4,4,4,4,8
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,2,1,2,1,3
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,3,2,3,2,5
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,54,10,54,10,64
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,1,4,1,4,5
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,6,2,6,2,8
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,8,5,8,5,13
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,3,0,3,0,3
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,2,22,2,22,24
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,1,1,1,1,2
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,5,4,5,4,9
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,2,0,2,0,2
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,4,0,4,0,4
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,17,217,17,217,234
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,5,11,5,11,16
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,2,0,2,0,2
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,0,5,0,5,5
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,20,0,20,0,20
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,5,1,5,1,6
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,0,5,0,5,5
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,2,3,2,3,5
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,1,0,1,0,1
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,4,2,4,2,6
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,24,27,24,27,51
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,8,0,8,0,8
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,6,2,6,2,8
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,7,5,7,5,12
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,10,0,10,0,10
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,12,30,12,30,42
YACO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,1,0,1,0,1
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,7,5,7,5,12
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,1,3,1,3,4
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,9,106,9,106,115
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,8,6,8,6,14
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-03-01,0,3,0,3,3
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,8,0,8,8
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,0,2,0,2
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,10,0,10,10
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,1,1,1,2
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,2,1,2,3
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,4,0,4,4
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,0,2,0,2
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,6,0,6,6
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,65,53,65,53,118
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,8,1,8,9
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,11,3,11,14
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,1,2,1,3
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,3,0,3,3
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,4,6,4,6,10
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,3,0,3,3
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,3,0,3,3
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,3,0,3,3
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,2,0,2,2
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,48,3,48,51
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,6,2,6,8
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,3,3,3,6
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,38,0,38,38
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,82,2,82,84
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,4,0,4,4
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,0,2,0,2
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,5,0,5,0,5
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,23,2,23,2,25
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,0,2,0,2
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,3,0,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,6,34,6,34,40
CHACARILLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,0,3,0,3
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,4,62,4,62,66
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,0,2,0,2
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,8,9,8,9,17
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,5,0,5,5
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,9,1,9,1,10
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,6,8,6,8,14
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,10,49,10,49,59
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,6,0,6,6
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,238,68,238,68,306
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,19,0,19,0,19
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,1,2,1,3
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,6,2,6,2,8
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,91,3,91,94
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,5,1,5,6
COMANCHE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,9,8,9,8,17
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,16,2,16,18
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,21,0,21,21
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,3,3,3,6
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,38,3,38,41
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,20,75,20,75,95
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,7,0,7,7
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,3,0,3,3
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,25,0,25,25
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,6,6,6,6,12
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,0,3,0,3
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,382,140,382,140,522
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,12,38,12,38,50
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,33,43,33,43,76
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,1,1,1,2
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,2,2,2,4
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,12,13,12,13,25
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,5,0,5,0,5
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,36,1,36,1,37
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,18,1,18,19
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,4,3,4,3,7
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,6,2,6,2,8
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,5,0,5,5
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,9,2,9,11
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,6,1,6,1,7
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,0,2,0,2
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,7,0,7,7
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,0,2,0,2
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,12,0,12,12
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,8,2,8,10
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,7,21,7,21,28
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,2,2,2,4
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,10,0,10,10
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,6,0,6,0,6
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,21,37,21,37,58
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,205,63,205,63,268
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,4,2,4,6
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,3,1,3,4
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,1,1,1,2
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,10,1,10,11
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,0,2,0,2
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,12,0,12,12
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,28,3,28,31
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,0,2,0,2
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,7,2,7,2,9
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,15,1,15,16
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,1,2,1,3
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,6,0,6,6
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,6,139,6,139,145
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,81,55,81,55,136
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,2,0,2,2
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
NAZACARA DE PACAJES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,11,2,11,13
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,0,3,0,3
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,18,2,18,2,20
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,12,0,12,12
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,9,1,9,10
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,52,2,52,54
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,3,0,3,3
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,5,3,5,8
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,3,3,3,6
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,1,1,1,2
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,2,2,2,4
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,8,15,8,15,23
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,13,29,13,29,42
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,9,54,9,54,63
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,5,4,5,4,9
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,18,6,18,6,24
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,4,1,4,5
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,14,10,14,10,24
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,3,0,3,3
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,9,3,9,12
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,27,0,27,27
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,17,50,17,50,67
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,6,6,6,6,12
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,14,11,14,11,25
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,4,2,4,2,6
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,19,0,19,0,19
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,15,14,15,14,29
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,8,1,8,9
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,30,89,30,89,119
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,7,0,7,7
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,22,2,22,24
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,4,2,4,6
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,9,46,9,46,55
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,0,3,0,3
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,3,0,3,3
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,2,0,2,2
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,4,7,4,7,11
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,5,0,5,5
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,11,41,11,41,52
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,9,15,9,15,24
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,23,3,23,3,26
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,9,1,9,1,10
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,5,8,5,8,13
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,10,3,10,13
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,20,2,20,22
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,4,4,4,4,8
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,44,65,44,65,109
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,4,52,4,52,56
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,6,1,6,1,7
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,31,1,31,1,32
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,7,3,7,10
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,7,1,7,8
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,2,1,2,3
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,14,0,14,14
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,5,1,5,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,366,224,366,224,590
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,2,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,5,25,5,25,30
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,1,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,1,0,1,0,1
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,0,2,0,2
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,2,3,2,3,5
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,0,13,0,13,13
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2011-04-01,3,11,3,11,14
