,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SORATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,0,1,0,1,1
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,251,0,251,0,251
TARABUCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,5,0,5,0,5
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,24,106,24,106,130
TARVITA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,5,0,5,0,5
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,29,0,29,0,29
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,35,0,35,0,35
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,2,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,0,1,0,1,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,12,0,12,0,12
YAMPARAEZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,54,30,54,30,84
YOTALA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-10-01,2,0,2,0,2
ARBIETO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,21,0,21,0,21
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,10,5,10,5,15
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,10,0,10,0,10
COROICO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,1,0,1,0,1
EL TORNO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,13,7,13,7,20
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,1,0,1,0,1
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,47,55,47,55,102
LAS CARRERAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,10,0,10,0,10
MAGDALENA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,1,0,1,0,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,68,27,68,27,95
PAILON,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,0,3,0,3,3
PORVENIR,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,7,0,7,0,7
PUERTO GONZALO MORENO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,2,0,2,0,2
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,5,14,5,14,19
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,7,0,7,0,7
SAN LORENZO(PND),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,7,0,7,0,7
SAN RAMON BENI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,1,4,1,4,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,0,0,0,0,0
SANTIAGO DE HUARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,0,4,0,4,4
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,234,0,234,0,234
TARABUCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,4,0,4,0,4
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,39,0,39,0,39
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,7,0,7,0,7
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,7,0,7,0,7
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,2,0,2,0,2
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-11-01,11,0,11,0,11
ARBIETO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,6,0,6,0,6
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,2,0,2,0,2
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,3,0,3,0,3
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,80,0,80,0,80
MAGDALENA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,1,0,1,0,1
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,0,1,0,1,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,38,110,38,110,148
PADILLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,2,0,2,0,2
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,46,0,46,0,46
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,5,0,5,0,5
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,35,0,35,0,35
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,46,0,46,0,46
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,3,0,3,0,3
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,1,0,1,0,1
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,3,0,3,0,3
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,7,0,7,0,7
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2011-12-01,5,0,5,0,5
