,group,variable,month,ANTIRRÁBICA EN HUMANO CANTIDAD,ANTIRRÁBICA EN HUMANO CANTIDAD,TOTALES,TOTALES,TOTALES
YAPACANI,otras vacunaciones,antirrabica en humano,2011-06-01,6,0,6,0,6
AIQUILE,otras vacunaciones,antirrabica en humano,2011-07-01,2,3,2,3,5
ALTO BENI,otras vacunaciones,antirrabica en humano,2011-07-01,3,0,3,0,3
ARBIETO,otras vacunaciones,antirrabica en humano,2011-07-01,0,1,0,1,1
BUENA VISTA,otras vacunaciones,antirrabica en humano,2011-07-01,0,1,0,1,1
CAPINOTA,otras vacunaciones,antirrabica en humano,2011-07-01,10,0,10,0,10
COCHABAMBA,otras vacunaciones,antirrabica en humano,2011-07-01,225,0,225,0,225
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2011-07-01,12,0,12,0,12
COMARAPA,otras vacunaciones,antirrabica en humano,2011-07-01,2,0,2,0,2
COTOCA,otras vacunaciones,antirrabica en humano,2011-07-01,23,24,23,24,47
EL ALTO,otras vacunaciones,antirrabica en humano,2011-07-01,794,0,794,0,794
EL PUENTE(STC),otras vacunaciones,antirrabica en humano,2011-07-01,5,0,5,0,5
EL TORNO,otras vacunaciones,antirrabica en humano,2011-07-01,76,0,76,0,76
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2011-07-01,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en humano,2011-07-01,5,0,5,0,5
LA GUARDIA,otras vacunaciones,antirrabica en humano,2011-07-01,112,0,112,0,112
LA PAZ,otras vacunaciones,antirrabica en humano,2011-07-01,49,0,49,0,49
LAJA,otras vacunaciones,antirrabica en humano,2011-07-01,2,0,2,0,2
MAIRANA,otras vacunaciones,antirrabica en humano,2011-07-01,15,0,15,0,15
MINEROS,otras vacunaciones,antirrabica en humano,2011-07-01,12,0,12,0,12
MIZQUE,otras vacunaciones,antirrabica en humano,2011-07-01,6,0,6,0,6
MONTERO,otras vacunaciones,antirrabica en humano,2011-07-01,390,0,390,0,390
OKINAWA,otras vacunaciones,antirrabica en humano,2011-07-01,10,0,10,0,10
POCONA,otras vacunaciones,antirrabica en humano,2011-07-01,7,0,7,0,7
PORONGO,otras vacunaciones,antirrabica en humano,2011-07-01,12,0,12,0,12
PORTACHUELO,otras vacunaciones,antirrabica en humano,2011-07-01,5,0,5,0,5
POTOSI,otras vacunaciones,antirrabica en humano,2011-07-01,144,0,144,0,144
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2011-07-01,1,0,1,0,1
PUNATA,otras vacunaciones,antirrabica en humano,2011-07-01,11,0,11,0,11
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2011-07-01,25,0,25,0,25
QUIRUSILLAS,otras vacunaciones,antirrabica en humano,2011-07-01,18,0,18,0,18
SACABA,otras vacunaciones,antirrabica en humano,2011-07-01,11,0,11,0,11
SAMAIPATA,otras vacunaciones,antirrabica en humano,2011-07-01,15,0,15,0,15
SAN BENITO,otras vacunaciones,antirrabica en humano,2011-07-01,2,0,2,0,2
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2011-07-01,16,0,16,0,16
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2011-07-01,8,0,8,0,8
SAN JULIAN,otras vacunaciones,antirrabica en humano,2011-07-01,20,0,20,0,20
SAN PEDRO,otras vacunaciones,antirrabica en humano,2011-07-01,5,0,5,0,5
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2011-07-01,10,0,10,0,10
SANTA ANA,otras vacunaciones,antirrabica en humano,2011-07-01,10,0,10,0,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2011-07-01,2324,0,2324,0,2324
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2011-07-01,11,0,11,0,11
SIPE SIPE,otras vacunaciones,antirrabica en humano,2011-07-01,2,0,2,0,2
SUCRE,otras vacunaciones,antirrabica en humano,2011-07-01,625,0,625,0,625
TARACO,otras vacunaciones,antirrabica en humano,2011-07-01,30,0,30,0,30
TARATA,otras vacunaciones,antirrabica en humano,2011-07-01,2,0,2,0,2
TIAWANACU,otras vacunaciones,antirrabica en humano,2011-07-01,13,0,13,0,13
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2011-07-01,11,0,11,0,11
TRIGAL,otras vacunaciones,antirrabica en humano,2011-07-01,8,0,8,0,8
TUPIZA,otras vacunaciones,antirrabica en humano,2011-07-01,1,0,1,0,1
UNCIA,otras vacunaciones,antirrabica en humano,2011-07-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2011-07-01,25,0,25,0,25
VILLA MONTES,otras vacunaciones,antirrabica en humano,2011-07-01,5,0,5,0,5
VINTO,otras vacunaciones,antirrabica en humano,2011-07-01,5,0,5,0,5
WARNES,otras vacunaciones,antirrabica en humano,2011-07-01,27,0,27,0,27
YACUIBA,otras vacunaciones,antirrabica en humano,2011-07-01,96,0,96,0,96
YAPACANI,otras vacunaciones,antirrabica en humano,2011-07-01,2,0,2,0,2
ACACIO,otras vacunaciones,antirrabica en humano,2011-08-01,0,1,0,1,1
AIQUILE,otras vacunaciones,antirrabica en humano,2011-08-01,3,0,3,0,3
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2011-08-01,15,0,15,0,15
BERMEJO,otras vacunaciones,antirrabica en humano,2011-08-01,8,0,8,0,8
BUENA VISTA,otras vacunaciones,antirrabica en humano,2011-08-01,0,1,0,1,1
CAPINOTA,otras vacunaciones,antirrabica en humano,2011-08-01,6,0,6,0,6
CARANAVI,otras vacunaciones,antirrabica en humano,2011-08-01,3,0,3,0,3
CARAPARI,otras vacunaciones,antirrabica en humano,2011-08-01,3,0,3,0,3
CHALLAPATA,otras vacunaciones,antirrabica en humano,2011-08-01,8,0,8,0,8
CLIZA,otras vacunaciones,antirrabica en humano,2011-08-01,0,4,0,4,4
COCHABAMBA,otras vacunaciones,antirrabica en humano,2011-08-01,151,0,151,0,151
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2011-08-01,8,0,8,0,8
COLPA BELGICA,otras vacunaciones,antirrabica en humano,2011-08-01,5,0,5,0,5
COMARAPA,otras vacunaciones,antirrabica en humano,2011-08-01,23,0,23,0,23
CONCEPCION,otras vacunaciones,antirrabica en humano,2011-08-01,2,0,2,0,2
COTOCA,otras vacunaciones,antirrabica en humano,2011-08-01,41,8,41,8,49
EL ALTO,otras vacunaciones,antirrabica en humano,2011-08-01,811,0,811,0,811
EL PUENTE(STC),otras vacunaciones,antirrabica en humano,2011-08-01,5,0,5,0,5
EL TORNO,otras vacunaciones,antirrabica en humano,2011-08-01,82,40,82,40,122
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2011-08-01,3,0,3,0,3
LA GUARDIA,otras vacunaciones,antirrabica en humano,2011-08-01,144,0,144,0,144
LA PAZ,otras vacunaciones,antirrabica en humano,2011-08-01,17,0,17,0,17
LAJA,otras vacunaciones,antirrabica en humano,2011-08-01,9,0,9,0,9
MAIRANA,otras vacunaciones,antirrabica en humano,2011-08-01,18,0,18,0,18
MINEROS,otras vacunaciones,antirrabica en humano,2011-08-01,4,0,4,0,4
MONTERO,otras vacunaciones,antirrabica en humano,2011-08-01,177,0,177,0,177
OKINAWA,otras vacunaciones,antirrabica en humano,2011-08-01,9,0,9,0,9
POCONA,otras vacunaciones,antirrabica en humano,2011-08-01,1,0,1,0,1
PORCO,otras vacunaciones,antirrabica en humano,2011-08-01,10,0,10,0,10
PORONGO,otras vacunaciones,antirrabica en humano,2011-08-01,24,0,24,0,24
PORTACHUELO,otras vacunaciones,antirrabica en humano,2011-08-01,15,0,15,0,15
POTOSI,otras vacunaciones,antirrabica en humano,2011-08-01,170,0,170,0,170
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2011-08-01,5,0,5,0,5
PUNATA,otras vacunaciones,antirrabica en humano,2011-08-01,22,0,22,0,22
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2011-08-01,31,0,31,0,31
SACABA,otras vacunaciones,antirrabica en humano,2011-08-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,antirrabica en humano,2011-08-01,2,0,2,0,2
SAN BENITO,otras vacunaciones,antirrabica en humano,2011-08-01,2,0,2,0,2
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2011-08-01,35,0,35,0,35
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2011-08-01,1,0,1,0,1
SAN JAVIER(BNI),otras vacunaciones,antirrabica en humano,2011-08-01,0,8,0,8,8
SAN JULIAN,otras vacunaciones,antirrabica en humano,2011-08-01,28,0,28,0,28
SAN PEDRO,otras vacunaciones,antirrabica en humano,2011-08-01,5,0,5,0,5
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2011-08-01,20,0,20,0,20
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2011-08-01,2767,0,2767,0,2767
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2011-08-01,5,0,5,0,5
SIPE SIPE,otras vacunaciones,antirrabica en humano,2011-08-01,4,0,4,0,4
SUCRE,otras vacunaciones,antirrabica en humano,2011-08-01,744,0,744,0,744
TACOPAYA,otras vacunaciones,antirrabica en humano,2011-08-01,0,1,0,1,1
TAPACARI,otras vacunaciones,antirrabica en humano,2011-08-01,0,1,0,1,1
TARATA,otras vacunaciones,antirrabica en humano,2011-08-01,2,0,2,0,2
TIAWANACU,otras vacunaciones,antirrabica en humano,2011-08-01,9,0,9,0,9
TOCO,otras vacunaciones,antirrabica en humano,2011-08-01,4,0,4,0,4
TRIGAL,otras vacunaciones,antirrabica en humano,2011-08-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,antirrabica en humano,2011-08-01,1,0,1,0,1
UYUNI,otras vacunaciones,antirrabica en humano,2011-08-01,16,0,16,0,16
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2011-08-01,8,0,8,0,8
VIACHA,otras vacunaciones,antirrabica en humano,2011-08-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,antirrabica en humano,2011-08-01,3,0,3,0,3
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2011-08-01,3,0,3,0,3
VILLAZON,otras vacunaciones,antirrabica en humano,2011-08-01,14,0,14,0,14
WARNES,otras vacunaciones,antirrabica en humano,2011-08-01,264,9,264,9,273
YACUIBA,otras vacunaciones,antirrabica en humano,2011-08-01,136,0,136,0,136
YAPACANI,otras vacunaciones,antirrabica en humano,2011-08-01,1,0,1,0,1
AIQUILE,otras vacunaciones,antirrabica en humano,2011-09-01,6,4,6,4,10
ARBIETO,otras vacunaciones,antirrabica en humano,2011-09-01,5,0,5,0,5
BERMEJO,otras vacunaciones,antirrabica en humano,2011-09-01,5,0,5,0,5
CARANAVI,otras vacunaciones,antirrabica en humano,2011-09-01,6,0,6,0,6
CARAPARI,otras vacunaciones,antirrabica en humano,2011-09-01,2,0,2,0,2
CHALLAPATA,otras vacunaciones,antirrabica en humano,2011-09-01,3,0,3,0,3
CKOCHAS,otras vacunaciones,antirrabica en humano,2011-09-01,8,0,8,0,8
CLIZA,otras vacunaciones,antirrabica en humano,2011-09-01,3,1,3,1,4
COCHABAMBA,otras vacunaciones,antirrabica en humano,2011-09-01,693,0,693,0,693
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2011-09-01,13,0,13,0,13
COMARAPA,otras vacunaciones,antirrabica en humano,2011-09-01,13,0,13,0,13
CONCEPCION,otras vacunaciones,antirrabica en humano,2011-09-01,15,0,15,0,15
COTOCA,otras vacunaciones,antirrabica en humano,2011-09-01,10,7,10,7,17
CUATRO CAÑADAS,otras vacunaciones,antirrabica en humano,2011-09-01,0,4,0,4,4
CULPINA,otras vacunaciones,antirrabica en humano,2011-09-01,0,150,0,150,150
EL ALTO,otras vacunaciones,antirrabica en humano,2011-09-01,729,0,729,0,729
EL PUENTE(STC),otras vacunaciones,antirrabica en humano,2011-09-01,10,0,10,0,10
EL TORNO,otras vacunaciones,antirrabica en humano,2011-09-01,82,10,82,10,92
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2011-09-01,3,0,3,0,3
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2011-09-01,5,0,5,0,5
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en humano,2011-09-01,8,0,8,0,8
GUANAY,otras vacunaciones,antirrabica en humano,2011-09-01,6,0,6,0,6
LA GUARDIA,otras vacunaciones,antirrabica en humano,2011-09-01,195,0,195,0,195
LA PAZ,otras vacunaciones,antirrabica en humano,2011-09-01,10,0,10,0,10
LAJA,otras vacunaciones,antirrabica en humano,2011-09-01,1,0,1,0,1
MAIRANA,otras vacunaciones,antirrabica en humano,2011-09-01,9,0,9,0,9
MAPIRI,otras vacunaciones,antirrabica en humano,2011-09-01,8,0,8,0,8
MINEROS,otras vacunaciones,antirrabica en humano,2011-09-01,10,0,10,0,10
MIZQUE,otras vacunaciones,antirrabica en humano,2011-09-01,6,0,6,0,6
MONTERO,otras vacunaciones,antirrabica en humano,2011-09-01,203,0,203,0,203
MOROCHATA,otras vacunaciones,antirrabica en humano,2011-09-01,1,0,1,0,1
OKINAWA,otras vacunaciones,antirrabica en humano,2011-09-01,6,0,6,0,6
OMEREQUE,otras vacunaciones,antirrabica en humano,2011-09-01,2,0,2,0,2
ORURO,otras vacunaciones,antirrabica en humano,2011-09-01,25,0,25,0,25
PAMPA GRANDE,otras vacunaciones,antirrabica en humano,2011-09-01,5,0,5,0,5
PORONGO,otras vacunaciones,antirrabica en humano,2011-09-01,57,0,57,0,57
PORTACHUELO,otras vacunaciones,antirrabica en humano,2011-09-01,55,0,55,0,55
POTOSI,otras vacunaciones,antirrabica en humano,2011-09-01,185,0,185,0,185
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2011-09-01,0,11,0,11,11
PUNATA,otras vacunaciones,antirrabica en humano,2011-09-01,5,1,5,1,6
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2011-09-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica en humano,2011-09-01,9,0,9,0,9
SAMAIPATA,otras vacunaciones,antirrabica en humano,2011-09-01,21,0,21,0,21
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2011-09-01,20,0,20,0,20
SAN JULIAN,otras vacunaciones,antirrabica en humano,2011-09-01,7,0,7,0,7
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2011-09-01,35,0,35,0,35
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2011-09-01,1801,0,1801,0,1801
SIPE SIPE,otras vacunaciones,antirrabica en humano,2011-09-01,4,0,4,0,4
SUCRE,otras vacunaciones,antirrabica en humano,2011-09-01,681,0,681,0,681
TARIJA,otras vacunaciones,antirrabica en humano,2011-09-01,229,0,229,0,229
TIAWANACU,otras vacunaciones,antirrabica en humano,2011-09-01,2,0,2,0,2
TIPUANI,otras vacunaciones,antirrabica en humano,2011-09-01,11,0,11,0,11
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2011-09-01,9,0,9,0,9
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2011-09-01,4,0,4,0,4
TUPIZA,otras vacunaciones,antirrabica en humano,2011-09-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2011-09-01,4,0,4,0,4
VIACHA,otras vacunaciones,antirrabica en humano,2011-09-01,4,0,4,0,4
VILLA MONTES,otras vacunaciones,antirrabica en humano,2011-09-01,12,0,12,0,12
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2011-09-01,1,0,1,0,1
VILLAZON,otras vacunaciones,antirrabica en humano,2011-09-01,7,0,7,0,7
WARNES,otras vacunaciones,antirrabica en humano,2011-09-01,138,105,138,105,243
YACUIBA,otras vacunaciones,antirrabica en humano,2011-09-01,97,0,97,0,97
YAPACANI,otras vacunaciones,antirrabica en humano,2011-09-01,1,0,1,0,1
YOTALA,otras vacunaciones,antirrabica en humano,2011-09-01,1,0,1,0,1
AIQUILE,otras vacunaciones,antirrabica en humano,2011-10-01,0,4,0,4,4
ARBIETO,otras vacunaciones,antirrabica en humano,2011-10-01,0,2,0,2,2
BERMEJO,otras vacunaciones,antirrabica en humano,2011-10-01,32,0,32,0,32
CAPINOTA,otras vacunaciones,antirrabica en humano,2011-10-01,4,0,4,0,4
CARANAVI,otras vacunaciones,antirrabica en humano,2011-10-01,16,0,16,0,16
CHALLAPATA,otras vacunaciones,antirrabica en humano,2011-10-01,5,0,5,0,5
CHIMORE,otras vacunaciones,antirrabica en humano,2011-10-01,11,0,11,0,11
COCHABAMBA,otras vacunaciones,antirrabica en humano,2011-10-01,381,1,381,1,382
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2011-10-01,28,0,28,0,28
COLOMI,otras vacunaciones,antirrabica en humano,2011-10-01,1,0,1,0,1
COMARAPA,otras vacunaciones,antirrabica en humano,2011-10-01,2,0,2,0,2
COTOCA,otras vacunaciones,antirrabica en humano,2011-10-01,27,0,27,0,27
EL ALTO,otras vacunaciones,antirrabica en humano,2011-10-01,935,0,935,0,935
EL TORNO,otras vacunaciones,antirrabica en humano,2011-10-01,117,0,117,0,117
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2011-10-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2011-10-01,5,0,5,0,5
GUANAY,otras vacunaciones,antirrabica en humano,2011-10-01,9,6,9,6,15
HUACHACALLA,otras vacunaciones,antirrabica en humano,2011-10-01,1,0,1,0,1
HUANUNI,otras vacunaciones,antirrabica en humano,2011-10-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,antirrabica en humano,2011-10-01,112,1,112,1,113
LA PAZ,otras vacunaciones,antirrabica en humano,2011-10-01,55,0,55,0,55
MAIRANA,otras vacunaciones,antirrabica en humano,2011-10-01,9,0,9,0,9
MAPIRI,otras vacunaciones,antirrabica en humano,2011-10-01,2,0,2,0,2
MIZQUE,otras vacunaciones,antirrabica en humano,2011-10-01,4,0,4,0,4
MONTERO,otras vacunaciones,antirrabica en humano,2011-10-01,78,0,78,0,78
OKINAWA,otras vacunaciones,antirrabica en humano,2011-10-01,10,0,10,0,10
OMEREQUE,otras vacunaciones,antirrabica en humano,2011-10-01,1,0,1,0,1
ORURO,otras vacunaciones,antirrabica en humano,2011-10-01,12,0,12,0,12
PORONGO,otras vacunaciones,antirrabica en humano,2011-10-01,42,0,42,0,42
PORTACHUELO,otras vacunaciones,antirrabica en humano,2011-10-01,7,0,7,0,7
POTOSI,otras vacunaciones,antirrabica en humano,2011-10-01,238,0,238,0,238
PUERTO SUAREZ,otras vacunaciones,antirrabica en humano,2011-10-01,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2011-10-01,3,0,3,0,3
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2011-10-01,30,0,30,0,30
SACABA,otras vacunaciones,antirrabica en humano,2011-10-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica en humano,2011-10-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2011-10-01,19,0,19,0,19
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2011-10-01,13,0,13,0,13
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica en humano,2011-10-01,5,0,5,0,5
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2011-10-01,10,0,10,0,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2011-10-01,1913,0,1913,0,1913
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2011-10-01,2,0,2,0,2
SIPE SIPE,otras vacunaciones,antirrabica en humano,2011-10-01,13,0,13,0,13
SUCRE,otras vacunaciones,antirrabica en humano,2011-10-01,97,0,97,0,97
TARATA,otras vacunaciones,antirrabica en humano,2011-10-01,35,0,35,0,35
TARIJA,otras vacunaciones,antirrabica en humano,2011-10-01,256,0,256,0,256
TIAWANACU,otras vacunaciones,antirrabica en humano,2011-10-01,16,0,16,0,16
TIPUANI,otras vacunaciones,antirrabica en humano,2011-10-01,3,0,3,0,3
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2011-10-01,2,0,2,0,2
TOCO,otras vacunaciones,antirrabica en humano,2011-10-01,4,0,4,0,4
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2011-10-01,1,0,1,0,1
TUPIZA,otras vacunaciones,antirrabica en humano,2011-10-01,2,0,2,0,2
VILLAZON,otras vacunaciones,antirrabica en humano,2011-10-01,8,0,8,0,8
WARNES,otras vacunaciones,antirrabica en humano,2011-10-01,113,14,113,14,127
YACUIBA,otras vacunaciones,antirrabica en humano,2011-10-01,127,0,127,0,127
ZUDAÑEZ,otras vacunaciones,antirrabica en humano,2011-10-01,10,0,10,0,10
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2011-11-01,15,0,15,0,15
BERMEJO,otras vacunaciones,antirrabica en humano,2011-11-01,15,0,15,0,15
CAPINOTA,otras vacunaciones,antirrabica en humano,2011-11-01,2,0,2,0,2
CHIMORE,otras vacunaciones,antirrabica en humano,2011-11-01,13,0,13,0,13
CLIZA,otras vacunaciones,antirrabica en humano,2011-11-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,antirrabica en humano,2011-11-01,319,7,319,7,326
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2011-11-01,18,0,18,0,18
COMARAPA,otras vacunaciones,antirrabica en humano,2011-11-01,21,0,21,0,21
COTOCA,otras vacunaciones,antirrabica en humano,2011-11-01,11,0,11,0,11
DESAGUADERO,otras vacunaciones,antirrabica en humano,2011-11-01,14,0,14,0,14
EL ALTO,otras vacunaciones,antirrabica en humano,2011-11-01,877,0,877,0,877
EL PUENTE(STC),otras vacunaciones,antirrabica en humano,2011-11-01,2,0,2,0,2
EL TORNO,otras vacunaciones,antirrabica en humano,2011-11-01,319,0,319,0,319
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2011-11-01,2,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2011-11-01,15,0,15,0,15
GUANAY,otras vacunaciones,antirrabica en humano,2011-11-01,26,0,26,0,26
HUACHACALLA,otras vacunaciones,antirrabica en humano,2011-11-01,7,0,7,0,7
HUANUNI,otras vacunaciones,antirrabica en humano,2011-11-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,antirrabica en humano,2011-11-01,337,0,337,0,337
LA PAZ,otras vacunaciones,antirrabica en humano,2011-11-01,58,57,58,57,115
LAJA,otras vacunaciones,antirrabica en humano,2011-11-01,3,0,3,0,3
MAIRANA,otras vacunaciones,antirrabica en humano,2011-11-01,13,0,13,0,13
MINEROS,otras vacunaciones,antirrabica en humano,2011-11-01,1,1,1,1,2
MIZQUE,otras vacunaciones,antirrabica en humano,2011-11-01,1,0,1,0,1
MONTERO,otras vacunaciones,antirrabica en humano,2011-11-01,115,0,115,0,115
MORO MORO,otras vacunaciones,antirrabica en humano,2011-11-01,0,7,0,7,7
OKINAWA,otras vacunaciones,antirrabica en humano,2011-11-01,5,0,5,0,5
PORONGO,otras vacunaciones,antirrabica en humano,2011-11-01,46,0,46,0,46
PORTACHUELO,otras vacunaciones,antirrabica en humano,2011-11-01,20,0,20,0,20
POTOSI,otras vacunaciones,antirrabica en humano,2011-11-01,160,0,160,0,160
PUERTO SUAREZ,otras vacunaciones,antirrabica en humano,2011-11-01,2,0,2,0,2
PUNATA,otras vacunaciones,antirrabica en humano,2011-11-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2011-11-01,35,0,35,0,35
SACABA,otras vacunaciones,antirrabica en humano,2011-11-01,6,0,6,0,6
SAMAIPATA,otras vacunaciones,antirrabica en humano,2011-11-01,8,0,8,0,8
SAN BORJA,otras vacunaciones,antirrabica en humano,2011-11-01,12,0,12,0,12
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2011-11-01,50,0,50,0,50
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2011-11-01,3,0,3,0,3
SAN JULIAN,otras vacunaciones,antirrabica en humano,2011-11-01,0,30,0,30,30
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2011-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2011-11-01,1171,0,1171,0,1171
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2011-11-01,20,0,20,0,20
SIPE SIPE,otras vacunaciones,antirrabica en humano,2011-11-01,3,0,3,0,3
SUCRE,otras vacunaciones,antirrabica en humano,2011-11-01,1,0,1,0,1
TARIJA,otras vacunaciones,antirrabica en humano,2011-11-01,1,0,1,0,1
TIAWANACU,otras vacunaciones,antirrabica en humano,2011-11-01,4,0,4,0,4
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2011-11-01,8,0,8,0,8
TOCO,otras vacunaciones,antirrabica en humano,2011-11-01,2,0,2,0,2
TRIGAL,otras vacunaciones,antirrabica en humano,2011-11-01,2,0,2,0,2
TUPIZA,otras vacunaciones,antirrabica en humano,2011-11-01,10,0,10,0,10
UYUNI,otras vacunaciones,antirrabica en humano,2011-11-01,11,31,11,31,42
VACAS,otras vacunaciones,antirrabica en humano,2011-11-01,0,2,0,2,2
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2011-11-01,23,0,23,0,23
VIACHA,otras vacunaciones,antirrabica en humano,2011-11-01,5,0,5,0,5
VILLA MONTES,otras vacunaciones,antirrabica en humano,2011-11-01,15,0,15,0,15
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2011-11-01,1,0,1,0,1
VILLAZON,otras vacunaciones,antirrabica en humano,2011-11-01,10,0,10,0,10
WARNES,otras vacunaciones,antirrabica en humano,2011-11-01,98,0,98,0,98
YACUIBA,otras vacunaciones,antirrabica en humano,2011-11-01,70,0,70,0,70
YOCALLA,otras vacunaciones,antirrabica en humano,2011-11-01,1,0,1,0,1
AIQUILE,otras vacunaciones,antirrabica en humano,2011-12-01,0,10,0,10,10
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2011-12-01,12,0,12,0,12
AYO AYO,otras vacunaciones,antirrabica en humano,2011-12-01,1,0,1,0,1
BERMEJO,otras vacunaciones,antirrabica en humano,2011-12-01,31,0,31,0,31
CAPINOTA,otras vacunaciones,antirrabica en humano,2011-12-01,1,0,1,0,1
CARANAVI,otras vacunaciones,antirrabica en humano,2011-12-01,8,0,8,0,8
CHALLAPATA,otras vacunaciones,antirrabica en humano,2011-12-01,7,0,7,0,7
COCHABAMBA,otras vacunaciones,antirrabica en humano,2011-12-01,380,4,380,4,384
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2011-12-01,3,0,3,0,3
COMARAPA,otras vacunaciones,antirrabica en humano,2011-12-01,8,0,8,0,8
COTOCA,otras vacunaciones,antirrabica en humano,2011-12-01,16,0,16,0,16
EL ALTO,otras vacunaciones,antirrabica en humano,2011-12-01,719,0,719,0,719
EL TORNO,otras vacunaciones,antirrabica en humano,2011-12-01,371,0,371,0,371
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2011-12-01,2,0,2,0,2
GUANAY,otras vacunaciones,antirrabica en humano,2011-12-01,7,0,7,0,7
HUANUNI,otras vacunaciones,antirrabica en humano,2011-12-01,4,0,4,0,4
LA GUARDIA,otras vacunaciones,antirrabica en humano,2011-12-01,225,0,225,0,225
LA PAZ,otras vacunaciones,antirrabica en humano,2011-12-01,80,0,80,0,80
MAIRANA,otras vacunaciones,antirrabica en humano,2011-12-01,21,0,21,0,21
