,group,variable,month,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,34,2,34,36
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,2,2,2,4
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,1,0,1,1
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,131,0,131,131
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,6,6,6,6,12
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,1,0,1,1
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,9,2,9,11
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,0,2,0,2
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,8,0,8,8
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,11,1,11,1,12
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,7,0,7,7
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,9,0,9,0,9
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,49,39,49,39,88
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,3,0,3,3
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,33,3,33,36
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,107,34,107,34,141
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,26,51,26,51,77
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,8,0,8,8
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,27,46,27,46,73
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,6,90,6,90,96
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,5,10,5,10,15
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,9,22,9,22,31
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,7,0,7,7
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,11,400,11,400,411
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,46,3,46,49
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,2,0,2,2
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,11,0,11,0,11
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,6,4,6,10
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,42,3,42,45
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,10,30,10,30,40
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,5,47,5,47,52
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,6,9,6,9,15
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,11,7,11,7,18
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,60,27,60,27,87
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,9,6,9,6,15
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,5,2,5,7
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,64,1,64,65
CATACORA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
CHACARILLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,5,0,5,5
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,11,1,11,1,12
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,1,2,1,3
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,7,61,7,61,68
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,0,2,0,2
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,10,0,10,0,10
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,14,40,14,40,54
CHIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,29,0,29,29
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,12,22,12,22,34
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,21,87,21,87,108
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,49,112,49,112,161
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,10,3,10,13
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,447,444,447,444,891
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,18,7,18,7,25
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,10,3,10,3,13
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,23,5,23,5,28
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,140,4,140,144
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,14,0,14,14
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,0,3,0,3
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,11,3,11,14
COMANCHE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,5,0,5,5
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,27,11,27,11,38
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,23,4,23,27
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,30,1,30,31
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,3,3,3,6
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,5,1,5,6
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,7,2,7,9
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,12,258,12,258,270
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,45,99,45,99,144
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,5,5,5,5,10
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,4,4,4,8
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,20,1,20,21
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,15,24,15,24,39
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,0,4,0,4
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1106,1157,1106,1157,2263
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,47,42,47,42,89
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,15,52,15,52,67
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,57,73,57,73,130
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,10,2,10,12
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,16,40,16,40,56
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,23,29,23,29,52
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,37,1,37,38
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,15,19,15,19,34
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,1,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,52,4,52,56
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,7,6,7,6,13
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,0,4,0,4
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,13,1,13,1,14
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,54,1,54,55
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,120,349,120,349,469
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,15,2,15,17
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,6,5,6,5,11
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,15,0,15,15
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,1,1,1,2
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,27,1,27,28
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,63,130,63,130,193
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,40,63,40,63,103
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,6,13,6,13,19
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,11,3,11,14
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,6,0,6,0,6
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,3,3,3,6
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,35,3,35,3,38
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,51,88,51,88,139
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,377,359,377,359,736
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,7,27,7,27,34
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,38,2,38,40
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,5,8,5,8,13
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,25,3,25,28
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,4,1,4,5
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,0,4,0,4
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,8,47,8,47,55
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,9,67,9,67,76
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,0,4,0,4
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,0,3,0,3
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,28,163,28,163,191
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,11,96,11,96,107
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,5,13,5,13,18
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,42,2,42,44
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,37,381,37,381,418
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1108,555,1108,555,1663
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,9,5,9,5,14
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,8,1,8,9
NAZACARA DE PACAJES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,11,0,11,11
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,21,4,21,25
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,12,24,12,24,36
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,103,14,103,14,117
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,35,255,35,255,290
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,49,1,49,50
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,8,70,8,70,78
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,25,1,25,26
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,7,11,7,11,18
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,5,4,5,4,9
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,10,0,10,10
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,0,2,0,2
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,15,3,15,18
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,17,49,17,49,66
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,24,69,24,69,93
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,0,2,0,2
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,7,91,7,91,98
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,15,110,15,110,125
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,17,22,17,22,39
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,65,47,65,47,112
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,34,1,34,35
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,3,0,3,3
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,9,21,9,21,30
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,5,0,5,0,5
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,5,7,5,7,12
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,0,2,0,2
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,13,3,13,16
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,0,3,0,3
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,87,3,87,90
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,39,136,39,136,175
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,32,4,32,36
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,34,15,34,15,49
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,15,35,15,35,50
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,2,0,2,2
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,6,0,6,6
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,34,1,34,1,35
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,10,30,10,30,40
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,52,4,52,56
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,40,218,40,218,258
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,38,0,38,38
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,11,43,11,43,54
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,9,2,9,11
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,4,4,4,8
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,13,82,13,82,95
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,8,7,8,7,15
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,2,3,2,5
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,23,4,23,27
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,14,16,14,16,30
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,7,6,7,6,13
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,37,96,37,96,133
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,23,79,23,79,102
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,37,7,37,7,44
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,12,0,12,0,12
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,5,4,5,9
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,4,1,4,5
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,17,2,17,19
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,17,99,17,99,116
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,3,0,3,3
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,20,690,20,690,710
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,96,583,96,583,679
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,95,4,95,99
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,11,72,11,72,83
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,3,0,3,3
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,19,0,19,0,19
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,7,37,7,37,44
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,24,2,24,26
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,6,0,6,6
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,2,2,2,4
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,25,3,25,28
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,10,3,10,13
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,864,582,864,582,1446
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,1,1,1,2
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,14,50,14,50,64
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,3,0,3,3
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,8,0,8,8
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,2,4,2,6
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,6,3,6,3,9
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,0,1,0,1
SENA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,1,2,1,3
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,5,98,5,98,103
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,4,35,4,35,39
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,3,1,3,4
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,17,30,17,30,47
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,3,0,3,3
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,9,3,9,12
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,11,0,11,11
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,192,881,192,881,1073
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,3,0,3,0,3
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,2,3,2,3,5
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,1,14,1,14,15
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,0,15,0,15,15
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,9,19,9,19,28
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,87,64,87,64,151
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2011-04-01,12,72,12,72,84
