municipality,group,variable,month,Anestesias generales y regionales,TOTAL
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2008-04-01,10,10
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2008-04-01,297,297
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2008-04-01,41,41
UNCIA,cirugias y anestesias,anestesias generales y regionales,2008-04-01,40,40
UYUNI,cirugias y anestesias,anestesias generales y regionales,2008-04-01,3,3
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2008-04-01,35,35
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2008-04-01,56,56
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2008-04-01,34,34
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,anestesias generales y regionales,2008-04-01,2,2
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2008-04-01,94,94
VINTO,cirugias y anestesias,anestesias generales y regionales,2008-04-01,1,1
WARNES,cirugias y anestesias,anestesias generales y regionales,2008-04-01,30,30
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2008-04-01,68,68
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-04-01,8,8
YOTALA,cirugias y anestesias,anestesias generales y regionales,2008-04-01,12,12
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2008-04-01,2,2
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2008-05-01,3,3
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2008-05-01,19,19
ANTEQUERA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,2,2
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2008-05-01,21,21
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,30,30
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,anestesias generales y regionales,2008-05-01,3,3
BAURES,cirugias y anestesias,anestesias generales y regionales,2008-05-01,6,6
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,50,50
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2008-05-01,22,22
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,25,25
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2008-05-01,71,71
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,3,3
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2008-05-01,41,41
CARMEN RIVERO TORREZ,cirugias y anestesias,anestesias generales y regionales,2008-05-01,2,2
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,2,2
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,11,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2008-05-01,5,5
COBIJA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,110,110
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,3094,3094
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,37,37
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,6,6
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2008-05-01,7,7
COROICO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,26,26
COTOCA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,15,15
CULPINA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,11,11
DESAGUADERO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,5,5
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,729,729
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,34,34
ENTRE RIOS,cirugias y anestesias,anestesias generales y regionales,2008-05-01,2,2
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2008-05-01,67,67
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2008-05-01,2938,2938
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,39,39
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,7,7
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,7,7
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,65,65
MONTERO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,163,163
OCURI,cirugias y anestesias,anestesias generales y regionales,2008-05-01,2,2
ORURO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,496,496
PADILLA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,11,11
PAILON,cirugias y anestesias,anestesias generales y regionales,2008-05-01,2,2
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,4,4
POROMA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,2,2
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,44,44
PORVENIR,cirugias y anestesias,anestesias generales y regionales,2008-05-01,11,11
POTOSI,cirugias y anestesias,anestesias generales y regionales,2008-05-01,301,301
PUERTO ACOSTA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,7,7
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2008-05-01,60,60
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2008-05-01,19,19
PUNATA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,73,73
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,129,129
REYES,cirugias y anestesias,anestesias generales y regionales,2008-05-01,9,9
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,155,155
ROBORE,cirugias y anestesias,anestesias generales y regionales,2008-05-01,7,7
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2008-05-01,20,20
SACABA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,83,83
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,4,4
SAN ANDRES,cirugias y anestesias,anestesias generales y regionales,2008-05-01,1,1
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,19,19
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2008-05-01,24,24
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,74,74
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2008-05-01,6,6
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2008-05-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2008-05-01,5,5
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-05-01,22,22
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2008-05-01,26,26
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2008-05-01,6,6
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2008-05-01,4,4
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-05-01,11,11
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-05-01,3,3
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,22,22
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,3568,3568
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,6,6
SENA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,3,3
SIPE SIPE,cirugias y anestesias,anestesias generales y regionales,2008-05-01,16,16
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2008-05-01,2,2
SUCRE,cirugias y anestesias,anestesias generales y regionales,2008-05-01,981,981
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2008-05-01,5,5
TARIJA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,484,484
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,8,8
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2008-05-01,10,10
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2008-05-01,289,289
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,29,29
UYUNI,cirugias y anestesias,anestesias generales y regionales,2008-05-01,10,10
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2008-05-01,28,28
VIACHA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,8,8
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2008-05-01,65,65
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2008-05-01,57,57
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2008-05-01,60,60
WARNES,cirugias y anestesias,anestesias generales y regionales,2008-05-01,30,30
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,122,122
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-05-01,14,14
YOTALA,cirugias y anestesias,anestesias generales y regionales,2008-05-01,10,10
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2008-05-01,4,4
ACHACACHI,cirugias y anestesias,anestesias generales y regionales,2008-06-01,2,2
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2008-06-01,16,16
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2008-06-01,46,46
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,anestesias generales y regionales,2008-06-01,7,7
AZURDUY,cirugias y anestesias,anestesias generales y regionales,2008-06-01,4,4
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,60,60
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2008-06-01,8,8
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,15,15
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2008-06-01,69,69
CARACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,5,5
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2008-06-01,45,45
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,1,1
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,7,7
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2008-06-01,3,3
COBIJA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,124,124
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,3154,3154
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,47,47
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,5,5
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2008-06-01,8,8
COROICO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,14,14
COTOCA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,12,12
CULPINA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,8,8
DESAGUADERO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,3,3
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,803,803
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,39,39
ENTRE RIOS,cirugias y anestesias,anestesias generales y regionales,2008-06-01,1,1
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2008-06-01,78,78
HUACARETA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,1,1
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2008-06-01,2920,2920
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,62,62
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,5,5
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,11,11
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,75,75
MONTERO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,127,127
OCURI,cirugias y anestesias,anestesias generales y regionales,2008-06-01,4,4
ORURO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,599,599
PADILLA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,11,11
PAILON,cirugias y anestesias,anestesias generales y regionales,2008-06-01,4,4
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,7,7
POROMA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,3,3
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,48,48
PORVENIR,cirugias y anestesias,anestesias generales y regionales,2008-06-01,13,13
POTOSI,cirugias y anestesias,anestesias generales y regionales,2008-06-01,328,328
PUERTO ACOSTA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,6,6
PUERTO QUIJARRO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,2,2
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2008-06-01,66,66
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2008-06-01,63,63
PUNATA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,67,67
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,104,104
REYES,cirugias y anestesias,anestesias generales y regionales,2008-06-01,8,8
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,290,290
ROBORE,cirugias y anestesias,anestesias generales y regionales,2008-06-01,7,7
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2008-06-01,12,12
SACABA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,107,107
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,3,3
SAN ANDRES,cirugias y anestesias,anestesias generales y regionales,2008-06-01,1,1
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,23,23
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,6,6
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2008-06-01,25,25
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,59,59
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2008-06-01,8,8
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2008-06-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2008-06-01,15,15
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-06-01,26,26
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2008-06-01,37,37
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2008-06-01,22,22
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2008-06-01,29,29
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-06-01,4,4
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-06-01,3,3
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,25,25
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,3735,3735
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,4,4
SIPE SIPE,cirugias y anestesias,anestesias generales y regionales,2008-06-01,56,56
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2008-06-01,1,1
SUCRE,cirugias y anestesias,anestesias generales y regionales,2008-06-01,1048,1048
TARIJA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,458,458
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,15,15
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2008-06-01,11,11
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2008-06-01,333,333
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,14,14
UNCIA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,28,28
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2008-06-01,28,28
VIACHA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,9,9
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2008-06-01,57,57
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2008-06-01,39,39
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,anestesias generales y regionales,2008-06-01,2,2
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2008-06-01,82,82
VINTO,cirugias y anestesias,anestesias generales y regionales,2008-06-01,1,1
WARNES,cirugias y anestesias,anestesias generales y regionales,2008-06-01,20,20
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,99,99
YAMPARAEZ,cirugias y anestesias,anestesias generales y regionales,2008-06-01,2,2
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-06-01,14,14
YOTALA,cirugias y anestesias,anestesias generales y regionales,2008-06-01,7,7
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2008-06-01,1,1
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2008-07-01,13,13
ANTEQUERA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,3,3
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2008-07-01,49,49
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,anestesias generales y regionales,2008-07-01,4,4
BAURES,cirugias y anestesias,anestesias generales y regionales,2008-07-01,3,3
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,68,68
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2008-07-01,11,11
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,7,7
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2008-07-01,57,57
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2008-07-01,56,56
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,2,2
CHARAGUA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,10,10
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2008-07-01,7,7
COBIJA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,52,52
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,3139,3139
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,54,54
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,13,13
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2008-07-01,13,13
COTOCA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,11,11
CULPINA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,10,10
DESAGUADERO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,4,4
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,970,970
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,7,7
ENTRE RIOS,cirugias y anestesias,anestesias generales y regionales,2008-07-01,1,1
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2008-07-01,68,68
HUACARETA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,1,1
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2008-07-01,2,2
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2008-07-01,3094,3094
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,74,74
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,3,3
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,9,9
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,81,81
MONTERO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,149,149
ORURO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,666,666
PADILLA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,35,35
PAILON,cirugias y anestesias,anestesias generales y regionales,2008-07-01,9,9
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,14,14
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,49,49
PORVENIR,cirugias y anestesias,anestesias generales y regionales,2008-07-01,14,14
POTOSI,cirugias y anestesias,anestesias generales y regionales,2008-07-01,218,218
PUERTO ACOSTA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,2,2
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2008-07-01,82,82
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2008-07-01,80,80
PUNATA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,59,59
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,215,215
REYES,cirugias y anestesias,anestesias generales y regionales,2008-07-01,8,8
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,291,291
ROBORE,cirugias y anestesias,anestesias generales y regionales,2008-07-01,85,85
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2008-07-01,11,11
SACABA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,79,79
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,1,1
SAN ANDRES,cirugias y anestesias,anestesias generales y regionales,2008-07-01,1,1
SAN ANTONIO DE ESMORUCO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,2,2
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,22,22
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,9,9
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2008-07-01,28,28
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,2,2
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,75,75
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2008-07-01,10,10
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2008-07-01,20,20
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-07-01,33,33
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2008-07-01,14,14
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2008-07-01,13,13
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2008-07-01,32,32
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-07-01,6,6
SAN RAMON,cirugias y anestesias,anestesias generales y regionales,2008-07-01,2,2
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,39,39
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,3828,3828
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,1,1
SIPE SIPE,cirugias y anestesias,anestesias generales y regionales,2008-07-01,26,26
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2008-07-01,5,5
SUCRE,cirugias y anestesias,anestesias generales y regionales,2008-07-01,1292,1292
TARIJA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,617,617
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,15,15
TIRAQUE (CBBA),cirugias y anestesias,anestesias generales y regionales,2008-07-01,5,5
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2008-07-01,435,435
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,40,40
UNCIA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,44,44
UYUNI,cirugias y anestesias,anestesias generales y regionales,2008-07-01,9,9
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2008-07-01,27,27
VILLA MONTES,cirugias y anestesias,anestesias generales y regionales,2008-07-01,58,58
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2008-07-01,39,39
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,anestesias generales y regionales,2008-07-01,4,4
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2008-07-01,74,74
VINTO,cirugias y anestesias,anestesias generales y regionales,2008-07-01,1,1
WARNES,cirugias y anestesias,anestesias generales y regionales,2008-07-01,32,32
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,148,148
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2008-07-01,10,10
YOTALA,cirugias y anestesias,anestesias generales y regionales,2008-07-01,20,20
ZUDAÑEZ,cirugias y anestesias,anestesias generales y regionales,2008-07-01,3,3
AIQUILE,cirugias y anestesias,anestesias generales y regionales,2008-08-01,21,21
ANTEQUERA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,2,2
ASCENCION DE GUARAYOS,cirugias y anestesias,anestesias generales y regionales,2008-08-01,61,61
ATOCHA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,6,6
AZURDUY,cirugias y anestesias,anestesias generales y regionales,2008-08-01,10,10
BAURES,cirugias y anestesias,anestesias generales y regionales,2008-08-01,1,1
BERMEJO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,62,62
BETANZOS,cirugias y anestesias,anestesias generales y regionales,2008-08-01,26,26
CAMARGO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,10,10
CAMIRI,cirugias y anestesias,anestesias generales y regionales,2008-08-01,39,39
CARANAVI,cirugias y anestesias,anestesias generales y regionales,2008-08-01,20,20
CARMEN RIVERO TORREZ,cirugias y anestesias,anestesias generales y regionales,2008-08-01,2,2
CHALLAPATA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,9,9
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,anestesias generales y regionales,2008-08-01,7,7
COBIJA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,101,101
COCHABAMBA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,2906,2906
COLCAPIRHUA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,42,42
COMARAPA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,11,11
CONCEPCION,cirugias y anestesias,anestesias generales y regionales,2008-08-01,10,10
COROICO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,6,6
COTAGAITA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,2,2
COTOCA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,17,17
DESAGUADERO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,8,8
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,756,756
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,22,22
ENTRE RIOS,cirugias y anestesias,anestesias generales y regionales,2008-08-01,6,6
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2008-08-01,70,70
HUACARETA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,2,2
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2008-08-01,2,2
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2008-08-01,2960,2960
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,51,51
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,2,2
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,11,11
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,74,74
OCURI,cirugias y anestesias,anestesias generales y regionales,2008-08-01,3,3
ORURO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,552,552
PADILLA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,7,7
PAILON,cirugias y anestesias,anestesias generales y regionales,2008-08-01,5,5
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,5,5
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2008-08-01,47,47
POTOSI,cirugias y anestesias,anestesias generales y regionales,2008-08-01,354,354
PUERTO ACOSTA,cirugias y anestesias,anestesias generales y regionales,2008-08-01,7,7
