municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,71,71
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,3,3
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,22,22
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,2,2
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,11,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2008-05-01,3,3
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,110,110
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,2836,2836
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,27,27
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,6,6
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,7,7
COROICO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,15,15
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,15,15
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,4,4
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,717,717
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,34,34
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,56,56
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,2849,2849
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,39,39
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,7,7
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,7,7
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,18,18
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,163,163
OCURI,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,2,2
ORURO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,457,457
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,11,11
PAILON,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,2,2
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,4,4
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,44,44
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,204,204
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,7,7
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,18,18
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,19,19
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,19,19
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,24,24
REYES,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,9,9
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,155,155
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,7,7
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,20,20
SACABA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,80,80
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,4,4
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,1,1
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,19,19
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,24,24
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,62,62
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2008-05-01,6,6
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,5,5
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,22,22
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,26,26
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,6,6
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,4,4
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,11,11
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,1,1
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,13,13
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,3250,3250
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,6,6
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,15,15
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,714,714
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,5,5
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,444,444
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,8,8
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2008-05-01,10,10
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,289,289
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,29,29
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,10,10
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,28,28
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,8,8
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,63,63
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,57,57
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,15,15
WARNES,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,30,30
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,113,113
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,14,14
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2008-05-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,2,2
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,16,16
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,21,21
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,12,12
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,37,37
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,6,6
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,15,15
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,69,69
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,5,5
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,30,30
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,1,1
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,7,7
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2008-06-01,3,3
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,97,97
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,2923,2923
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,47,47
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,5,5
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,8,8
COROICO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,11,11
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,12,12
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,803,803
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,39,39
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,60,60
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,2819,2819
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,62,62
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,5,5
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,11,11
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,19,19
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,127,127
OCURI,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,4,4
ORURO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,546,546
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,11,11
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,7,7
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,48,48
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,150,150
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,6,6
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,2,2
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,25,25
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,9,9
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,28,28
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,23,23
REYES,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,8,8
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,290,290
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,7,7
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,12,12
SACABA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,73,73
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,3,3
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,1,1
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,23,23
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,5,5
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,25,25
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,3,3
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,37,37
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2008-06-01,8,8
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,12,12
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,26,26
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,15,15
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,6,6
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,2,2
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,4,4
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,2,2
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,17,17
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,3472,3472
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,3,3
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,56,56
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,780,780
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,409,409
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,15,15
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2008-06-01,11,11
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,333,333
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,14,14
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,25,25
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,28,28
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,9,9
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,57,57
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,39,39
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,21,21
VINTO,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,20,20
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,94,94
YAMPARAEZ,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,2,2
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,14,14
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2008-06-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,13,13
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,29,29
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2008-07-01,1,1
BAURES,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,35,35
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,2,2
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,7,7
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,57,57
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,33,33
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,2,2
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,10,10
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2008-07-01,3,3
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,30,30
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,2811,2811
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,54,54
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,8,8
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,13,13
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,11,11
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,939,939
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,7,7
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,51,51
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,2,2
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,2948,2948
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,74,74
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,3,3
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,9,9
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,16,16
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,149,149
ORURO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,645,645
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,35,35
PAILON,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,9,9
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,14,14
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,49,49
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,129,129
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,2,2
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,20,20
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,14,14
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,20,20
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,32,32
REYES,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,8,8
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,291,291
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,85,85
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,11,11
SACABA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,63,63
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,1,1
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,1,1
SAN ANTONIO DE ESMORUCO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,1,1
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,22,22
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,9,9
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,28,28
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,2,2
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,61,61
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2008-07-01,10,10
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,17,17
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,33,33
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,14,14
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,8,8
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,14,14
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,6,6
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,1,1
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,32,32
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,3498,3498
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,1,1
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,23,23
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,5,5
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,964,964
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,542,542
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,15,15
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2008-07-01,5,5
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,435,435
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,40,40
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,41,41
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,8,8
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,27,27
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,58,58
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,39,39
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,9,9
VINTO,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,32,32
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,140,140
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,10,10
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2008-07-01,3,3
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,21,21
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,30,30
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,6,6
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,10,10
BAURES,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,34,34
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,10,10
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,39,39
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,20,20
CARMEN RIVERO TORREZ,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,2,2
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,9,9
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2008-08-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,101,101
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,2630,2630
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,42,42
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,8,8
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,10,10
COROICO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,6,6
COTAGAITA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,2,2
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,17,17
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,726,726
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,22,22
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,41,41
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,2,2
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,2780,2780
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,51,51
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,2,2
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,11,11
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,24,24
OCURI,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,3,3
ORURO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,543,543
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,7,7
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,5,5
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,47,47
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,211,211
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,7,7
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,20,20
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,38,38
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,20,20
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,39,39
REYES,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,34,34
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,170,170
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,9,9
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,29,29
SACABA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,52,52
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,1,1
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,25,25
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,13,13
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,11,11
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,2,2
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,61,61
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2008-08-01,16,16
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,17,17
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,27,27
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,2,2
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,11,11
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,4,4
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,1,1
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,16,16
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,3233,3233
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,6,6
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,15,15
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,5,5
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,861,861
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,417,417
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,11,11
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2008-08-01,7,7
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,366,366
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,30,30
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,31,31
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,9,9
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,25,25
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,70,70
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,36,36
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,19,19
VINTO,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,2,2
WARNES,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,26,26
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,113,113
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,4,4
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2008-08-01,4,4
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,21,21
ANCORAIMES,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,1,1
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,25,25
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2008-09-01,11,11
