,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,0,1
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,2,5
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,20,0,20
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,12,1,13
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,15,0,15
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,73,0,73
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,79,0,79
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1147,9,1156
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,10,1,11
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,9,0,9
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,3,6
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,0,3
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,67,1,68
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,0,5
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,6,0,6
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,1,4
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,7,0,7
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,14,3,17
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,14,5,19
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,13,0,13
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,2,0,2
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,29,0,29
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,0,5
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,36,0,36
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,25,0,25
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,8,2,10
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,0,1,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,3,8
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,53,1,54
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,178,0,178
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,3,6
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,14,4,18
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,0,1
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,4,0,4
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,13,3,16
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,24,0,24
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,4,0,4
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,369,0,369
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,24,2,26
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,15,3,18
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,37,0,37
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,0,5
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,33,1,34
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,17,0,17
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,0,5
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,2,3
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,17,0,17
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,1,6
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,0,5
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,13,2,15
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,22,0,22
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,16,0,16
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,9,1,10
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,25,0,25
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,10,5,15
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,17,0,17
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,58,0,58
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,9,0,9
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,2,3
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,390,2,392
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,9,10
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,0,3
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,25,0,25
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,6,0,6
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,3,8
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,7,2,9
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,2,0,2
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,13,0,13
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,14,1,15
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,0,1
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,42,0,42
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,69,0,69
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,25,3,28
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,36,0,36
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,2,0,2
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,112,1,113
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,13,0,13
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,0,1
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,8,5,13
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,25,6,31
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,225,6,231
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,28,0,28
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,28,3,31
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,0,1
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,234,0,234
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,6,1,7
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,10,8,18
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,8,0,8
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,7,1,8
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,12,0,12
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,0,3
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,10,0,10
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,2,3,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,3,6
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,11,0,11
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,14,1,15
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,59,0,59
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,41,0,41
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,33,0,33
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,42,7,49
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,69,4,73
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,8,0,8
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,24,0,24
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,9,2,11
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,26,0,26
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,22,0,22
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,62,4,66
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,4,1,5
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,15,0,15
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,31,20,51
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,25,0,25
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,20,5,25
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,8,0,8
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,26,0,26
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,10,6,16
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,1,2
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,0,3
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,11,0,11
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,0,5
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,21,0,21
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,48,0,48
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1685,0,1685
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,12,0,12
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,35,1,36
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,0,2,2
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,1,6
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,0,3
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,2,2,4
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,0,3
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,0,3
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,7,1,8
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,0,1
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,29,0,29
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,18,0,18
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,0,1
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,76,0,76
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,10,2,12
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,9,0,9
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,5,6
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,806,5,811
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,0,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,10,0,10
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,3,6
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,7,1,8
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,0,1
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,10,5,15
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,16,5,21
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,1,0,1
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,0,5
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,270,2,272
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,18,4,22
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,9,0,9
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,9,6,15
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,5,10
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,12,0,12
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,83,3,86
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,38,2,40
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,11,0,11
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,13,2,15
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,0,3
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,9,2,11
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,12,0,12
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,6,4,10
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,31,0,31
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,1,6
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,194,0,194
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,68,10,78
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,1,6
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,1,4
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,12,0,12
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,17,2,19
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,18,0,18
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,62,1,63
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,12,2,14
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,21,0,21
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,73,0,73
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,6,0,6
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,21,7,28
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,57,5,62
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,4,0,4
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,17,5,22
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,110,0,110
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,14,8,22
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,73,3,76
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,73,1,74
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,14,4,18
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,0,3
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,146,2,148
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,2,5
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,116,2,118
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,0,5
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,3,0,3
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,65,0,65
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,4,0,4
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,10,0,10
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,2,3,5
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-04-01,5,1,6
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,11,0,11
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,25,5,30
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,1,8
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,62,0,62
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,0,2,2
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,15,1,16
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,12,0,12
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,0,2
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,0,5
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,10,7,17
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,12,2,14
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,1,6
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,16,2,18
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,1,8
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,21,0,21
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,60,2,62
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,17,1,18
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,5,10
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,10,0,10
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,27,6,33
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,10,4,14
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,0,5
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,0,6
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,0,1,1
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,0,1,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,47,1,48
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,34,4,38
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,2,4
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,1,3
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,9,0,9
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,15,0,15
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,1,8
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,10,2,12
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,4,6
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,0,2,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,8,1,9
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,26,2,28
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,1,5
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,56,1,57
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,21,0,21
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,10,1,11
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,15,1,16
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,49,6,55
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,15,1,16
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,10,6,16
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,0,2
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,36,3,39
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,0,7
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,37,1,38
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,0,5
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,15,3,18
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,24,1,25
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,0,2
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,34,0,34
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,9,0,9
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,10,1,11
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,20,4,24
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,31,0,31
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,95,0,95
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,14,10,24
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1121,138,1259
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,114,1,115
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,16,0,16
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,34,0,34
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,0,6
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,23,10,33
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,12,15,27
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,0,2
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,40,0,40
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,32,0,32
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,11,1,12
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,16,1,17
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,28,2,30
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,3,9
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,30,3,33
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,73,0,73
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,18,5,23
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,1,2
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,10,3,13
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,0,7
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1256,1,1257
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,5,6
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,15,0,15
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,26,0,26
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,72,0,72
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
