,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,0,3
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,11,3,14
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,0,3
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,12,4,16
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,15,1,16
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,24,0,24
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,1,2
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,38,0,38
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,11,0,11
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,41,1,42
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,38,0,38
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,7,2,9
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,2,0,2
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,17,0,17
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,61,4,65
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,217,0,217
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,4,0,4
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,15,5,20
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,4,0,4
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,0,1
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,12,21,33
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,24,1,25
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,9,0,9
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,688,0,688
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,18,2,20
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,13,0,13
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,40,1,41
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,18,0,18
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,43,0,43
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,6,0,6
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,10,0,10
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,5,1,6
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,1,2
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,41,2,43
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,5,0,5
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,11,0,11
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,22,5,27
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,15,1,16
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,17,0,17
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,7,0,7
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,27,1,28
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,17,4,21
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,20,2,22
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,32,0,32
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,14,0,14
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,2,0,2
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,483,15,498
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,5,13,18
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,0,1,1
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,28,0,28
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,5,5,10
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,9,3,12
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,9,0,9
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,1,2
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,16,0,16
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,11,3,14
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,2,3
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,47,0,47
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,135,0,135
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,25,4,29
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,35,0,35
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,0,3
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,156,1,157
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,7,0,7
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,0,1
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,11,22,33
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,12,2,14
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,209,10,219
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,23,0,23
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,36,3,39
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,1,4
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,258,1,259
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,2,0,2
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,26,3,29
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,13,0,13
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,12,2,14
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,15,1,16
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,6,0,6
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,14,0,14
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,1,4
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,7,2,9
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,9,2,11
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,54,8,62
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,32,0,32
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,39,0,39
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,39,2,41
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,82,16,98
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,5,0,5
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,18,1,19
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,0,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,25,0,25
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,32,0,32
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,83,10,93
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,9,10,19
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,22,0,22
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,47,24,71
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,21,0,21
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,23,0,23
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,0,3
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,29,0,29
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,39,3,42
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,5,0,5
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,0,1
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,4,5
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,11,0,11
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,23,0,23
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,17,0,17
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,31,0,31
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,2961,0,2961
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,13,2,15
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,32,0,32
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,2,5
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,8,1,9
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,6,0,6
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,2,3
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,11,0,11
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,0,3
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,5,4,9
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,12,2,14
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,78,0,78
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,34,3,37
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,2,0,2
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,65,0,65
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,16,2,18
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,14,1,15
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,34,10,44
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,758,5,763
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,0,1
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,8,0,8
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,8,2,10
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,12,3,15
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,0,1
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,29,7,36
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,26,3,29
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,2,1,3
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,17,1,18
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,423,1,424
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,26,3,29
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,8,1,9
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,12,4,16
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,20,10,30
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,22,0,22
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,125,4,129
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,25,0,25
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,2,0,2
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,8,0,8
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,16,0,16
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,0,3
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,9,2,11
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,15,0,15
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,10,3,13
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,33,4,37
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,5,1,6
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,0,1
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,225,0,225
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,73,5,78
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,0,1
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,10,4,14
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,11,0,11
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,17,2,19
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,11,0,11
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,31,4,35
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,14,0,14
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,22,2,24
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,86,3,89
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,1,4
VILLA CHARCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,19,9,28
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,59,4,63
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,1,4
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,0,3
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,14,4,18
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,260,1,261
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,17,4,21
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,60,3,63
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,62,1,63
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,10,2,12
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,2,0,2
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,147,1,148
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,6,3,9
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,173,2,175
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,13,0,13
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,8,0,8
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,92,3,95
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,4,2,6
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,16,1,17
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,1,4,5
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-04-01,3,4,7
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,6,0,6
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,42,4,46
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,12,2,14
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,35,2,37
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1,0,1
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,3,0,3
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,25,0,25
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,9,1,10
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,5,0,5
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,5,0,5
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,5,0,5
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,32,8,40
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,3,0,3
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,14,1,15
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,14,3,17
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,19,0,19
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,85,0,85
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,24,1,25
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1,2,3
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,8,1,9
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,8,0,8
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,40,3,43
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,12,6,18
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,24,0,24
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,10,0,10
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1,0,1
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1,0,1
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1,0,1
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,50,1,51
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,35,1,36
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,10,0,10
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,2,2,4
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,8,0,8
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,14,2,16
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,30,1,31
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,11,1,12
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,8,3,11
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,8,3,11
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1,0,1
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,8,0,8
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,52,0,52
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,5,0,5
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,119,1,120
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,47,0,47
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,6,0,6
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,30,0,30
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,95,11,106
CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,2,0,2
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,17,2,19
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,6,6,12
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,8,0,8
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1,0,1
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1,0,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,50,6,56
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,4,2,6
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,48,2,50
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1,0,1
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,14,4,18
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,33,0,33
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,5,0,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,25,0,25
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,12,0,12
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,8,4,12
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,16,3,19
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,37,0,37
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,132,2,134
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,10,12,22
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1820,8,1828
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,2,0,2
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,120,4,124
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,11,3,14
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,3,0,3
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,34,0,34
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,9,0,9
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,35,12,47
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,6,0,6
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,28,9,37
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,3,0,3
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,27,0,27
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1,4,5
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,38,0,38
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,12,1,13
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,29,2,31
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,10,0,10
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,20,0,20
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,7,1,8
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,34,4,38
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,91,0,91
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,25,1,26
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,9,0,9
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,30,7,37
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,10,0,10
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,4,0,4
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,6,0,6
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,1833,3,1836
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,3,5,8
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,26,0,26
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,20,1,21
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,102,0,102
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2011-05-01,6,1,7
