,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,0,6
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,1,3
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,94,3,97
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,1,3
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,13,2,15
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,38,2,40
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,4,1,5
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,5,0,5
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,109,0,109
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,6,4,10
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,142,0,142
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,2,0,2
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,34,0,34
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,4,0,4
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,1,0,1
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,0,1,1
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-02-01,3,0,3
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,1,3
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,54,5,59
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,0,5
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,25,4,29
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,0,6
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,1,8
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,1,2
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,1,2
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,6,10
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,7,11
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,2,3
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,1,10
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,3,5
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,11,3,14
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,27,0,27
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,10,0,10
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,4,10
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,13,0,13
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,19,3,22
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,2,4
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,11,0,11
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,0,5
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,2,3
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,21,0,21
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,25,4,29
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,1,3
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,0,3
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,0,3
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,15,0,15
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,13,3,16
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,8,1,9
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,0,5
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,6,7
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,3,10
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,16,2,18
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,31,1,32
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,16,0,16
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,2,7
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,13,1,14
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,24,5,29
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,0,6
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,8,1,9
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,31,6,37
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,1,6
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,33,1,34
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,5,14
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,25,2,27
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,10,2,12
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,1,10
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,2,5
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,8,1,9
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,10,0,10
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,33,1,34
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,18,13,31
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1691,18,1709
COIPASA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,119,0,119
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,1,8
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,20,1,21
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,26,11,37
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,1,7
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,13,0,13
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,0,4,4
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,27,11,38
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,0,3
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,13,0,13
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,2,4
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,28,0,28
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,2,4
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,1,6
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,64,0,64
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,3,10
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,2,7
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,2,6
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,0,3
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,1,3
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1196,0,1196
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,2,3
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,2,11
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,2,5
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,21,1,22
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,0,3
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,32,0,32
ESCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,0,1,1
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,8,0,8
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,1,3
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,29,0,29
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,10,14
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,3,9
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,8,1,9
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,1,4
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,76,0,76
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,5,14
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,0,1,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,11,0,11
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,2,4
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,0,3
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,1,4
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,0,3
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,9,11
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,0,6
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,0,9
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,0,6
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,21,0,21
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,51,0,51
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1331,1,1332
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,8,0,8
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,58,5,63
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,0,3
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,5,7
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,0,9
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,0,3
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,2,9
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,10,1,11
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,4,10
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,13,0,13
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,27,3,30
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,2,11
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,15,0,15
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,111,0,111
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,13,8,21
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,1,2
NAZACARA DE PACAJES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,1,2
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,12,3,15
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,11,0,11
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,2,3
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,458,0,458
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,0,6
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,8,0,8
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,2,7
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,17,3,20
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,20,1,21
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,12,0,12
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,25,0,25
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,0,3
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,0,3
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,11,6,17
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,15,1,16
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,14,0,14
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,1,5
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,13,3,16
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,3,10
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,0,2,2
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,17,0,17
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,1,5
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,0,1,1
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,453,1,454
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,2,3
PUCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,18,0,18
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,3,5
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,5,8
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,1,8
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,1,5
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,18,0,18
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,2,7
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,34,4,38
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,76,2,78
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,10,0,10
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,27,0,27
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,4,13
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,136,0,136
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,8,2,10
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,3,12
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,173,13,186
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,15,8,23
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,149,0,149
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,0,5
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,10,1,11
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,0,7
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,1,3
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,1,7
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,10,0,10
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,1,5
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,0,7
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,36,16,52
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,2,8
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,0,9
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,23,1,24
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,37,6,43
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3,1,4
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,11,0,11
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,10,0,10
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,18,0,18
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,19,0,19
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,39,3,42
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,10,14
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,0,9
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,17,5,22
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,18,0,18
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,1,5
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,26,12,38
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,1,3
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,0,1,1
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
SAN RAMON BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,13,0,13
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,22,1,23
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,3343,0,3343
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,0,5
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,12,1,13
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,4,5
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,0,4
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,5,3,8
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,2,4
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,0,1
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,1,1,2
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,0,3,3
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,0,6
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,23,0,23
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,20,4,24
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,0,7
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,35,0,35
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,6,1,7
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,10,11,21
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,215,7,222
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,10,4,14
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,1,3
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,4,1,5
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,25,5,30
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,9,1,10
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,0,2
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,2,9
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,258,0,258
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,2,1,3
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2011-03-01,7,1,8
