,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
VALLEGRANDE,consultas prenatales,repetidas,2011-03-01,129,9,138
VIACHA,consultas prenatales,repetidas,2011-03-01,339,0,339
VILA VILA,consultas prenatales,repetidas,2011-03-01,16,1,17
VILLA CHARCAS,consultas prenatales,repetidas,2011-03-01,78,29,107
VILLA MONTES,consultas prenatales,repetidas,2011-03-01,294,13,307
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2011-03-01,18,0,18
VILLA RIVERO,consultas prenatales,repetidas,2011-03-01,32,0,32
VILLA SERRANO,consultas prenatales,repetidas,2011-03-01,74,14,88
VILLA TUNARI,consultas prenatales,repetidas,2011-03-01,592,2,594
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2011-03-01,69,16,85
VILLAZON,consultas prenatales,repetidas,2011-03-01,364,13,377
VINTO,consultas prenatales,repetidas,2011-03-01,239,4,243
VITICHI,consultas prenatales,repetidas,2011-03-01,55,12,67
WALDO BALLIVIAN,consultas prenatales,repetidas,2011-03-01,13,0,13
WARNES,consultas prenatales,repetidas,2011-03-01,726,4,730
YACO,consultas prenatales,repetidas,2011-03-01,15,5,20
YACUIBA,consultas prenatales,repetidas,2011-03-01,678,3,681
YAMPARAEZ,consultas prenatales,repetidas,2011-03-01,16,4,20
YANACACHI,consultas prenatales,repetidas,2011-03-01,41,0,41
YAPACANI,consultas prenatales,repetidas,2011-03-01,462,3,465
YOCALLA,consultas prenatales,repetidas,2011-03-01,16,1,17
YOTALA,consultas prenatales,repetidas,2011-03-01,58,1,59
YUNCHARA,consultas prenatales,repetidas,2011-03-01,9,18,27
ZUDAÑEZ,consultas prenatales,repetidas,2011-03-01,37,6,43
ACACIO,consultas prenatales,repetidas,2011-04-01,16,1,17
ACHACACHI,consultas prenatales,repetidas,2011-04-01,215,19,234
ACHOCALLA,consultas prenatales,repetidas,2011-04-01,54,0,54
AIQUILE,consultas prenatales,repetidas,2011-04-01,214,6,220
ALALAY,consultas prenatales,repetidas,2011-04-01,6,9,15
ALCALA,consultas prenatales,repetidas,2011-04-01,18,3,21
ALTO BENI,consultas prenatales,repetidas,2011-04-01,63,6,69
ANCORAIMES,consultas prenatales,repetidas,2011-04-01,37,2,39
ANDAMARCA,consultas prenatales,repetidas,2011-04-01,7,4,11
ANTEQUERA,consultas prenatales,repetidas,2011-04-01,13,3,16
ANZALDO,consultas prenatales,repetidas,2011-04-01,26,12,38
APOLO,consultas prenatales,repetidas,2011-04-01,143,9,152
ARAMPAMPA,consultas prenatales,repetidas,2011-04-01,13,2,15
ARANI,consultas prenatales,repetidas,2011-04-01,107,9,116
ARBIETO,consultas prenatales,repetidas,2011-04-01,42,9,51
ARQUE,consultas prenatales,repetidas,2011-04-01,90,2,92
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2011-04-01,252,0,252
ATOCHA,consultas prenatales,repetidas,2011-04-01,43,7,50
AUCAPATA,consultas prenatales,repetidas,2011-04-01,11,0,11
AYATA,consultas prenatales,repetidas,2011-04-01,21,2,23
AYO AYO,consultas prenatales,repetidas,2011-04-01,40,0,40
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2011-04-01,160,21,181
AZURDUY,consultas prenatales,repetidas,2011-04-01,33,30,63
BATALLAS,consultas prenatales,repetidas,2011-04-01,64,0,64
BAURES,consultas prenatales,repetidas,2011-04-01,28,0,28
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2011-04-01,2,1,3
BELEN DE URMIRI,consultas prenatales,repetidas,2011-04-01,1,3,4
BELLA FLOR,consultas prenatales,repetidas,2011-04-01,6,1,7
BERMEJO,consultas prenatales,repetidas,2011-04-01,218,0,218
BETANZOS,consultas prenatales,repetidas,2011-04-01,143,18,161
BOLIVAR,consultas prenatales,repetidas,2011-04-01,17,4,21
BOLPEBRA,consultas prenatales,repetidas,2011-04-01,5,0,5
BOYUIBE,consultas prenatales,repetidas,2011-04-01,19,2,21
BUENA VISTA,consultas prenatales,repetidas,2011-04-01,38,0,38
CABEZAS,consultas prenatales,repetidas,2011-04-01,128,0,128
CAIROMA,consultas prenatales,repetidas,2011-04-01,42,1,43
"CAIZA ""D""",consultas prenatales,repetidas,2011-04-01,37,4,41
CAJUATA,consultas prenatales,repetidas,2011-04-01,51,7,58
CALACOTO,consultas prenatales,repetidas,2011-04-01,4,10,14
CALAMARCA,consultas prenatales,repetidas,2011-04-01,38,13,51
CAMARGO,consultas prenatales,repetidas,2011-04-01,91,10,101
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2011-04-01,14,8,22
CAMIRI,consultas prenatales,repetidas,2011-04-01,395,1,396
CAPINOTA,consultas prenatales,repetidas,2011-04-01,144,0,144
CAQUIAVIRI,consultas prenatales,repetidas,2011-04-01,33,5,38
CARACOLLO,consultas prenatales,repetidas,2011-04-01,81,12,93
CARANAVI,consultas prenatales,repetidas,2011-04-01,512,7,519
CARAPARI,consultas prenatales,repetidas,2011-04-01,86,0,86
CARIPUYO,consultas prenatales,repetidas,2011-04-01,30,20,50
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2011-04-01,19,0,19
CATACORA,consultas prenatales,repetidas,2011-04-01,5,0,5
CHACARILLA,consultas prenatales,repetidas,2011-04-01,2,1,3
CHALLAPATA,consultas prenatales,repetidas,2011-04-01,203,26,229
CHAQUI,consultas prenatales,repetidas,2011-04-01,25,6,31
CHARAGUA,consultas prenatales,repetidas,2011-04-01,170,4,174
CHARAÑA,consultas prenatales,repetidas,2011-04-01,15,0,15
CHAYANTA,consultas prenatales,repetidas,2011-04-01,70,20,90
CHIMORE,consultas prenatales,repetidas,2011-04-01,150,0,150
CHIPAYA,consultas prenatales,repetidas,2011-04-01,12,0,12
CHOQUE COTA,consultas prenatales,repetidas,2011-04-01,6,0,6
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2011-04-01,154,1,155
CHUMA,consultas prenatales,repetidas,2011-04-01,43,3,46
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2011-04-01,21,17,38
CKOCHAS,consultas prenatales,repetidas,2011-04-01,70,15,85
CLIZA,consultas prenatales,repetidas,2011-04-01,210,0,210
COBIJA,consultas prenatales,repetidas,2011-04-01,594,0,594
COCAPATA,consultas prenatales,repetidas,2011-04-01,35,35,70
COCHABAMBA,consultas prenatales,repetidas,2011-04-01,6098,21,6119
COIPASA,consultas prenatales,repetidas,2011-04-01,4,0,4
COLCAPIRHUA,consultas prenatales,repetidas,2011-04-01,447,0,447
"COLCHA ""K""",consultas prenatales,repetidas,2011-04-01,42,6,48
COLLANA,consultas prenatales,repetidas,2011-04-01,7,0,7
COLOMI,consultas prenatales,repetidas,2011-04-01,128,2,130
COLPA BELGICA,consultas prenatales,repetidas,2011-04-01,41,0,41
COLQUECHACA,consultas prenatales,repetidas,2011-04-01,107,40,147
COLQUENCHA,consultas prenatales,repetidas,2011-04-01,40,1,41
COLQUIRI,consultas prenatales,repetidas,2011-04-01,30,37,67
COMANCHE,consultas prenatales,repetidas,2011-04-01,5,0,5
COMARAPA,consultas prenatales,repetidas,2011-04-01,228,0,228
COMBAYA,consultas prenatales,repetidas,2011-04-01,0,10,10
CONCEPCION,consultas prenatales,repetidas,2011-04-01,108,14,122
COPACABANA,consultas prenatales,repetidas,2011-04-01,56,5,61
CORIPATA,consultas prenatales,repetidas,2011-04-01,110,1,111
CORO CORO,consultas prenatales,repetidas,2011-04-01,29,7,36
COROICO,consultas prenatales,repetidas,2011-04-01,100,1,101
CORQUE,consultas prenatales,repetidas,2011-04-01,15,7,22
COTAGAITA,consultas prenatales,repetidas,2011-04-01,98,12,110
COTOCA,consultas prenatales,repetidas,2011-04-01,466,0,466
CUATRO CAÑADAS,consultas prenatales,repetidas,2011-04-01,120,4,124
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2011-04-01,8,1,9
CUEVO,consultas prenatales,repetidas,2011-04-01,16,5,21
CULPINA,consultas prenatales,repetidas,2011-04-01,65,17,82
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2011-04-01,21,0,21
CURVA,consultas prenatales,repetidas,2011-04-01,5,5,10
DESAGUADERO,consultas prenatales,repetidas,2011-04-01,14,2,16
EL ALTO,consultas prenatales,repetidas,2011-04-01,6015,25,6040
EL CHORO,consultas prenatales,repetidas,2011-04-01,10,15,25
EL PUENTE(STC),consultas prenatales,repetidas,2011-04-01,82,0,82
EL PUENTE(TJA),consultas prenatales,repetidas,2011-04-01,75,8,83
EL TORNO,consultas prenatales,repetidas,2011-04-01,345,3,348
EL VILLAR,consultas prenatales,repetidas,2011-04-01,18,0,18
ENTRE RIOS TRJ,consultas prenatales,repetidas,2011-04-01,129,4,133
ENTRE RIOS CBBA,consultas prenatales,repetidas,2011-04-01,173,0,173
ESCOMA,consultas prenatales,repetidas,2011-04-01,39,1,40
EUCALIPTUS,consultas prenatales,repetidas,2011-04-01,28,0,28
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2011-04-01,5,2,7
EXALTACION,consultas prenatales,repetidas,2011-04-01,19,0,19
FERNANDEZ ALONSO,consultas prenatales,repetidas,2011-04-01,101,0,101
FILADELFIA,consultas prenatales,repetidas,2011-04-01,37,0,37
GENERAL SAAVEDRA,consultas prenatales,repetidas,2011-04-01,79,13,92
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2011-04-01,37,5,42
GUANAY,consultas prenatales,repetidas,2011-04-01,98,3,101
GUAQUI,consultas prenatales,repetidas,2011-04-01,32,1,33
GUAYARAMERIN,consultas prenatales,repetidas,2011-04-01,394,1,395
GUTIERREZ,consultas prenatales,repetidas,2011-04-01,67,9,76
HUACARETA,consultas prenatales,repetidas,2011-04-01,53,9,62
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2011-04-01,6,7,13
HUACHACALLA,consultas prenatales,repetidas,2011-04-01,2,0,2
HUANUNI,consultas prenatales,repetidas,2011-04-01,237,0,237
HUARACAJE,consultas prenatales,repetidas,2011-04-01,27,0,27
HUARINA,consultas prenatales,repetidas,2011-04-01,16,0,16
HUAYLLAMARCA,consultas prenatales,repetidas,2011-04-01,15,1,16
HUMANATA,consultas prenatales,repetidas,2011-04-01,10,2,12
ICHOCA,consultas prenatales,repetidas,2011-04-01,7,7,14
ICLA,consultas prenatales,repetidas,2011-04-01,30,12,42
INCAHUASI,consultas prenatales,repetidas,2011-04-01,55,41,96
INGAVI (HUMAITA),consultas prenatales,repetidas,2011-04-01,2,0,2
INQUISIVI,consultas prenatales,repetidas,2011-04-01,15,10,25
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2011-04-01,74,1,75
IXIAMAS,consultas prenatales,repetidas,2011-04-01,72,1,73
JESUS DE MACHACA,consultas prenatales,repetidas,2011-04-01,64,1,65
LA ASUNTA,consultas prenatales,repetidas,2011-04-01,355,0,355
LA GUARDIA,consultas prenatales,repetidas,2011-04-01,511,0,511
LA PAZ,consultas prenatales,repetidas,2011-04-01,7195,13,7208
LAGUNILLAS,consultas prenatales,repetidas,2011-04-01,39,3,42
LAJA,consultas prenatales,repetidas,2011-04-01,63,0,63
LAS CARRERAS,consultas prenatales,repetidas,2011-04-01,8,4,12
LICOMA PAMPA,consultas prenatales,repetidas,2011-04-01,18,0,18
LLALLAGUA,consultas prenatales,repetidas,2011-04-01,249,5,254
LLICA,consultas prenatales,repetidas,2011-04-01,22,2,24
LORETO,consultas prenatales,repetidas,2011-04-01,13,0,13
LURIBAY,consultas prenatales,repetidas,2011-04-01,31,3,34
MACHACAMARCA,consultas prenatales,repetidas,2011-04-01,27,1,28
MACHARETI,consultas prenatales,repetidas,2011-04-01,43,9,52
MAGDALENA,consultas prenatales,repetidas,2011-04-01,68,12,80
MAIRANA,consultas prenatales,repetidas,2011-04-01,95,0,95
MALLA,consultas prenatales,repetidas,2011-04-01,7,2,9
MAPIRI,consultas prenatales,repetidas,2011-04-01,133,0,133
MECAPACA,consultas prenatales,repetidas,2011-04-01,43,5,48
MINEROS,consultas prenatales,repetidas,2011-04-01,144,0,144
MIZQUE,consultas prenatales,repetidas,2011-04-01,210,0,210
MOCOMOCO,consultas prenatales,repetidas,2011-04-01,22,3,25
MOJINETE,consultas prenatales,repetidas,2011-04-01,3,1,4
MOJOCOYA,consultas prenatales,repetidas,2011-04-01,41,8,49
MONTEAGUDO,consultas prenatales,repetidas,2011-04-01,307,16,323
MONTERO,consultas prenatales,repetidas,2011-04-01,1118,3,1121
MORO MORO,consultas prenatales,repetidas,2011-04-01,18,4,22
MOROCHATA,consultas prenatales,repetidas,2011-04-01,59,15,74
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2011-04-01,5,0,5
NAZACARA DE PACAJES,consultas prenatales,repetidas,2011-04-01,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2011-04-01,11,2,13
OCURI,consultas prenatales,repetidas,2011-04-01,62,17,79
OKINAWA,consultas prenatales,repetidas,2011-04-01,121,2,123
OMEREQUE,consultas prenatales,repetidas,2011-04-01,33,3,36
ORURO,consultas prenatales,repetidas,2011-04-01,2421,9,2430
PADCAYA,consultas prenatales,repetidas,2011-04-01,92,8,100
PADILLA,consultas prenatales,repetidas,2011-04-01,73,6,79
PAILON,consultas prenatales,repetidas,2011-04-01,137,0,137
PALCA,consultas prenatales,repetidas,2011-04-01,34,6,40
PALOS BLANCOS,consultas prenatales,repetidas,2011-04-01,233,6,239
PAMPA AULLAGAS,consultas prenatales,repetidas,2011-04-01,10,0,10
PAMPA GRANDE,consultas prenatales,repetidas,2011-04-01,86,0,86
PAPEL PAMPA,consultas prenatales,repetidas,2011-04-01,17,6,23
PASORAPA,consultas prenatales,repetidas,2011-04-01,4,7,11
PATACAMAYA,consultas prenatales,repetidas,2011-04-01,161,1,162
PAZÑA,consultas prenatales,repetidas,2011-04-01,24,13,37
PELECHUCO,consultas prenatales,repetidas,2011-04-01,38,0,38
POCOATA,consultas prenatales,repetidas,2011-04-01,62,29,91
POCONA,consultas prenatales,repetidas,2011-04-01,52,3,55
POJO (CBBA),consultas prenatales,repetidas,2011-04-01,101,0,101
POOPO,consultas prenatales,repetidas,2011-04-01,29,1,30
PORCO,consultas prenatales,repetidas,2011-04-01,86,1,87
POROMA,consultas prenatales,repetidas,2011-04-01,56,13,69
PORONGO,consultas prenatales,repetidas,2011-04-01,75,0,75
PORTACHUELO,consultas prenatales,repetidas,2011-04-01,236,0,236
PORVENIR,consultas prenatales,repetidas,2011-04-01,34,0,34
POSTRER VALLE,consultas prenatales,repetidas,2011-04-01,8,4,12
POTOSI,consultas prenatales,repetidas,2011-04-01,1507,34,1541
PRESTO,consultas prenatales,repetidas,2011-04-01,18,25,43
PUCARA,consultas prenatales,repetidas,2011-04-01,7,1,8
PUCARANI,consultas prenatales,repetidas,2011-04-01,109,1,110
PUERTO ACOSTA,consultas prenatales,repetidas,2011-04-01,17,2,19
PUERTO CARABUCO,consultas prenatales,repetidas,2011-04-01,24,10,34
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2011-04-01,38,4,42
PUERTO PEREZ,consultas prenatales,repetidas,2011-04-01,14,1,15
PUERTO QUIJARRO,consultas prenatales,repetidas,2011-04-01,65,0,65
PUERTO RICO,consultas prenatales,repetidas,2011-04-01,57,18,75
PUERTO SILES,consultas prenatales,repetidas,2011-04-01,12,1,13
PUERTO SUAREZ,consultas prenatales,repetidas,2011-04-01,142,0,142
PUERTO VILLARROEL,consultas prenatales,repetidas,2011-04-01,498,0,498
PUNA,consultas prenatales,repetidas,2011-04-01,111,11,122
PUNATA,consultas prenatales,repetidas,2011-04-01,235,1,236
QUIABAYA,consultas prenatales,repetidas,2011-04-01,13,1,14
QUILLACOLLO,consultas prenatales,repetidas,2011-04-01,536,1,537
QUIME,consultas prenatales,repetidas,2011-04-01,54,1,55
QUIRUSILLAS,consultas prenatales,repetidas,2011-04-01,10,0,10
RAVELO,consultas prenatales,repetidas,2011-04-01,41,19,60
REYES,consultas prenatales,repetidas,2011-04-01,84,6,90
RIBERALTA,consultas prenatales,repetidas,2011-04-01,989,18,1007
ROBORE,consultas prenatales,repetidas,2011-04-01,98,3,101
RURRENABAQUE,consultas prenatales,repetidas,2011-04-01,140,13,153
SABAYA,consultas prenatales,repetidas,2011-04-01,6,1,7
SACABA,consultas prenatales,repetidas,2011-04-01,1100,0,1100
SACABAMBA,consultas prenatales,repetidas,2011-04-01,15,1,16
SACACA,consultas prenatales,repetidas,2011-04-01,55,20,75
SAIPINA,consultas prenatales,repetidas,2011-04-01,56,0,56
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2011-04-01,24,4,28
SAMAIPATA,consultas prenatales,repetidas,2011-04-01,72,0,72
SAN AGUSTIN,consultas prenatales,repetidas,2011-04-01,16,0,16
SAN ANDRES,consultas prenatales,repetidas,2011-04-01,57,2,59
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2011-04-01,6,8,14
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2011-04-01,8,3,11
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2011-04-01,24,2,26
SAN BENITO,consultas prenatales,repetidas,2011-04-01,93,5,98
SAN BORJA,consultas prenatales,repetidas,2011-04-01,275,8,283
SAN BUENA VENTURA,consultas prenatales,repetidas,2011-04-01,99,0,99
SAN CARLOS,consultas prenatales,repetidas,2011-04-01,168,0,168
SAN IGNACIO,consultas prenatales,repetidas,2011-04-01,151,7,158
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2011-04-01,524,18,542
SAN JAVIER(BNI),consultas prenatales,repetidas,2011-04-01,12,0,12
SAN JAVIER(STC),consultas prenatales,repetidas,2011-04-01,138,0,138
SAN JOAQUIN,consultas prenatales,repetidas,2011-04-01,16,4,20
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2011-04-01,97,0,97
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2011-04-01,66,0,66
SAN JULIAN,consultas prenatales,repetidas,2011-04-01,254,9,263
SAN LORENZO(PND),consultas prenatales,repetidas,2011-04-01,15,4,19
SAN LORENZO(TJA),consultas prenatales,repetidas,2011-04-01,79,6,85
SAN LUCAS,consultas prenatales,repetidas,2011-04-01,177,62,239
SAN MATIAS,consultas prenatales,repetidas,2011-04-01,90,0,90
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2011-04-01,88,17,105
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2011-04-01,16,0,16
SAN PEDRO,consultas prenatales,repetidas,2011-04-01,116,0,116
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2011-04-01,69,12,81
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2011-04-01,21,5,26
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2011-04-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2011-04-01,17,2,19
SAN PEDRO(PND),consultas prenatales,repetidas,2011-04-01,5,0,5
SAN RAFAEL,consultas prenatales,repetidas,2011-04-01,34,0,34
SAN RAMON BENI,consultas prenatales,repetidas,2011-04-01,40,0,40
SAN RAMON SCZ,consultas prenatales,repetidas,2011-04-01,85,0,85
SANTA ANA,consultas prenatales,repetidas,2011-04-01,186,0,186
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2011-04-01,8345,0,8345
SANTA ROSA,consultas prenatales,repetidas,2011-04-01,59,1,60
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2011-04-01,158,3,161
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2011-04-01,5,16,21
SANTIAGO DE HUARI,consultas prenatales,repetidas,2011-04-01,28,4,32
SANTIAGO DE HUATA,consultas prenatales,repetidas,2011-04-01,22,0,22
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2011-04-01,7,6,13
SANTIVAÑES,consultas prenatales,repetidas,2011-04-01,25,1,26
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2011-04-01,12,6,18
SAPAHAQUI,consultas prenatales,repetidas,2011-04-01,21,4,25
SENA,consultas prenatales,repetidas,2011-04-01,33,0,33
SHINAOTA,consultas prenatales,repetidas,2011-04-01,375,0,375
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2011-04-01,77,4,81
SICAYA,consultas prenatales,repetidas,2011-04-01,9,0,9
SIPE SIPE,consultas prenatales,repetidas,2011-04-01,300,0,300
SOPACHUY,consultas prenatales,repetidas,2011-04-01,40,8,48
SORACACHI,consultas prenatales,repetidas,2011-04-01,28,3,31
SORATA,consultas prenatales,repetidas,2011-04-01,68,23,91
SUCRE,consultas prenatales,repetidas,2011-04-01,3457,25,3482
TACACHI,consultas prenatales,repetidas,2011-04-01,2,0,2
TACACOMA,consultas prenatales,repetidas,2011-04-01,34,3,37
TACOBAMBA,consultas prenatales,repetidas,2011-04-01,12,5,17
TACOPAYA,consultas prenatales,repetidas,2011-04-01,30,5,35
TAHUA,consultas prenatales,repetidas,2011-04-01,3,0,3
TAPACARI,consultas prenatales,repetidas,2011-04-01,103,35,138
TARABUCO,consultas prenatales,repetidas,2011-04-01,83,14,97
TARACO,consultas prenatales,repetidas,2011-04-01,9,1,10
TARATA,consultas prenatales,repetidas,2011-04-01,59,1,60
TARIJA,consultas prenatales,repetidas,2011-04-01,1565,2,1567
TARVITA,consultas prenatales,repetidas,2011-04-01,91,21,112
TEOPONTE,consultas prenatales,repetidas,2011-04-01,16,4,20
TIAWANACU,consultas prenatales,repetidas,2011-04-01,46,12,58
TINGUIPAYA,consultas prenatales,repetidas,2011-04-01,51,13,64
TIPUANI,consultas prenatales,repetidas,2011-04-01,88,0,88
TIQUIPAYA,consultas prenatales,repetidas,2011-04-01,551,4,555
TIRAQUE (CBBA),consultas prenatales,repetidas,2011-04-01,83,4,87
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2011-04-01,5,0,5
TOCO,consultas prenatales,repetidas,2011-04-01,26,0,26
TODOS SANTOS,consultas prenatales,repetidas,2011-04-01,1,0,1
TOLATA,consultas prenatales,repetidas,2011-04-01,36,3,39
TOLEDO,consultas prenatales,repetidas,2011-04-01,21,3,24
TOMAVE,consultas prenatales,repetidas,2011-04-01,33,12,45
TOMINA,consultas prenatales,repetidas,2011-04-01,59,0,59
TORO TORO,consultas prenatales,repetidas,2011-04-01,23,11,34
TOTORA(CBBA),consultas prenatales,repetidas,2011-04-01,95,3,98
TOTORA(ORR),consultas prenatales,repetidas,2011-04-01,18,2,20
TRIGAL,consultas prenatales,repetidas,2011-04-01,6,0,6
TRINIDAD,consultas prenatales,repetidas,2011-04-01,814,1,815
TUPIZA,consultas prenatales,repetidas,2011-04-01,286,28,314
TURCO,consultas prenatales,repetidas,2011-04-01,17,1,18
UMALA,consultas prenatales,repetidas,2011-04-01,17,5,22
UNCIA,consultas prenatales,repetidas,2011-04-01,88,0,88
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2011-04-01,46,4,50
URUBICHA,consultas prenatales,repetidas,2011-04-01,60,0,60
UYUNI,consultas prenatales,repetidas,2011-04-01,187,15,202
VACAS,consultas prenatales,repetidas,2011-04-01,41,4,45
VALLEGRANDE,consultas prenatales,repetidas,2011-04-01,125,7,132
VIACHA,consultas prenatales,repetidas,2011-04-01,315,1,316
VILA VILA,consultas prenatales,repetidas,2011-04-01,15,1,16
VILLA CHARCAS,consultas prenatales,repetidas,2011-04-01,77,34,111
VILLA MONTES,consultas prenatales,repetidas,2011-04-01,224,21,245
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2011-04-01,12,1,13
VILLA RIVERO,consultas prenatales,repetidas,2011-04-01,34,2,36
VILLA SERRANO,consultas prenatales,repetidas,2011-04-01,73,13,86
VILLA TUNARI,consultas prenatales,repetidas,2011-04-01,684,4,688
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2011-04-01,62,24,86
VILLAZON,consultas prenatales,repetidas,2011-04-01,360,12,372
VINTO,consultas prenatales,repetidas,2011-04-01,140,6,146
VITICHI,consultas prenatales,repetidas,2011-04-01,43,16,59
WALDO BALLIVIAN,consultas prenatales,repetidas,2011-04-01,11,1,12
WARNES,consultas prenatales,repetidas,2011-04-01,626,6,632
YACO,consultas prenatales,repetidas,2011-04-01,12,7,19
YACUIBA,consultas prenatales,repetidas,2011-04-01,625,2,627
YAMPARAEZ,consultas prenatales,repetidas,2011-04-01,27,2,29
YANACACHI,consultas prenatales,repetidas,2011-04-01,37,0,37
YAPACANI,consultas prenatales,repetidas,2011-04-01,397,6,403
YOCALLA,consultas prenatales,repetidas,2011-04-01,19,5,24
YOTALA,consultas prenatales,repetidas,2011-04-01,45,0,45
YUNCHARA,consultas prenatales,repetidas,2011-04-01,8,20,28
ZUDAÑEZ,consultas prenatales,repetidas,2011-04-01,31,8,39
ACACIO,consultas prenatales,repetidas,2011-05-01,30,2,32
ACHACACHI,consultas prenatales,repetidas,2011-05-01,237,11,248
ACHOCALLA,consultas prenatales,repetidas,2011-05-01,41,3,44
AIQUILE,consultas prenatales,repetidas,2011-05-01,215,0,215
ALALAY,consultas prenatales,repetidas,2011-05-01,2,6,8
ALCALA,consultas prenatales,repetidas,2011-05-01,14,2,16
ALTO BENI,consultas prenatales,repetidas,2011-05-01,76,1,77
ANCORAIMES,consultas prenatales,repetidas,2011-05-01,44,0,44
ANDAMARCA,consultas prenatales,repetidas,2011-05-01,8,1,9
ANTEQUERA,consultas prenatales,repetidas,2011-05-01,20,0,20
ANZALDO,consultas prenatales,repetidas,2011-05-01,27,18,45
APOLO,consultas prenatales,repetidas,2011-05-01,132,8,140
ARAMPAMPA,consultas prenatales,repetidas,2011-05-01,11,1,12
ARANI,consultas prenatales,repetidas,2011-05-01,95,7,102
ARBIETO,consultas prenatales,repetidas,2011-05-01,44,7,51
ARQUE,consultas prenatales,repetidas,2011-05-01,104,4,108
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2011-05-01,316,2,318
ATOCHA,consultas prenatales,repetidas,2011-05-01,69,2,71
AUCAPATA,consultas prenatales,repetidas,2011-05-01,9,0,9
AYATA,consultas prenatales,repetidas,2011-05-01,27,13,40
AYO AYO,consultas prenatales,repetidas,2011-05-01,41,0,41
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2011-05-01,142,8,150
AZURDUY,consultas prenatales,repetidas,2011-05-01,33,19,52
BATALLAS,consultas prenatales,repetidas,2011-05-01,58,0,58
BAURES,consultas prenatales,repetidas,2011-05-01,30,0,30
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2011-05-01,3,2,5
BELEN DE URMIRI,consultas prenatales,repetidas,2011-05-01,2,3,5
BELLA FLOR,consultas prenatales,repetidas,2011-05-01,6,0,6
BERMEJO,consultas prenatales,repetidas,2011-05-01,257,8,265
BETANZOS,consultas prenatales,repetidas,2011-05-01,122,28,150
BOLIVAR,consultas prenatales,repetidas,2011-05-01,17,3,20
BOLPEBRA,consultas prenatales,repetidas,2011-05-01,6,3,9
BOYUIBE,consultas prenatales,repetidas,2011-05-01,23,3,26
BUENA VISTA,consultas prenatales,repetidas,2011-05-01,36,0,36
CABEZAS,consultas prenatales,repetidas,2011-05-01,108,0,108
CAIROMA,consultas prenatales,repetidas,2011-05-01,43,3,46
"CAIZA ""D""",consultas prenatales,repetidas,2011-05-01,40,10,50
CAJUATA,consultas prenatales,repetidas,2011-05-01,38,8,46
CALACOTO,consultas prenatales,repetidas,2011-05-01,6,8,14
CALAMARCA,consultas prenatales,repetidas,2011-05-01,32,6,38
