municipality,group,variable,month,Neumonías,TOTAL
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,18,18
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,4,4
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,7,7
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,6,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,235,235
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,37,37
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,2,2
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,6,6
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,25,25
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,22,22
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,25,25
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,29,29
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,70,70
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,4,4
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,5,5
VIACHA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,9,9
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,11,11
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,11,11
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,13,13
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,10,10
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,3,3
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,29,29
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2005-04-01,12,12
ACACIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,4,4
ANCORAIMES,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,6,6
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,3,3
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,33,33
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,16,16
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,2,2
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,4,4
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,4,4
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,3,3
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,19,19
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,129,129
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,4,4
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,2,2
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,3,3
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,5,5
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,3,3
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,106,106
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,8,8
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,3,3
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,12,12
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,147,147
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,13,13
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
MAPIRI,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,32,32
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,43,43
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,4,4
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,6,6
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,22,22
PRESTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,2,2
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
PUERTO SILES,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,8,8
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,14,14
PUNA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,8,8
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,23,23
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,25,25
QUIRUSILLAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,16,16
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,58,58
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,3,3
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,4,4
SAN ANDRES,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,3,3
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,6,6
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,13,13
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,23,23
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,6,6
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,9,9
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,136,136
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
SENA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,2,2
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,49,49
TAPACARI,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,3,3
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,7,7
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,3,3
TOLEDO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,76,76
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,21,21
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,5,5
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,30,30
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,2,2
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,2,2
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,22,22
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,16,16
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,9,9
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,1,1
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,20,20
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2005-05-01,11,11
ACACIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,5,5
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,9,9
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,7,7
BAURES,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,4,4
CAIROMA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,29,29
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,8,8
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,8,8
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,12,12
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,102,102
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
COLPA BELGICA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,6,6
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,6,6
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,92,92
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
GUANAY,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,9,9
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
INCAHUASI,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
IXIAMAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,88,88
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,16,16
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,7,7
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,55,55
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,27,27
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,30,30
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,16,16
PUERTO SILES,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,4,4
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,5,5
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,9,9
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,22,22
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,43,43
QUIRUSILLAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
REYES,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,13,13
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,4,4
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,56,56
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,5,5
SAN ANDRES,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,7,7
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,11,11
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,4,4
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,11,11
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,28,28
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,4,4
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,303,303
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,23,23
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,3,3
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,10,10
TIPUANI,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,6,6
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,5,5
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,78,78
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,66,66
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,16,16
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,7,7
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,10,10
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,16,16
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,4,4
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,8,8
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,31,31
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,9,9
YOTALA,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,2,2
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-06-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,4,4
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,15,15
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,3,3
AZURDUY,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,6,6
BETANZOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,3,3
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,8,8
CALAMARCA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,34,34
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,26,26
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,3,3
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,10,10
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,9,9
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,5,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,9,9
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,7,7
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,26,26
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
COLPA BELGICA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,3,3
COLQUIRI,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,10,10
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,10,10
COTAGAITA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,56,56
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
GENERAL SAAVEDRA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,4,4
GUANAY,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,3,3
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,3,3
ICLA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,66,66
LAGUNILLAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,13,13
LORETO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,17,17
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,5,5
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,4,4
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,60,60
OCURI,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,8,8
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,4,4
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,4,4
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,43,43
PRESTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
PUERTO ACOSTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
PUERTO SILES,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,4,4
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,7,7
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,24,24
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,32,32
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,11,11
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,5,5
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,12,12
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,45,45
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,3,3
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
SAN ANDRES,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,4,4
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,14,14
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,6,6
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,24,24
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,46,46
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,5,5
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,5,5
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,3,3
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,152,152
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,4,4
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,33,33
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,7,7
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,56,56
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,5,5
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,9,9
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,18,18
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,50,50
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,8,8
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,5,5
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,3,3
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,5,5
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,9,9
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,24,24
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,7,7
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,31,31
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,2,2
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,10,10
YOTALA,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,neumonias,2005-07-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2005-08-01,7,7
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-08-01,8,8
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2005-08-01,2,2
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2005-08-01,5,5
BETANZOS,diagnostico de egreso en menores de 5 anos,neumonias,2005-08-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2005-08-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2005-08-01,4,4
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2005-08-01,21,21
