municipality,group,variable,month,Diarreas,TOTAL
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,11,11
GUTIERREZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,20,20
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,4,4
LA GUARDIA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,105,105
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,22,22
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,5,5
MAIRANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
MAPIRI,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,3,3
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,6,6
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,39,39
MOROCHATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,88,88
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,3,3
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,107,107
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,34,34
PUNA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,15,15
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,26,26
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,37,37
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,48,48
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,4,4
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,62,62
SAIPINA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
SAN BENITO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,4,4
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,7,7
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,25,25
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,17,17
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,9,9
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
SAN PEDRO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,6,6
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,314,314
SANTA ROSA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,3,3
SANTIVAÑES,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
SICAYA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,61,61
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,6,6
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,6,6
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,35,35
TORO TORO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,67,67
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,13,13
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,20,20
URUBICHA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,6,6
VIACHA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,6,6
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,8,8
VILLA SERRANO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,54,54
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,21,21
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,11,11
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,6,6
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,14,14
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,25,25
YOTALA,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,1,1
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-04-01,2,2
ACACIO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,3,3
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,3,3
ANCORAIMES,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
ANDAMARCA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,10,10
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,5,5
AYATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
AZURDUY,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
BAURES,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,5,5
BETANZOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,7,7
BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,7,7
CABEZAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
"CAIZA ""D""",diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,34,34
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,39,39
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,28,28
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,8,8
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,5,5
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,18,18
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,124,124
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,5,5
COLOMI,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,3,3
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,8,8
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,3,3
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,187,187
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
GUANAY,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,4,4
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,6,6
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,4,4
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,290,290
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,9,9
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
MAIRANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,100,100
MOROCHATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,78,78
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,5,5
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,4,4
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
POROMA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,3,3
PORTACHUELO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,123,123
PUERTO ACOSTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,24,24
PUERTO SILES,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,4,4
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,25,25
PUNA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,25,25
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,20,20
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,18,18
QUIME,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
REYES,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,27,27
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,12,12
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,38,38
SACACA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,10,10
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,38,38
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,7,7
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,15,15
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,8,8
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,50,50
SAN LORENZO(PND),diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,11,11
SAN MATIAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
SAN PEDRO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,3,3
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,563,563
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,3,3
SENA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,77,77
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,4,4
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,27,27
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,32,32
TORO TORO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,89,89
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,19,19
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,16,16
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,3,3
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,29,29
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,23,23
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,10,10
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,16,16
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,26,26
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,49,49
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-05-01,2,2
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,3,3
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,26,26
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,5,5
AYATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
AZURDUY,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,2,2
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,15,15
BETANZOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
BOYUIBE,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,8,8
CABEZAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,15,15
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,40,40
CAPINOTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,20,20
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,6,6
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,5,5
CHAYANTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,2,2
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,7,7
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,19,19
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,88,88
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,3,3
COLOMI,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
COLPA BELGICA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,3,3
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,4,4
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,4,4
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,5,5
CUEVO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,5,5
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,80,80
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,12,12
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,2,2
EUCALIPTUS,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
GUANAY,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,5,5
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,4,4
INCAHUASI,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,6,6
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,81,81
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,10,10
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
MAIRANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,3,3
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,3,3
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,11,11
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,80,80
OCURI,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,49,49
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,11,11
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,3,3
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,2,2
PORTACHUELO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,2,2
PORVENIR,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,2,2
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,76,76
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,15,15
PUERTO SILES,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,6,6
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,6,6
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,12,12
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,18,18
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,11,11
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,45,45
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,21,21
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,20,20
SACACA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
SAIPINA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
SAN BENITO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,2,2
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,27,27
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,35,35
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,11,11
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,28,28
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,3,3
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,15,15
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,58,58
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,7,7
SAN MATIAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,13,13
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
SAN PEDRO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,11,11
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,6,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,596,596
SANTA ROSA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,3,3
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,77,77
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,51,51
TARVITA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,3,3
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,107,107
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,23,23
UNCIA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,33,33
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
URUBICHA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,4,4
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,21,21
VILLA RIVERO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,6,6
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,2,2
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,23,23
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,32,32
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,8,8
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,diarreas,2005-06-01,3,3
APOLO,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,31,31
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,1,1
AZURDUY,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,1,1
BAURES,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,22,22
BETANZOS,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,3,3
CAMARGO,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,7,7
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,18,18
CAPINOTA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,1,1
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,9,9
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,8,8
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,10,10
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,4,4
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,43,43
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,32,32
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,2,2
COLOMI,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,1,1
COLPA BELGICA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,5,5
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,6,6
CONCEPCION,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,8,8
COTAGAITA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,11,11
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,2,2
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,44,44
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2005-07-01,6,6
