municipality,group,variable,month,Otros,TOTAL
TARVITA,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-04-01,34,34
TOMINA,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,206,206
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,56,56
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,47,47
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,13,13
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,18,18
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,9,9
WARNES,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,3,3
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,33,33
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,22,22
YOTALA,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,1,1
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,otros,2005-04-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,5,5
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,23,23
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,6,6
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,12,12
BETANZOS,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,3,3
BOYUIBE,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,3,3
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,5,5
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,54,54
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,7,7
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2005-05-01,11,11
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,9,9
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,166,166
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,3,3
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,5,5
COROICO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,16,16
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,2,2
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,191,191
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
FILADELFIA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,74,74
GUTIERREZ,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,4,4
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,695,695
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,16,16
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,2,2
MAPIRI,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,12,12
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,106,106
ORURO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,52,52
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,8,8
PAILON,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,4,4
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,69,69
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,7,7
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,62,62
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,34,34
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,27,27
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,2,2
SACABA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,15,15
SACACA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,3,3
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,16,16
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,52,52
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,7,7
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,3,3
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,9,9
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
SAN PEDRO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,3,3
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,3,3
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,719,719
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,161,161
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,5,5
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,96,96
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-05-01,33,33
TORO TORO,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,268,268
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,22,22
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,52,52
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,8,8
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,13,13
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,16,16
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,20,20
WARNES,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,8,8
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,46,46
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,35,35
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,otros,2005-05-01,1,1
ACACIO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,4,4
ACHACACHI,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,4,4
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,7,7
APOLO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,4,4
ARQUE,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,18,18
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,6,6
AZURDUY,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,20,20
BETANZOS,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,47,47
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,5,5
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,6,6
CHAYANTA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2005-06-01,6,6
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,230,230
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,4,4
COROICO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,8,8
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,167,167
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,82,82
INCAHUASI,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
IXIAMAS,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,451,451
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,27,27
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,7,7
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,90,90
ORURO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,44,44
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,9,9
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,57,57
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
PUERTO SILES,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,31,31
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,4,4
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,15,15
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,58,58
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,24,24
REYES,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,14,14
ROBORE,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,3,3
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,4,4
SACABA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,25,25
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,13,13
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,30,30
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,51,51
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,3,3
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,5,5
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
SAN PEDRO,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1065,1065
SANTA ROSA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,2,2
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,4,4
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,165,165
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,89,89
TARVITA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,4,4
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-06-01,11,11
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,302,302
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,31,31
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,142,142
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,3,3
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,15,15
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,7,7
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,14,14
WARNES,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,8,8
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,31,31
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2005-06-01,15,15
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,17,17
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
AZURDUY,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,19,19
BETANZOS,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,3,3
BUENA VISTA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,3,3
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,6,6
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,47,47
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,9,9
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,5,5
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,11,11
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2005-07-01,11,11
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,18,18
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,205,205
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,3,3
COLPA BELGICA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,5,5
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,4,4
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,5,5
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,165,165
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,90,90
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,4,4
LA ASUNTA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,299,299
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,28,28
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,3,3
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,4,4
MOJOCOYA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,9,9
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,124,124
ORURO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,40,40
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,3,3
PAILON,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,69,69
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
PUERTO SILES,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,48,48
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,12,12
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,62,62
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,15,15
QUIRUSILLAS,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
REYES,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,9,9
ROBORE,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,3,3
SACABA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,30,30
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,8,8
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,7,7
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,38,38
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,6,6
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,otros,2005-07-01,7,7
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,4,4
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,3,3
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,6,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,647,647
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,4,4
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,167,167
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,120,120
TIPUANI,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,3,3
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2005-07-01,12,12
TOLEDO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,251,251
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,42,42
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,40,40
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,otros,2005-07-01,5,5
URUBICHA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,3,3
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,13,13
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,17,17
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,15,15
VINTO,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
WARNES,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,73,73
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,2,2
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,4,4
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,otros,2005-07-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,4,4
APOLO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,3,3
ARAMPAMPA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,11,11
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,otros,2005-08-01,5,5
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,13,13
BETANZOS,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,2,2
BUENA VISTA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,10,10
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,57,57
CAPINOTA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,22,22
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,4,4
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,5,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2005-08-01,3,3
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,3,3
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,302,302
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,7,7
COROICO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,12,12
COTAGAITA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,3,3
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,4,4
CULPINA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,181,181
EL TORNO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,5,5
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,2,2
GUANAY,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,79,79
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,2,2
ICLA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,6,6
LA ASUNTA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,3,3
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,509,509
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,15,15
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,3,3
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,118,118
ORURO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,158,158
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,10,10
PAILON,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,58,58
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,3,3
PUERTO SILES,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,38,38
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,5,5
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,9,9
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,65,65
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,26,26
QUIME,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,27,27
ROBORE,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,6,6
SACABA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,35,35
SACACA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,3,3
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,10,10
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,27,27
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,77,77
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,6,6
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,6,6
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,7,7
SAN LORENZO(TJA),diagnostico de egreso en menores de 5 anos,otros,2005-08-01,2,2
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,3,3
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2005-08-01,2,2
