,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,10,8,10,8,18
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,6,7,6,7,13
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,9,15,9,15,24
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,1,4,1,4,5
SAIPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,8,4,8,4,12
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,22,36,22,36,58
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,16,8,16,8,24
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,3,42,3,42,45
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,0,2,0,2
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,5,3,5,3,8
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,23,16,23,16,39
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,1,9,1,9,10
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,6,2,6,2,8
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,10,6,10,6,16
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,24,76,24,76,100
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,101,66,101,66,167
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,11,13,11,13,24
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,1,6,1,6,7
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,3,2,3,5
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,5,5,5,5,10
SAN RAFAEL,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,4,8,4,8,12
SANTA ANA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,8,2,8,10
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,271,369,271,369,640
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,14,15,14,15,29
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,4,1,4,1,5
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,18,30,18,30,48
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,2,2,2,4
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,10,3,10,3,13
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,4,4,4,4,8
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,1,6,1,6,7
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,3,0,3,0,3
SENA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,4,0,4,0,4
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,5,5,5,5,10
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,6,8,6,8,14
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,3,2,3,5
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,0,6,0,6,6
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,37,29,37,29,66
SUCRE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,212,249,212,249,461
TACACOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,1,2,1,2,3
TAHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,1,0,1,0,1
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,27,1,27,1,28
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,3,5,3,5,8
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,11,2,11,2,13
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,3,2,3,2,5
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,96,38,96,38,134
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,1,17,1,17,18
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,7,18,7,18,25
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,1,0,1,0,1
TIPUANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,7,5,7,5,12
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,2,2,2,4
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,5,6,5,6,11
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,5,5,5,5,10
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,0,6,0,6,6
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,35,40,35,40,75
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,5,13,5,13,18
TORO TORO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,0,5,0,5,5
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,376,44,376,44,420
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,24,16,24,16,40
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,10,2,10,12
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,6,2,6,8
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,9,18,9,18,27
UYUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,7,6,7,6,13
VACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,3,4,3,4,7
VALLEGRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,33,30,33,30,63
VIACHA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,159,2,159,161
VILLA CHARCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,2,2,2,4
VILLA MONTES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,80,40,80,40,120
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,1,2,1,3
VILLA RIVERO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,9,3,9,3,12
VILLA SERRANO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,1,7,1,7,8
VILLA TUNARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,10,2,10,12
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,37,3,37,3,40
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,56,33,56,33,89
VINTO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,0,2,0,2
VITICHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,3,0,3,0,3
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,1,2,1,2,3
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,4,8,4,8,12
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,8,13,8,13,21
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,84,73,84,73,157
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,3,1,3,1,4
YANACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,4,3,4,3,7
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,11,11,11,11,22
YOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,2,4,2,4,6
YOTALA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,5,1,5,1,6
ZUDAÑEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-03-01,1,2,1,2,3
ACHACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,54,21,54,21,75
ACHOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,3,1,3,4
AIQUILE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,21,10,21,10,31
ALCALA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,2,0,2,2
ALTO BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,0,1,0,1
ANCORAIMES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,9,4,9,4,13
ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,4,8,4,8,12
ANTEQUERA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,7,6,7,13
ARAMPAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,1,1,1,2
ARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,9,11,9,11,20
ARBIETO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,2,1,2,3
ARQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,1,1,1,2
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,10,0,10,10
ATOCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,50,25,50,25,75
AYATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,1,0,1,1
AYO AYO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,2,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,2,2,2,4
BATALLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,7,5,7,12
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,0,2,0,2
BERMEJO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,99,79,99,79,178
BETANZOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,32,46,32,46,78
BOLIVAR,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,1,1,1,2
BOYUIBE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,0,5,0,5
CABEZAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,0,2,0,2
CAIROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,9,5,9,14
"CAIZA ""D""",atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,1,6,1,7
CAJUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,1,3,1,4
CALACOTO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,14,13,14,13,27
CALAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,8,5,8,13
CAMARGO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,4,6,4,10
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,17,3,17,20
CAMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,11,5,11,5,16
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,12,5,12,5,17
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,4,3,4,3,7
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,2,5,2,7
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,15,4,15,4,19
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,16,14,16,14,30
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,2,0,2,2
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,12,1,12,1,13
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,7,2,7,9
CHACARILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,21,7,21,7,28
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,0,1,0,1
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,7,9,7,9,16
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,2,2,2,4
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,2,1,2,3
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,2,1,2,3
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,2,1,2,3
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,15,6,15,6,21
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,0,2,0,2
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,7,20,7,20,27
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,11,3,11,14
COCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,1,1,1,2
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,288,306,288,306,594
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,1,0,1,1
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,4,2,4,6
"COLCHA ""K""",atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,3,3,3,6
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,0,1,0,1
COLOMI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,0,1,0,1
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,2,1,2,3
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,4,11,4,11,15
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,4,3,4,3,7
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,7,13,7,13,20
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,4,5,4,9
COMBAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,13,3,13,3,16
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,25,0,25,0,25
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,10,3,10,3,13
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,3,0,3,3
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,1,1,1,2
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,10,3,10,13
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,2,0,2,2
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,5,6,5,11
COTOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,8,0,8,0,8
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,1,2,1,3
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,5,2,5,7
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,8,6,8,14
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,5,0,5,5
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,2,2,2,4
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,192,143,192,143,335
EL CHORO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,7,4,7,4,11
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,1,3,1,4
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,4,5,4,9
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,28,7,28,7,35
EL VILLAR,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,4,1,4,5
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,7,6,7,6,13
ESCOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,1,6,1,7
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,2,6,2,8
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,34,55,34,55,89
FILADELFIA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,0,3,0,3
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,7,7,7,7,14
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,4,5,4,9
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,1,1,1,2
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,15,12,15,12,27
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,14,17,14,17,31
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,2,3,2,5
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,4,5,4,9
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,13,5,13,18
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,6,3,6,9
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,1,1,1,2
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,5,2,5,7
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,11,3,11,14
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,8,3,8,11
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,2,0,2,2
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,1,2,1,3
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,4,2,4,2,6
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,6,5,6,11
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,30,17,30,17,47
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,1,0,1,1
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,37,85,37,85,122
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1072,1186,1072,1186,2258
LAGUNILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,0,1,0,1
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,3,6,3,9
LAS CARRERAS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,1,3,1,4
LICOMA PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,2,3,2,5
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,10,19,10,19,29
LLICA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,2,0,2,2
LURIBAY,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,0,2,0,2
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,7,15,7,15,22
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,3,6,3,9
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,8,1,8,1,9
MAPIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,2,3,2,5
MECAPACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,6,3,6,9
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,50,61,50,61,111
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,1,2,1,3
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,4,7,4,7,11
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,11,4,11,4,15
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,13,4,13,4,17
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,35,20,35,20,55
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,0,1,0,1
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,4,11,4,11,15
OMEREQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,1,3,1,4
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,298,261,298,261,559
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,7,11,7,11,18
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,0,1,0,1
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,4,1,4,1,5
PAMPA GRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,1,0,1,1
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,4,6,4,6,10
PASORAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,8,0,8,0,8
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,2,5,2,7
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,9,7,9,7,16
PELECHUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,2,3,2,5
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,5,6,5,11
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,153,0,153,0,153
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,49,1,49,50
PORCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,0,2,0,2
PORONGO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,3,5,3,8
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,6,6,6,12
POSTRER VALLE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,0,5,0,5
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,23,8,23,8,31
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,2,0,2,2
PUCARA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,3,2,3,5
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,18,2,18,2,20
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,2,1,2,3
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,18,7,18,7,25
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,7,5,7,5,12
PUERTO PEREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,0,1,0,1,1
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,0,2,0,2
PUERTO RICO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,71,48,71,48,119
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,5,5,5,10
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,10,5,10,5,15
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,13,6,13,6,19
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,22,24,22,24,46
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,2,1,2,3
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,4,5,4,9
RAVELO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,3,2,3,5
REYES,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,3,1,3,4
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,13,21,13,21,34
RURRENABAQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,15,1,15,16
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,5,8,5,8,13
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,92,282,92,282,374
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,10,1,10,1,11
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,3,2,3,2,5
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,2,3,2,3,5
SAN AGUSTIN,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,0,1,0,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,19,30,19,30,49
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,11,0,11,0,11
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,6,13,6,13,19
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,10,12,10,12,22
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,3,1,3,4
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2010-04-01,1,7,1,7,8
