,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,26,25,26,25,51
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,54,57,54,57,111
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,48,65,48,65,113
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,123,121,123,121,244
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,727,702,727,702,1429
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,2,14,2,14,16
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,21,14,21,14,35
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,20,22,20,22,42
SAN RAMON BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,209,184,209,184,393
SANTA ANA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,3,3,3,3,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,3386,2422,3386,2422,5808
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,217,266,217,266,483
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,43,60,43,60,103
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,11,19,11,19,30
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,62,65,62,65,127
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,10,12,10,12,22
SANTIVAÑES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,114,106,114,106,220
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,11,15,11,15,26
SAPAHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,20,23,20,23,43
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,129,132,129,132,261
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,98,105,98,105,203
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,15,14,15,14,29
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,230,213,230,213,443
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,123,119,123,119,242
SORACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,6,7,6,7,13
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,30,32,30,32,62
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,589,595,589,595,1184
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,5,4,5,4,9
TAHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,5,10,5,10,15
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,121,171,121,171,292
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,207,271,207,271,478
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,392,433,392,433,825
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,60,27,60,27,87
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,231,153,231,153,384
TIAWANACU,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,4,6,4,6,10
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,4,4,4,4,8
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,1553,1904,1553,1904,3457
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,334,318,334,318,652
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,102,79,102,79,181
TOLATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,440,458,440,458,898
TOLEDO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,65,79,65,79,144
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,60,52,60,52,112
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,9,24,9,24,33
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,1200,0,1200,0,1200
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,2,5,2,5,7
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,162,87,162,87,249
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,15,18,15,18,33
TURCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,30,33,30,33,63
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,3,5,3,5,8
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,16,31,16,31,47
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,22,24,22,24,46
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,295,36,295,36,331
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,2,0,2,0,2
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,24,14,24,14,38
VILLA RIVERO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,92,109,92,109,201
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,52,48,52,48,100
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,538,605,538,605,1143
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,127,101,127,101,228
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,848,806,848,806,1654
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,100,100,100,100,200
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,104,115,104,115,219
YACO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,36,29,36,29,65
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,89,108,89,108,197
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,403,423,403,423,826
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,100,68,100,68,168
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,20,28,20,28,48
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,35,52,35,52,87
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-03-01,10,0,10,0,10
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,218,241,218,241,459
ACHOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,50,34,50,34,84
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,1,1,1,1,2
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,401,399,401,399,800
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,4,6,4,6,10
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,96,84,96,84,180
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,11,25,11,25,36
ANTEQUERA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,36,46,36,46,82
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,147,194,147,194,341
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,240,260,240,260,500
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,1147,1059,1147,1059,2206
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,67,74,67,74,141
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,40,86,40,86,126
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,62,27,62,27,89
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,109,104,109,104,213
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,491,429,491,429,920
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,231,167,231,167,398
BAURES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,2,10,2,10,12
BELEN DE URMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,19,14,19,14,33
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,176,179,176,179,355
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,3,10,3,10,13
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,158,176,158,176,334
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,99,70,99,70,169
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,229,260,229,260,489
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,0,1,0,1,1
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,85,441,85,441,526
CAIROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,10,7,10,7,17
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,36,84,36,84,120
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,88,105,88,105,193
CALAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,129,195,129,195,324
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,93,98,93,98,191
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,66,72,66,72,138
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,723,1149,723,1149,1872
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,67,56,67,56,123
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,3,17,3,17,20
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,20,22,20,22,42
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,83,71,83,71,154
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,15,15,15,15,30
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,0,4,0,4,4
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,24,29,24,29,53
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,18,21,18,21,39
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,44,62,44,62,106
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,249,116,249,116,365
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,254,0,254,0,254
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,21,15,21,15,36
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,30,25,30,25,55
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,2095,3336,2095,3336,5431
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,85,96,85,96,181
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,235,245,235,245,480
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,7043,6862,7043,6862,13905
COLCAPIRHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,4432,5052,4432,5052,9484
COLLANA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,11,13,11,13,24
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,236,231,236,231,467
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,39,43,39,43,82
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,65,60,65,60,125
COLQUIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,20,15,20,15,35
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,27,23,27,23,50
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,283,246,283,246,529
COMBAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,16,10,16,10,26
COPACABANA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,6,2,6,2,8
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,60,60,60,60,120
CORO CORO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,2,7,2,7,9
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,8,9,8,9,17
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,33,58,33,58,91
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,32,14,32,14,46
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,22,36,22,36,58
CURVA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,7,4,7,4,11
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,378,446,378,446,824
EL CHORO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,6,44,6,44,50
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,396,394,396,394,790
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,6,10,6,10,16
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,504,569,504,569,1073
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,6,9,6,9,15
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,56,156,56,156,212
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,8,12,8,12,20
ESCOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,54,44,54,44,98
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,0,1,0,1,1
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,2,7,2,7,9
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,4,0,4,0,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,208,223,208,223,431
GUANAY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,8,16,8,16,24
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,0,28,0,28,28
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,160,141,160,141,301
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,26,12,26,12,38
HUARINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,4,4,4,4,8
HUMANATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,0,2,0,2,2
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,142,0,142,0,142
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,42,36,42,36,78
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,0,1,0,1,1
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,20,19,20,19,39
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,118,93,118,93,211
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,0,40,0,40,40
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,1020,1093,1020,1093,2113
LAGUNILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,6,5,6,5,11
LAJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,59,64,59,64,123
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,41,39,41,39,80
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,1060,822,1060,822,1882
LURIBAY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,13,1,13,1,14
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,8,8,8,8,16
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,60,75,60,75,135
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,115,136,115,136,251
MINEROS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,250,350,250,350,600
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,14,32,14,32,46
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,183,153,183,153,336
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,30,27,30,27,57
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,1500,1186,1500,1186,2686
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,905,1402,905,1402,2307
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,346,496,346,496,842
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,58,48,58,48,106
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,35,0,35,0,35
OKINAWA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,480,520,480,520,1000
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,48,12,48,12,60
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,157,238,157,238,395
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,104,125,104,125,229
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,314,411,314,411,725
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,53,45,53,45,98
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,40,60,40,60,100
PALOS BLANCOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,1,1,1,1,2
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,1,6,1,6,7
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,12,12,12,12,24
PATACAMAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,4,0,4,0,4
PAZÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,15,10,15,10,25
PELECHUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,48,57,48,57,105
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,60,44,60,44,104
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,100,153,100,153,253
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,1008,0,1008,0,1008
POOPO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,260,267,260,267,527
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,245,227,245,227,472
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,179,191,179,191,370
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,110,135,110,135,245
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,11,5,11,5,16
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,35,30,35,30,65
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,0,6,0,6,6
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,3,6,3,6,9
PUCARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,43,45,43,45,88
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,13,17,13,17,30
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,52,41,52,41,93
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,35,35,35,35,70
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,202,202,202,202,404
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,11,6,11,6,17
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,158,272,158,272,430
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,821,491,821,491,1312
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,20,15,20,15,35
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,62,84,62,84,146
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,954,937,954,937,1891
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,7102,6328,7102,6328,13430
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,79,54,79,54,133
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,11,34,11,34,45
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,3,1,3,1,4
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,16,0,16,0,16
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,26,19,26,19,45
SAN AGUSTIN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,12,16,12,16,28
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,820,142,820,142,962
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,1,0,1,0,1
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,68,79,68,79,147
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,202,164,202,164,366
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,0,1659,0,1659,1659
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,24,8,24,8,32
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,21,15,21,15,36
SAN JOAQUIN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,26,30,26,30,56
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,968,946,968,946,1914
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,12,7,12,7,19
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,46,34,46,34,80
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,18,19,18,19,37
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,247,291,247,291,538
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,6,3,6,3,9
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,5,2,5,2,7
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,0,2,0,2,2
SAN RAMON BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,98,90,98,90,188
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,52,61,52,61,113
SANTA ANA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,196,257,196,257,453
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,6586,7741,6586,7741,14327
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,193,171,193,171,364
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,138,111,138,111,249
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,42,40,42,40,82
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,2,4,2,4,6
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,16,30,16,30,46
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,16,14,16,14,30
SANTIVAÑES,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,21,18,21,18,39
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,11,11,11,11,22
SAPAHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,76,80,76,80,156
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,57,72,57,72,129
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,14,7,14,7,21
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,560,584,560,584,1144
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,301,336,301,336,637
SORACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,53,66,53,66,119
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,9,13,9,13,22
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,562,512,562,512,1074
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,0,2,0,2,2
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,253,247,253,247,500
TAHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,8,11,8,11,19
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,616,520,616,520,1136
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,249,289,249,289,538
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,181,164,181,164,345
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,430,541,430,541,971
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,111,35,111,35,146
TIAWANACU,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,4,8,4,8,12
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,167,136,167,136,303
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2010-04-01,83,73,83,73,156
