,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
CHOQUE COTA,atencion odontologica,otras acciones,2010-04-01,5,7,5,7,12
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2010-04-01,8,10,8,10,18
CHUMA,atencion odontologica,otras acciones,2010-04-01,13,16,13,16,29
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2010-04-01,26,23,26,23,49
CLIZA,atencion odontologica,otras acciones,2010-04-01,33,61,33,61,94
COBIJA,atencion odontologica,otras acciones,2010-04-01,67,59,67,59,126
COCAPATA,atencion odontologica,otras acciones,2010-04-01,4,9,4,9,13
COCHABAMBA,atencion odontologica,otras acciones,2010-04-01,1958,2319,1958,2319,4277
COIPASA,atencion odontologica,otras acciones,2010-04-01,0,1,0,1,1
COLCAPIRHUA,atencion odontologica,otras acciones,2010-04-01,80,107,80,107,187
"COLCHA ""K""",atencion odontologica,otras acciones,2010-04-01,11,17,11,17,28
COLOMI,atencion odontologica,otras acciones,2010-04-01,5,10,5,10,15
COLPA BELGICA,atencion odontologica,otras acciones,2010-04-01,0,9,0,9,9
COLQUENCHA,atencion odontologica,otras acciones,2010-04-01,0,1,0,1,1
COLQUIRI,atencion odontologica,otras acciones,2010-04-01,35,30,35,30,65
COMANCHE,atencion odontologica,otras acciones,2010-04-01,16,22,16,22,38
COMARAPA,atencion odontologica,otras acciones,2010-04-01,88,68,88,68,156
COMBAYA,atencion odontologica,otras acciones,2010-04-01,25,21,25,21,46
COPACABANA,atencion odontologica,otras acciones,2010-04-01,7,2,7,2,9
CORIPATA,atencion odontologica,otras acciones,2010-04-01,46,42,46,42,88
CORQUE,atencion odontologica,otras acciones,2010-04-01,23,18,23,18,41
COTAGAITA,atencion odontologica,otras acciones,2010-04-01,123,88,123,88,211
CUATRO CAÑADAS,atencion odontologica,otras acciones,2010-04-01,22,29,22,29,51
CUEVO,atencion odontologica,otras acciones,2010-04-01,1,2,1,2,3
CULPINA,atencion odontologica,otras acciones,2010-04-01,20,33,20,33,53
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2010-04-01,18,31,18,31,49
EL ALTO,atencion odontologica,otras acciones,2010-04-01,1964,1846,1964,1846,3810
EL CHORO,atencion odontologica,otras acciones,2010-04-01,23,18,23,18,41
EL PUENTE(STC),atencion odontologica,otras acciones,2010-04-01,14,14,14,14,28
EL PUENTE(TJA),atencion odontologica,otras acciones,2010-04-01,8,19,8,19,27
EL TORNO,atencion odontologica,otras acciones,2010-04-01,2,3,2,3,5
EL VILLAR,atencion odontologica,otras acciones,2010-04-01,1,2,1,2,3
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2010-04-01,34,40,34,40,74
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2010-04-01,7,9,7,9,16
ESCOMA,atencion odontologica,otras acciones,2010-04-01,6,7,6,7,13
EUCALIPTUS,atencion odontologica,otras acciones,2010-04-01,9,46,9,46,55
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2010-04-01,4,19,4,19,23
FILADELFIA,atencion odontologica,otras acciones,2010-04-01,8,9,8,9,17
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2010-04-01,6,10,6,10,16
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2010-04-01,81,53,81,53,134
GUANAY,atencion odontologica,otras acciones,2010-04-01,0,2,0,2,2
GUAQUI,atencion odontologica,otras acciones,2010-04-01,20,26,20,26,46
GUAYARAMERIN,atencion odontologica,otras acciones,2010-04-01,20,44,20,44,64
GUTIERREZ,atencion odontologica,otras acciones,2010-04-01,38,31,38,31,69
HUACARETA,atencion odontologica,otras acciones,2010-04-01,47,35,47,35,82
HUACHACALLA,atencion odontologica,otras acciones,2010-04-01,9,21,9,21,30
HUANUNI,atencion odontologica,otras acciones,2010-04-01,18,38,18,38,56
HUAYLLAMARCA,atencion odontologica,otras acciones,2010-04-01,9,22,9,22,31
INQUISIVI,atencion odontologica,otras acciones,2010-04-01,4,1,4,1,5
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2010-04-01,21,69,21,69,90
IXIAMAS,atencion odontologica,otras acciones,2010-04-01,14,12,14,12,26
JESUS DE MACHACA,atencion odontologica,otras acciones,2010-04-01,21,28,21,28,49
LA GUARDIA,atencion odontologica,otras acciones,2010-04-01,5,2,5,2,7
LA PAZ,atencion odontologica,otras acciones,2010-04-01,2072,2785,2072,2785,4857
LAGUNILLAS,atencion odontologica,otras acciones,2010-04-01,10,10,10,10,20
LAJA,atencion odontologica,otras acciones,2010-04-01,4,3,4,3,7
LAS CARRERAS,atencion odontologica,otras acciones,2010-04-01,6,2,6,2,8
LICOMA PAMPA,atencion odontologica,otras acciones,2010-04-01,1,1,1,1,2
LLALLAGUA,atencion odontologica,otras acciones,2010-04-01,45,163,45,163,208
LLICA,atencion odontologica,otras acciones,2010-04-01,32,61,32,61,93
LURIBAY,atencion odontologica,otras acciones,2010-04-01,6,5,6,5,11
MACHACAMARCA,atencion odontologica,otras acciones,2010-04-01,4,7,4,7,11
MACHARETI,atencion odontologica,otras acciones,2010-04-01,11,21,11,21,32
MAGDALENA,atencion odontologica,otras acciones,2010-04-01,4,0,4,0,4
MAIRANA,atencion odontologica,otras acciones,2010-04-01,16,59,16,59,75
MALLA,atencion odontologica,otras acciones,2010-04-01,1,0,1,0,1
MAPIRI,atencion odontologica,otras acciones,2010-04-01,1,0,1,0,1
MINEROS,atencion odontologica,otras acciones,2010-04-01,100,431,100,431,531
MIZQUE,atencion odontologica,otras acciones,2010-04-01,4,18,4,18,22
MOCOMOCO,atencion odontologica,otras acciones,2010-04-01,6,4,6,4,10
MOJOCOYA,atencion odontologica,otras acciones,2010-04-01,17,17,17,17,34
MONTEAGUDO,atencion odontologica,otras acciones,2010-04-01,21,76,21,76,97
MONTERO,atencion odontologica,otras acciones,2010-04-01,234,206,234,206,440
MOROCHATA,atencion odontologica,otras acciones,2010-04-01,10,14,10,14,24
OCURI,atencion odontologica,otras acciones,2010-04-01,6,0,6,0,6
OMEREQUE,atencion odontologica,otras acciones,2010-04-01,5,7,5,7,12
ORURO,atencion odontologica,otras acciones,2010-04-01,782,1042,782,1042,1824
PADCAYA,atencion odontologica,otras acciones,2010-04-01,4,15,4,15,19
PADILLA,atencion odontologica,otras acciones,2010-04-01,9,17,9,17,26
PAILON,atencion odontologica,otras acciones,2010-04-01,2,2,2,2,4
PALOS BLANCOS,atencion odontologica,otras acciones,2010-04-01,25,27,25,27,52
PAMPA AULLAGAS,atencion odontologica,otras acciones,2010-04-01,5,15,5,15,20
PAMPA GRANDE,atencion odontologica,otras acciones,2010-04-01,0,9,0,9,9
PASORAPA,atencion odontologica,otras acciones,2010-04-01,2,0,2,0,2
PAZÑA,atencion odontologica,otras acciones,2010-04-01,27,45,27,45,72
PELECHUCO,atencion odontologica,otras acciones,2010-04-01,9,10,9,10,19
POCONA,atencion odontologica,otras acciones,2010-04-01,40,40,40,40,80
POOPO,atencion odontologica,otras acciones,2010-04-01,28,15,28,15,43
PORCO,atencion odontologica,otras acciones,2010-04-01,34,57,34,57,91
PORONGO,atencion odontologica,otras acciones,2010-04-01,1,0,1,0,1
PORTACHUELO,atencion odontologica,otras acciones,2010-04-01,38,33,38,33,71
PORVENIR,atencion odontologica,otras acciones,2010-04-01,31,24,31,24,55
POSTRER VALLE,atencion odontologica,otras acciones,2010-04-01,6,8,6,8,14
POTOSI,atencion odontologica,otras acciones,2010-04-01,351,379,351,379,730
PUCARA,atencion odontologica,otras acciones,2010-04-01,6,8,6,8,14
PUCARANI,atencion odontologica,otras acciones,2010-04-01,13,12,13,12,25
PUERTO ACOSTA,atencion odontologica,otras acciones,2010-04-01,2,3,2,3,5
PUERTO CARABUCO,atencion odontologica,otras acciones,2010-04-01,8,1,8,1,9
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2010-04-01,8,18,8,18,26
PUERTO QUIJARRO,atencion odontologica,otras acciones,2010-04-01,28,89,28,89,117
PUERTO SUAREZ,atencion odontologica,otras acciones,2010-04-01,8,16,8,16,24
PUERTO VILLARROEL,atencion odontologica,otras acciones,2010-04-01,50,66,50,66,116
PUNA,atencion odontologica,otras acciones,2010-04-01,44,63,44,63,107
PUNATA,atencion odontologica,otras acciones,2010-04-01,50,62,50,62,112
QUILLACOLLO,atencion odontologica,otras acciones,2010-04-01,2,2,2,2,4
QUIRUSILLAS,atencion odontologica,otras acciones,2010-04-01,5,4,5,4,9
REYES,atencion odontologica,otras acciones,2010-04-01,60,83,60,83,143
RIBERALTA,atencion odontologica,otras acciones,2010-04-01,0,7,0,7,7
ROBORE,atencion odontologica,otras acciones,2010-04-01,33,16,33,16,49
RURRENABAQUE,atencion odontologica,otras acciones,2010-04-01,8,19,8,19,27
SABAYA,atencion odontologica,otras acciones,2010-04-01,35,57,35,57,92
SACABA,atencion odontologica,otras acciones,2010-04-01,174,441,174,441,615
SAIPINA,atencion odontologica,otras acciones,2010-04-01,28,29,28,29,57
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2010-04-01,14,36,14,36,50
SAMAIPATA,atencion odontologica,otras acciones,2010-04-01,2,11,2,11,13
SAN AGUSTIN,atencion odontologica,otras acciones,2010-04-01,10,4,10,4,14
SAN ANDRES,atencion odontologica,otras acciones,2010-04-01,4,3,4,3,7
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2010-04-01,20,33,20,33,53
SAN BENITO,atencion odontologica,otras acciones,2010-04-01,6,7,6,7,13
SAN BORJA,atencion odontologica,otras acciones,2010-04-01,9,15,9,15,24
SAN BUENA VENTURA,atencion odontologica,otras acciones,2010-04-01,13,20,13,20,33
SAN CARLOS,atencion odontologica,otras acciones,2010-04-01,11,10,11,10,21
SAN IGNACIO,atencion odontologica,otras acciones,2010-04-01,22,22,22,22,44
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2010-04-01,20,22,20,22,42
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2010-04-01,69,102,69,102,171
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2010-04-01,8,12,8,12,20
SAN LORENZO(PND),atencion odontologica,otras acciones,2010-04-01,1,1,1,1,2
SAN LORENZO(TJA),atencion odontologica,otras acciones,2010-04-01,38,40,38,40,78
SAN LUCAS,atencion odontologica,otras acciones,2010-04-01,9,6,9,6,15
SAN MATIAS,atencion odontologica,otras acciones,2010-04-01,4,1,4,1,5
SAN PEDRO,atencion odontologica,otras acciones,2010-04-01,10,2,10,2,12
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2010-04-01,6,14,6,14,20
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2010-04-01,7,5,7,5,12
SAN RAFAEL,atencion odontologica,otras acciones,2010-04-01,4,7,4,7,11
SAN RAMON SCZ,atencion odontologica,otras acciones,2010-04-01,0,63,0,63,63
SANTA ANA,atencion odontologica,otras acciones,2010-04-01,0,14,0,14,14
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2010-04-01,640,697,640,697,1337
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2010-04-01,11,21,11,21,32
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2010-04-01,12,17,12,17,29
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2010-04-01,2,6,2,6,8
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2010-04-01,2,4,2,4,6
SANTIVAÑES,atencion odontologica,otras acciones,2010-04-01,22,27,22,27,49
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2010-04-01,4,8,4,8,12
SAPAHAQUI,atencion odontologica,otras acciones,2010-04-01,28,15,28,15,43
SENA,atencion odontologica,otras acciones,2010-04-01,26,23,26,23,49
SHINAOTA,atencion odontologica,otras acciones,2010-04-01,1,1,1,1,2
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2010-04-01,6,11,6,11,17
SIPE SIPE,atencion odontologica,otras acciones,2010-04-01,0,3,0,3,3
SOPACHUY,atencion odontologica,otras acciones,2010-04-01,24,39,24,39,63
SORACACHI,atencion odontologica,otras acciones,2010-04-01,50,52,50,52,102
SORATA,atencion odontologica,otras acciones,2010-04-01,1,0,1,0,1
SUCRE,atencion odontologica,otras acciones,2010-04-01,728,788,728,788,1516
TACACOMA,atencion odontologica,otras acciones,2010-04-01,11,20,11,20,31
TAHUA,atencion odontologica,otras acciones,2010-04-01,3,5,3,5,8
TAPACARI,atencion odontologica,otras acciones,2010-04-01,69,19,69,19,88
TARABUCO,atencion odontologica,otras acciones,2010-04-01,4,8,4,8,12
TARACO,atencion odontologica,otras acciones,2010-04-01,2,2,2,2,4
TARIJA,atencion odontologica,otras acciones,2010-04-01,560,869,560,869,1429
TARVITA,atencion odontologica,otras acciones,2010-04-01,28,38,28,38,66
TEOPONTE,atencion odontologica,otras acciones,2010-04-01,0,6,0,6,6
TIAWANACU,atencion odontologica,otras acciones,2010-04-01,10,11,10,11,21
TINGUIPAYA,atencion odontologica,otras acciones,2010-04-01,9,5,9,5,14
TIQUIPAYA,atencion odontologica,otras acciones,2010-04-01,67,120,67,120,187
TIRAQUE (CBBA),atencion odontologica,otras acciones,2010-04-01,59,58,59,58,117
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2010-04-01,7,14,7,14,21
TOCO,atencion odontologica,otras acciones,2010-04-01,16,24,16,24,40
TOLATA,atencion odontologica,otras acciones,2010-04-01,73,113,73,113,186
TOLEDO,atencion odontologica,otras acciones,2010-04-01,1,3,1,3,4
TOMAVE,atencion odontologica,otras acciones,2010-04-01,15,26,15,26,41
TOMINA,atencion odontologica,otras acciones,2010-04-01,431,522,431,522,953
TORO TORO,atencion odontologica,otras acciones,2010-04-01,17,19,17,19,36
TOTORA(CBBA),atencion odontologica,otras acciones,2010-04-01,0,40,0,40,40
TRINIDAD,atencion odontologica,otras acciones,2010-04-01,48,68,48,68,116
TUPIZA,atencion odontologica,otras acciones,2010-04-01,54,67,54,67,121
TURCO,atencion odontologica,otras acciones,2010-04-01,13,35,13,35,48
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2010-04-01,82,260,82,260,342
URUBICHA,atencion odontologica,otras acciones,2010-04-01,1,1,1,1,2
VACAS,atencion odontologica,otras acciones,2010-04-01,6,13,6,13,19
VALLEGRANDE,atencion odontologica,otras acciones,2010-04-01,33,46,33,46,79
VIACHA,atencion odontologica,otras acciones,2010-04-01,19,18,19,18,37
VILA VILA,atencion odontologica,otras acciones,2010-04-01,1,3,1,3,4
VILLA CHARCAS,atencion odontologica,otras acciones,2010-04-01,1,4,1,4,5
VILLA MONTES,atencion odontologica,otras acciones,2010-04-01,9,20,9,20,29
VILLA RIVERO,atencion odontologica,otras acciones,2010-04-01,22,13,22,13,35
VILLA SERRANO,atencion odontologica,otras acciones,2010-04-01,9,13,9,13,22
VILLA TUNARI,atencion odontologica,otras acciones,2010-04-01,18,52,18,52,70
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2010-04-01,12,13,12,13,25
VILLAZON,atencion odontologica,otras acciones,2010-04-01,266,217,266,217,483
VINTO,atencion odontologica,otras acciones,2010-04-01,500,600,500,600,1100
WALDO BALLIVIAN,atencion odontologica,otras acciones,2010-04-01,4,2,4,2,6
WARNES,atencion odontologica,otras acciones,2010-04-01,40,39,40,39,79
YACO,atencion odontologica,otras acciones,2010-04-01,1,0,1,0,1
YACUIBA,atencion odontologica,otras acciones,2010-04-01,72,157,72,157,229
YAMPARAEZ,atencion odontologica,otras acciones,2010-04-01,9,24,9,24,33
YANACACHI,atencion odontologica,otras acciones,2010-04-01,19,29,19,29,48
YOCALLA,atencion odontologica,otras acciones,2010-04-01,11,19,11,19,30
YOTALA,atencion odontologica,otras acciones,2010-04-01,35,47,35,47,82
ZUDAÑEZ,atencion odontologica,otras acciones,2010-04-01,10,26,10,26,36
ACACIO,atencion odontologica,otras acciones,2010-05-01,4,4,4,4,8
ACHACACHI,atencion odontologica,otras acciones,2010-05-01,27,24,27,24,51
ACHOCALLA,atencion odontologica,otras acciones,2010-05-01,46,40,46,40,86
ALCALA,atencion odontologica,otras acciones,2010-05-01,7,27,7,27,34
ANCORAIMES,atencion odontologica,otras acciones,2010-05-01,12,12,12,12,24
ANDAMARCA,atencion odontologica,otras acciones,2010-05-01,19,24,19,24,43
ANTEQUERA,atencion odontologica,otras acciones,2010-05-01,15,20,15,20,35
APOLO,atencion odontologica,otras acciones,2010-05-01,0,51,0,51,51
ARAMPAMPA,atencion odontologica,otras acciones,2010-05-01,1,9,1,9,10
ATOCHA,atencion odontologica,otras acciones,2010-05-01,216,282,216,282,498
AYATA,atencion odontologica,otras acciones,2010-05-01,4,3,4,3,7
AYO AYO,atencion odontologica,otras acciones,2010-05-01,7,8,7,8,15
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2010-05-01,24,67,24,67,91
AZURDUY,atencion odontologica,otras acciones,2010-05-01,2,3,2,3,5
BATALLAS,atencion odontologica,otras acciones,2010-05-01,1,0,1,0,1
BAURES,atencion odontologica,otras acciones,2010-05-01,3,3,3,3,6
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2010-05-01,1,3,1,3,4
BELEN DE URMIRI,atencion odontologica,otras acciones,2010-05-01,2,1,2,1,3
BERMEJO,atencion odontologica,otras acciones,2010-05-01,75,82,75,82,157
BETANZOS,atencion odontologica,otras acciones,2010-05-01,10,15,10,15,25
BOLIVAR,atencion odontologica,otras acciones,2010-05-01,2,1,2,1,3
BOLPEBRA,atencion odontologica,otras acciones,2010-05-01,3,14,3,14,17
BUENA VISTA,atencion odontologica,otras acciones,2010-05-01,7,5,7,5,12
CABEZAS,atencion odontologica,otras acciones,2010-05-01,4,2,4,2,6
CAIROMA,atencion odontologica,otras acciones,2010-05-01,39,30,39,30,69
"CAIZA ""D""",atencion odontologica,otras acciones,2010-05-01,28,38,28,38,66
CALACOTO,atencion odontologica,otras acciones,2010-05-01,5,4,5,4,9
CALAMARCA,atencion odontologica,otras acciones,2010-05-01,27,24,27,24,51
CAMARGO,atencion odontologica,otras acciones,2010-05-01,68,128,68,128,196
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2010-05-01,18,40,18,40,58
CAMIRI,atencion odontologica,otras acciones,2010-05-01,116,130,116,130,246
CAPINOTA,atencion odontologica,otras acciones,2010-05-01,67,69,67,69,136
CAQUIAVIRI,atencion odontologica,otras acciones,2010-05-01,2,2,2,2,4
CARACOLLO,atencion odontologica,otras acciones,2010-05-01,68,56,68,56,124
CARANAVI,atencion odontologica,otras acciones,2010-05-01,116,121,116,121,237
CARAPARI,atencion odontologica,otras acciones,2010-05-01,10,5,10,5,15
CARIPUYO,atencion odontologica,otras acciones,2010-05-01,80,39,80,39,119
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2010-05-01,14,18,14,18,32
CATACORA,atencion odontologica,otras acciones,2010-05-01,7,8,7,8,15
CHALLAPATA,atencion odontologica,otras acciones,2010-05-01,58,117,58,117,175
CHAQUI,atencion odontologica,otras acciones,2010-05-01,10,0,10,0,10
CHARAGUA,atencion odontologica,otras acciones,2010-05-01,1,9,1,9,10
CHAYANTA,atencion odontologica,otras acciones,2010-05-01,49,61,49,61,110
CHIMORE,atencion odontologica,otras acciones,2010-05-01,24,71,24,71,95
CHIPAYA,atencion odontologica,otras acciones,2010-05-01,2,11,2,11,13
CHOQUE COTA,atencion odontologica,otras acciones,2010-05-01,1,4,1,4,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2010-05-01,9,16,9,16,25
CHUMA,atencion odontologica,otras acciones,2010-05-01,9,18,9,18,27
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2010-05-01,8,15,8,15,23
CKOCHAS,atencion odontologica,otras acciones,2010-05-01,3,15,3,15,18
CLIZA,atencion odontologica,otras acciones,2010-05-01,17,29,17,29,46
COBIJA,atencion odontologica,otras acciones,2010-05-01,50,66,50,66,116
COCAPATA,atencion odontologica,otras acciones,2010-05-01,5,12,5,12,17
COCHABAMBA,atencion odontologica,otras acciones,2010-05-01,2047,2632,2047,2632,4679
COIPASA,atencion odontologica,otras acciones,2010-05-01,0,4,0,4,4
COLCAPIRHUA,atencion odontologica,otras acciones,2010-05-01,56,81,56,81,137
"COLCHA ""K""",atencion odontologica,otras acciones,2010-05-01,8,7,8,7,15
COLOMI,atencion odontologica,otras acciones,2010-05-01,3,19,3,19,22
COLQUECHACA,atencion odontologica,otras acciones,2010-05-01,17,17,17,17,34
COLQUIRI,atencion odontologica,otras acciones,2010-05-01,70,51,70,51,121
COMANCHE,atencion odontologica,otras acciones,2010-05-01,32,47,32,47,79
COMARAPA,atencion odontologica,otras acciones,2010-05-01,46,112,46,112,158
CONCEPCION,atencion odontologica,otras acciones,2010-05-01,1,2,1,2,3
COPACABANA,atencion odontologica,otras acciones,2010-05-01,6,13,6,13,19
CORIPATA,atencion odontologica,otras acciones,2010-05-01,49,78,49,78,127
COROICO,atencion odontologica,otras acciones,2010-05-01,16,34,16,34,50
CORQUE,atencion odontologica,otras acciones,2010-05-01,15,28,15,28,43
COTAGAITA,atencion odontologica,otras acciones,2010-05-01,108,132,108,132,240
CUATRO CAÑADAS,atencion odontologica,otras acciones,2010-05-01,24,55,24,55,79
CULPINA,atencion odontologica,otras acciones,2010-05-01,30,26,30,26,56
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2010-05-01,30,23,30,23,53
CURVA,atencion odontologica,otras acciones,2010-05-01,4,1,4,1,5
EL ALTO,atencion odontologica,otras acciones,2010-05-01,1096,1574,1096,1574,2670
EL CHORO,atencion odontologica,otras acciones,2010-05-01,3,20,3,20,23
EL PUENTE(STC),atencion odontologica,otras acciones,2010-05-01,18,49,18,49,67
EL PUENTE(TJA),atencion odontologica,otras acciones,2010-05-01,14,15,14,15,29
EL TORNO,atencion odontologica,otras acciones,2010-05-01,5,5,5,5,10
EL VILLAR,atencion odontologica,otras acciones,2010-05-01,1,0,1,0,1
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2010-05-01,14,44,14,44,58
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2010-05-01,9,7,9,7,16
ESCOMA,atencion odontologica,otras acciones,2010-05-01,14,12,14,12,26
EUCALIPTUS,atencion odontologica,otras acciones,2010-05-01,10,14,10,14,24
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2010-05-01,0,4,0,4,4
FILADELFIA,atencion odontologica,otras acciones,2010-05-01,7,10,7,10,17
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2010-05-01,5,7,5,7,12
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2010-05-01,23,20,23,20,43
GUAQUI,atencion odontologica,otras acciones,2010-05-01,25,42,25,42,67
GUAYARAMERIN,atencion odontologica,otras acciones,2010-05-01,28,59,28,59,87
GUTIERREZ,atencion odontologica,otras acciones,2010-05-01,246,109,246,109,355
HUACARETA,atencion odontologica,otras acciones,2010-05-01,22,47,22,47,69
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2010-05-01,0,4,0,4,4
HUACHACALLA,atencion odontologica,otras acciones,2010-05-01,9,15,9,15,24
HUANUNI,atencion odontologica,otras acciones,2010-05-01,9,25,9,25,34
HUARACAJE,atencion odontologica,otras acciones,2010-05-01,2,2,2,2,4
HUAYLLAMARCA,atencion odontologica,otras acciones,2010-05-01,13,29,13,29,42
ICLA,atencion odontologica,otras acciones,2010-05-01,6,8,6,8,14
INQUISIVI,atencion odontologica,otras acciones,2010-05-01,1,4,1,4,5
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2010-05-01,40,77,40,77,117
IXIAMAS,atencion odontologica,otras acciones,2010-05-01,11,39,11,39,50
JESUS DE MACHACA,atencion odontologica,otras acciones,2010-05-01,13,46,13,46,59
LA GUARDIA,atencion odontologica,otras acciones,2010-05-01,1,1,1,1,2
LA PAZ,atencion odontologica,otras acciones,2010-05-01,3546,3357,3546,3357,6903
LAJA,atencion odontologica,otras acciones,2010-05-01,1,3,1,3,4
LAS CARRERAS,atencion odontologica,otras acciones,2010-05-01,4,3,4,3,7
LICOMA PAMPA,atencion odontologica,otras acciones,2010-05-01,3,4,3,4,7
LLALLAGUA,atencion odontologica,otras acciones,2010-05-01,78,124,78,124,202
LLICA,atencion odontologica,otras acciones,2010-05-01,29,56,29,56,85
LURIBAY,atencion odontologica,otras acciones,2010-05-01,6,12,6,12,18
MACHACAMARCA,atencion odontologica,otras acciones,2010-05-01,8,7,8,7,15
MACHARETI,atencion odontologica,otras acciones,2010-05-01,4,23,4,23,27
MAGDALENA,atencion odontologica,otras acciones,2010-05-01,2,5,2,5,7
MAIRANA,atencion odontologica,otras acciones,2010-05-01,52,32,52,32,84
MALLA,atencion odontologica,otras acciones,2010-05-01,2,8,2,8,10
MAPIRI,atencion odontologica,otras acciones,2010-05-01,0,6,0,6,6
MECAPACA,atencion odontologica,otras acciones,2010-05-01,11,21,11,21,32
MINEROS,atencion odontologica,otras acciones,2010-05-01,260,0,260,0,260
MOCOMOCO,atencion odontologica,otras acciones,2010-05-01,3,3,3,3,6
MOJOCOYA,atencion odontologica,otras acciones,2010-05-01,24,10,24,10,34
MONTEAGUDO,atencion odontologica,otras acciones,2010-05-01,28,76,28,76,104
MONTERO,atencion odontologica,otras acciones,2010-05-01,52,130,52,130,182
MOROCHATA,atencion odontologica,otras acciones,2010-05-01,4,6,4,6,10
OMEREQUE,atencion odontologica,otras acciones,2010-05-01,3,4,3,4,7
ORURO,atencion odontologica,otras acciones,2010-05-01,798,1198,798,1198,1996
PADCAYA,atencion odontologica,otras acciones,2010-05-01,18,31,18,31,49
PADILLA,atencion odontologica,otras acciones,2010-05-01,7,28,7,28,35
PAILON,atencion odontologica,otras acciones,2010-05-01,1,2,1,2,3
PALOS BLANCOS,atencion odontologica,otras acciones,2010-05-01,6,9,6,9,15
PAMPA AULLAGAS,atencion odontologica,otras acciones,2010-05-01,5,23,5,23,28
PAMPA GRANDE,atencion odontologica,otras acciones,2010-05-01,3,7,3,7,10
PATACAMAYA,atencion odontologica,otras acciones,2010-05-01,16,16,16,16,32
PAZÑA,atencion odontologica,otras acciones,2010-05-01,8,14,8,14,22
PELECHUCO,atencion odontologica,otras acciones,2010-05-01,14,1,14,1,15
POCOATA,atencion odontologica,otras acciones,2010-05-01,29,40,29,40,69
POCONA,atencion odontologica,otras acciones,2010-05-01,5,6,5,6,11
POJO (CBBA),atencion odontologica,otras acciones,2010-05-01,18,16,18,16,34
POOPO,atencion odontologica,otras acciones,2010-05-01,30,32,30,32,62
PORCO,atencion odontologica,otras acciones,2010-05-01,19,50,19,50,69
POROMA,atencion odontologica,otras acciones,2010-05-01,1,3,1,3,4
PORTACHUELO,atencion odontologica,otras acciones,2010-05-01,40,32,40,32,72
PORVENIR,atencion odontologica,otras acciones,2010-05-01,81,73,81,73,154
POSTRER VALLE,atencion odontologica,otras acciones,2010-05-01,9,3,9,3,12
POTOSI,atencion odontologica,otras acciones,2010-05-01,216,359,216,359,575
PRESTO,atencion odontologica,otras acciones,2010-05-01,0,2,0,2,2
PUCARA,atencion odontologica,otras acciones,2010-05-01,3,9,3,9,12
PUCARANI,atencion odontologica,otras acciones,2010-05-01,10,14,10,14,24
PUERTO ACOSTA,atencion odontologica,otras acciones,2010-05-01,0,5,0,5,5
PUERTO CARABUCO,atencion odontologica,otras acciones,2010-05-01,6,2,6,2,8
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2010-05-01,17,17,17,17,34
