,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
BOLPEBRA,atencion odontologica,cirugia bucal menor,2010-04-01,24,20,24,20,44
BOYUIBE,atencion odontologica,cirugia bucal menor,2010-04-01,7,15,7,15,22
BUENA VISTA,atencion odontologica,cirugia bucal menor,2010-04-01,11,21,11,21,32
CABEZAS,atencion odontologica,cirugia bucal menor,2010-04-01,20,35,20,35,55
CAIROMA,atencion odontologica,cirugia bucal menor,2010-04-01,40,71,40,71,111
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2010-04-01,18,11,18,11,29
CAJUATA,atencion odontologica,cirugia bucal menor,2010-04-01,19,25,19,25,44
CALACOTO,atencion odontologica,cirugia bucal menor,2010-04-01,27,56,27,56,83
CALAMARCA,atencion odontologica,cirugia bucal menor,2010-04-01,31,29,31,29,60
CAMARGO,atencion odontologica,cirugia bucal menor,2010-04-01,33,66,33,66,99
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2010-04-01,12,52,12,52,64
CAMIRI,atencion odontologica,cirugia bucal menor,2010-04-01,76,123,76,123,199
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2010-04-01,11,28,11,28,39
CARACOLLO,atencion odontologica,cirugia bucal menor,2010-04-01,19,56,19,56,75
CARANAVI,atencion odontologica,cirugia bucal menor,2010-04-01,16,19,16,19,35
CARAPARI,atencion odontologica,cirugia bucal menor,2010-04-01,78,117,78,117,195
CARIPUYO,atencion odontologica,cirugia bucal menor,2010-04-01,6,20,6,20,26
CATACORA,atencion odontologica,cirugia bucal menor,2010-04-01,15,31,15,31,46
CHACARILLA,atencion odontologica,cirugia bucal menor,2010-04-01,2,4,2,4,6
CHALLAPATA,atencion odontologica,cirugia bucal menor,2010-04-01,144,156,144,156,300
CHAQUI,atencion odontologica,cirugia bucal menor,2010-04-01,2,1,2,1,3
CHARAGUA,atencion odontologica,cirugia bucal menor,2010-04-01,52,100,52,100,152
CHIMORE,atencion odontologica,cirugia bucal menor,2010-04-01,16,53,16,53,69
CHIPAYA,atencion odontologica,cirugia bucal menor,2010-04-01,0,2,0,2,2
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2010-04-01,4,9,4,9,13
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2010-04-01,21,23,21,23,44
CHUMA,atencion odontologica,cirugia bucal menor,2010-04-01,73,84,73,84,157
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2010-04-01,6,17,6,17,23
CKOCHAS,atencion odontologica,cirugia bucal menor,2010-04-01,7,0,7,0,7
CLIZA,atencion odontologica,cirugia bucal menor,2010-04-01,13,30,13,30,43
COBIJA,atencion odontologica,cirugia bucal menor,2010-04-01,51,86,51,86,137
COCAPATA,atencion odontologica,cirugia bucal menor,2010-04-01,8,14,8,14,22
COCHABAMBA,atencion odontologica,cirugia bucal menor,2010-04-01,206,325,206,325,531
COIPASA,atencion odontologica,cirugia bucal menor,2010-04-01,0,4,0,4,4
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2010-04-01,16,45,16,45,61
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2010-04-01,20,22,20,22,42
COLLANA,atencion odontologica,cirugia bucal menor,2010-04-01,2,2,2,2,4
COLOMI,atencion odontologica,cirugia bucal menor,2010-04-01,15,44,15,44,59
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2010-04-01,5,11,5,11,16
COLQUECHACA,atencion odontologica,cirugia bucal menor,2010-04-01,20,27,20,27,47
COLQUENCHA,atencion odontologica,cirugia bucal menor,2010-04-01,4,11,4,11,15
COLQUIRI,atencion odontologica,cirugia bucal menor,2010-04-01,30,36,30,36,66
COMANCHE,atencion odontologica,cirugia bucal menor,2010-04-01,48,57,48,57,105
COMARAPA,atencion odontologica,cirugia bucal menor,2010-04-01,24,32,24,32,56
COMBAYA,atencion odontologica,cirugia bucal menor,2010-04-01,32,27,32,27,59
COPACABANA,atencion odontologica,cirugia bucal menor,2010-04-01,59,76,59,76,135
CORIPATA,atencion odontologica,cirugia bucal menor,2010-04-01,29,46,29,46,75
CORO CORO,atencion odontologica,cirugia bucal menor,2010-04-01,10,20,10,20,30
COROICO,atencion odontologica,cirugia bucal menor,2010-04-01,50,74,50,74,124
CORQUE,atencion odontologica,cirugia bucal menor,2010-04-01,27,14,27,14,41
COTAGAITA,atencion odontologica,cirugia bucal menor,2010-04-01,119,42,119,42,161
COTOCA,atencion odontologica,cirugia bucal menor,2010-04-01,71,44,71,44,115
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2010-04-01,17,37,17,37,54
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2010-04-01,2,5,2,5,7
CUEVO,atencion odontologica,cirugia bucal menor,2010-04-01,2,18,2,18,20
CULPINA,atencion odontologica,cirugia bucal menor,2010-04-01,12,18,12,18,30
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2010-04-01,12,44,12,44,56
CURVA,atencion odontologica,cirugia bucal menor,2010-04-01,2,3,2,3,5
DESAGUADERO,atencion odontologica,cirugia bucal menor,2010-04-01,23,24,23,24,47
EL ALTO,atencion odontologica,cirugia bucal menor,2010-04-01,962,1425,962,1425,2387
EL CHORO,atencion odontologica,cirugia bucal menor,2010-04-01,4,6,4,6,10
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2010-04-01,13,31,13,31,44
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2010-04-01,42,69,42,69,111
EL TORNO,atencion odontologica,cirugia bucal menor,2010-04-01,15,33,15,33,48
EL VILLAR,atencion odontologica,cirugia bucal menor,2010-04-01,14,13,14,13,27
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2010-04-01,40,85,40,85,125
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2010-04-01,2,6,2,6,8
ESCOMA,atencion odontologica,cirugia bucal menor,2010-04-01,48,48,48,48,96
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2010-04-01,32,11,32,11,43
EXALTACION,atencion odontologica,cirugia bucal menor,2010-04-01,20,29,20,29,49
FILADELFIA,atencion odontologica,cirugia bucal menor,2010-04-01,9,3,9,3,12
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2010-04-01,7,25,7,25,32
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2010-04-01,27,41,27,41,68
GUAQUI,atencion odontologica,cirugia bucal menor,2010-04-01,30,33,30,33,63
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2010-04-01,6,35,6,35,41
GUTIERREZ,atencion odontologica,cirugia bucal menor,2010-04-01,37,73,37,73,110
HUACARETA,atencion odontologica,cirugia bucal menor,2010-04-01,18,26,18,26,44
HUACHACALLA,atencion odontologica,cirugia bucal menor,2010-04-01,9,25,9,25,34
HUANUNI,atencion odontologica,cirugia bucal menor,2010-04-01,22,35,22,35,57
HUARACAJE,atencion odontologica,cirugia bucal menor,2010-04-01,4,7,4,7,11
HUARINA,atencion odontologica,cirugia bucal menor,2010-04-01,1,15,1,15,16
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2010-04-01,6,23,6,23,29
HUMANATA,atencion odontologica,cirugia bucal menor,2010-04-01,13,33,13,33,46
ICLA,atencion odontologica,cirugia bucal menor,2010-04-01,15,0,15,0,15
INCAHUASI,atencion odontologica,cirugia bucal menor,2010-04-01,8,5,8,5,13
INQUISIVI,atencion odontologica,cirugia bucal menor,2010-04-01,17,38,17,38,55
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2010-04-01,27,25,27,25,52
IXIAMAS,atencion odontologica,cirugia bucal menor,2010-04-01,25,32,25,32,57
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2010-04-01,39,46,39,46,85
LA ASUNTA,atencion odontologica,cirugia bucal menor,2010-04-01,14,46,14,46,60
LA GUARDIA,atencion odontologica,cirugia bucal menor,2010-04-01,21,50,21,50,71
LA PAZ,atencion odontologica,cirugia bucal menor,2010-04-01,818,823,818,823,1641
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2010-04-01,3,7,3,7,10
LAJA,atencion odontologica,cirugia bucal menor,2010-04-01,20,71,20,71,91
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2010-04-01,13,14,13,14,27
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2010-04-01,20,18,20,18,38
LLALLAGUA,atencion odontologica,cirugia bucal menor,2010-04-01,28,76,28,76,104
LLICA,atencion odontologica,cirugia bucal menor,2010-04-01,12,15,12,15,27
LURIBAY,atencion odontologica,cirugia bucal menor,2010-04-01,18,13,18,13,31
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2010-04-01,26,24,26,24,50
MACHARETI,atencion odontologica,cirugia bucal menor,2010-04-01,3,11,3,11,14
MAGDALENA,atencion odontologica,cirugia bucal menor,2010-04-01,14,23,14,23,37
MAIRANA,atencion odontologica,cirugia bucal menor,2010-04-01,5,11,5,11,16
MALLA,atencion odontologica,cirugia bucal menor,2010-04-01,2,0,2,0,2
MAPIRI,atencion odontologica,cirugia bucal menor,2010-04-01,14,21,14,21,35
MECAPACA,atencion odontologica,cirugia bucal menor,2010-04-01,10,36,10,36,46
MIZQUE,atencion odontologica,cirugia bucal menor,2010-04-01,17,16,17,16,33
MOCOMOCO,atencion odontologica,cirugia bucal menor,2010-04-01,35,53,35,53,88
MOJOCOYA,atencion odontologica,cirugia bucal menor,2010-04-01,7,14,7,14,21
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2010-04-01,19,42,19,42,61
MONTERO,atencion odontologica,cirugia bucal menor,2010-04-01,3,9,3,9,12
MORO MORO,atencion odontologica,cirugia bucal menor,2010-04-01,0,1,0,1,1
MOROCHATA,atencion odontologica,cirugia bucal menor,2010-04-01,16,18,16,18,34
OCURI,atencion odontologica,cirugia bucal menor,2010-04-01,21,0,21,0,21
OKINAWA,atencion odontologica,cirugia bucal menor,2010-04-01,8,19,8,19,27
OMEREQUE,atencion odontologica,cirugia bucal menor,2010-04-01,14,7,14,7,21
ORURO,atencion odontologica,cirugia bucal menor,2010-04-01,349,437,349,437,786
PADCAYA,atencion odontologica,cirugia bucal menor,2010-04-01,24,47,24,47,71
PADILLA,atencion odontologica,cirugia bucal menor,2010-04-01,13,38,13,38,51
PAILON,atencion odontologica,cirugia bucal menor,2010-04-01,13,14,13,14,27
PALCA,atencion odontologica,cirugia bucal menor,2010-04-01,10,19,10,19,29
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2010-04-01,43,41,43,41,84
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2010-04-01,4,16,4,16,20
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2010-04-01,4,7,4,7,11
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2010-04-01,7,21,7,21,28
PASORAPA,atencion odontologica,cirugia bucal menor,2010-04-01,9,4,9,4,13
PATACAMAYA,atencion odontologica,cirugia bucal menor,2010-04-01,10,15,10,15,25
PAZÑA,atencion odontologica,cirugia bucal menor,2010-04-01,16,31,16,31,47
PELECHUCO,atencion odontologica,cirugia bucal menor,2010-04-01,11,21,11,21,32
POCOATA,atencion odontologica,cirugia bucal menor,2010-04-01,7,16,7,16,23
POCONA,atencion odontologica,cirugia bucal menor,2010-04-01,29,30,29,30,59
POJO (CBBA),atencion odontologica,cirugia bucal menor,2010-04-01,105,0,105,0,105
POOPO,atencion odontologica,cirugia bucal menor,2010-04-01,18,22,18,22,40
PORCO,atencion odontologica,cirugia bucal menor,2010-04-01,5,13,5,13,18
PORONGO,atencion odontologica,cirugia bucal menor,2010-04-01,11,12,11,12,23
PORTACHUELO,atencion odontologica,cirugia bucal menor,2010-04-01,13,27,13,27,40
PORVENIR,atencion odontologica,cirugia bucal menor,2010-04-01,11,21,11,21,32
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2010-04-01,7,8,7,8,15
POTOSI,atencion odontologica,cirugia bucal menor,2010-04-01,101,175,101,175,276
PRESTO,atencion odontologica,cirugia bucal menor,2010-04-01,3,7,3,7,10
PUCARA,atencion odontologica,cirugia bucal menor,2010-04-01,1,6,1,6,7
PUCARANI,atencion odontologica,cirugia bucal menor,2010-04-01,69,107,69,107,176
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2010-04-01,10,28,10,28,38
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2010-04-01,28,17,28,17,45
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2010-04-01,45,28,45,28,73
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2010-04-01,3,2,3,2,5
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2010-04-01,5,10,5,10,15
PUERTO RICO,atencion odontologica,cirugia bucal menor,2010-04-01,39,25,39,25,64
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2010-04-01,18,43,18,43,61
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2010-04-01,33,47,33,47,80
PUNA,atencion odontologica,cirugia bucal menor,2010-04-01,23,25,23,25,48
PUNATA,atencion odontologica,cirugia bucal menor,2010-04-01,36,61,36,61,97
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2010-04-01,84,45,84,45,129
QUIME,atencion odontologica,cirugia bucal menor,2010-04-01,35,56,35,56,91
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2010-04-01,1,4,1,4,5
RAVELO,atencion odontologica,cirugia bucal menor,2010-04-01,15,22,15,22,37
REYES,atencion odontologica,cirugia bucal menor,2010-04-01,14,37,14,37,51
RIBERALTA,atencion odontologica,cirugia bucal menor,2010-04-01,67,226,67,226,293
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2010-04-01,17,17,17,17,34
SABAYA,atencion odontologica,cirugia bucal menor,2010-04-01,21,17,21,17,38
SACABA,atencion odontologica,cirugia bucal menor,2010-04-01,161,218,161,218,379
SACABAMBA,atencion odontologica,cirugia bucal menor,2010-04-01,4,3,4,3,7
SACACA,atencion odontologica,cirugia bucal menor,2010-04-01,21,37,21,37,58
SAIPINA,atencion odontologica,cirugia bucal menor,2010-04-01,10,24,10,24,34
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2010-04-01,19,27,19,27,46
SAMAIPATA,atencion odontologica,cirugia bucal menor,2010-04-01,7,2,7,2,9
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2010-04-01,3,3,3,3,6
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2010-04-01,31,63,31,63,94
SAN BENITO,atencion odontologica,cirugia bucal menor,2010-04-01,3,20,3,20,23
SAN BORJA,atencion odontologica,cirugia bucal menor,2010-04-01,171,295,171,295,466
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2010-04-01,9,15,9,15,24
SAN CARLOS,atencion odontologica,cirugia bucal menor,2010-04-01,10,15,10,15,25
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2010-04-01,21,33,21,33,54
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2010-04-01,68,18,68,18,86
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2010-04-01,5,2,5,2,7
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2010-04-01,57,44,57,44,101
SAN JULIAN,atencion odontologica,cirugia bucal menor,2010-04-01,2,6,2,6,8
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2010-04-01,101,200,101,200,301
SAN LUCAS,atencion odontologica,cirugia bucal menor,2010-04-01,13,33,13,33,46
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2010-04-01,14,32,14,32,46
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2010-04-01,13,71,13,71,84
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2010-04-01,5,8,5,8,13
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2010-04-01,7,15,7,15,22
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2010-04-01,8,21,8,21,29
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2010-04-01,10,18,10,18,28
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2010-04-01,3,6,3,6,9
SANTA ANA,atencion odontologica,cirugia bucal menor,2010-04-01,35,58,35,58,93
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2010-04-01,344,442,344,442,786
SANTA ROSA,atencion odontologica,cirugia bucal menor,2010-04-01,37,51,37,51,88
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2010-04-01,18,44,18,44,62
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2010-04-01,14,23,14,23,37
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2010-04-01,13,16,13,16,29
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2010-04-01,12,27,12,27,39
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2010-04-01,11,23,11,23,34
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2010-04-01,6,9,6,9,15
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2010-04-01,40,45,40,45,85
SENA,atencion odontologica,cirugia bucal menor,2010-04-01,10,8,10,8,18
SHINAOTA,atencion odontologica,cirugia bucal menor,2010-04-01,3,8,3,8,11
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2010-04-01,27,37,27,37,64
SIPE SIPE,atencion odontologica,cirugia bucal menor,2010-04-01,32,56,32,56,88
SOPACHUY,atencion odontologica,cirugia bucal menor,2010-04-01,8,25,8,25,33
SORACACHI,atencion odontologica,cirugia bucal menor,2010-04-01,14,10,14,10,24
SORATA,atencion odontologica,cirugia bucal menor,2010-04-01,21,55,21,55,76
SUCRE,atencion odontologica,cirugia bucal menor,2010-04-01,231,308,231,308,539
TACACOMA,atencion odontologica,cirugia bucal menor,2010-04-01,25,36,25,36,61
TACOPAYA,atencion odontologica,cirugia bucal menor,2010-04-01,0,5,0,5,5
TAHUA,atencion odontologica,cirugia bucal menor,2010-04-01,4,6,4,6,10
TAPACARI,atencion odontologica,cirugia bucal menor,2010-04-01,27,73,27,73,100
TARABUCO,atencion odontologica,cirugia bucal menor,2010-04-01,37,52,37,52,89
TARACO,atencion odontologica,cirugia bucal menor,2010-04-01,5,4,5,4,9
TARATA,atencion odontologica,cirugia bucal menor,2010-04-01,12,8,12,8,20
TARIJA,atencion odontologica,cirugia bucal menor,2010-04-01,369,567,369,567,936
TARVITA,atencion odontologica,cirugia bucal menor,2010-04-01,9,50,9,50,59
TIAWANACU,atencion odontologica,cirugia bucal menor,2010-04-01,43,76,43,76,119
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2010-04-01,11,30,11,30,41
TIPUANI,atencion odontologica,cirugia bucal menor,2010-04-01,14,23,14,23,37
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2010-04-01,45,86,45,86,131
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2010-04-01,15,14,15,14,29
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2010-04-01,3,8,3,8,11
TOCO,atencion odontologica,cirugia bucal menor,2010-04-01,8,22,8,22,30
TOLATA,atencion odontologica,cirugia bucal menor,2010-04-01,17,26,17,26,43
TOLEDO,atencion odontologica,cirugia bucal menor,2010-04-01,24,35,24,35,59
TOMAVE,atencion odontologica,cirugia bucal menor,2010-04-01,19,44,19,44,63
TOMINA,atencion odontologica,cirugia bucal menor,2010-04-01,27,34,27,34,61
TORO TORO,atencion odontologica,cirugia bucal menor,2010-04-01,11,4,11,4,15
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2010-04-01,0,53,0,53,53
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2010-04-01,1,1,1,1,2
TRIGAL,atencion odontologica,cirugia bucal menor,2010-04-01,3,3,3,3,6
TRINIDAD,atencion odontologica,cirugia bucal menor,2010-04-01,58,104,58,104,162
TUPIZA,atencion odontologica,cirugia bucal menor,2010-04-01,34,37,34,37,71
TURCO,atencion odontologica,cirugia bucal menor,2010-04-01,6,11,6,11,17
UNCIA,atencion odontologica,cirugia bucal menor,2010-04-01,15,23,15,23,38
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2010-04-01,76,147,76,147,223
URUBICHA,atencion odontologica,cirugia bucal menor,2010-04-01,2,5,2,5,7
UYUNI,atencion odontologica,cirugia bucal menor,2010-04-01,15,15,15,15,30
VACAS,atencion odontologica,cirugia bucal menor,2010-04-01,1,6,1,6,7
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2010-04-01,13,14,13,14,27
VIACHA,atencion odontologica,cirugia bucal menor,2010-04-01,8,11,8,11,19
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2010-04-01,10,13,10,13,23
VILLA MONTES,atencion odontologica,cirugia bucal menor,2010-04-01,86,150,86,150,236
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2010-04-01,10,20,10,20,30
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2010-04-01,6,7,6,7,13
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2010-04-01,103,307,103,307,410
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2010-04-01,37,75,37,75,112
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2010-04-01,17,49,17,49,66
VILLAZON,atencion odontologica,cirugia bucal menor,2010-04-01,76,118,76,118,194
VINTO,atencion odontologica,cirugia bucal menor,2010-04-01,13,10,13,10,23
VITICHI,atencion odontologica,cirugia bucal menor,2010-04-01,6,2,6,2,8
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2010-04-01,9,9,9,9,18
WARNES,atencion odontologica,cirugia bucal menor,2010-04-01,34,47,34,47,81
YACO,atencion odontologica,cirugia bucal menor,2010-04-01,20,26,20,26,46
YACUIBA,atencion odontologica,cirugia bucal menor,2010-04-01,189,340,189,340,529
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2010-04-01,10,24,10,24,34
YANACACHI,atencion odontologica,cirugia bucal menor,2010-04-01,15,29,15,29,44
YAPACANI,atencion odontologica,cirugia bucal menor,2010-04-01,53,63,53,63,116
YOCALLA,atencion odontologica,cirugia bucal menor,2010-04-01,11,12,11,12,23
YOTALA,atencion odontologica,cirugia bucal menor,2010-04-01,14,23,14,23,37
YUNCHARA,atencion odontologica,cirugia bucal menor,2010-04-01,7,11,7,11,18
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2010-04-01,14,24,14,24,38
ACACIO,atencion odontologica,cirugia bucal menor,2010-05-01,3,10,3,10,13
ACHACACHI,atencion odontologica,cirugia bucal menor,2010-05-01,102,83,102,83,185
ACHOCALLA,atencion odontologica,cirugia bucal menor,2010-05-01,20,27,20,27,47
AIQUILE,atencion odontologica,cirugia bucal menor,2010-05-01,11,17,11,17,28
ALALAY,atencion odontologica,cirugia bucal menor,2010-05-01,0,8,0,8,8
ALCALA,atencion odontologica,cirugia bucal menor,2010-05-01,6,24,6,24,30
ALTO BENI,atencion odontologica,cirugia bucal menor,2010-05-01,16,12,16,12,28
ANCORAIMES,atencion odontologica,cirugia bucal menor,2010-05-01,28,44,28,44,72
ANDAMARCA,atencion odontologica,cirugia bucal menor,2010-05-01,15,18,15,18,33
ANTEQUERA,atencion odontologica,cirugia bucal menor,2010-05-01,17,20,17,20,37
ANZALDO,atencion odontologica,cirugia bucal menor,2010-05-01,5,14,5,14,19
APOLO,atencion odontologica,cirugia bucal menor,2010-05-01,15,56,15,56,71
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2010-05-01,4,6,4,6,10
ARBIETO,atencion odontologica,cirugia bucal menor,2010-05-01,2,4,2,4,6
ARQUE,atencion odontologica,cirugia bucal menor,2010-05-01,2,11,2,11,13
ATOCHA,atencion odontologica,cirugia bucal menor,2010-05-01,60,71,60,71,131
AYATA,atencion odontologica,cirugia bucal menor,2010-05-01,27,36,27,36,63
AYO AYO,atencion odontologica,cirugia bucal menor,2010-05-01,14,18,14,18,32
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2010-05-01,37,63,37,63,100
AZURDUY,atencion odontologica,cirugia bucal menor,2010-05-01,9,5,9,5,14
BATALLAS,atencion odontologica,cirugia bucal menor,2010-05-01,33,42,33,42,75
BAURES,atencion odontologica,cirugia bucal menor,2010-05-01,8,2,8,2,10
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2010-05-01,1,2,1,2,3
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2010-05-01,11,8,11,8,19
BERMEJO,atencion odontologica,cirugia bucal menor,2010-05-01,108,100,108,100,208
BETANZOS,atencion odontologica,cirugia bucal menor,2010-05-01,25,44,25,44,69
BOLIVAR,atencion odontologica,cirugia bucal menor,2010-05-01,6,12,6,12,18
BOLPEBRA,atencion odontologica,cirugia bucal menor,2010-05-01,25,19,25,19,44
BOYUIBE,atencion odontologica,cirugia bucal menor,2010-05-01,8,14,8,14,22
BUENA VISTA,atencion odontologica,cirugia bucal menor,2010-05-01,7,12,7,12,19
CABEZAS,atencion odontologica,cirugia bucal menor,2010-05-01,39,30,39,30,69
CAIROMA,atencion odontologica,cirugia bucal menor,2010-05-01,51,60,51,60,111
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2010-05-01,10,19,10,19,29
CAJUATA,atencion odontologica,cirugia bucal menor,2010-05-01,27,40,27,40,67
CALACOTO,atencion odontologica,cirugia bucal menor,2010-05-01,30,45,30,45,75
CALAMARCA,atencion odontologica,cirugia bucal menor,2010-05-01,46,45,46,45,91
CAMARGO,atencion odontologica,cirugia bucal menor,2010-05-01,42,60,42,60,102
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2010-05-01,25,28,25,28,53
CAMIRI,atencion odontologica,cirugia bucal menor,2010-05-01,74,114,74,114,188
CAPINOTA,atencion odontologica,cirugia bucal menor,2010-05-01,1,5,1,5,6
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2010-05-01,21,25,21,25,46
CARACOLLO,atencion odontologica,cirugia bucal menor,2010-05-01,17,17,17,17,34
CARANAVI,atencion odontologica,cirugia bucal menor,2010-05-01,56,98,56,98,154
CARAPARI,atencion odontologica,cirugia bucal menor,2010-05-01,57,98,57,98,155
CARIPUYO,atencion odontologica,cirugia bucal menor,2010-05-01,41,39,41,39,80
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2010-05-01,18,14,18,14,32
CATACORA,atencion odontologica,cirugia bucal menor,2010-05-01,23,32,23,32,55
CHALLAPATA,atencion odontologica,cirugia bucal menor,2010-05-01,67,117,67,117,184
CHARAGUA,atencion odontologica,cirugia bucal menor,2010-05-01,38,115,38,115,153
CHARAÑA,atencion odontologica,cirugia bucal menor,2010-05-01,3,3,3,3,6
CHAYANTA,atencion odontologica,cirugia bucal menor,2010-05-01,29,41,29,41,70
CHIMORE,atencion odontologica,cirugia bucal menor,2010-05-01,19,50,19,50,69
CHIPAYA,atencion odontologica,cirugia bucal menor,2010-05-01,1,1,1,1,2
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2010-05-01,5,5,5,5,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2010-05-01,49,61,49,61,110
CHUMA,atencion odontologica,cirugia bucal menor,2010-05-01,78,104,78,104,182
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2010-05-01,11,32,11,32,43
