,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
CHALLAPATA,atencion odontologica,periodoncias,2010-04-01,3,3,3,3,6
CHARAGUA,atencion odontologica,periodoncias,2010-04-01,1,5,1,5,6
CHARAÑA,atencion odontologica,periodoncias,2010-04-01,11,13,11,13,24
CHIMORE,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2010-04-01,1,3,1,3,4
CHUMA,atencion odontologica,periodoncias,2010-04-01,0,10,0,10,10
CLIZA,atencion odontologica,periodoncias,2010-04-01,6,28,6,28,34
COBIJA,atencion odontologica,periodoncias,2010-04-01,5,9,5,9,14
COCHABAMBA,atencion odontologica,periodoncias,2010-04-01,362,729,362,729,1091
COIPASA,atencion odontologica,periodoncias,2010-04-01,0,3,0,3,3
COLCAPIRHUA,atencion odontologica,periodoncias,2010-04-01,56,104,56,104,160
"COLCHA ""K""",atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
COLLANA,atencion odontologica,periodoncias,2010-04-01,2,1,2,1,3
COLOMI,atencion odontologica,periodoncias,2010-04-01,0,5,0,5,5
COLPA BELGICA,atencion odontologica,periodoncias,2010-04-01,0,9,0,9,9
COLQUECHACA,atencion odontologica,periodoncias,2010-04-01,11,10,11,10,21
COLQUIRI,atencion odontologica,periodoncias,2010-04-01,12,4,12,4,16
COMANCHE,atencion odontologica,periodoncias,2010-04-01,0,5,0,5,5
COMARAPA,atencion odontologica,periodoncias,2010-04-01,6,4,6,4,10
COMBAYA,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
CONCEPCION,atencion odontologica,periodoncias,2010-04-01,6,0,6,0,6
CORIPATA,atencion odontologica,periodoncias,2010-04-01,2,0,2,0,2
CORO CORO,atencion odontologica,periodoncias,2010-04-01,1,0,1,0,1
COROICO,atencion odontologica,periodoncias,2010-04-01,2,7,2,7,9
COTAGAITA,atencion odontologica,periodoncias,2010-04-01,9,6,9,6,15
COTOCA,atencion odontologica,periodoncias,2010-04-01,0,2,0,2,2
CUATRO CAÑADAS,atencion odontologica,periodoncias,2010-04-01,1,5,1,5,6
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2010-04-01,5,3,5,3,8
CULPINA,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
CURAHUARA DE CARANGAS,atencion odontologica,periodoncias,2010-04-01,2,0,2,0,2
EL ALTO,atencion odontologica,periodoncias,2010-04-01,140,234,140,234,374
EL CHORO,atencion odontologica,periodoncias,2010-04-01,5,6,5,6,11
EL PUENTE(STC),atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
EL PUENTE(TJA),atencion odontologica,periodoncias,2010-04-01,6,3,6,3,9
EL TORNO,atencion odontologica,periodoncias,2010-04-01,10,10,10,10,20
EL VILLAR,atencion odontologica,periodoncias,2010-04-01,0,5,0,5,5
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2010-04-01,5,6,5,6,11
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2010-04-01,7,6,7,6,13
EUCALIPTUS,atencion odontologica,periodoncias,2010-04-01,0,2,0,2,2
EXALTACION,atencion odontologica,periodoncias,2010-04-01,1,1,1,1,2
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2010-04-01,2,3,2,3,5
FILADELFIA,atencion odontologica,periodoncias,2010-04-01,0,3,0,3,3
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2010-04-01,0,16,0,16,16
GUANAY,atencion odontologica,periodoncias,2010-04-01,22,23,22,23,45
GUAYARAMERIN,atencion odontologica,periodoncias,2010-04-01,11,70,11,70,81
GUTIERREZ,atencion odontologica,periodoncias,2010-04-01,1,31,1,31,32
HUACHACALLA,atencion odontologica,periodoncias,2010-04-01,2,0,2,0,2
HUANUNI,atencion odontologica,periodoncias,2010-04-01,2,3,2,3,5
HUARACAJE,atencion odontologica,periodoncias,2010-04-01,8,5,8,5,13
HUAYLLAMARCA,atencion odontologica,periodoncias,2010-04-01,0,3,0,3,3
HUMANATA,atencion odontologica,periodoncias,2010-04-01,1,6,1,6,7
ICLA,atencion odontologica,periodoncias,2010-04-01,2,0,2,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2010-04-01,4,4,4,4,8
IXIAMAS,atencion odontologica,periodoncias,2010-04-01,2,2,2,2,4
JESUS DE MACHACA,atencion odontologica,periodoncias,2010-04-01,1,1,1,1,2
LA ASUNTA,atencion odontologica,periodoncias,2010-04-01,2,1,2,1,3
LA GUARDIA,atencion odontologica,periodoncias,2010-04-01,8,9,8,9,17
LA PAZ,atencion odontologica,periodoncias,2010-04-01,646,683,646,683,1329
LAGUNILLAS,atencion odontologica,periodoncias,2010-04-01,27,22,27,22,49
LAJA,atencion odontologica,periodoncias,2010-04-01,0,3,0,3,3
LICOMA PAMPA,atencion odontologica,periodoncias,2010-04-01,1,2,1,2,3
LLALLAGUA,atencion odontologica,periodoncias,2010-04-01,1,16,1,16,17
LURIBAY,atencion odontologica,periodoncias,2010-04-01,2,0,2,0,2
MACHACAMARCA,atencion odontologica,periodoncias,2010-04-01,0,2,0,2,2
MAGDALENA,atencion odontologica,periodoncias,2010-04-01,3,8,3,8,11
MAIRANA,atencion odontologica,periodoncias,2010-04-01,1,14,1,14,15
MAPIRI,atencion odontologica,periodoncias,2010-04-01,7,8,7,8,15
MECAPACA,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
MINEROS,atencion odontologica,periodoncias,2010-04-01,0,13,0,13,13
MIZQUE,atencion odontologica,periodoncias,2010-04-01,90,62,90,62,152
MOCOMOCO,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
MOJOCOYA,atencion odontologica,periodoncias,2010-04-01,0,3,0,3,3
MONTEAGUDO,atencion odontologica,periodoncias,2010-04-01,1,6,1,6,7
MONTERO,atencion odontologica,periodoncias,2010-04-01,7,138,7,138,145
MOROCHATA,atencion odontologica,periodoncias,2010-04-01,0,6,0,6,6
OKINAWA,atencion odontologica,periodoncias,2010-04-01,3,5,3,5,8
OMEREQUE,atencion odontologica,periodoncias,2010-04-01,2,4,2,4,6
ORURO,atencion odontologica,periodoncias,2010-04-01,166,192,166,192,358
PADCAYA,atencion odontologica,periodoncias,2010-04-01,8,15,8,15,23
PADILLA,atencion odontologica,periodoncias,2010-04-01,4,5,4,5,9
PAILON,atencion odontologica,periodoncias,2010-04-01,3,2,3,2,5
PALCA,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
PALOS BLANCOS,atencion odontologica,periodoncias,2010-04-01,4,7,4,7,11
PAMPA GRANDE,atencion odontologica,periodoncias,2010-04-01,2,4,2,4,6
PATACAMAYA,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
PAZÑA,atencion odontologica,periodoncias,2010-04-01,0,3,0,3,3
POJO (CBBA),atencion odontologica,periodoncias,2010-04-01,29,0,29,0,29
POOPO,atencion odontologica,periodoncias,2010-04-01,1,0,1,0,1
PORTACHUELO,atencion odontologica,periodoncias,2010-04-01,3,12,3,12,15
PORVENIR,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
POTOSI,atencion odontologica,periodoncias,2010-04-01,218,42,218,42,260
PUCARA,atencion odontologica,periodoncias,2010-04-01,1,1,1,1,2
PUCARANI,atencion odontologica,periodoncias,2010-04-01,0,4,0,4,4
PUERTO ACOSTA,atencion odontologica,periodoncias,2010-04-01,1,0,1,0,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2010-04-01,2,5,2,5,7
PUERTO GONZALO MORENO,atencion odontologica,periodoncias,2010-04-01,1,0,1,0,1
PUERTO PEREZ,atencion odontologica,periodoncias,2010-04-01,0,2,0,2,2
PUERTO SILES,atencion odontologica,periodoncias,2010-04-01,2,1,2,1,3
PUERTO SUAREZ,atencion odontologica,periodoncias,2010-04-01,3,9,3,9,12
PUERTO VILLARROEL,atencion odontologica,periodoncias,2010-04-01,15,20,15,20,35
PUNATA,atencion odontologica,periodoncias,2010-04-01,69,91,69,91,160
QUILLACOLLO,atencion odontologica,periodoncias,2010-04-01,17,54,17,54,71
QUIME,atencion odontologica,periodoncias,2010-04-01,1,1,1,1,2
QUIRUSILLAS,atencion odontologica,periodoncias,2010-04-01,4,2,4,2,6
REYES,atencion odontologica,periodoncias,2010-04-01,2,4,2,4,6
RIBERALTA,atencion odontologica,periodoncias,2010-04-01,15,27,15,27,42
ROBORE,atencion odontologica,periodoncias,2010-04-01,2,3,2,3,5
RURRENABAQUE,atencion odontologica,periodoncias,2010-04-01,0,8,0,8,8
SACABA,atencion odontologica,periodoncias,2010-04-01,150,231,150,231,381
SACABAMBA,atencion odontologica,periodoncias,2010-04-01,93,59,93,59,152
SACACA,atencion odontologica,periodoncias,2010-04-01,3,3,3,3,6
SAIPINA,atencion odontologica,periodoncias,2010-04-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2010-04-01,2,2,2,2,4
SAN ANDRES,atencion odontologica,periodoncias,2010-04-01,6,10,6,10,16
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2010-04-01,1,3,1,3,4
SAN ANTONIO DE LOMERIO,atencion odontologica,periodoncias,2010-04-01,1,0,1,0,1
SAN BENITO,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
SAN BORJA,atencion odontologica,periodoncias,2010-04-01,15,9,15,9,24
SAN CARLOS,atencion odontologica,periodoncias,2010-04-01,5,11,5,11,16
SAN IGNACIO,atencion odontologica,periodoncias,2010-04-01,22,31,22,31,53
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2010-04-01,6,1,6,1,7
SAN JAVIER(STC),atencion odontologica,periodoncias,2010-04-01,2,2,2,2,4
SAN JULIAN,atencion odontologica,periodoncias,2010-04-01,2,3,2,3,5
SAN LORENZO(TJA),atencion odontologica,periodoncias,2010-04-01,7,17,7,17,24
SAN LUCAS,atencion odontologica,periodoncias,2010-04-01,1,1,1,1,2
SAN MATIAS,atencion odontologica,periodoncias,2010-04-01,0,3,0,3,3
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2010-04-01,2,2,2,2,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2010-04-01,0,4,0,4,4
SAN PEDRO DE TIQUINA,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,periodoncias,2010-04-01,30,62,30,62,92
SAN RAMON SCZ,atencion odontologica,periodoncias,2010-04-01,2,17,2,17,19
SANTA ANA,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2010-04-01,475,867,475,867,1342
SANTA ROSA,atencion odontologica,periodoncias,2010-04-01,4,6,4,6,10
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2010-04-01,0,12,0,12,12
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2010-04-01,0,2,0,2,2
SANTIVAÑES,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2010-04-01,2,0,2,0,2
SAPAHAQUI,atencion odontologica,periodoncias,2010-04-01,20,25,20,25,45
SHINAOTA,atencion odontologica,periodoncias,2010-04-01,3,5,3,5,8
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2010-04-01,5,9,5,9,14
SICAYA,atencion odontologica,periodoncias,2010-04-01,0,2,0,2,2
SIPE SIPE,atencion odontologica,periodoncias,2010-04-01,2,13,2,13,15
SOPACHUY,atencion odontologica,periodoncias,2010-04-01,1,3,1,3,4
SORACACHI,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
SORATA,atencion odontologica,periodoncias,2010-04-01,1,3,1,3,4
SUCRE,atencion odontologica,periodoncias,2010-04-01,248,273,248,273,521
TACACOMA,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
TACOPAYA,atencion odontologica,periodoncias,2010-04-01,253,247,253,247,500
TAPACARI,atencion odontologica,periodoncias,2010-04-01,1,4,1,4,5
TARABUCO,atencion odontologica,periodoncias,2010-04-01,0,3,0,3,3
TARIJA,atencion odontologica,periodoncias,2010-04-01,129,117,129,117,246
TARVITA,atencion odontologica,periodoncias,2010-04-01,2,13,2,13,15
TIAWANACU,atencion odontologica,periodoncias,2010-04-01,3,2,3,2,5
TIPUANI,atencion odontologica,periodoncias,2010-04-01,9,10,9,10,19
TIQUIPAYA,atencion odontologica,periodoncias,2010-04-01,25,108,25,108,133
TIRAQUE (CBBA),atencion odontologica,periodoncias,2010-04-01,58,63,58,63,121
TOCO,atencion odontologica,periodoncias,2010-04-01,3,7,3,7,10
TOLATA,atencion odontologica,periodoncias,2010-04-01,6,9,6,9,15
TOLEDO,atencion odontologica,periodoncias,2010-04-01,2,0,2,0,2
TOMINA,atencion odontologica,periodoncias,2010-04-01,1,5,1,5,6
TOTORA(CBBA),atencion odontologica,periodoncias,2010-04-01,0,8,0,8,8
TOTORA(ORR),atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
TRIGAL,atencion odontologica,periodoncias,2010-04-01,1,2,1,2,3
TRINIDAD,atencion odontologica,periodoncias,2010-04-01,98,50,98,50,148
TUPIZA,atencion odontologica,periodoncias,2010-04-01,55,36,55,36,91
UNCIA,atencion odontologica,periodoncias,2010-04-01,1,3,1,3,4
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2010-04-01,7,10,7,10,17
VACAS,atencion odontologica,periodoncias,2010-04-01,16,35,16,35,51
VALLEGRANDE,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
VIACHA,atencion odontologica,periodoncias,2010-04-01,25,12,25,12,37
VILLA CHARCAS,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
VILLA MONTES,atencion odontologica,periodoncias,2010-04-01,11,23,11,23,34
VILLA RIVERO,atencion odontologica,periodoncias,2010-04-01,93,74,93,74,167
VILLA SERRANO,atencion odontologica,periodoncias,2010-04-01,19,63,19,63,82
VILLA TUNARI,atencion odontologica,periodoncias,2010-04-01,64,105,64,105,169
VILLAZON,atencion odontologica,periodoncias,2010-04-01,19,18,19,18,37
VINTO,atencion odontologica,periodoncias,2010-04-01,10,10,10,10,20
VITICHI,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
WARNES,atencion odontologica,periodoncias,2010-04-01,22,15,22,15,37
YACUIBA,atencion odontologica,periodoncias,2010-04-01,52,68,52,68,120
YAMPARAEZ,atencion odontologica,periodoncias,2010-04-01,0,3,0,3,3
YANACACHI,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
YAPACANI,atencion odontologica,periodoncias,2010-04-01,15,22,15,22,37
YOTALA,atencion odontologica,periodoncias,2010-04-01,3,4,3,4,7
ZUDAÑEZ,atencion odontologica,periodoncias,2010-04-01,0,1,0,1,1
ACACIO,atencion odontologica,periodoncias,2010-05-01,1,2,1,2,3
ACHACACHI,atencion odontologica,periodoncias,2010-05-01,64,69,64,69,133
ACHOCALLA,atencion odontologica,periodoncias,2010-05-01,0,5,0,5,5
AIQUILE,atencion odontologica,periodoncias,2010-05-01,15,13,15,13,28
ALALAY,atencion odontologica,periodoncias,2010-05-01,0,2,0,2,2
ALCALA,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
ALTO BENI,atencion odontologica,periodoncias,2010-05-01,0,2,0,2,2
ANCORAIMES,atencion odontologica,periodoncias,2010-05-01,2,8,2,8,10
ANZALDO,atencion odontologica,periodoncias,2010-05-01,2,7,2,7,9
APOLO,atencion odontologica,periodoncias,2010-05-01,0,3,0,3,3
ARANI,atencion odontologica,periodoncias,2010-05-01,5,13,5,13,18
ARBIETO,atencion odontologica,periodoncias,2010-05-01,1,16,1,16,17
ARQUE,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2010-05-01,10,20,10,20,30
ATOCHA,atencion odontologica,periodoncias,2010-05-01,9,10,9,10,19
AYO AYO,atencion odontologica,periodoncias,2010-05-01,0,2,0,2,2
BAURES,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
BERMEJO,atencion odontologica,periodoncias,2010-05-01,8,18,8,18,26
BETANZOS,atencion odontologica,periodoncias,2010-05-01,4,3,4,3,7
BOLIVAR,atencion odontologica,periodoncias,2010-05-01,0,4,0,4,4
BUENA VISTA,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
CABEZAS,atencion odontologica,periodoncias,2010-05-01,5,15,5,15,20
CAIROMA,atencion odontologica,periodoncias,2010-05-01,4,24,4,24,28
"CAIZA ""D""",atencion odontologica,periodoncias,2010-05-01,1,2,1,2,3
CAJUATA,atencion odontologica,periodoncias,2010-05-01,1,3,1,3,4
CAMARGO,atencion odontologica,periodoncias,2010-05-01,2,5,2,5,7
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2010-05-01,0,9,0,9,9
CAMIRI,atencion odontologica,periodoncias,2010-05-01,47,54,47,54,101
CAPINOTA,atencion odontologica,periodoncias,2010-05-01,0,2,0,2,2
CAQUIAVIRI,atencion odontologica,periodoncias,2010-05-01,1,0,1,0,1
CARACOLLO,atencion odontologica,periodoncias,2010-05-01,10,3,10,3,13
CARANAVI,atencion odontologica,periodoncias,2010-05-01,6,10,6,10,16
CARAPARI,atencion odontologica,periodoncias,2010-05-01,11,16,11,16,27
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2010-05-01,11,17,11,17,28
CATACORA,atencion odontologica,periodoncias,2010-05-01,3,5,3,5,8
CHALLAPATA,atencion odontologica,periodoncias,2010-05-01,2,0,2,0,2
CHAQUI,atencion odontologica,periodoncias,2010-05-01,2,0,2,0,2
CHARAGUA,atencion odontologica,periodoncias,2010-05-01,2,2,2,2,4
CHAYANTA,atencion odontologica,periodoncias,2010-05-01,1,0,1,0,1
CHIMORE,atencion odontologica,periodoncias,2010-05-01,4,7,4,7,11
CHIPAYA,atencion odontologica,periodoncias,2010-05-01,0,2,0,2,2
CHOQUE COTA,atencion odontologica,periodoncias,2010-05-01,0,7,0,7,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2010-05-01,2,0,2,0,2
CHUMA,atencion odontologica,periodoncias,2010-05-01,5,2,5,2,7
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncias,2010-05-01,0,8,0,8,8
CLIZA,atencion odontologica,periodoncias,2010-05-01,4,11,4,11,15
COBIJA,atencion odontologica,periodoncias,2010-05-01,8,7,8,7,15
COCAPATA,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
COCHABAMBA,atencion odontologica,periodoncias,2010-05-01,506,770,506,770,1276
COIPASA,atencion odontologica,periodoncias,2010-05-01,0,4,0,4,4
COLCAPIRHUA,atencion odontologica,periodoncias,2010-05-01,20,54,20,54,74
"COLCHA ""K""",atencion odontologica,periodoncias,2010-05-01,1,0,1,0,1
COLOMI,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
COLPA BELGICA,atencion odontologica,periodoncias,2010-05-01,0,10,0,10,10
COLQUECHACA,atencion odontologica,periodoncias,2010-05-01,1,0,1,0,1
COLQUENCHA,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
COLQUIRI,atencion odontologica,periodoncias,2010-05-01,8,5,8,5,13
COMANCHE,atencion odontologica,periodoncias,2010-05-01,2,0,2,0,2
COMARAPA,atencion odontologica,periodoncias,2010-05-01,2,11,2,11,13
CONCEPCION,atencion odontologica,periodoncias,2010-05-01,1,2,1,2,3
CORIPATA,atencion odontologica,periodoncias,2010-05-01,1,0,1,0,1
COROICO,atencion odontologica,periodoncias,2010-05-01,0,5,0,5,5
CORQUE,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
COTAGAITA,atencion odontologica,periodoncias,2010-05-01,2,0,2,0,2
COTOCA,atencion odontologica,periodoncias,2010-05-01,2,28,2,28,30
CUATRO CAÑADAS,atencion odontologica,periodoncias,2010-05-01,0,4,0,4,4
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2010-05-01,3,3,3,3,6
CUEVO,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
CULPINA,atencion odontologica,periodoncias,2010-05-01,0,2,0,2,2
CURAHUARA DE CARANGAS,atencion odontologica,periodoncias,2010-05-01,1,1,1,1,2
EL ALTO,atencion odontologica,periodoncias,2010-05-01,225,299,225,299,524
EL PUENTE(TJA),atencion odontologica,periodoncias,2010-05-01,0,5,0,5,5
EL TORNO,atencion odontologica,periodoncias,2010-05-01,4,14,4,14,18
EL VILLAR,atencion odontologica,periodoncias,2010-05-01,1,7,1,7,8
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2010-05-01,0,5,0,5,5
EUCALIPTUS,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2010-05-01,5,6,5,6,11
FILADELFIA,atencion odontologica,periodoncias,2010-05-01,0,4,0,4,4
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2010-05-01,2,10,2,10,12
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
GUANAY,atencion odontologica,periodoncias,2010-05-01,53,59,53,59,112
GUAYARAMERIN,atencion odontologica,periodoncias,2010-05-01,15,11,15,11,26
GUTIERREZ,atencion odontologica,periodoncias,2010-05-01,2,24,2,24,26
HUACARETA,atencion odontologica,periodoncias,2010-05-01,0,3,0,3,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
HUACHACALLA,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
HUANUNI,atencion odontologica,periodoncias,2010-05-01,3,0,3,0,3
HUARACAJE,atencion odontologica,periodoncias,2010-05-01,1,8,1,8,9
HUARINA,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
HUAYLLAMARCA,atencion odontologica,periodoncias,2010-05-01,1,2,1,2,3
ICLA,atencion odontologica,periodoncias,2010-05-01,0,2,0,2,2
INQUISIVI,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2010-05-01,5,2,5,2,7
JESUS DE MACHACA,atencion odontologica,periodoncias,2010-05-01,1,4,1,4,5
LA ASUNTA,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
LA GUARDIA,atencion odontologica,periodoncias,2010-05-01,2,10,2,10,12
LA PAZ,atencion odontologica,periodoncias,2010-05-01,648,771,648,771,1419
LAGUNILLAS,atencion odontologica,periodoncias,2010-05-01,29,55,29,55,84
LAJA,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
LICOMA PAMPA,atencion odontologica,periodoncias,2010-05-01,1,3,1,3,4
LLALLAGUA,atencion odontologica,periodoncias,2010-05-01,4,9,4,9,13
LURIBAY,atencion odontologica,periodoncias,2010-05-01,0,6,0,6,6
MACHACAMARCA,atencion odontologica,periodoncias,2010-05-01,3,3,3,3,6
MAGDALENA,atencion odontologica,periodoncias,2010-05-01,0,3,0,3,3
MAIRANA,atencion odontologica,periodoncias,2010-05-01,4,5,4,5,9
MAPIRI,atencion odontologica,periodoncias,2010-05-01,2,2,2,2,4
MECAPACA,atencion odontologica,periodoncias,2010-05-01,1,0,1,0,1
MINEROS,atencion odontologica,periodoncias,2010-05-01,1,0,1,0,1
MIZQUE,atencion odontologica,periodoncias,2010-05-01,2,17,2,17,19
MOCOMOCO,atencion odontologica,periodoncias,2010-05-01,1,0,1,0,1
MOJOCOYA,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
MONTEAGUDO,atencion odontologica,periodoncias,2010-05-01,0,7,0,7,7
MONTERO,atencion odontologica,periodoncias,2010-05-01,34,28,34,28,62
MOROCHATA,atencion odontologica,periodoncias,2010-05-01,0,5,0,5,5
OKINAWA,atencion odontologica,periodoncias,2010-05-01,1,8,1,8,9
OMEREQUE,atencion odontologica,periodoncias,2010-05-01,0,3,0,3,3
ORURO,atencion odontologica,periodoncias,2010-05-01,87,135,87,135,222
PADCAYA,atencion odontologica,periodoncias,2010-05-01,2,0,2,0,2
PADILLA,atencion odontologica,periodoncias,2010-05-01,1,7,1,7,8
PAILON,atencion odontologica,periodoncias,2010-05-01,2,6,2,6,8
PALOS BLANCOS,atencion odontologica,periodoncias,2010-05-01,5,10,5,10,15
PAMPA AULLAGAS,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica,periodoncias,2010-05-01,1,3,1,3,4
PATACAMAYA,atencion odontologica,periodoncias,2010-05-01,25,39,25,39,64
PAZÑA,atencion odontologica,periodoncias,2010-05-01,0,2,0,2,2
PELECHUCO,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
POCOATA,atencion odontologica,periodoncias,2010-05-01,20,35,20,35,55
POCONA,atencion odontologica,periodoncias,2010-05-01,2,1,2,1,3
POJO (CBBA),atencion odontologica,periodoncias,2010-05-01,0,6,0,6,6
POOPO,atencion odontologica,periodoncias,2010-05-01,5,4,5,4,9
POROMA,atencion odontologica,periodoncias,2010-05-01,11,7,11,7,18
PORTACHUELO,atencion odontologica,periodoncias,2010-05-01,3,4,3,4,7
PORVENIR,atencion odontologica,periodoncias,2010-05-01,4,2,4,2,6
POSTRER VALLE,atencion odontologica,periodoncias,2010-05-01,1,1,1,1,2
POTOSI,atencion odontologica,periodoncias,2010-05-01,26,40,26,40,66
PUCARA,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
PUCARANI,atencion odontologica,periodoncias,2010-05-01,0,2,0,2,2
PUERTO CARABUCO,atencion odontologica,periodoncias,2010-05-01,3,1,3,1,4
PUERTO GONZALO MORENO,atencion odontologica,periodoncias,2010-05-01,3,3,3,3,6
PUERTO PEREZ,atencion odontologica,periodoncias,2010-05-01,1,6,1,6,7
PUERTO QUIJARRO,atencion odontologica,periodoncias,2010-05-01,1,1,1,1,2
PUERTO RICO,atencion odontologica,periodoncias,2010-05-01,1,0,1,0,1
PUERTO SUAREZ,atencion odontologica,periodoncias,2010-05-01,4,12,4,12,16
PUERTO VILLARROEL,atencion odontologica,periodoncias,2010-05-01,22,31,22,31,53
PUNA,atencion odontologica,periodoncias,2010-05-01,1,3,1,3,4
PUNATA,atencion odontologica,periodoncias,2010-05-01,6,21,6,21,27
QUILLACOLLO,atencion odontologica,periodoncias,2010-05-01,16,28,16,28,44
QUIME,atencion odontologica,periodoncias,2010-05-01,0,1,0,1,1
QUIRUSILLAS,atencion odontologica,periodoncias,2010-05-01,4,4,4,4,8
REYES,atencion odontologica,periodoncias,2010-05-01,3,4,3,4,7
RIBERALTA,atencion odontologica,periodoncias,2010-05-01,90,57,90,57,147
ROBORE,atencion odontologica,periodoncias,2010-05-01,6,4,6,4,10
SABAYA,atencion odontologica,periodoncias,2010-05-01,0,2,0,2,2
SACABA,atencion odontologica,periodoncias,2010-05-01,264,384,264,384,648
SACABAMBA,atencion odontologica,periodoncias,2010-05-01,4,6,4,6,10
SAIPINA,atencion odontologica,periodoncias,2010-05-01,1,2,1,2,3
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2010-05-01,1,1,1,1,2
SAMAIPATA,atencion odontologica,periodoncias,2010-05-01,0,4,0,4,4
SAN ANDRES,atencion odontologica,periodoncias,2010-05-01,4,10,4,10,14
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2010-05-01,2,4,2,4,6
SAN ANTONIO DE LOMERIO,atencion odontologica,periodoncias,2010-05-01,1,0,1,0,1
SAN BENITO,atencion odontologica,periodoncias,2010-05-01,0,4,0,4,4
